,ID,연남동
0,한식,1214.6990291262136
1,중식,1311.719298245614
2,일식,968.9111111111112
3,양식,354.9166666666667
4,제과점,649.5428571428571
5,패스트푸드점,
6,치킨전문점,
7,분식,1410.0588235294117
8,호프,209.95394736842104
9,커피,1242.277966101695
