,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
4172,B000001973,서울오류초등학교,초등학교,1943-05-23,공립,본교,운영,서울특별시 구로구 오류동 20-1,서울특별시 구로구 경인로19길 39,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.497527407,126.84203003,2021-09-15,7001220,한국교원대학교
4177,B000008172,문성중학교,중학교,1990-05-04,공립,본교,운영,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.475468201,126.90849384,2021-09-15,7001220,한국교원대학교
4178,B000008277,배명중학교,중학교,1934-10-07,사립,본교,운영,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.497689498,127.09581177,2021-09-15,7001220,한국교원대학교
4195,B000002015,서울당산초등학교,초등학교,1945-10-08,공립,본교,운영,서울특별시 영등포구 양평동4가 323,서울특별시 영등포구 선유로55길 32,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.540119119,126.89624107,2021-09-15,7001220,한국교원대학교
4199,B000002137,서울신가초등학교,초등학교,1988-10-20,공립,본교,운영,서울특별시 송파구 가락동 43-1,서울특별시 송파구 송이로 75,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.500362797,127.11987782,2021-09-15,7001220,한국교원대학교
4209,B000008437,숭곡중학교,중학교,2011-05-06,공립,본교,운영,서울특별시 성북구 하월곡동 87-1,서울특별시 성북구 종암로 208,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.608478479,127.0312998,2021-09-15,7001220,한국교원대학교
4217,B000011940,건국대학교사범대학부속고등학교,고등학교,1980-05-15,사립,본교,운영,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.539182675,127.0747119,2021-09-15,7001220,한국교원대학교
4222,B000012020,명덕여자고등학교,고등학교,1984-10-15,사립,본교,운영,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.553943988,126.83429145,2021-09-15,7001220,한국교원대학교
4232,B000008414,동마중학교,중학교,1985-04-26,공립,본교,운영,서울특별시 성동구 마장동 405-45,서울특별시 성동구 마조로11길 18,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.562802506,127.04035117,2021-09-15,7001220,한국교원대학교
4235,B000008292,강일중학교,중학교,1983-04-15,공립,본교,운영,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.555349697,127.1382586,2021-09-15,7001220,한국교원대학교
4239,B000013488,현대고등학교,고등학교,1985-04-29,사립,본교,운영,서울특별시 강남구 압구정동 425,서울특별시 강남구 압구정로 127,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.525480499,127.0223773,2021-09-15,7001220,한국교원대학교
4248,B000001988,서울탑동초등학교,초등학교,1967-12-04,공립,본교,운영,서울특별시 금천구 시흥동 230,서울특별시 금천구 탑골로 47-3,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.452516546,126.91536754,2021-09-15,7001220,한국교원대학교
4249,B000002046,서울수암초등학교,초등학교,2000-06-07,공립,본교,운영,서울특별시 노원구 중계동 67,서울특별시 노원구 중계로12길 9,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.647692827,127.08146458,2021-09-15,7001220,한국교원대학교
4251,B000008154,숭문중학교,중학교,1906-04-01,사립,본교,운영,서울특별시 마포구 대흥동 28-16,서울특별시 마포구 숭문길 99,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.550890807,126.94576893,2021-09-15,7001220,한국교원대학교
4262,B000012060,경기고등학교,고등학교,1900-10-03,공립,본교,운영,서울특별시 강남구 삼성동 74-4,서울특별시 강남구 영동대로 643,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.51756454,127.05607551,2021-09-15,7001220,한국교원대학교
4267,B000011290,서일문화예술고등학교,고등학교,1969-07-15,사립,본교,운영,서울특별시 종로구 창신동 13-80,서울특별시 종로구 지봉로17길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.579379362,127.0127598,2021-09-15,7001220,한국교원대학교
4285,B000008305,신남중학교,중학교,1984-05-06,공립,본교,운영,서울특별시 양천구 신월동 610-3,서울특별시 양천구 중앙로29길 109,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.520773888,126.8478926,2021-09-15,7001220,한국교원대학교
4306,B000008098,경희여자중학교,중학교,1960-05-18,사립,본교,운영,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.593949141,127.05489096,2021-09-15,7001220,한국교원대학교
4317,B000002243,서울화곡초등학교,초등학교,1967-03-31,공립,본교,운영,서울특별시 강서구 화곡동 24-266,서울특별시 강서구 초록마을로 28,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.543669617,126.84647173,2021-09-15,7001220,한국교원대학교
4319,B000012080,잠신고등학교,고등학교,1988-12-23,공립,본교,운영,서울특별시 송파구 잠실동 22-2,서울특별시 송파구 잠실로 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.514701291,127.08828296,2021-09-15,7001220,한국교원대학교
4322,B000002113,서울서빙고초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 용산구 서빙고동 235-1,서울특별시 용산구 서빙고로51길 14,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.52206892,126.9923004,2021-09-15,7001220,한국교원대학교
4327,B000008326,송정중학교,중학교,1991-05-16,공립,본교,운영,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.553158071,126.81524355,2021-09-15,7001220,한국교원대학교
4336,B000002066,서울연지초등학교,초등학교,1998-06-12,공립,본교,운영,서울특별시 노원구 월계동 320-8,서울특별시 노원구 월계로55길 48,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.633192513,127.05953427,2021-09-15,7001220,한국교원대학교
4351,B000002413,성신초등학교,초등학교,1965-03-08,사립,본교,운영,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 북악산로 918,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.594623129,127.02312845,2021-09-15,7001220,한국교원대학교
4364,B000008393,중앙대학교사범대학부속중학교,중학교,1934-04-15,사립,본교,운영,서울특별시 동작구 흑석동 86,서울특별시 동작구 서달로 124,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.503629419,126.96173258,2021-09-15,7001220,한국교원대학교
4380,B000008295,배재중학교,중학교,1885-06-08,사립,본교,운영,서울특별시 강동구 고덕동 313,서울특별시 강동구 고덕로 227,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.555059386,127.15024734,2021-09-15,7001220,한국교원대학교
4383,B000001862,서울면북초등학교,초등학교,1983-10-26,공립,본교,운영,서울특별시 중랑구 망우동 119,서울특별시 중랑구 용마공원로5길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.594418156,127.1035478,2021-09-15,7001220,한국교원대학교
4384,B000008338,덕원중학교,중학교,1978-04-29,사립,본교,운영,서울특별시 강서구 내발산동 산58,서울특별시 강서구 강서로45길 91-44,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.548622577,126.82902452,2021-09-15,7001220,한국교원대학교
4400,B000001976,서울두산초등학교,초등학교,1985-10-30,공립,본교,운영,서울특별시 금천구 독산동 1002-5,서울특별시 금천구 범안로11길 3,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.467548387,126.89094613,2021-09-15,7001220,한국교원대학교
4408,B000011936,자양고등학교,고등학교,1984-05-15,공립,본교,운영,서울특별시 광진구 자양동 524-11,서울특별시 광진구 뚝섬로37길 28,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.536077968,127.07333954,2021-09-15,7001220,한국교원대학교
4414,B000008307,신월중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로29길 25,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.540461945,126.82838903,2021-09-15,7001220,한국교원대학교
4417,B000002361,서울옥정초등학교,초등학교,1971-05-22,공립,본교,운영,서울특별시 성동구 옥수동 233-16,서울특별시 성동구 한림말길 43,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.542309739,127.01578548,2021-09-15,7001220,한국교원대학교
4425,B000001842,서울용두초등학교,초등학교,1948-11-01,공립,본교,운영,서울특별시 동대문구 용두동 237-1,서울특별시 동대문구 천호대로13길 43,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.576413092,127.02838719,2021-09-15,7001220,한국교원대학교
4427,B000012075,창덕여자고등학교,고등학교,1941-04-22,공립,본교,운영,서울특별시 송파구 방이동 89-6,서울특별시 송파구 양재대로 1240,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.516243513,127.14027359,2021-09-15,7001220,한국교원대학교
4430,B000002319,서울남사초등학교,초등학교,1979-09-27,공립,본교,운영,서울특별시 동작구 사당동 1011-1,서울특별시 동작구 동작대로13길 22,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.481943485,126.97823413,2021-09-15,7001220,한국교원대학교
4431,B000002011,서울대영초등학교,초등학교,1988-04-22,공립,본교,운영,서울특별시 영등포구 신길동 341-1,서울특별시 영등포구 신길로23길 43,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.502679369,126.90633674,2021-09-15,7001220,한국교원대학교
4440,B000008108,신현중학교,중학교,1996-01-15,공립,본교,운영,서울특별시 중랑구 상봉동 483,서울특별시 중랑구 봉화산로 162,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.60441346,127.0915328,2021-09-15,7001220,한국교원대학교
4449,B000008223,중평중학교,중학교,1990-05-06,공립,본교,운영,서울특별시 노원구 하계동 271-2,서울특별시 노원구 동일로203길 87,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.636976376,127.0623933,2021-09-15,7001220,한국교원대학교
4457,B000002426,서울수송초등학교,초등학교,2001-09-01,공립,본교,운영,서울특별시 강북구 번동 456,서울특별시 강북구 한천로124길 14,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.637323967,127.03320668,2021-09-15,7001220,한국교원대학교
4461,B000001897,서울수색초등학교,초등학교,1935-04-01,공립,본교,운영,서울특별시 은평구 수색동 129,서울특별시 은평구 수색로16길 21,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.585172149,126.89601214,2021-09-15,7001220,한국교원대학교
4463,B000001871,서울묵현초등학교,초등학교,2004-10-29,공립,본교,운영,서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 동일로157길 75,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.609080405,127.0736243,2021-09-15,7001220,한국교원대학교
4466,B000008454,미양중학교,중학교,2009-06-10,공립,본교,운영,서울특별시 강북구 미아동 837-734,서울특별시 강북구 인수봉로 39,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.623667169,127.01217917,2021-09-15,7001220,한국교원대학교
4470,B000002391,서울삼선초등학교,초등학교,1949-09-01,공립,본교,운영,서울특별시 성북구 삼선동3가 30-4,서울특별시 성북구 보문로29길 106,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.587141524,127.01267184,2021-09-15,7001220,한국교원대학교
4482,B000002400,서울미아초등학교,초등학교,1962-03-28,공립,본교,운영,서울특별시 성북구 길음동 1168,서울특별시 성북구 삼양로 77,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.610587609,127.02164441,2021-09-15,7001220,한국교원대학교
4488,B000001972,서울신도림초등학교,초등학교,1982-10-22,공립,본교,운영,서울특별시 구로구 신도림동 300-6,서울특별시 구로구 신도림로19길 44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.51198439,126.88325455,2021-09-15,7001220,한국교원대학교
4501,B000002123,서울방이초등학교,초등학교,1982-04-04,공립,본교,운영,서울특별시 송파구 방이동 167,서울특별시 송파구 위례성대로10길 4,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.51343915,127.12049944,2021-09-15,7001220,한국교원대학교
4504,B000008366,수서중학교,중학교,1993-04-30,공립,본교,운영,서울특별시 강남구 수서동 710,서울특별시 강남구 광평로59길 57,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.491203769,127.10237989,2021-09-15,7001220,한국교원대학교
4505,B000002410,서울일신초등학교,초등학교,2000-09-01,공립,본교,운영,서울특별시 성북구 종암동 1-79,서울특별시 성북구 월곡로 74,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.598813572,127.0401072,2021-09-15,7001220,한국교원대학교
4518,B000008420,한양대학교사범대학부속중학교,중학교,1960-01-18,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.561918839,127.04232404,2021-09-15,7001220,한국교원대학교
4521,B000012040,성남고등학교,고등학교,1938-04-25,사립,본교,운영,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.505281575,126.92661528,2021-09-15,7001220,한국교원대학교
4535,B000002097,서울덕수초등학교,초등학교,1912-04-01,공립,본교,운영,서울특별시 중구 정동 1-76,서울특별시 중구 덕수궁길 140,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.569088876,126.9746579,2021-09-15,7001220,한국교원대학교
4549,B000011970,월계고등학교,고등학교,2005-03-01,공립,본교,운영,서울특별시 노원구 월계동 778,서울특별시 노원구 초안산로5길 66,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.631733013,127.04871594,2021-09-15,7001220,한국교원대학교
4566,B000002020,서울창림초등학교,초등학교,2000-11-01,공립,본교,운영,서울특별시 도봉구 창동 411-8,서울특별시 도봉구 덕릉로63길 46,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.64323708,127.04160407,2021-09-15,7001220,한국교원대학교
4568,B000008221,을지중학교,중학교,2004-03-01,공립,본교,운영,서울특별시 노원구 중계동 360-19,서울특별시 노원구 덕릉로 580,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.649787909,127.0717084,2021-09-15,7001220,한국교원대학교
4574,B000013468,이화여자대학교사범대학부속이화금란고등학교,고등학교,1958-04-01,사립,본교,운영,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 560,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.566388855,126.9473028,2021-09-15,7001220,한국교원대학교
4580,B000008194,방학중학교,중학교,1982-04-15,공립,본교,운영,서울특별시 도봉구 방학동 313,서울특별시 도봉구 시루봉로 188,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.66546957,127.03085901,2021-09-15,7001220,한국교원대학교
4587,B000011968,불암고등학교,고등학교,2005-03-01,공립,본교,운영,서울특별시 노원구 중계동 364-10,서울특별시 노원구 중계로 155,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.64915853,127.08030583,2021-09-15,7001220,한국교원대학교
4594,B000012024,구로고등학교,고등학교,1982-04-24,공립,본교,운영,서울특별시 구로구 구로동 105-1,서울특별시 구로구 가마산로27길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.498840085,126.89030919,2021-09-15,7001220,한국교원대학교
4603,B000002427,서울수유초등학교,초등학교,1967-03-09,공립,본교,운영,서울특별시 강북구 수유동 55-5,서울특별시 강북구 삼양로74길 39,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.631249657,127.02029241,2021-09-15,7001220,한국교원대학교
4609,B000001912,서울미동초등학교,초등학교,1896-05-01,공립,본교,운영,서울특별시 서대문구 미근동 36-1,서울특별시 서대문구 충정로 52,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.563350567,126.9658506,2021-09-15,7001220,한국교원대학교
4612,B000008341,이수중학교,중학교,1982-09-21,공립,본교,운영,서울특별시 서초구 방배동 974-22,서울특별시 서초구 방배중앙로3길 32,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.480630032,126.98985905,2021-09-15,7001220,한국교원대학교
4614,B000001840,서울답십리초등학교,초등학교,1962-11-29,공립,본교,운영,서울특별시 동대문구 답십리동 274,서울특별시 동대문구 전농로3길 23,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.568804322,127.05542704,2021-09-15,7001220,한국교원대학교
4628,B000002308,서울본동초등학교,초등학교,1948-10-30,공립,본교,운영,서울특별시 동작구 본동 133,서울특별시 동작구 노량진로26길 16-40,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.509925078,126.95385084,2021-09-15,7001220,한국교원대학교
4633,B000002326,서울남부초등학교,초등학교,1985-10-08,공립,본교,운영,서울특별시 관악구 신림동 467,서울특별시 관악구 남부순환로163길 14,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.485119436,126.92218378,2021-09-15,7001220,한국교원대학교
4665,B000002070,서울을지초등학교,초등학교,1994-04-22,공립,본교,운영,서울특별시 노원구 중계동 360,서울특별시 노원구 중계로 239,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.650588845,127.07309176,2021-09-15,7001220,한국교원대학교
4683,B000002194,서울양명초등학교,초등학교,1983-05-11,공립,본교,운영,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 204,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.516374951,126.85663487,2021-09-15,7001220,한국교원대학교
4688,B000002327,서울신우초등학교,초등학교,1978-04-06,공립,본교,운영,서울특별시 관악구 신림동 315,서울특별시 관악구 호암로 498,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.463263966,126.93253527,2021-09-15,7001220,한국교원대학교
4693,B000011301,덕수고등학교,고등학교,1910-04-13,공립,본교,운영,서울특별시 성동구 행당동 70-28,서울특별시 성동구 왕십리로 199,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.555264222,127.04114181,2021-09-15,7001220,한국교원대학교
4695,B000008235,덕성여자중학교,중학교,1946-10-01,사립,본교,운영,서울특별시 종로구 송현동 34,서울특별시 종로구 율곡로3길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.577785982,126.9819235,2021-09-15,7001220,한국교원대학교
4714,B000011347,한강미디어고등학교,고등학교,1995-01-10,공립,본교,운영,서울특별시 영등포구 양평동4가 315-1,서울특별시 영등포구 선유로55길 22,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.53929145,126.89725988,2021-09-15,7001220,한국교원대학교
4715,B000002343,서울관악초등학교,초등학교,1971-12-04,공립,본교,운영,서울특별시 관악구 봉천동 920,서울특별시 관악구 청룡4길 49,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.481025651,126.94255449,2021-09-15,7001220,한국교원대학교
4743,B000008451,수송중학교,중학교,2001-05-16,공립,본교,운영,서울특별시 강북구 번동 456-1,서울특별시 강북구 한천로122길 21,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.636800653,127.03391761,2021-09-15,7001220,한국교원대학교
4754,B000002285,서울대도초등학교,초등학교,1980-03-27,공립,본교,운영,서울특별시 강남구 도곡동 106-1,서울특별시 강남구 선릉로 209,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.49260076,127.05337736,2021-09-15,7001220,한국교원대학교
4757,B000008274,아주중학교,중학교,1987-05-01,공립,본교,운영,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.505230281,127.0765497,2021-09-15,7001220,한국교원대학교
4764,B000002368,서울광남초등학교,초등학교,1990-06-07,공립,본교,운영,서울특별시 광진구 광장동 554,서울특별시 광진구 아차산로70길 35,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.540788085,127.10066529,2021-09-15,7001220,한국교원대학교
4765,B000002344,서울난우초등학교,초등학교,1976-12-03,공립,본교,운영,서울특별시 관악구 신림동 589-1,서울특별시 관악구 난우길 40,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.47711829,126.91765246,2021-09-15,7001220,한국교원대학교
4774,B000002412,서울숭인초등학교,초등학교,1937-04-01,공립,본교,운영,서울특별시 성북구 하월곡동 222-4,서울특별시 성북구 오패산로16길 37,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.609160197,127.03823411,2021-09-15,7001220,한국교원대학교
4776,B000012084,잠실여자고등학교,고등학교,1983-05-13,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.501794133,127.11424133,2021-09-15,7001220,한국교원대학교
4789,B000001999,서울도림초등학교,초등학교,1956-03-24,공립,본교,운영,서울특별시 영등포구 신길동 285-1,서울특별시 영등포구 가마산로65길 22,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.507503022,126.90729072,2021-09-15,7001220,한국교원대학교
4808,B000002303,서울청담초등학교,초등학교,1980-04-04,공립,본교,운영,서울특별시 강남구 청담동 142,서울특별시 강남구 압구정로71길 9,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.52828187,127.04515302,2021-09-15,7001220,한국교원대학교
4815,B000002342,서울은천초등학교,초등학교,1958-04-01,공립,본교,운영,서울특별시 관악구 봉천동 622-1,서울특별시 관악구 은천로 69,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.486585204,126.94267913,2021-09-15,7001220,한국교원대학교
4823,B000008382,상도중학교,중학교,1968-10-23,공립,본교,운영,서울특별시 동작구 사당동 181-20,서울특별시 동작구 사당로2가길 72,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.4909219,126.9614756,2021-09-15,7001220,한국교원대학교
4825,B000001948,서울성산초등학교,초등학교,1969-03-01,공립,본교,운영,서울특별시 마포구 합정동 427-2,서울특별시 마포구 양화로3길 94,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.553427885,126.91095037,2021-09-15,7001220,한국교원대학교
4826,B000011797,한성과학고등학교,고등학교,1992-09-25,공립,본교,운영,서울특별시 서대문구 현저동 산5-47,서울특별시 서대문구 통일로 279-79,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.575436166,126.95237094,2021-09-15,7001220,한국교원대학교
4832,B000002383,서울용곡초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 광진구 중곡동 176-1,서울특별시 광진구 용마산로22길 82,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.567108616,127.08845298,2021-09-15,7001220,한국교원대학교
4838,B000008361,대명중학교,중학교,1990-05-01,공립,본교,운영,서울특별시 강남구 대치동 952,서울특별시 강남구 역삼로87길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.506336406,127.06098488,2021-09-15,7001220,한국교원대학교
4846,B000002035,서울창일초등학교,초등학교,1990-11-09,공립,본교,운영,서울특별시 도봉구 창동 371,서울특별시 도봉구 노해로66길 84,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.647657641,127.0476085,2021-09-15,7001220,한국교원대학교
4866,B000012072,중앙대학교사범대학부속고등학교,고등학교,1934-04-15,사립,본교,운영,서울특별시 강남구 도곡동 산21,서울특별시 강남구 선릉로 207,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.491905904,127.05211161,2021-09-15,7001220,한국교원대학교
4885,B000001985,서울독산초등학교,초등학교,1978-04-11,공립,본교,운영,서울특별시 금천구 독산동 1034,서울특별시 금천구 시흥대로104길 31,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.465656911,126.89971281,2021-09-15,7001220,한국교원대학교
4895,B000008349,서초중학교,중학교,1979-08-30,공립,본교,운영,서울특별시 서초구 서초동 1741-13,서울특별시 서초구 반포대로13길 48,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.485538676,127.00851932,2021-09-15,7001220,한국교원대학교
4898,B000002350,서울경수초등학교,초등학교,1982-04-29,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.540436674,127.05806677,2021-09-15,7001220,한국교원대학교
4909,B000002127,서울문덕초등학교,초등학교,1993-10-26,공립,본교,운영,서울특별시 송파구 문정동 90-3,서울특별시 송파구 송이로34길 60,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.485180085,127.12772902,2021-09-15,7001220,한국교원대학교
