,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
4,B000001881,서울은빛초등학교,초등학교,2011-05-09,공립,본교,운영,서울특별시 은평구 진관동 41-25,서울특별시 은평구 진관3로 73-17,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.642661658,126.91908014,2021-09-15,7001220,한국교원대학교
5,B000011962,누원고등학교,고등학교,2003-05-06,공립,본교,운영,서울특별시 도봉구 도봉동 646,서울특별시 도봉구 마들로 849,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.685568958,127.04993268,2021-09-15,7001220,한국교원대학교
9,B000002080,화랑초등학교,초등학교,1968-05-20,사립,본교,운영,서울특별시 노원구 공릉동 27-22,서울특별시 노원구 화랑로 621,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.628782658,127.08899151,2021-09-15,7001220,한국교원대학교
10,B000011992,인창고등학교,고등학교,1953-10-10,사립,본교,운영,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.564885131,126.9640232,2021-09-15,7001220,한국교원대학교
15,B000002210,서울신목초등학교,초등학교,1982-04-08,공립,본교,운영,서울특별시 양천구 신정동 281-2,서울특별시 양천구 신목로5길 11-6,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.516610977,126.87264081,2021-09-15,7001220,한국교원대학교
16,B000008118,은평중학교,중학교,1984-05-04,공립,본교,운영,서울특별시 은평구 구산동 182-44,서울특별시 은평구 갈현로17나길 12-1,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.61061869,126.90834718,2021-09-15,7001220,한국교원대학교
26,B000002169,서울길동초등학교,초등학교,1974-06-07,공립,본교,운영,서울특별시 강동구 길동 362,서울특별시 강동구 양재대로116길 69,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.5385062,127.14497294,2021-09-15,7001220,한국교원대학교
33,B000002401,서울개운초등학교,초등학교,2002-07-10,공립,본교,운영,서울특별시 성북구 돈암동 2-8,서울특별시 성북구 정릉로48길 52,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.601839017,127.02759622,2021-09-15,7001220,한국교원대학교
38,B000002133,서울송전초등학교,초등학교,1978-10-31,공립,본교,운영,서울특별시 송파구 잠실동 44-2,서울특별시 송파구 석촌호수로 159,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.50881326,127.09512646,2021-09-15,7001220,한국교원대학교
43,B000001851,서울홍파초등학교,초등학교,1960-07-05,공립,본교,운영,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.58622252,127.03951986,2021-09-15,7001220,한국교원대학교
44,B000001918,서울대신초등학교,초등학교,1965-03-10,공립,본교,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.55795026,126.94805724,2021-09-15,7001220,한국교원대학교
45,B000008298,성덕여자중학교,중학교,1977-09-05,사립,본교,운영,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.549963666,127.14190386,2021-09-15,7001220,한국교원대학교
46,B000008139,한성중학교,중학교,1928-09-25,사립,본교,운영,서울특별시 서대문구 북아현동 170-1,서울특별시 서대문구 북아현로1길 24,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.55909644,126.95445648,2021-09-15,7001220,한국교원대학교
49,B000002305,서울신상도초등학교,초등학교,1982-04-12,공립,본교,운영,서울특별시 동작구 상도동 204-333,서울특별시 동작구 장승배기로 14,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.500348019,126.94461591,2021-09-15,7001220,한국교원대학교
57,B000008351,신동중학교,중학교,1990-05-22,공립,본교,운영,서울특별시 서초구 잠원동 54-6,서울특별시 서초구 나루터로 27,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.516915899,127.01291537,2021-09-15,7001220,한국교원대학교
59,B000008159,구일중학교,중학교,1990-01-20,공립,본교,운영,서울특별시 구로구 구로동 685-161,서울특별시 구로구 구일로 90-133,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.495300907,126.87377018,2021-09-15,7001220,한국교원대학교
62,B000002122,신광초등학교,초등학교,1964-11-26,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.542899879,126.96944752,2021-09-15,7001220,한국교원대학교
63,B000011998,홍익대학교사범대학부속여자고등학교,고등학교,1968-03-12,사립,본교,운영,서울특별시 마포구 성산동 산11-60,서울특별시 마포구 성미산로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.559644736,126.91320838,2021-09-15,7001220,한국교원대학교
66,B000002384,서울화양초등학교,초등학교,1983-10-21,공립,본교,운영,서울특별시 광진구 화양동 12-2,서울특별시 광진구 군자로 9,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.544228589,127.07158273,2021-09-15,7001220,한국교원대학교
70,B000002392,서울안암초등학교,초등학교,1960-06-07,공립,본교,운영,서울특별시 성북구 안암동2가 93,서울특별시 성북구 고려대로7가길 39,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.587158696,127.02209888,2021-09-15,7001220,한국교원대학교
80,B000002420,서울삼양초등학교,초등학교,1959-11-10,공립,본교,운영,서울특별시 강북구 미아동 791-1932,서울특별시 강북구 삼양로49길 17,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.623295576,127.0161491,2021-09-15,7001220,한국교원대학교
85,B000011339,서울신정고등학교,고등학교,1978-01-30,사립,본교,운영,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.538381433,126.8570622,2021-09-15,7001220,한국교원대학교
95,B000008363,도곡중학교,중학교,1991-04-23,공립,본교,운영,서울특별시 강남구 도곡동 541-2,서울특별시 강남구 언주로57길 31,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.49230771,127.04521786,2021-09-15,7001220,한국교원대학교
97,B000002269,서울서일초등학교,초등학교,1986-10-16,공립,본교,운영,서울특별시 서초구 서초동 1436-8,서울특별시 서초구 남부순환로339길 38,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.485297777,127.02215975,2021-09-15,7001220,한국교원대학교
104,B000008122,상신중학교,중학교,1985-05-06,공립,본교,운영,서울특별시 은평구 신사동 141,서울특별시 은평구 증산로15길 61,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.589785475,126.90642493,2021-09-15,7001220,한국교원대학교
107,B000008124,연서중학교,중학교,1971-10-28,공립,본교,운영,서울특별시 은평구 증산동 193-21,서울특별시 은평구 증산서길 125-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.58704446,126.90927659,2021-09-15,7001220,한국교원대학교
114,B000012035,영신고등학교,고등학교,1991-05-01,공립,본교,운영,서울특별시 영등포구 신길동 4656-2,서울특별시 영등포구 대방천로14길 18,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.498100944,126.90973902,2021-09-15,7001220,한국교원대학교
124,B000002357,서울사근초등학교,초등학교,1967-11-13,공립,본교,운영,서울특별시 성동구 사근동 291-5,서울특별시 성동구 사근동11길 16,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.562685,127.047545,2021-09-15,7001220,한국교원대학교
125,B000001953,서울영일초등학교,초등학교,1967-11-29,공립,본교,운영,서울특별시 구로구 가리봉동 17,서울특별시 구로구 남부순환로105길 218,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.485645387,126.8838134,2021-09-15,7001220,한국교원대학교
141,B000011307,송곡관광고등학교,고등학교,1997-05-24,사립,본교,운영,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.606689043,127.10514545,2021-09-15,7001220,한국교원대학교
146,B000013460,용문고등학교,고등학교,1946-10-12,사립,본교,운영,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.588690326,127.0246608,2021-09-15,7001220,한국교원대학교
159,B000012010,수명고등학교,고등학교,2009-05-04,공립,본교,운영,서울특별시 강서구 내발산동 758,서울특별시 강서구 수명로2길 15,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.549761863,126.82476625,2021-09-15,7001220,한국교원대학교
168,B000002382,서울중마초등학교,초등학교,1982-11-10,공립,본교,운영,서울특별시 광진구 중곡동 191-69,서울특별시 광진구 동일로72길 43,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.56579084,127.07902392,2021-09-15,7001220,한국교원대학교
173,B000025384,서울강빛초등학교,초등학교,2021-03-01,공립,본교,운영,서울특별시 강동구 강일동 120-4,"서울특별시 강동구 아리수로93다길 1 (강일동, 강빛초중통합학교)",7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.57432025,127.1710463,2021-09-15,7001220,한국교원대학교
177,B000008113,혜원여자중학교,중학교,1970-03-05,사립,본교,운영,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.593279874,127.09704271,2021-09-15,7001220,한국교원대학교
193,B000008116,신도중학교,중학교,2010-05-19,공립,본교,운영,서울특별시 은평구 진관동 208,서울특별시 은평구 진관1로 77-30,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.632983663,126.93087866,2021-09-15,7001220,한국교원대학교
200,B000001922,서울홍연초등학교,초등학교,1975-07-03,공립,본교,운영,서울특별시 서대문구 홍은동 305,서울특별시 서대문구 백련사길 55,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.582118714,126.93066045,2021-09-15,7001220,한국교원대학교
203,B000002111,서울후암초등학교,초등학교,1949-10-08,공립,본교,운영,서울특별시 용산구 후암동 30-138,서울특별시 용산구 두텁바위로 140,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.55136541,126.98172429,2021-09-15,7001220,한국교원대학교
207,B000002164,서울강일초등학교,초등학교,2009-09-01,공립,본교,운영,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.565255684,127.1772858,2021-09-15,7001220,한국교원대학교
215,B000008280,일신여자중학교,중학교,1974-03-01,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.50177714,127.11424133,2021-09-15,7001220,한국교원대학교
225,B000002008,서울영림초등학교,초등학교,1982-10-04,공립,본교,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-09-30,37.4873460122,126.9025393,2022-03-24,C738100,청주대학교 지방교육재정연구원
229,B000008285,강동중학교,중학교,2010-03-01,공립,본교,운영,서울특별시 강동구 강일동 347-3,서울특별시 강동구 풍산로 237,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.569650249,127.17783605,2021-09-15,7001220,한국교원대학교
233,B000002042,서울덕암초등학교,초등학교,2003-05-01,공립,본교,운영,서울특별시 노원구 상계동 1274,서울특별시 노원구 덕릉로112길 68,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.666621197,127.08145976,2021-09-15,7001220,한국교원대학교
240,B000011807,한영외국어고등학교,고등학교,1990-04-18,사립,본교,운영,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.549140559,127.15777306,2021-09-15,7001220,한국교원대학교
247,B000008416,경일중학교,중학교,2004-05-06,공립,본교,운영,서울특별시 성동구 성수동1가 22-27,서울특별시 성동구 성수일로 27,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.543829818,127.04786829,2021-09-15,7001220,한국교원대학교
248,B000008438,석관중학교,중학교,1982-12-09,공립,본교,운영,서울특별시 성북구 석관동 88-2,서울특별시 성북구 한천로 526,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.608140138,127.06671312,2021-09-15,7001220,한국교원대학교
253,B000002138,서울가주초등학교,초등학교,1996-11-08,공립,본교,운영,서울특별시 송파구 가락동 140-6,서울특별시 송파구 오금로40길 37,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.496567216,127.1292617,2021-09-15,7001220,한국교원대학교
254,B000013464,선덕고등학교,고등학교,1983-03-05,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.656348677,127.02687659,2021-09-15,7001220,한국교원대학교
262,B000008177,안천중학교,중학교,1991-06-05,공립,본교,운영,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.459524263,126.88749877,2021-09-15,7001220,한국교원대학교
274,B000011354,서울로봇고등학교,고등학교,1994-01-04,공립,본교,운영,서울특별시 강남구 일원동 738,서울특별시 강남구 광평로20길 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.480731744,127.08457609,2021-09-15,7001220,한국교원대학교
301,B000012069,은광여자고등학교,고등학교,1946-10-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.488378572,127.03523236,2021-09-15,7001220,한국교원대학교
308,B000008352,세화여자중학교,중학교,1978-05-06,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.5019828,126.99423001,2021-09-15,7001220,한국교원대학교
313,B000008399,인헌중학교,중학교,1971-05-20,공립,본교,운영,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.472696212,126.96884022,2021-09-15,7001220,한국교원대학교
319,B000008255,성심여자중학교,중학교,1957-05-25,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.53420937,126.95459336,2021-09-15,7001220,한국교원대학교
323,B000002143,서울마천초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.495505452,127.15262945,2021-09-15,7001220,한국교원대학교
327,B000013456,대광고등학교,고등학교,1947-10-25,사립,본교,운영,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.57795467,127.02532348,2021-09-15,7001220,한국교원대학교
341,B000002131,서울잠일초등학교,초등학교,1976-10-01,공립,본교,운영,서울특별시 송파구 잠실동 19-1,서울특별시 송파구 올림픽로 95,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.514741662,127.08163622,2021-09-15,7001220,한국교원대학교
345,B000011331,홍익디자인고등학교,고등학교,1992-07-27,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.563510636,126.91916628,2021-09-15,7001220,한국교원대학교
347,B000012051,영락고등학교,고등학교,1955-03-01,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.476542594,126.94541639,2021-09-15,7001220,한국교원대학교
348,B000008271,오주중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.501506607,127.13626529,2021-09-15,7001220,한국교원대학교
368,B000002117,서울한남초등학교,초등학교,1906-09-23,공립,본교,운영,서울특별시 용산구 한남동 726-1,서울특별시 용산구 한남대로 112,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.539203653,127.00559985,2021-09-15,7001220,한국교원대학교
382,B000008318,봉영여자중학교,중학교,1951-10-08,사립,본교,운영,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.509215975,126.86019843,2021-09-15,7001220,한국교원대학교
385,B000002135,서울잠실초등학교,초등학교,1975-10-31,공립,본교,운영,서울특별시 송파구 신천동 20-2,서울특별시 송파구 올림픽로35길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.52010753,127.11131139,2021-09-15,7001220,한국교원대학교
406,B000002374,서울자양초등학교,초등학교,1945-12-10,공립,본교,운영,서울특별시 광진구 자양동 222-6,서울특별시 광진구 아차산로44길 26,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.536988245,127.07973959,2021-09-15,7001220,한국교원대학교
410,B000002281,서울구룡초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.481197393,127.05177144,2021-09-15,7001220,한국교원대학교
416,B000002089,서울독립문초등학교,초등학교,1957-09-28,공립,본교,운영,서울특별시 종로구 무악동 46-82,서울특별시 종로구 통일로12길 23,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.574215527,126.9599722,2021-09-15,7001220,한국교원대학교
418,B000022762,서울공진초등학교,초등학교,1992-11-05,공립,본교,운영,서울특별시 강서구 마곡동 730-676,서울특별시 강서구 마곡서로 33,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.55780477,126.82261035,2021-09-15,7001220,한국교원대학교
420,B000002314,서울영화초등학교,초등학교,1962-09-03,공립,본교,운영,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 3,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.508908114,126.93297355,2021-09-15,7001220,한국교원대학교
434,B000002088,서울명신초등학교,초등학교,1971-10-06,공립,본교,운영,서울특별시 종로구 창신동 7-40,서울특별시 종로구 낙산길 250,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.58146865,127.01462289,2021-09-15,7001220,한국교원대학교
436,B000008319,등명중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.560193351,126.84330409,2021-09-15,7001220,한국교원대학교
437,B000002255,서울서원초등학교,초등학교,1985-04-22,공립,본교,운영,서울특별시 서초구 반포동 30-8,서울특별시 서초구 고무래로 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.502438898,127.01461946,2021-09-15,7001220,한국교원대학교
439,B000002346,서울신성초등학교,초등학교,1982-10-11,공립,본교,운영,서울특별시 관악구 신림동 118-1,서울특별시 관악구 신림로 114,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.472003312,126.93675415,2021-09-15,7001220,한국교원대학교
448,B000001875,서울신내초등학교,초등학교,1994-05-06,공립,본교,운영,서울특별시 중랑구 신내동 444,서울특별시 중랑구 용마산로125나길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.604934224,127.10012846,2021-09-15,7001220,한국교원대학교
449,B000001866,서울중곡초등학교,초등학교,1967-09-05,공립,본교,운영,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.574891728,127.08343904,2021-09-15,7001220,한국교원대학교
451,B000013458,원묵고등학교,고등학교,2007-05-31,공립,본교,운영,서울특별시 중랑구 묵동 23,서울특별시 중랑구 숙선옹주로 82,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.615232314,127.08550778,2021-09-15,7001220,한국교원대학교
452,B000001850,서울전농초등학교,초등학교,1942-04-08,공립,본교,운영,서울특별시 동대문구 전농동 298,서울특별시 동대문구 사가정로 66,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.574730315,127.05433314,2021-09-15,7001220,한국교원대학교
458,B000002289,서울논현초등학교,초등학교,1972-11-23,공립,본교,운영,서울특별시 강남구 논현동 168,서울특별시 강남구 강남대로120길 33,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.5084232,127.02622291,2021-09-15,7001220,한국교원대학교
467,B000002219,서울신곡초등학교,초등학교,1984-10-22,공립,본교,운영,서울특별시 강서구 화곡동 476-42,서울특별시 강서구 등촌로13자길 42-14,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.539095457,126.85600957,2021-09-15,7001220,한국교원대학교
470,B000012067,단국대학교사범대학부속고등학교,고등학교,1983-12-26,사립,본교,운영,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.495617495,127.05776823,2021-09-15,7001220,한국교원대학교
472,B000001894,서울불광초등학교,초등학교,1962-04-18,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.613429446,126.93071871,2021-09-15,7001220,한국교원대학교
481,B000025000,서울자곡초등학교,초등학교,2014-10-24,공립,본교,운영,서울특별시 강남구 자곡동 642,서울특별시 강남구 자곡로 150,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-12-02,2021-07-05,37.472190719,127.0996665,2021-09-15,7001220,한국교원대학교
485,B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.600440564,126.95671492,2021-09-15,7001220,한국교원대학교
488,B000011942,동국대학교사범대학부속고등학교,고등학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.578047182,127.07513302,2021-09-15,7001220,한국교원대학교
522,B000008372,휘문중학교,중학교,1906-05-01,사립,본교,운영,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.505289453,127.0619841,2021-09-15,7001220,한국교원대학교
530,B000002048,서울연촌초등학교,초등학교,1945-11-10,공립,본교,운영,서울특별시 노원구 하계동 154-12,서울특별시 노원구 공릉로58길 36,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.634414646,127.07251126,2021-09-15,7001220,한국교원대학교
562,B000002192,서울은정초등학교,초등학교,1996-07-10,공립,본교,운영,서울특별시 양천구 신정동 276-2,서울특별시 양천구 목동남로 85,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.51112797,126.86704345,2021-09-15,7001220,한국교원대학교
567,B000011352,영락의료과학고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.47658804,126.94541639,2021-09-15,7001220,한국교원대학교
568,B000002139,서울가동초등학교,초등학교,1990-04-25,공립,본교,운영,서울특별시 송파구 가락동 163,서울특별시 송파구 중대로20길 47,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.497412273,127.13001587,2021-09-15,7001220,한국교원대학교
573,B000002025,서울신방학초등학교,초등학교,1986-04-24,공립,본교,운영,서울특별시 도봉구 방학동 310,서울특별시 도봉구 시루봉로 173,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.666684253,127.02891809,2021-09-15,7001220,한국교원대학교
574,B000002054,서울신상계초등학교,초등학교,1970-05-22,공립,본교,운영,서울특별시 노원구 상계동 86-1,서울특별시 노원구 상계로 267,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.667517825,127.07582633,2021-09-15,7001220,한국교원대학교
582,B000002217,서울우장초등학교,초등학교,1983-06-10,공립,본교,운영,서울특별시 강서구 화곡동 18-5,서울특별시 강서구 화곡로 263,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.549638185,126.84598419,2021-09-15,7001220,한국교원대학교
592,B000002315,서울신길초등학교,초등학교,1964-03-12,공립,본교,운영,서울특별시 동작구 대방동 351-6,서울특별시 동작구 알마타길 16,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.510871659,126.92672925,2021-09-15,7001220,한국교원대학교
