,name,latitude,longitude,address,review,savecount,visitorreviewscore
450,커피볶는아침,37.5376804,127.1352860,서울 강동구 성안로 163 커피볶는아침,200,700,4.59
451,찰스상점,37.5354725,127.1394454,서울 강동구 양재대로 1452 1층,394,100,4.56
452,리턴하루커피,37.5457615,127.1370574,서울 강동구 천중로27길 70 리턴하루커피,96,100,4.85
453,스타벅스 상일동점,37.5510146,127.1742500,서울 강동구 상일로10길 36,862,100,4.72
454,디어마이요거트,37.5272471,127.1302618,서울 강동구 성안로 37,250,"1,000",
455,모어모어베이킹,37.5507212,127.1250371,서울 강동구 상암로 12-8 1층 101호,77,~100,
456,온온커피,37.5255401,127.1282828,서울 강동구 성내로18길 34 1층,162,"3,000",4.62
457,스타벅스 천호이마트점,37.5389330,127.1252140,서울 강동구 천호대로 1015-14,"2,817",100,4.44
458,카페 맥그레고르,37.5326041,127.1233615,서울 강동구 풍성로 99 1층 카페 맥그레고르,108,500,
459,카페 이너그,37.5494107,127.1709769,서울 강동구 천호대로219길 82 1층 Cafe Enug,16,~100,
460,유로스타커피로스터스,37.5519112,127.1339530,서울 강동구 암사길 41 1층 유로스타커피_로스터스,"5,020",400,4.87
461,팬케이크샵커피 암사점,37.5521681,127.1376421,서울 강동구 암사길 73 102호,61,400,4.78
462,580젤라또,37.5539040,127.1355521,서울 강동구 고덕로24길 18 1층,39,~100,
463,바이재재,37.5307797,127.1343574,서울 강동구 풍성로53길 27,374,"2,000",4.59
464,노슈가존,37.5304680,127.1407997,서울 강동구 풍성로65길 61 2층,8,~100,
465,후키커피,37.5259531,127.1261097,서울 강동구 성내로14길 45 1층 후키커피,99,500,
466,스타벅스 천호사거리점,37.5397020,127.1235420,서울 강동구 올림픽로 651,"1,500",100,4.49
467,레옹,37.5477851,127.1460880,서울 강동구 양재대로134길 43 염광빌딩 1층 레옹,99,200,
468,늘공간,37.5495998,127.1257708,서울 강동구 올림픽로93길 24 늘공간,105,800,
469,렛미베이크,37.5489594,127.1259041,서울 강동구 올림픽로91길 30 힐스테이트상가동 1층,153,800,4.67
470,티도스룸,37.5494777,127.1263646,서울 강동구 상암로4길 23 102호 티도스룸,11,300,
471,미래로가자,37.5454787,127.1365943,서울 강동구 구천면로42길 47 1층 미래로가자,214,"2,000",
472,디자인카페허브,37.5360505,127.1504140,서울 강동구 천호대로200길 15-16,399,600,4.44
473,2ROUND,37.5540928,127.1430017,"서울 강동구 양재대로151길 20 1,3층 2ROUND",183,200,
474,두빛나래,37.5354007,127.1300981,서울 강동구 천호대로168가길 37 1층 두빛나래,80,200,4.48
475,믿음소망사랑,37.5591997,127.1799525,서울 강동구 고덕로97길 20 상가동 106호,117,100,4.78
476,카페 놀이터,37.5524789,127.1385839,서울 강동구 고덕로28길 52 1층,152,100,4.48
477,배스킨라빈스 암사역점,37.5523641,127.1281378,"서울 강동구 올림픽로 797 (암사동) 1층 105,106호","2,050",~100,4.55
478,빵카페 둔촌점,37.5260236,127.1478382,서울 강동구 동남로 578,693,700,4.28
479,에이프리카페,37.5365557,127.1263916,서울 강동구 천호대로158길 19 1층 에이프리카페,53,300,
480,카페 인,37.5321807,127.1330124,서울 강동구 성안로 100 1층 cafein,88,~100,
481,하르당 명일역점,37.5507288,127.1441784,서울 강동구 양재대로 1626,725,~100,
482,리틀채스우드,37.5305032,127.1241469,서울 강동구 성내로3가길 23 1층,141,"1,000",4.66
483,스타벅스 천호대로길동점,37.5347072,127.1372231,서울 강동구 천호대로 1131,"2,439",100,4.54
484,비하인드,37.5328012,127.1291949,서울 강동구 풍성로37가길 51,86,800,4.97
485,스타벅스 굽은다리역점,37.5454103,127.1432793,서울 강동구 양재대로 1568,"3,325",100,4.5
486,젤라또피오니 고덕,37.5546937,127.1551146,서울 강동구 고덕로 266 대명밸리온 1층 117호,31,~100,
487,어거스트,37.5603664,127.1644406,서울 강동구 동남로82길 135 1층,41,400,
488,한스 강동점,37.5519125,127.1558640,서울 강동구 동남로 877 한화오벨리스크스위트104호,424,300,4.42
489,미미고찹쌀꽈배기 고덕베네루체점,37.5504030,127.1692832,서울 강동구 구천면로 640,367,~100,4.34
490,카페브리틀,37.5273250,127.1303666,서울 강동구 성안로 39 1층 브리틀,8,~100,
491,커피빈 강동경희대병원앞점,37.5526433,127.1560251,서울 강동구 동남로 885 양지빌딩 1층,"1,233",100,4.44
492,카페 온도,37.5335304,127.1358444,서울 강동구 양재대로103길 40 성안빌딩 101호 카페온도,152,"1,000",4.42
493,메가커피 고덕역점,37.5536302,127.1555201,서울 강동구 동남로75길 13-15 1층 메가커피,"1,767",~100,
494,폴바셋 상일동점,37.5496670,127.1745802,서울 강동구 상일로6길 21,"2,214",200,4.58
495,스타벅스 올림픽공원북2문점,37.5241832,127.1286774,서울 강동구 강동대로 199,950,100,4.5
496,두리앙과자점,37.5488350,127.1712859,서울 강동구 상일로5길 31 두리앙과자점,243,400,4.49
497,커피폴,37.5478964,127.1414459,서울 강동구 양재대로133길 33 1층 커피폴,225,500,4.72
498,폴바셋 현대백화점 천호점,37.5389079,127.1239950,서울 강동구 천호대로 1005 현대백화점 지하 1층,"3,128",100,4.54
499,파티스리 꼬똥,37.5281312,127.1306649,서울 강동구 성안로 49 1층,55,300,
500,북카페도서관 다독다독 구천면로점,37.5481953,127.1353772,서울 강동구 구천면로 321 1층,,100,
501,시에나블루 케이크,37.5393284,127.1226580,서울 강동구 천호대로 991 1층 시에나블루 케이크,22,300,4.4
502,커피랑도서관 암사점,37.5490532,127.1268073,서울 강동구 올림픽로 759 대덕빌딩 2층,71,100,4.42
503,가또마들렌 암사점,37.5506160,127.1267639,서울 강동구 상암로 27,"1,112",500,4.42
504,아워캔버스,37.5343404,127.1238166,서울 강동구 천호옛길 57 연재빌딩 101호 아워캔버스,55,400,4.67
505,카페 리오,37.5351034,127.1231202,서울 강동구 올림픽로60길 14 1층,105,900,4.84
506,너츠커피바,37.5321157,127.1418190,서울 강동구 진황도로 155 1층,71,700,
507,인조이 더 요거트,37.5284031,127.1350333,서울 강동구 풍성로56길 15 1층 104호,32,~100,
508,체리쿠키,37.5495878,127.1258312,서울 강동구 올림픽로93길 24,101,100,
509,카페담담,37.5536672,127.1354880,서울 강동구 고덕로24길 24 1층 카페담담,89,100,4.71
510,쉼 힐링카페,37.5385392,127.1280129,서울 강동구 천호대로159길 22 오징어나라 3층 쉼힐링카페,205,300,4.51
511,ROMCOM,37.5466684,127.1291796,서울 강동구 천중로15나길 15 1층,36,700,4.94
512,공차 상일동역점,37.5572721,127.1696191,서울 강동구 고덕로 399 상가동 1동 105호,"1,050",~100,4.53
513,CafeTacet,37.5253505,127.1296410,"서울 강동구 성안로 18 1층 101,102호",124,100,4.64
514,스타벅스 천호역점,37.5378493,127.1244032,서울 강동구 천호대로 1012,"2,716",200,4.48
515,로겐하임,37.5520447,127.1544181,서울 강동구 동남로71길 32,243,"1,000",4.51
516,메가커피 천호공원점,37.5453665,127.1255892,서울 강동구 올림픽로 715 1층,966,~100,4.39
517,더부케,37.5278263,127.1269903,서울 강동구 성내로 64,115,200,4.3
518,원유로스페셜티 강동구고덕역점,37.5549013,127.1549394,서울 강동구 고덕로 266 1층 102호,277,~100,4.44
519,커피랑도서관 고덕역점,37.5530699,127.1554871,서울 강동구 동남로75길 13-25 4층,143,100,4.78
520,드 딜라이트 베이커리,37.5463068,127.1258780,서울 강동구 올림픽로 727 1층 드딜라이트베이커리,300,300,4.37
521,소소한 카페,37.5503514,127.1249035,서울 강동구 상암로 12-18 1층,52,100,
522,월디커피로스터스,37.5322748,127.1404712,서울 강동구 양재대로102길 39,188,500,4.62
523,바나프레소 길동역점,37.5387801,127.1406210,서울 강동구 양재대로 1490,"1,028",~100,4.42
524,유유자적,37.5356335,127.1295135,서울 강동구 천호대로168가길 52,79,400,4.61
525,율베이커리,37.5333673,127.1354652,"서울 강동구 양재대로103길 43 1층, 율베이커리",418,"1,000",4.56
526,카페하이루,37.5251129,127.1321499,서울 강동구 강동대로53길 49 상가 101호,24,~100,
527,카페 느루,37.5493946,127.1715157,서울 강동구 구천면로98길 31,104,500,
528,배스킨라빈스 천호로데오점,37.5383778,127.1268766,서울 강동구 천호대로157길 11,"2,279",100,4.48
529,블루베르,37.5391219,127.1276753,서울 강동구 천호대로157길 32-1 1층 카페,98,100,4.95
530,콩플레,37.5596166,127.1531765,서울 강동구 동남로83길 67,160,"1,000",4.69
531,카페 여가,37.5327439,127.1412176,서울 강동구 진황도로 150 1층,165,100,4.69
532,카페유아,37.5279570,127.1225590,서울 강동구 성내로6가길 8 1층 102호,148,200,4.96
533,짝꿍제과,37.5298158,127.1292429,서울 강동구 성내로15길 53 1층,169,500,4.66
534,롤링핀 명일점,37.5539777,127.1440629,서울 강동구 양재대로 1661,790,200,4.38
535,빽다방 굽은다리역점,37.5462046,127.1434068,서울 강동구 양재대로 1576,824,~100,4.36
536,케이크지,37.5368985,127.1335370,서울 강동구 천호대로 1089 파밀리에씨티몰 B116호 케이크지,8,~100,
537,BETTERCAKE,37.5401552,127.1392384,서울 강동구 양재대로117길 26 1층 101호,127,500,4.95
538,제로투식스티 0260,37.5546184,127.1297511,서울 강동구 고덕로 40 1층,38,100,
539,에싯커피,37.5257303,127.1333888,서울 강동구 양재대로91가길 57 1층,84,600,
540,와플대학 둔촌동역캠퍼스,37.5254689,127.1349917,서울 강동구 양재대로 1335,638,100,4.41
541,10.9,37.5441978,127.1459918,서울 강동구 양재대로128길 60,44,500,
542,카페 테이크잇이지로스터스,37.5290698,127.1212058,서울 강동구 올림픽로48길 20 1층 카페 take it easy,65,~100,4.5
543,자메뷰 에스프레소바,37.5722168,127.1753083,서울 강동구 아리수로93나길 60 골드프라자 1층 110호,153,100,4.52
544,오로라베이커리,37.5659689,127.1735055,서울 강동구 아리수로93길 33,422,100,4.47
545,스윗퐁당,37.5615020,127.1661676,"서울 강동구 고덕로83길 158 101호,102호",74,100,
546,매머드익스프레스 강동역점,37.5365922,127.1334297,서울 강동구 천호대로 1089 강동헤르셔 1층 31호,"1,496",~100,4.52
547,모락,37.5579732,127.1705931,서울 강동구 고덕로 399 메가스퀘어동 지하1층 B107호,203,100,5
548,올카커피,37.5397687,127.1425784,서울 강동구 천중로50길 24,90,400,4.84
549,파스쿠찌 천호로데오점,37.5403722,127.1281142,서울 강동구 구천면로 212 (천호동),381,~100,4.59
550,이리스오르,37.5280507,127.1258206,서울 강동구 성내로 54 1층 IrisOr,138,~100,
551,커피빈 현대자동차성내점,37.5353020,127.1332226,서울 강동구 천호대로 1096,"1,253",100,4.49
552,스타벅스 상일동역점,37.5575418,127.1707267,서울 강동구 고덕로 399,"2,047",100,4.45
553,카페 밤부스타,37.5311495,127.1370734,서울 강동구 양재대로 1399 2층,135,100,4.46
554,셀독24스터디카페 천호점,37.5370233,127.1304648,"서울 강동구 천호대로 1065 강동 상떼빌 1층  L-107, 108호",28,~100,4.56
555,로스터리 카페 포텐셜,37.5483542,127.1461784,서울 강동구 양재대로136길 44 1층 4tential,234,500,4.59
556,엘리세븐 고덕아르테온점,37.5562999,127.1681043,서울 강동구 고덕로 390 아르테온상가 2동108호,247,100,4.59
557,제이든 커피,37.5476581,127.1724707,서울 강동구 천호대로219가길 50,110,300,4.64
558,킹이,37.5454857,127.1368461,서울 강동구 천중로27길 60 201동 1층,89,200,4.97
559,디어마이오븐X샐러드상점,37.5391892,127.1262536,서울 강동구 올림픽로70길 48,207,600,4.57
560,애크로매틱 커피 컴퍼니,37.5263058,127.1264133,서울 강동구 성내로14길 37,73,900,
561,해브 커피 have coffee,37.5395765,127.1253628,서울 강동구 구천면로24길 20-15 HAVE COFFEE,34,100,4.86
562,비앙슈,37.5557361,127.1377741,서울 강동구 고덕로27길 19,60,400,4.82
563,피카피오,37.5368810,127.1302374,서울 강동구 천호대로 1065 강동 상떼빌,164,"1,000",4.52
564,빈터커피로스터스,37.5389568,127.1398183,서울 강동구 양재대로115길 10 101호 빈터커피로스터스,118,800,4.5
565,원앤온리,37.5346311,127.1485822,서울 강동구 천호대로200길 54 지하1층,92,100,4.52
566,꼼과자점,37.5554521,127.1362482,서울 강동구 고덕로25길 13 1층 꼼 과자점,90,100,4.69
567,스윗하나,37.5380227,127.1420692,서울 강동구 천호대로185길 89 1층 스윗하나,110,300,
568,커피빈 천호역점,37.5403204,127.1236885,"서울 강동구 올림픽로 659 쌍용플래티넘리버 106, 107, 109, 110호",766,100,4.44
569,당,37.5277006,127.1304809,서울 강동구 성안로 43 1층 102호,3,~100,
570,카페 코카인,37.5325529,127.1392941,서울 강동구 양재대로102길 17 1F,11,~100,
571,Manos Coffee,37.5519386,127.1557638,서울 강동구 동남로 877 한화오벨리스크스위트 105호 마노스커피,211,100,4.64
572,TOPANGA coffee,37.5308653,127.1236128,서울 강동구 성내로5길 21,164,300,
573,커핀그루나루 천호공원점,37.5435240,127.1253860,서울 강동구 올림픽로 698,244,~100,4.42
574,프롬투커피,37.5519430,127.1541731,서울 강동구 동남로71길 38 102호,116,~100,4.46
575,커몬코믹플렉스,37.5510101,127.1275786,서울 강동구 올림픽로 781 우리들클리닉 지하1층,74,100,4.59
576,올위,37.5439985,127.1391865,서울 강동구 양재대로123길 52 1층 올위,72,200,
577,커피상인,37.5371821,127.1477003,서울 강동구 천호대로199길 15,45,~100,4.66
578,캘리버 커피,37.5545539,127.1433073,서울 강동구 고덕로 162 1층,10,~100,
579,모뉴먼트커피,37.5364433,127.1232077,서울 강동구 올림픽로62길 5,86,"2,000",4.47
580,해이빈,37.5337628,127.1317752,서울 강동구 천호대로168길 45 1층 해이빈,170,100,
581,navy,37.5531006,127.1307624,서울 강동구 암사1가길 37 1층,24,500,4.72
582,컴포즈커피 강동구청점,37.5306650,127.1214330,서울 강동구 천호옛길 14 103호,255,~100,4.6
583,카페오늘,37.5507551,127.1246355,서울 강동구 상암로4가길 36 1층,33,100,4.67
584,봉트랩,37.5481316,127.1470867,서울 강동구 구천면로78길 32 영임 하우스,74,200,4.62
585,카페에끌,37.5497220,127.1713499,서울 강동구 상일로7길 27 1층,81,200,4.7
586,아크로폴리스 앤 노사인보드,37.5527959,127.1554868,서울 강동구 동남로73길 13 3층,25,~100,5
587,메가커피 천호역점,37.5392516,127.1233584,서울 강동구 천호대로 997 1층 107호,"1,657",~100,4.42
588,카페윤슬,37.5392633,127.1226352,서울 강동구 천호대로 991 1층,131,300,4.76
589,꾸덕트,37.5419751,127.1347125,서울 강동구 천중로32길 32 101호,236,"1,000",4.72
590,바른종베이커리,37.5515796,127.1334354,서울 강동구 올림픽로98가길 72 씨에이치빌 1층 바른종베이커리,528,300,
591,던킨 암사역점,37.5503629,127.1272945,서울 강동구 올림픽로 775,"1,210",~100,4.44
592,아스라이,37.5310030,127.1417928,서울 강동구 풍성로65길 79 1층,52,200,4.85
593,미스터 카스테라 명일점,37.5520312,127.1540865,서울 강동구 동남로71길 38 동양타워 1층 109호,64,200,4.41
594,베리제니,37.5326657,127.1346114,서울 강동구 양재대로101길 57 102호 베리제니,22,300,4.5
595,할리스 굽은다리역점,37.5477254,127.1430075,서울 강동구 양재대로 1591,456,100,4.25
596,감성커피 천호점,37.5406403,127.1257438,서울 강동구 구천면로 192 111호,222,~100,4.64
597,송화의카페,37.5487608,127.1726642,서울 강동구 상일로3길 8 1층 송화의카페,95,700,
598,고소소,37.5483901,127.1450334,서울 강동구 양재대로136길 24 1층 103호,84,100,4.59
599,하이그라운드제빵소,37.6702903,127.0073881,서울 강북구 삼양로181길 161,"1,010","1,000",
600,카페 산아래,37.6667756,127.0106168,서울 강북구 삼양로181길 56 102호,"1,235","65,000",4.48
601,펠어커피초코 수유점,37.6389250,127.0221452,서울 강북구 노해로11길 9 101호,331,"1,000",
602,무너미,37.6397965,127.0236039,서울 강북구 노해로8가길 40,436,"16,000",4.44
603,티틸,37.6391998,127.0229540,서울 강북구 노해로 42 2F,216,"4,000",
604,백란,37.6718361,127.0055560,서울 강북구 삼양로181길 201-20,"1,482","4,000",4.53
605,구테로이테 수유 에피소드,37.6369295,127.0232817,서울 강북구 도봉로 315 에피소드 수유 838 1F,432,"1,000",
606,데어유고,37.6130508,127.0328267,서울 강북구 오현로6길 77 1층 데어유고,134,"1,000",4.91
607,수유리조트,37.6401039,127.0233403,서울 강북구 노해로8가길 45,"1,929","8,000",4.39
608,선데이 베이글,37.6408070,127.0246280,서울 강북구 한천로143길 12 1층,282,"2,000",
609,노르웨이안우드,37.6467561,127.0107305,서울 강북구 인수봉로 314 지하 1층,221,"4,000",
610,히피스베이글,37.6500870,127.0136600,서울 강북구 삼양로 528,"1,299","6,000",4.51
611,어니언 미아,37.6239182,127.0280716,서울 강북구 솔매로50길 55 카페 어니언,"1,191","6,000",4.51
612,아띠랑스,37.6472675,127.0094928,"서울 강북구 4.19로 42-1 1,2층 아띠랑스커피숍","1,126",400,4.37
613,그라운드 플로어,37.6282594,127.0247520,서울 강북구 솔매로45길 50,167,400,4.86
614,어셈블,37.6382168,127.0292110,서울 강북구 한천로 1007 1층,87,400,4.88
615,컴 폴 커피,37.6348410,127.0280985,서울 강북구 덕릉로 130 1층,69,800,4.81
616,몽브루,37.6437447,127.0039219,서울 강북구 4.19로 105 몽브루,"1,274","2,000",4.24
617,카페멘디,37.6472360,127.0087269,서울 강북구 4.19로8길 7-2,608,"3,000",4.24
618,소희네,37.6127091,127.0317271,서울 강북구 월계로7나길 39 2층 카페 소희네,418,900,4.61
619,키치,37.6414899,127.0288895,서울 강북구 도봉로 387 1층,215,"1,000",4.65
620,오늘베이크샵,37.6393282,127.0219617,서울 강북구 삼각산로34길 57 1층,58,100,
621,헤이호미,37.6396299,127.0231570,서울 강북구 노해로14길 7 1층,120,"1,000",4.97
622,비 커피,37.6163486,127.0290662,서울 강북구 도봉로15길 11 1층,182,400,4.55
623,키니베이크샵,37.6367229,127.0302633,서울 강북구 덕릉로41길 38 키니 베이크샵,76,~100,
624,수유가배당,37.6396346,127.0286950,서울 강북구 한천로132길 11 1층,11,~100,
625,제이제곱,37.6138476,127.0315744,서울 강북구 도봉로10나길 17 1층,483,"1,000",4.57
626,코스모,37.6155985,127.0324056,서울 강북구 오현로6길 19 코스모 서울,156,"1,000",
627,카페문나잇,37.6261438,127.0270982,서울 강북구 솔매로50길 7,103,600,4.62
628,카페수유동,37.6468184,127.0247302,서울 강북구 노해로35길 7 1층.2층.3층,76,400,4.41
629,와이낫,37.6359810,127.0202560,서울 강북구 수유로 59-1 1층 와이낫,60,800,4.88
630,도너리비해피,37.6139227,127.0317572,서울 강북구 도봉로10나길 21 지층,16,300,
631,일렉트,37.6399483,127.0245528,서울 강북구 한천로139나길 14-17 2층,76,"1,000",5
632,PARASPARA DELI,37.6649461,127.0076861,서울 강북구 삼양로 689 파라스파라 서울 114동 L층,85,900,4.5
633,녹베이크샵,37.6127301,127.0288487,서울 강북구 숭인로 65-3 1층,332,"1,000",4.74
634,CBC,37.6371947,127.0198947,서울 강북구 삼각산로28길 84 1층,55,"1,000",4.87
635,투썸플레이스 수유사거리점,37.6348908,127.0230006,서울 강북구 도봉로 295,"2,356",100,4.41
636,미즐카페엠,37.6436116,127.0037966,서울 강북구 4.19로 107,"1,171","1,000",4.19
637,크림,37.6477991,127.0118620,서울 강북구 4.19로 20 101호,198,100,4.55
638,도손,37.6413642,127.0173106,서울 강북구 삼양로 424 1층 9호 도손,30,100,
639,카페 풀고르,37.6236225,127.0275014,서울 강북구 도봉로 166,111,100,4.76
640,공간카페,37.6120350,127.0355507,서울 강북구 월계로 53,179,~100,4.44
641,레드포션 테라스카페,37.6385360,127.0237592,"서울 강북구 노해로8가길 10 1,2층",222,900,
642,좋은아침페스츄리,37.6141868,127.0305376,서울 강북구 도봉로 62 롯데백화점 미아점 지하 2층,"1,681",100,4.4
643,디어더글러스 빨래골점,37.6291313,127.0156863,서울 강북구 삼양로79길 35-37 1층 우측상가,95,~100,
644,스타벅스 파라스파라서울점,37.6643800,127.0085664,서울 강북구 삼양로 689-1,"1,007",800,4.32
645,파리바게뜨 카페수유역점,37.6380167,127.0252782,서울 강북구 도봉로 337 (수유동) [수유역 7번출구 앞],"5,504",100,4.34
646,J's Park,37.6445619,127.0050603,서울 강북구 4.19로 93 1층,418,"1,000",4.36
647,617,37.6340884,127.0151947,서울 강북구 덕릉로 13-1 1층 우측 #617,41,~100,
648,탐앤탐스 덕성여대점,37.6516992,127.0124901,서울 강북구 삼양로 547,"2,375",100,4.29
649,하늘아래작은마을,37.6741176,127.0047643,서울 강북구 삼양로181길 253 우이동미림산장,853,"1,000",4.13
650,슬로핸드,37.6497999,127.0122319,서울 강북구 삼양로141길 15-8 73~77,159,"1,000",4.85
651,투썸플레이스 북한산우이역점,37.6637511,127.0118574,서울 강북구 삼양로 685 투썸플레이스 북한산우이역점,"1,022",200,4.45
652,던킨 강북구청사거리점,37.6392944,127.0274084,서울 강북구 도봉로 358 1층 102호,"3,875",~100,4.42
653,까미노빵집,37.6461469,127.0079010,서울 강북구 4.19로 61,"1,144",700,4.47
654,투썸플레이스 미아테라스파크점,37.6186528,127.0188881,서울 강북구 삼양로27길 43 위브 테라스 파크,"1,994",100,4.33
655,투썸플레이스 미아사거리역점,37.6129217,127.0306669,서울 강북구 도봉로10길 6 지상 1층,"3,933",200,4.33
656,삼양여관,37.6337203,127.0152784,서울 강북구 덕릉로8길 6,100,"1,000",4.42
657,글로어 미아래미안점,37.6142902,127.0215546,서울 강북구 삼양로19길 25 상가동 3-1호,38,~100,
658,더달다 과자점,37.6444633,127.0056775,서울 강북구 4.19로21길 18,122,500,4.49
659,요거트월드 수유점,37.6363911,127.0276363,서울 강북구 오패산로 395 1층,39,~100,
660,CAFFE IN,37.6447245,127.0048275,서울 강북구 4.19로 88-1 카페인 카페,206,300,4.35
661,래빗비,37.6414680,127.0233957,서울 강북구 한천로143길 34-30 1층,108,300,4.66
662,꼼스케이크,37.6255026,127.0274661,서울 강북구 도봉로50길 12 1층 꼼스케이크,1,~100,
663,도베르,37.6394995,127.0246242,서울 강북구 한천로139나길 17 1층 도베르,155,100,
664,리트리트 커피 로스터즈,37.6396116,127.0262469,서울 강북구 한천로139길 11 1층,30,"1,000",4.88
665,와겐커피,37.6265218,127.0267610,서울 강북구 솔매로 131,"1,446",500,4.33
666,카페 라티스,37.6508086,127.0126704,서울 강북구 삼양로141길 4-10 1층,227,400,4.76
667,밀당,37.6473441,127.0085531,서울 강북구 4.19로8길 13,390,300,
668,스타벅스 미아역점,37.6261480,127.0265780,서울 강북구 도봉로 196,"5,011",100,4.47
669,오성리,37.6294018,127.0174744,서울 강북구 삼양로73가길 3,116,800,4.7
670,카페 시월생,37.6450473,127.0194461,서울 강북구 한천로 1121 상가동 102호 카페 시월생,25,~100,
671,도너츠윤 덕성여대점,37.6503541,127.0135324,서울 강북구 삼양로 530,57,~100,
672,오니바브런치 클럽,37.6424024,127.0276360,서울 강북구 도봉로97길 33-1,9,400,
673,헤미앤바우어419카페,37.6459658,127.0068321,서울 강북구 4.19로 70,"1,128",400,4.24
674,워더커피,37.6268851,127.0248935,서울 강북구 도봉로53길 16 KH하우스 1층,318,900,
675,비원하프,37.6159377,127.0312524,서울 강북구 오현로4길 12 1층 비원하프,47,200,
676,다정도 병인 양,37.6469921,127.0097025,서울 강북구 4.19로 41-1 2층,520,"2,000",4.58
677,칠복상회로스터스,37.6401471,127.0253582,서울 강북구 한천로139가길 15 1층,266,"2,000",4.56
678,벤투라커피로스터스,37.6145635,127.0312592,서울 강북구 도봉로10다길 7-1 1층,181,500,4.63
679,마크볼륨,37.6513506,127.0121435,서울 강북구 삼양로139가길 48,13,600,4.5
680,서나 커피앤타르트,37.6146631,127.0289178,서울 강북구 도봉로13가길 9-2 1층 카페서나,78,300,4.76
681,블랙다운커피,37.6502029,127.0135919,서울 강북구 삼양로 528-1,811,400,4.66
682,포레스트 커피,37.6715723,127.0063936,서울 강북구 삼양로181길 196,184,100,4.41
683,스파웃커피,37.6467317,127.0219270,서울 강북구 노해로33길 49 1층 스파웃커피,73,"1,000",4.45
684,스타벅스 미아뉴타운점,37.6183558,127.0211601,서울 강북구 삼양로 161,"3,153",100,4.39
685,예히당,37.6150444,127.0324710,서울 강북구 오패산로37길 22,154,100,4.69
686,디저트카페낙타,37.6465877,127.0086601,서울 강북구 4.19로 53 1층 디저트 카페 낙타,269,"1,000",4.53
687,노란달제과점,37.6387777,127.0283608,서울 강북구 한천로 1017,337,"1,000",4.85
688,경스커피 수유본점,37.6382632,127.0272514,서울 강북구 한천로131길 23 1층,333,200,4.59
689,경계선,37.6385120,127.0071091,서울 강북구 삼각산로 22-7,234,"4,000",4.48
690,달리는커피 강북구청점,37.6422600,127.0225716,서울 강북구 노해로 76 1층 달리는커피,28,~100,
691,팀메리 수유점,37.6391993,127.0243509,서울 강북구 도봉로87길 32-6 1층 팀메리,118,500,
692,멜라흐,37.6166582,127.0325043,서울 강북구 오현로 21 1층,60,~100,
693,BUN418,37.6376042,127.0263512,서울 강북구 오패산로 414,812,"1,000",4.27
694,쿤데라,37.6471126,127.0099795,서울 강북구 4.19로 39 그랜드캐슬,251,100,4.47
695,만월,37.6453856,127.0238990,서울 강북구 노해로 113 1층,1,~100,
696,이나스구움과자점,37.6433686,127.0276545,서울 강북구 도봉로99길 48 1층 이나스구움과자점,56,300,4.32
697,핑크바케스 수유점,37.6407394,127.0234635,서울 강북구 한천로143길 34 1층,76,600,4.75
698,스냅굿 수유점,37.6378571,127.0246947,서울 강북구 도봉로85길 8,410,"1,000",4.55
699,카페두두,37.6408851,127.0328085,서울 강북구 도봉로98길 56,304,200,4.52
700,채이크,37.6359911,127.0166195,서울 강북구 삼양로89길 13 1층 좌측,9,100,
701,빈세앙카페,37.6369613,127.0269445,서울 강북구 오패산로 405 1층,288,500,4.86
702,스타벅스 수유역점,37.6380167,127.0261350,서울 강북구 도봉로 342,"5,907",200,4.4
703,엔제리너스 미아삼거리역점,37.6134272,127.0309000,서울 강북구 도봉로10나길 4,"1,988",~100,4.3
704,케킹,37.6137881,127.0338297,서울 강북구 오패산로31길 2 1층,22,200,
705,스타벅스 강북구청사거리점,37.6400354,127.0273766,서울 강북구 도봉로 365,"5,111",200,4.51
706,무드앤밀_샌드위치&디저트카페,37.6436020,127.0215335,서울 강북구 한천로 1099 1층,77,300,4.79
707,오케이크 수유점,37.6391865,127.0238721,서울 강북구 도봉로87길 38,625,100,4.37
708,앵두나무카페,37.6331648,127.0298248,서울 강북구 덕릉로40다길 33-38,90,400,4.71
709,산이카페,37.6620286,127.0092682,서울 강북구 삼양로173길 61 4층,8,~100,
710,모도리 비건디저트 카페,37.6387892,127.0289103,서울 강북구 한천로 1014 모도리비건디저트카페,115,900,
711,카페카우비,37.6298865,127.0167538,서울 강북구 삼양로77길 28-4 1층,58,100,
712,설빙 서울수유역점,37.6376653,127.0258650,서울 강북구 오패산로 417,995,100,4.42
713,카페플라워 수유점,37.6376343,127.0267122,서울 강북구 한천로131길 41,279,100,4.44
714,수유342,37.6432374,127.0156252,서울 강북구 삼양로113길 17,212,700,4.52
715,플레어비 롯데백화점미아점,37.6146006,127.0305324,서울 강북구 도봉로 62 롯데백화점미아점 9층,389,~100,4.49
716,루시드스터디카페,37.6352333,127.0285233,서울 강북구 덕릉로 133 3층 루시드 스터디카페,49,~100,4.61
717,카페백야,37.6439473,127.0221729,서울 강북구 노해로21길 7 2층 백야,118,700,4.55
718,육월,37.6424813,127.0236763,서울 강북구 한천로 1076 2층,60,600,
719,쉘위커피,37.6435757,127.0230351,서울 강북구 노해로 90,79,~100,4.33
720,전광수커피하우스 북한산점,37.6442543,127.0046023,서울 강북구 4.19로 97 1층,680,300,4.44
