tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floor_estate,floor_buliding,latitude,longitude,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,subway_d,school_N,rest_N,day_pop,night_pop,score,2nPrc,평당가격,가성비,가성비_Rank,Score_Rank,Total_Rank
월세,180,"2,000",41,B1,5,37.559674,126.925782,6495,17,153,91,6,1,278.2405595656698,0,97,508151.67,471457.29,14450142.080579227,63200000.0,1541463.4146341465,0.0042135284810126,289,991,850.6
월세,700,1억,214,3,6,37.547085,126.934625,2738,40,1,1,10,1,235.6786441945791,8,1,508151.67,471457.29,15117426.936789494,268000000.0,1252336.4485981308,0.0021863134328358,588,919,852.8000000000001
월세,320,"5,000",110,1,3,37.554498,126.926936,1471,39,108,28,5,1,329.43195154359336,2,26,508151.67,471457.29,15676441.204936037,126800000.0,1152727.2727272727,0.0012761041009463,869,849,853.0
월세,400,"4,000",163,4,4,37.563286,126.925673,1382,24,78,128,6,0,678.1114646479842,0,115,508151.67,471457.29,15382240.180358706,136000000.0,834355.8282208589,0.0016563676470588,733,883,853.0000000000001
월세,220,"3,000",89,B1,5,37.564635,126.924771,942,22,82,131,7,0,829.3697339341103,2,112,508151.67,471457.29,15943354.269316053,82800000.0,930337.0786516854,0.001012536231884,1023,812,854.2
월세,160,"3,000",41,2,8,37.556498,126.947626,481,25,2,47,5,1,144.56725716537727,4,32,508151.67,471457.29,17004722.43858508,68400000.0,1668292.6829268292,0.0002883187134502,1650,657,855.6
월세,320,"5,000",99,1,3,37.564494,126.921422,821,27,71,85,6,0,686.4166428144301,6,72,508151.67,471457.29,16602491.942903168,126800000.0,1280808.0808080807,0.000641001577287,1364,734,860.0
월세,200,"2,000",49,1,5,37.554461,126.913871,2660,32,90,24,5,1,382.4994618176967,2,27,508151.67,471457.29,15173975.890151862,68000000.0,1387755.1020408163,0.0019167647058823,653,912,860.2
월세,130,"1,000",84,3,5,37.540444,126.948758,4364,37,15,5,7,2,267.2883287301047,4,14,508151.67,471457.29,13780137.120575562,41200000.0,490476.1904761905,0.0088974757281553,60,1061,860.8000000000001
월세,300,"5,000",91,B1,5,37.548733,126.920738,934,25,250,49,7,1,217.9957794016561,2,67,508151.67,471457.29,16507051.409822693,122000000.0,1340659.3406593406,0.0006966721311475,1305,750,861.0
월세,200,"3,000",43,1,2,37.560965,126.925299,7147,20,97,106,8,1,419.6012977903895,0,104,508151.67,471457.29,14397640.767721958,78000000.0,1813953.488372093,0.0039400128205128,319,997,861.4
월세,400,"5,000",175,1,4,37.565089,126.923774,662,22,71,112,6,0,822.5471855523399,8,102,508151.67,471457.29,16253162.568292672,146000000.0,834285.7142857143,0.0007934931506849,1201,778,862.6000000000001
월세,"1,100","1억 2,000",264,1,5,37.545533,126.922036,1030,22,176,27,5,1,253.17490161337687,0,30,508151.67,471457.29,16465538.948988419,384000000.0,1454545.4545454546,0.000708125,1295,755,863.0
월세,270,"5,000",42,1,3,37.559689,126.921469,1050,35,77,74,8,1,442.7219163641129,6,77,508151.67,471457.29,16859807.719384305,114800000.0,2733333.333333333,0.0003841463414634,1605,679,864.2
월세,350,"5,000",89,2,4,37.540409,126.948872,4364,39,15,5,7,2,275.3456158127175,4,14,508151.67,471457.29,14669891.739937702,134000000.0,1505617.97752809,0.0028984776119402,460,967,865.6
월세,200,"5,000",23,1,2,37.547531,126.925015,5361,32,134,24,4,1,191.79793702940924,2,21,508151.67,471457.29,15586494.956049347,98000000.0,4260869.565217392,0.001258193877551,876,864,866.4000000000001
월세,"1,500",2억,323,1,4,37.561382,126.924111,1357,23,79,115,8,1,479.1677417052232,6,106,508151.67,471457.29,16234562.326914482,560000000.0,1733746.1300309598,0.0007826982142857,1211,781,867.0000000000001
월세,130,"2,000",46,4,4,37.562257,126.925545,1059,20,78,115,7,0,563.3885754935509,0,111,508151.67,471457.29,15896580.59750701,51200000.0,1113043.4782608696,0.0009514453124999,1064,819,868.0
월세,180,"2,000",105,B1,4,37.562716,126.926394,1382,23,78,126,8,0,620.6978607165561,0,115,508151.67,471457.29,14917539.071043821,63200000.0,601904.7619047619,0.0022960443037974,557,946,868.2
월세,300,"3,000",92,B1,18,37.579216,126.892326,5108,30,8,2,12,1,341.3057063728782,4,3,508151.67,471457.29,14184407.45113815,102000000.0,1108695.652173913,0.0046072156862745,249,1023,868.2
월세,180,"3,000",72,3,6,37.562574,126.926563,1069,24,78,121,8,0,607.4537090102017,0,112,508151.67,471457.29,15766384.744916739,73200000.0,1016666.6666666666,0.001051475409836,994,840,870.8
월세,220,"4,000",51,1,4,37.558669,126.911738,1349,32,98,15,3,1,322.60050763862176,8,17,508151.67,471457.29,16271151.549020985,92800000.0,1819607.843137255,0.0007413685344827,1257,775,871.4
월세,95,"1,000",26,B1,3,37.555618,126.928571,3089,31,108,27,5,1,331.2182313582555,2,25,508151.67,471457.29,14787207.582146283,32800000.0,1261538.4615384615,0.0024485975609756,524,959,872.0
월세,170,"3,000",44,B1,3,37.554668,126.927256,1471,38,108,27,5,1,325.70912637529904,2,25,508151.67,471457.29,15914218.00943162,70800000.0,1609090.9090909092,0.0009141807909604,1097,816,872.2
월세,250,"3,000",82,2,4,37.55512,126.928251,1471,34,108,24,5,1,342.1804758597602,2,19,508151.67,471457.29,15412652.797587607,90000000.0,1097560.975609756,0.0013402444444444,841,880,872.2
월세,200,"2,000",51,B1,2,37.558161,126.921341,1050,35,69,52,7,1,372.0644041393485,2,48,508151.67,471457.29,16175159.6474887,68000000.0,1333333.3333333333,0.0007875,1206,789,872.4000000000001
월세,300,"3,000",115,4,5,37.563392,126.925273,1382,20,78,126,6,0,689.4752211313371,0,113,508151.67,471457.29,15218520.647035481,102000000.0,886956.5217391305,0.0015581372549019,749,905,873.8
월세,500,"5,000",139,2,5,37.549795,126.921193,934,27,231,49,6,1,273.5554940921391,2,66,508151.67,471457.29,16192925.286002511,170000000.0,1223021.582733813,0.0007636823529411,1229,785,873.8
월세,250,"2,000",66,2,5,37.562597,126.924846,1059,23,78,118,7,0,602.8567040754199,0,108,508151.67,471457.29,15999370.627589123,80000000.0,1212121.2121212122,0.000873675,1131,811,875.0000000000001
월세,550,"8,000",200,B1,2,37.562351,126.92548,1059,19,78,115,8,0,573.7217890415061,0,111,508151.67,471457.29,15789158.250315974,212000000.0,1060000.0,0.0009990566037735,1033,836,875.4000000000001
월세,"1,100","1억 7,000",109,1,4,37.550083,126.921444,934,29,224,50,6,1,291.0006489895339,0,67,508151.67,471457.29,16892127.94757225,434000000.0,3981651.376146789,0.0002345760368663,1682,676,877.2
월세,350,"3,000",57,B1,4,37.559337,126.925601,6495,17,152,89,5,1,239.30051555256983,0,94,508151.67,471457.29,14390127.119023576,114000000.0,2000000.0,0.0032475,403,999,879.8000000000001
월세,170,"2,000",98,1,4,37.5461,126.955962,2611,31,0,3,7,1,449.4810638081411,2,5,508151.67,471457.29,14103271.020631913,60800000.0,620408.1632653062,0.0042085197368421,290,1028,880.4000000000001
월세,700,"1억 2,000",214,1,6,37.578848,126.894794,316,23,9,2,9,1,233.11912948299897,2,4,508151.67,471457.29,16835398.003653202,288000000.0,1345794.3925233644,0.0002348055555555,1681,681,881.0000000000001
월세,350,"3,000",83,1,4,37.549439,126.921151,934,27,239,49,6,1,243.29862315539376,2,66,508151.67,471457.29,16286407.903217701,114000000.0,1373493.9759036144,0.0006800175438596,1319,772,881.4000000000001
월세,200,"2,000",23,1,5,37.553807,126.92769,8742,45,108,22,2,1,427.904909927249,2,16,508151.67,471457.29,14465473.720460882,68000000.0,2956521.7391304346,0.0029568529411764,451,990,882.2
월세,150,"1,000",39,3,4,37.562385,126.924921,1059,22,78,114,7,0,578.857907669076,0,108,508151.67,471457.29,15849243.074752497,46000000.0,1179487.1794871795,0.0008978478260869,1110,827,883.6
월세,"2,300",3억,577,1,5,37.563736,126.925642,1032,26,83,133,6,0,728.0241967851692,0,115,508151.67,471457.29,16244626.515580108,852000000.0,1476603.1195840554,0.0006989014084507,1302,779,883.6000000000001
월세,220,"5,000",56,1,4,37.54609,126.954777,3140,35,0,6,7,1,363.2242940281459,2,7,508151.67,471457.29,15070437.012376726,102800000.0,1835714.2857142857,0.0017105058365758,711,927,883.8000000000001
월세,768,"7,000",272,2,7,37.550161,126.904363,359,11,47,16,3,0,828.6992509792685,0,9,508151.67,471457.29,16716587.733617684,254320000.0,935000.0,0.0003839572192513,1606,704,884.4000000000001
월세,200,"3,000",66,3,4,37.562702,126.924956,1059,21,78,120,7,0,613.8291178245584,0,111,508151.67,471457.29,15847697.736960383,78000000.0,1181818.181818182,0.0008960769230769,1113,828,885.0000000000001
월세,"1,000","1억 2,000",133,전체층,4,37.559367,126.925199,6495,17,145,91,5,1,242.38081604959123,0,97,508151.67,471457.29,14598989.345299512,360000000.0,2706766.917293233,0.0023995416666666,535,973,885.4000000000001
월세,65,"1,000",85,B1,3,37.555075,126.947179,2027,22,2,29,6,1,211.0774307586301,8,22,508151.67,471457.29,13627418.469230942,25600000.0,301176.4705882353,0.0067302734375,130,1075,886.0
월세,250,"3,000",90,2,5,37.560594,126.926438,6355,21,125,87,7,1,389.5908369570843,0,95,508151.67,471457.29,13681798.290164126,90000000.0,1000000.0,0.006355,146,1071,886.0000000000001
월세,365,"5,000",66,1,3,37.559679,126.925653,6495,17,152,92,6,1,277.5795892660455,0,97,508151.67,471457.29,14370265.338491507,137600000.0,2084848.4848484849,0.0031153343023255,429,1002,887.4000000000001
월세,150,"3,000",26,B1,3,37.545758,126.914033,3589,20,74,16,4,1,412.7923113171949,2,28,508151.67,471457.29,15208409.108561706,66000000.0,2538461.5384615385,0.0014138484848484,809,908,888.2
월세,400,"3,000",118,1,3,37.545752,126.91374,3589,20,73,15,4,1,412.6449521648245,2,27,508151.67,471457.29,14247707.586823786,126000000.0,1067796.6101694915,0.0033611269841269,386,1014,888.4000000000001
월세,235,"3,000",54,1,2,37.561053,126.924933,7147,21,87,108,8,1,431.13655005099,0,106,508151.67,471457.29,13969963.444921609,86400000.0,1600000.0,0.004466875,266,1045,889.2
월세,160,"3,000",29,1,4,37.556279,126.908093,870,33,57,55,3,1,173.9078920696022,2,41,508151.67,471457.29,16696769.48042008,68400000.0,2358620.6896551726,0.0003688596491228,1616,708,889.6
월세,400,"8,000",137,B1,14,37.581175,126.890786,5108,37,7,1,12,1,426.79403738577713,2,2,508151.67,471457.29,14042114.045622671,176000000.0,1284671.5328467153,0.0039761136363636,313,1034,889.8000000000001
월세,"1,548","2억 6,420",184,1,22,37.576144,126.898666,4644,23,2,4,11,1,211.76684367320243,0,5,508151.67,471457.29,15239672.774070216,635720000.0,3455000.0,0.0013441389290882,838,903,890.0000000000001
월세,"1,200","1억 5,000",325,B1,4,37.564671,126.923448,662,23,78,108,6,0,820.2222335724426,6,100,508151.67,471457.29,16600376.556215735,438000000.0,1347692.3076923075,0.0004912100456621,1512,735,890.4000000000001
월세,120,"1,500",85,B1,4,37.576066,126.895618,5185,26,1,2,10,1,477.26544728349546,2,2,508151.67,471457.29,13399804.370092975,43800000.0,515294.1176470588,0.0100622146118721,43,1103,891.0000000000001
월세,290,"3,000",39,1,7,37.558338,126.926253,1838,15,155,79,5,1,148.81741713893217,2,82,508151.67,471457.29,16151066.59105984,99600000.0,2553846.153846154,0.0007196987951807,1283,793,891.0000000000001
월세,270,"5,000",132,1,5,37.549985,126.905087,3589,12,41,16,3,0,764.950167222366,0,10,508151.67,471457.29,13994750.654988335,114800000.0,869696.9696969697,0.0041267247386759,302,1039,891.6
월세,230,"2,000",62,2,4,37.559099,126.922168,1050,32,86,75,9,1,353.8057880751654,0,83,508151.67,471457.29,15828745.637430292,75200000.0,1212903.2258064516,0.0008656914893617,1139,831,892.6000000000001
월세,800,2억,181,1,2,37.558497,126.923741,1735,26,123,82,9,1,204.8303113509035,2,88,508151.67,471457.29,15912618.993977996,392000000.0,2165745.856353591,0.0008011096938775,1196,817,892.8000000000001
월세,170,"2,000",72,2,6,37.553825,126.931761,834,55,94,25,8,2,409.84992767825634,0,29,508151.67,471457.29,15613014.739739638,60800000.0,844444.4444444445,0.0009876315789473,1043,857,894.2
월세,200,"3,000",43,3,3,37.559682,126.924172,3733,22,116,94,5,1,296.67746685250086,0,101,508151.67,471457.29,14699582.152886983,78000000.0,1813953.488372093,0.0020579358974358,624,963,895.2
월세,200,"2,000",82,2,6,37.554669,126.919631,7719,48,103,36,7,0,579.327416530504,2,38,508151.67,471457.29,13373741.825646857,68000000.0,829268.2926829269,0.0093082058823529,52,1106,895.2
월세,120,"1,500",149,B1,3,37.544589,126.936279,6093,23,19,0,6,1,494.3813524998377,8,0,508151.67,471457.29,13275498.830305582,43800000.0,293959.73154362413,0.0207273287671232,6,1118,895.6000000000001
월세,210,"3,000",99,2,2,37.547781,126.955392,3140,25,0,4,6,0,536.0210301718407,2,9,508151.67,471457.29,14005918.225135028,80400000.0,812121.2121212122,0.0038664179104477,332,1037,896.0
월세,800,1억,151,1,10,37.57701,126.896961,316,23,2,4,10,2,356.83439887293974,2,5,508151.67,471457.29,16788744.692322798,292000000.0,1933774.834437086,0.0001634109589041,1709,693,896.2
월세,180,"3,000",56,2,5,37.562637,126.925044,1059,22,78,119,7,0,606.185481131534,0,111,508151.67,471457.29,15853906.022342717,73200000.0,1307142.857142857,0.0008101639344262,1183,826,897.4000000000001
월세,250,"3,000",76,2,4,37.562161,126.925222,1059,21,78,112,7,0,552.7060790239767,0,109,508151.67,471457.29,15747810.237500625,90000000.0,1184210.5263157894,0.0008942666666666,1114,844,898.0
월세,380,"5,000",99,5,5,37.549063,126.920963,934,27,249,49,6,1,223.9810259734179,2,67,508151.67,471457.29,16178155.68832354,141200000.0,1426262.6262626264,0.0006548583569405,1346,787,898.8
월세,180,"1,000",112,B1,5,37.565361,126.920522,2322,26,30,59,5,0,563.9749385262218,6,34,508151.67,471457.29,13705182.678349698,53200000.0,475000.0,0.0048884210526315,227,1067,899.0
월세,220,"5,000",187,B1,3,37.576062,126.894684,5185,26,1,2,10,0,537.753627954771,2,1,508151.67,471457.29,13314694.780666005,102800000.0,549732.6203208556,0.0094318579766536,50,1112,899.6
월세,220,"3,000",58,3,4,37.565734,126.922985,662,24,62,94,5,0,728.5002890409422,8,75,508151.67,471457.29,16576042.293673025,82800000.0,1427586.2068965517,0.0004637198067632,1548,739,900.8000000000001
월세,380,"5,000",67,1,4,37.565025,126.923168,662,23,71,101,6,0,779.0045844382047,6,94,508151.67,471457.29,16648368.567134898,141200000.0,2107462.686567164,0.0003141218130311,1639,720,903.8
월세,390,"5,000",62,1,3,37.561403,126.924733,7147,22,79,109,8,1,471.7134974116132,0,106,508151.67,471457.29,14189605.462361725,143600000.0,2316129.0322580645,0.0030857520891364,432,1022,904.0
월세,230,"3,000",39,1,5,37.554627,126.926706,1471,38,108,28,5,1,308.2045388960034,2,27,508151.67,471457.29,16067056.871259958,85200000.0,2184615.3846153845,0.0006733450704225,1329,798,904.2
월세,140,"3,000",43,3,4,37.555815,126.928457,3089,30,108,27,5,1,311.39478019516514,2,25,508151.67,471457.29,14567934.041406231,63600000.0,1479069.7674418604,0.0020884748427672,619,976,904.6000000000001
월세,300,"4,000",49,1,6,37.578513,126.895002,316,21,9,2,9,1,264.47554445835186,2,4,508151.67,471457.29,16740096.924657365,112000000.0,2285714.285714286,0.00013825,1719,701,904.6000000000001
월세,164,"2,500",42,B1,18,37.581985,126.889231,5108,37,7,0,9,0,576.3971282162383,2,2,508151.67,471457.29,14050251.732206253,64360000.0,1532380.9523809524,0.0033333747669359,391,1033,904.6000000000001
월세,170,"2,000",46,B1,3,37.562528,126.924938,1059,22,78,117,7,0,594.6205015424093,0,109,508151.67,471457.29,15818249.334839398,60800000.0,1321739.1304347827,0.0008012171052631,1195,833,905.4000000000001
월세,160,"2,500",36,1,4,37.545699,126.922506,1030,22,174,27,5,1,226.3453661349939,0,28,508151.67,471457.29,16257833.060269438,63400000.0,1761111.111111111,0.000584858044164,1427,777,907.0
월세,110,"2,000",49,2,3,37.57736,126.896549,316,29,2,4,9,2,395.9065261886034,2,4,508151.67,471457.29,16616185.927769653,46400000.0,946938.775510204,0.0003337068965517,1628,728,908.0
월세,400,"5,000",82,1,4,37.56554,126.923336,662,22,63,100,6,0,765.6706541339579,8,83,508151.67,471457.29,16606769.225506349,146000000.0,1780487.8048780488,0.000371808219178,1612,733,908.8
월세,470,"6,500",95,B1,3,37.56485,126.92331,662,23,78,105,6,0,799.5808803705169,6,98,508151.67,471457.29,16608618.47582521,177800000.0,1871578.947368421,0.0003537120359955,1621,731,909.0000000000001
월세,900,"1억 5,000",102,1,6,37.549946,126.921243,934,29,229,49,6,1,285.6704114234836,0,67,508151.67,471457.29,16644402.00416793,366000000.0,3588235.294117647,0.0002602950819672,1664,721,909.6000000000001
월세,120,"3,000",147,B1,4,37.544345,126.935777,6557,22,16,0,7,1,480.58324614742224,8,0,508151.67,471457.29,13138209.911600906,58800000.0,400000.0,0.0163925,9,1135,909.8
월세,330,"5,000",71,2,3,37.561069,126.924555,7147,22,87,111,8,1,437.20853101460665,0,105,508151.67,471457.29,13860809.593180962,129200000.0,1819718.309859155,0.0039275309597523,321,1059,911.4000000000001
월세,150,"2,000",114,B1,4,37.555222,126.930233,834,38,118,25,4,1,480.5388386541085,2,27,508151.67,471457.29,14729393.495020863,56000000.0,491228.0701754386,0.0016977857142857,718,960,911.6
월세,190,"1,500",23,1,1,37.555411,126.927736,1471,38,108,31,5,1,286.9052106965368,2,24,508151.67,471457.29,16259915.267690891,60600000.0,2634782.6086956523,0.000558300330033,1454,776,911.6000000000001
월세,500,"1억 2,000",190,1,2,37.54007,126.948237,4364,39,17,3,4,1,210.5823751259184,4,13,508151.67,471457.29,13964499.64565114,240000000.0,1263157.894736842,0.0034548333333333,376,1048,913.6000000000001
월세,280,"4,000",92,2,4,37.562742,126.925363,958,20,78,117,8,0,617.1347348812855,0,110,508151.67,471457.29,15666717.834722007,107200000.0,1165217.391304348,0.0008221641791044,1170,850,914.0
월세,250,"3,000",57,2,4,37.560481,126.925734,6355,20,122,92,7,1,367.0419311260417,0,97,508151.67,471457.29,13750829.393621562,90000000.0,1578947.3684210526,0.0040248333333333,309,1066,914.6
월세,275,"5,000",39,B1,2,37.554079,126.92729,8287,44,108,24,4,1,384.8875220178687,2,20,508151.67,471457.29,14181606.403982393,116000000.0,2974358.9743589745,0.0027861465517241,473,1025,914.6
월세,145,"2,500",36,B1,3,37.565725,126.923511,662,20,62,104,6,0,771.201470582416,8,84,508151.67,471457.29,16543280.308420653,59800000.0,1661111.111111111,0.0003985284280936,1597,744,914.6000000000001
월세,220,"3,000",75,2,5,37.557074,126.921562,1647,32,67,46,7,1,336.898338429264,2,43,508151.67,471457.29,14864203.613016898,82800000.0,1104000.0,0.0014918478260869,771,951,915.0000000000001
월세,85,"1,500",108,B1,5,37.557159,126.961201,1343,33,21,5,6,2,381.2490030220892,14,10,508151.67,471457.29,13697823.03758262,35400000.0,327777.7777777777,0.0040972881355932,306,1068,915.6000000000001
월세,170,"3,000",59,1,5,37.556642,126.947757,481,25,2,47,5,1,154.06620065907518,6,32,508151.67,471457.29,16519652.568491783,70800000.0,1200000.0,0.0004008333333333,1593,747,916.2
월세,200,"5,000",73,1,2,37.547443,126.928184,1205,43,0,7,7,2,335.80797764941724,2,3,508151.67,471457.29,15561738.919634879,98000000.0,1342465.7534246575,0.0008976020408163,1111,868,916.6000000000001
월세,190,"2,000",47,2,4,37.562115,126.925721,1059,22,78,113,7,0,548.2331596704666,0,109,508151.67,471457.29,15787572.919101872,65600000.0,1395744.680851064,0.0007587347560975,1237,837,917.0
월세,"1,300",2억,417,1,6,37.557429,126.908129,1284,31,58,46,4,1,225.3229727177093,2,38,508151.67,471457.29,15302305.139774663,512000000.0,1227817.745803357,0.0010457578125,1001,896,917.0000000000001
월세,350,"5,000",124,1,5,37.55787,126.920883,1588,35,59,45,7,1,403.59788637405074,2,40,508151.67,471457.29,14857975.59759545,134000000.0,1080645.161290323,0.0014694925373134,781,952,917.8000000000001
월세,300,"4,000",60,1,5,37.5589,126.911568,1349,30,99,14,3,1,339.4265454109619,8,16,508151.67,471457.29,15845269.49920766,112000000.0,1866666.6666666667,0.0007226785714285,1277,829,918.6
월세,210,"2,000",50,1,6,37.563267,126.926217,1095,25,82,129,7,0,679.5175564318371,0,113,508151.67,471457.29,15724066.567165364,70400000.0,1408000.0,0.0007776988636363,1215,845,919.0
월세,200,"2,500",49,1,2,37.547991,126.913195,3589,24,71,21,6,1,170.56055937281147,2,45,508151.67,471457.29,14220576.371545097,73000000.0,1489795.918367347,0.0024090547945205,532,1017,920.0
월세,180,"2,000",53,2,3,37.562103,126.926197,1059,21,78,112,8,0,550.7956835523415,0,106,508151.67,471457.29,15507302.775530081,63200000.0,1192452.8301886793,0.0008880854430379,1119,871,920.6000000000001
월세,170,"5,000",33,1,5,37.553107,126.926073,7227,42,149,30,2,1,458.30966426064657,4,29,508151.67,471457.29,14083322.79142161,90800000.0,2751515.1515151514,0.0026265528634361,498,1030,923.6
월세,280,"3,000",53,B1,3,37.562201,126.924683,1059,22,78,112,7,0,560.364088923749,0,104,508151.67,471457.29,16116479.153347285,97200000.0,1833962.2641509436,0.0005774382716049,1439,795,923.8
월세,300,"4,000",68,1,4,37.561941,126.925084,1439,22,78,108,7,0,528.7139798923553,0,104,508151.67,471457.29,15458391.056037452,112000000.0,1647058.8235294118,0.0008736785714285,1130,873,924.4000000000001
월세,"1,100",2억,198,1,5,37.558359,126.926507,1838,16,153,77,5,1,163.37228955012796,2,82,508151.67,471457.29,15621068.346307179,464000000.0,2343434.343434344,0.0007843189655172,1208,855,925.6
월세,200,"3,000",67,2,5,37.558111,126.910837,1284,26,106,15,3,1,234.71259994211383,8,21,508151.67,471457.29,15124781.704812935,78000000.0,1164179.1044776118,0.001102923076923,962,918,926.8000000000001
월세,200,"3,000",63,3,4,37.563009,126.925659,1382,22,78,128,7,0,647.2857879255592,0,113,508151.67,471457.29,15104974.92634598,78000000.0,1238095.238095238,0.0011162307692307,951,921,927.0000000000001
월세,270,"3,000",14,1,3,37.578207,126.895262,316,21,9,4,9,1,294.60872323764767,2,4,508151.67,471457.29,16618799.555420576,94800000.0,6771428.571428572,4.6666666666666665e-05,1730,727,927.6
월세,400,"5,000",178,2,6,37.547287,126.954459,2280,27,0,5,8,1,442.7405514141753,6,10,508151.67,471457.29,13981634.673976218,146000000.0,820224.7191011236,0.0027797260273972,476,1041,928.0000000000001
월세,180,"3,000",44,1,3,37.555081,126.929417,2155,39,127,23,5,1,426.234676210049,4,20,508151.67,471457.29,14926024.444078688,73200000.0,1663636.3636363635,0.0012953551912568,861,945,928.2
월세,400,1억,80,1,1,37.546915,126.929974,1574,42,0,2,8,1,187.8880367312742,4,0,508151.67,471457.29,15892325.109246325,196000000.0,2450000.0,0.0006424489795918,1361,821,929.0
월세,200,"3,000",66,1,3,37.563636,126.92679,1240,23,91,128,6,0,727.2249055590021,0,111,508151.67,471457.29,15168399.723294668,78000000.0,1181818.181818182,0.0010492307692307,997,914,930.6
월세,180,"2,000",59,1,2,37.554451,126.927354,1471,40,108,26,5,1,350.91760459647486,2,23,508151.67,471457.29,14809041.778256861,63200000.0,1071186.440677966,0.001373243670886,831,956,931.0000000000001
월세,138,"2,000",26,1,5,37.551707,126.906812,3589,16,45,38,4,0,565.2770845163278,2,32,508151.67,471457.29,14441924.092149291,53120000.0,2043076.923076923,0.0017566641566265,698,992,933.2
월세,260,"4,000",81,B1,4,37.563093,126.925582,1382,22,78,127,7,0,656.4013214846759,0,113,508151.67,471457.29,15099462.24277683,102400000.0,1264197.5308641975,0.00109318359375,972,924,933.6
월세,100,"3,000",49,1,1,37.54603,126.956059,2611,31,0,3,7,1,452.9379575532532,2,5,508151.67,471457.29,14067500.069345906,54000000.0,1102040.8163265309,0.0023692407407407,544,1031,933.6000000000001
월세,700,"5,000",186,1,5,37.5765,126.895047,5185,26,1,2,10,1,485.3605337867421,2,3,508151.67,471457.29,13415141.423155697,218000000.0,1172043.0107526882,0.0044238990825688,271,1100,934.2
월세,130,"1,500",33,2,3,37.561976,126.926352,1059,20,78,109,8,0,538.7988765123384,0,104,508151.67,471457.29,15609534.980203621,46200000.0,1400000.0,0.0007564285714285,1240,859,935.2
월세,170,"2,500",34,1,4,37.545604,126.922459,1030,22,174,27,5,1,237.3861095247334,0,28,508151.67,471457.29,16060650.0395485,65800000.0,1935294.1176470588,0.0005322188449848,1474,801,935.6000000000001
월세,280,"3,000",60,2,2,37.565254,126.923888,662,22,70,111,6,0,823.296425066978,8,97,508151.67,471457.29,16283637.438507022,97200000.0,1620000.0,0.0004086419753086,1584,774,936.0
월세,250,"2,500",26,1,2,37.54434,126.951791,2466,34,1,8,8,1,39.87235192898067,6,12,508151.67,471457.29,15604590.606971651,85000000.0,3269230.769230769,0.0007543058823529,1243,860,936.6
월세,120,"2,000",20,1,5,37.563944,126.92455,662,20,78,124,7,0,754.3538850582335,6,112,508151.67,471457.29,16448324.07424206,48800000.0,2440000.0,0.0002713114754098,1660,756,936.8000000000001
월세,350,"4,000",80,2,3,37.562925,126.926168,1382,25,78,128,7,0,641.2447655131464,0,114,508151.67,471457.29,15319089.795461873,124000000.0,1550000.0,0.0008916129032258,1115,893,937.4000000000001
월세,525,"7,000",126,1,19,37.578465,126.892929,5108,29,8,2,11,1,354.56913345097666,4,2,508151.67,471457.29,13667445.486519795,196000000.0,1555555.5555555555,0.0032837142857142,397,1073,937.8000000000001
월세,410,1억,96,1,3,37.546069,126.955632,3797,32,0,3,7,1,422.9387095357611,2,5,508151.67,471457.29,14332633.058057562,198400000.0,2066666.6666666667,0.0018372580645161,670,1005,938.0
월세,250,"4,000",62,B1,2,37.55482,126.930797,834,44,108,27,5,0,538.5076605457891,2,33,508151.67,471457.29,16057521.938726926,100000000.0,1612903.2258064516,0.00051708,1488,802,939.2
월세,160,"2,000",81,2,4,37.549216,126.910288,3589,21,9,12,5,1,305.47275869921265,2,29,508151.67,471457.29,13274664.622349601,58400000.0,720987.6543209876,0.0049778938356164,221,1119,939.4000000000001
월세,340,"4,000",78,1,3,37.577,126.896647,316,27,2,4,9,2,384.22475416684927,2,4,508151.67,471457.29,16503822.780651761,121600000.0,1558974.358974359,0.000202697368421,1695,751,939.8000000000001
월세,130,"2,000",21,1,5,37.550664,126.905587,3589,12,44,27,3,0,720.7551954636513,0,20,508151.67,471457.29,14516147.411643473,51200000.0,2438095.238095238,0.00147205078125,778,982,941.2
월세,250,"3,000",71,1,3,37.575924,126.897645,2357,22,1,4,11,1,305.010715576088,2,4,508151.67,471457.29,14275931.14175754,90000000.0,1267605.633802817,0.0018594111111111,662,1011,941.2
월세,125,"1,000",36,1,4,37.556231,126.914079,797,38,87,20,4,1,355.3091602220872,8,19,508151.67,471457.29,15611812.567080911,40000000.0,1111111.111111111,0.0007173,1284,858,943.2
월세,200,"3,000",30,3,4,37.562183,126.924832,1059,23,78,112,7,0,557.0804970162823,0,107,508151.67,471457.29,16220738.340089472,78000000.0,2600000.0,0.0004073076923076,1585,783,943.4000000000001
월세,350,"3,000",61,B1,3,37.562278,126.925378,1059,19,78,115,7,0,565.5382398916572,0,110,508151.67,471457.29,15905382.791771945,114000000.0,1868852.4590163932,0.0005666578947368,1445,818,943.4000000000001
월세,121,"1,500",33,1,4,37.563199,126.926528,1095,23,84,129,7,0,675.5572003931434,0,113,508151.67,471457.29,15352533.32962399,44040000.0,1334545.4545454546,0.0008205040871934,1172,888,944.8000000000001
월세,200,"3,000",46,2,4,37.562937,126.925977,1382,24,78,129,7,0,640.9722856553175,0,113,508151.67,471457.29,15369169.833226912,78000000.0,1695652.1739130437,0.0008150256410256,1178,887,945.2
