tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floor_estate,floor_buliding,latitude,longitude,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,subway_d,school_N,rest_N,day_pop,night_pop,score,2nPrc,평당가격,가성비,가성비_Rank,Score_Rank,Total_Rank
월세,400,"5,000",49,1,5,37.557195,126.922636,847,33,98,53,8,1,241.9702614216142,2,49,508151.67,471457.29,20462168.935339805,146000000.0,2979591.836734694,0.0002842671232876,1653,314,581.8000000000001
월세,150,"1,500",49,B1,3,37.555631,126.926797,666,38,108,38,5,1,213.79592882933983,2,28,508151.67,471457.29,19757989.027222443,51000000.0,1040816.3265306122,0.0006398823529411,1365,387,582.6
월세,200,"2,000",144,B1,3,37.557887,126.928091,1838,19,124,54,5,1,251.07311185619287,4,58,508151.67,471457.29,17062014.488568958,68000000.0,472222.2222222223,0.0038922352941176,327,647,583.0
월세,440,"6,000",115,1,2,37.554371,126.937812,2432,31,21,50,10,2,117.3075931025109,4,94,508151.67,471457.29,18002804.15340646,165600000.0,1440000.0,0.0016888888888888,719,549,583.0
월세,220,"4,000",143,B1,5,37.547508,126.923207,870,23,211,34,4,1,38.91576117791654,2,38,508151.67,471457.29,18304348.873122204,92800000.0,648951.048951049,0.001340625,840,519,583.2
월세,600,1억,101,1,4,37.552741,126.922075,943,37,182,45,4,0,562.9382742310116,2,51,508151.67,471457.29,20254055.92014697,244000000.0,2415841.584158416,0.0003903401639344,1601,329,583.4000000000001
월세,600,1억,84,1,5,37.557737,126.908957,1284,28,87,37,4,1,206.6247543352044,8,35,508151.67,471457.29,20114620.13967536,244000000.0,2904761.904761905,0.0004420327868852,1562,344,587.6
월세,380,"5,000",30,1,4,37.552467,126.922729,943,37,179,46,3,0,528.3990979931953,2,50,508151.67,471457.29,20487128.777322654,141200000.0,4706666.666666667,0.0002003541076487,1696,312,588.8000000000001
월세,270,"4,000",71,2,3,37.54846,126.919713,21404,29,250,46,9,1,288.8359412887758,2,64,508151.67,471457.29,16595462.386966074,104800000.0,1476056.338028169,0.0145008015267175,13,736,591.4000000000001
월세,200,"5,000",92,3,3,37.555743,126.926895,666,36,108,38,5,1,209.2166780838853,2,28,508151.67,471457.29,19697192.381075274,98000000.0,1065217.391304348,0.0006252244897959,1385,395,593.0
월세,310,"4,000",86,1,6,37.558098,126.922558,1150,30,104,61,8,1,268.46326294881305,2,63,508151.67,471457.29,18896313.572003197,114400000.0,1330232.558139535,0.0008645104895104,1141,457,593.8000000000001
월세,230,"5,000",86,2,2,37.547952,126.921773,934,27,240,39,6,1,98.67843254875784,4,53,508151.67,471457.29,19199255.251358856,105200000.0,1223255.8139534884,0.000763536121673,1230,435,594.0
월세,450,"5,000",80,5,5,37.549925,126.92274,940,31,192,46,5,1,245.8283065668495,2,56,508151.67,471457.29,20014247.271968458,158000000.0,1975000.0,0.0004759493670886,1530,361,594.8
월세,270,"6,000",88,1,2,37.552717,126.922232,943,38,184,44,4,0,558.7662926710904,2,50,508151.67,471457.29,19563143.584595863,124800000.0,1418181.818181818,0.0006649358974358,1339,410,595.8
월세,180,"2,000",80,1,5,37.555477,126.91309,867,30,84,27,3,1,276.4513361958354,8,30,508151.67,471457.29,18432845.9282828,63200000.0,790000.0,0.0010974683544303,969,503,596.2
월세,160,"1,000",53,1,3,37.548264,126.921325,934,28,244,45,6,1,147.7694152814403,4,61,508151.67,471457.29,18554213.810796645,48400000.0,913207.5471698112,0.0010227685950413,1018,492,597.2
월세,300,"3,000",65,1,2,37.552729,126.922448,943,39,188,44,4,0,558.5575868128911,2,50,508151.67,471457.29,19656164.9626194,102000000.0,1569230.7692307692,0.000600931372549,1402,399,599.6000000000001
월세,150,"2,000",109,B1,5,37.547256,126.933059,3217,46,0,1,8,1,96.57507943736044,6,0,508151.67,471457.29,16682193.136130769,56000000.0,513761.4678899082,0.0062616607142857,153,712,600.2
월세,200,"2,000",47,4,4,37.546829,126.922069,940,24,212,36,6,1,120.38706493195124,4,39,508151.67,471457.29,19536790.678862356,68000000.0,1446808.5106382978,0.0006497058823529,1353,412,600.2
월세,230,"3,000",47,1,4,37.538478,126.950616,6147,42,1,2,4,1,430.5983060683211,4,7,508151.67,471457.29,17030707.870662194,85200000.0,1812765.9574468085,0.0033909507042253,383,655,600.6
월세,650,"8,000",133,1,5,37.558057,126.924466,3773,25,143,79,7,1,125.52584196573228,2,80,508151.67,471457.29,17461863.181027576,236000000.0,1774436.090225564,0.0021263093220338,610,599,601.2
월세,230,"3,000",79,1,5,37.560504,126.921764,2199,34,73,95,8,1,487.114797315278,6,94,508151.67,471457.29,17496352.502376445,85200000.0,1078481.012658228,0.0020389788732394,625,596,601.8
월세,240,"5,000",132,B1,5,37.555178,126.938552,1922,30,21,61,12,2,146.32562773326595,4,121,508151.67,471457.29,17306874.742849007,107600000.0,815151.5151515151,0.002357843866171,546,616,602.0
월세,170,"1,500",57,5,5,37.551452,126.923814,953,40,183,44,4,1,423.9932054085076,4,51,508151.67,471457.29,18563383.443477977,55800000.0,978947.3684210526,0.0009734946236559,1052,490,602.4
월세,380,"5,000",26,1,4,37.550003,126.919702,9743,29,250,50,7,1,376.5478178245257,2,72,508151.67,471457.29,17593188.17284058,141200000.0,5430769.230769231,0.0017940368271954,685,584,604.2
월세,120,"2,000",23,1,3,37.560909,126.921035,2199,33,65,98,8,0,563.5450615439777,6,88,508151.67,471457.29,18429634.068316393,48800000.0,2121739.1304347827,0.0010364139344262,1006,504,604.4000000000001
월세,150,"3,000",52,4,9,37.55649,126.94504,669,28,1,48,5,2,89.92550807624559,2,39,508151.67,471457.29,19773197.816150937,66000000.0,1269230.7692307692,0.0005270909090909,1480,386,604.8
월세,200,"2,000",87,2,5,37.548406,126.920742,934,27,250,46,6,1,201.2196585452081,2,64,508151.67,471457.29,18232380.502894595,68000000.0,781609.1954022988,0.0011949705882352,915,528,605.4000000000001
월세,220,"3,000",104,2,4,37.547923,126.914505,3589,25,86,26,7,1,184.0749850004132,2,52,508151.67,471457.29,16772838.284712879,82800000.0,796153.8461538461,0.004507922705314,260,696,608.8000000000001
월세,200,"3,000",77,B1,4,37.548281,126.921493,934,28,243,45,6,1,135.28263639972505,4,60,508151.67,471457.29,18567612.946214203,78000000.0,1012987.012987013,0.0009220256410256,1092,489,609.6
월세,100,"1,000",34,B1,5,37.555552,126.929445,834,30,127,24,5,1,401.9865611286402,4,25,508151.67,471457.29,18734490.69589592,34000000.0,1000000.0,0.000834,1163,474,611.8000000000001
월세,"2,700","3억 2,500",594,1,6,37.54912,126.923729,870,31,178,36,4,1,174.214168176164,2,45,508151.67,471457.29,19684430.74972655,973000000.0,1638047.138047138,0.0005311202466598,1475,397,612.6
월세,400,"5,000",166,2,5,37.551136,126.923498,953,38,177,43,5,1,384.52787492860926,4,52,508151.67,471457.29,18303757.522659168,146000000.0,879518.0722891566,0.0010835479452054,983,520,612.6
월세,560,"8,000",35,1,9,37.551448,126.915631,4502,34,76,37,6,1,276.6558176835037,4,65,508151.67,471457.29,19017879.609633256,214400000.0,6125714.285714285,0.0007349347014925,1262,451,613.2
월세,240,"3,000",26,1,4,37.555645,126.927332,666,37,108,35,5,1,243.2447386653172,2,27,508151.67,471457.29,20131564.8565676,87600000.0,3369230.769230769,0.0001976712328767,1697,343,613.8000000000001
월세,"2,000",4억,542,1,8,37.551759,126.923187,953,38,196,44,4,1,450.5307185141281,4,54,508151.67,471457.29,19510531.424656004,880000000.0,1623616.2361623617,0.0005869613636363,1422,416,617.2
월세,420,"7,000",72,1,4,37.55162,126.915212,4502,34,66,31,6,1,272.74428134167687,4,61,508151.67,471457.29,17362351.893582277,170800000.0,2372222.222222222,0.0018977985948477,657,608,617.8000000000001
월세,900,"1억 6,000",149,1,5,37.553857,126.924885,2284,45,167,33,5,1,373.4042627808688,2,36,508151.67,471457.29,18503912.418485433,376000000.0,2523489.932885906,0.0009050957446808,1101,497,617.8000000000001
월세,75,500,48,B1,5,37.562633,126.920506,1982,27,70,86,3,0,742.0868474986934,6,77,508151.67,471457.29,16765810.174483476,23000000.0,479166.6666666667,0.0041363478260869,301,698,618.6
월세,150,"2,000",46,B1,3,37.548175,126.921424,934,28,244,43,6,1,135.84535981666968,4,58,508151.67,471457.29,18779267.353763763,56000000.0,1217391.3043478262,0.0007672142857142,1222,468,618.8000000000001
월세,110,"2,000",79,B1,4,37.557688,126.928107,1838,20,119,52,5,1,246.5425416521609,4,51,508151.67,471457.29,16953295.274075937,46400000.0,587341.7721518987,0.0031293534482758,427,668,619.8
월세,200,"2,000",49,1,4,37.560726,126.920469,1660,31,60,75,6,0,584.7148552288055,6,63,508151.67,471457.29,18031401.63878232,68000000.0,1387755.1020408163,0.0011961764705882,912,547,620.0
월세,200,"3,000",49,1,6,37.556073,126.912009,867,30,88,25,4,1,172.52669765312345,8,29,508151.67,471457.29,19564543.640954483,78000000.0,1591836.7346938776,0.0005446538461538,1465,409,620.2
월세,160,"2,000",23,1,2,37.549988,126.92283,940,32,190,44,5,1,252.6426670515837,2,55,508151.67,471457.29,19880709.09997792,58400000.0,2539130.434782609,0.000370205479452,1614,372,620.4000000000001
월세,250,"3,000",30,1,6,37.554674,126.937556,2432,31,21,53,10,2,77.66655525240539,4,113,508151.67,471457.29,18624998.364538766,90000000.0,3000000.0,0.0008106666666666,1182,482,622.0
월세,170,"2,000",66,2,4,37.548453,126.922152,940,26,231,43,5,1,102.5880751198682,2,58,508151.67,471457.29,18263048.4544254,60800000.0,921212.1212121212,0.0010203947368421,1019,525,623.8
월세,95,"2,000",121,B1,4,37.555414,126.932512,2033,41,94,45,9,2,387.4453507109008,2,80,508151.67,471457.29,16594627.141069535,42800000.0,353719.0082644628,0.0057475,175,737,624.6
월세,250,"2,000",99,B1,4,37.556778,126.922165,847,33,84,47,8,1,287.20256701814094,2,43,508151.67,471457.29,18190397.385428615,80000000.0,808080.808080808,0.0010481625,998,532,625.2
월세,400,"5,000",81,B1,2,37.549895,126.917005,8571,28,251,49,7,1,291.9044766911445,2,75,508151.67,471457.29,16642086.40222666,146000000.0,1802469.1358024688,0.0047551438356164,239,723,626.1999999999999
월세,65,"1,000",43,2,4,37.554764,126.933144,2033,48,77,40,8,2,333.0330356022664,2,74,508151.67,471457.29,16813934.87193635,25600000.0,595348.8372093023,0.0034148046874999,380,688,626.4
월세,170,"3,000",30,1,2,37.539421,126.953869,6614,42,3,4,2,0,549.174022909128,4,5,508151.67,471457.29,16959734.473282263,70800000.0,2360000.0,0.0028025423728813,471,667,627.8000000000001
월세,220,"3,000",84,2,4,37.557976,126.908721,1284,26,69,37,4,1,239.9150138161174,8,34,508151.67,471457.29,17778080.24103333,82800000.0,985714.2857142856,0.0013026086956521,857,571,628.2
월세,300,"3,000",165,B1,7,37.555227,126.913303,867,32,84,27,3,1,302.3606430741249,8,28,508151.67,471457.29,17620223.053913783,102000000.0,618181.8181818182,0.0014024999999999,818,582,629.2
월세,"1,300","2억 5,000",148,1,1,37.553094,126.925266,7227,44,148,32,3,1,455.7901888611669,2,32,508151.67,471457.29,17222762.573500935,562000000.0,3797297.2972972975,0.0019031957295373,655,623,629.4000000000001
월세,"1,500",2억,402,1,4,37.553124,126.922167,943,37,157,44,5,0,533.7443535424638,2,50,508151.67,471457.29,18928605.268448588,560000000.0,1393034.8258706469,0.0006769392857142,1326,456,630.0
월세,150,"2,000",49,2,4,37.545301,126.954945,3797,37,0,6,8,1,328.23890957708403,2,8,508151.67,471457.29,16811653.152480893,56000000.0,1142857.142857143,0.003322375,394,689,630.0
월세,240,"3,000",70,1,4,37.545873,126.923133,5706,21,171,27,5,1,206.42447985900145,2,23,508151.67,471457.29,16639125.252813894,87600000.0,1251428.5714285714,0.0045595890410958,254,724,630.0
월세,800,1억,53,1,6,37.552551,126.923384,2305,37,184,43,3,0,539.6699888514125,2,47,508151.67,471457.29,19712823.501370516,292000000.0,5509433.962264151,0.0004183732876712,1575,394,630.2
월세,260,"3,000",49,1,4,37.549966,126.936611,4200,42,2,1,11,2,227.23963180497955,6,1,508151.67,471457.29,17076510.170087278,92400000.0,1885714.2857142857,0.0022272727272727,580,643,630.4
월세,140,"2,000",90,B1,4,37.560859,126.923307,1088,27,89,113,6,1,446.8603294544863,6,110,508151.67,471457.29,17286106.435421944,53600000.0,595555.5555555555,0.0018268656716417,672,620,630.4
월세,190,"3,000",61,1,4,37.553655,126.918147,9360,41,122,35,6,0,606.8612449298329,0,45,508151.67,471457.29,16350711.150413211,75600000.0,1239344.262295082,0.0075523809523809,96,764,630.4000000000001
월세,180,"2,000",34,1,2,37.549498,126.922885,940,31,198,43,4,1,198.17098896778847,2,55,508151.67,471457.29,19512992.726666283,63200000.0,1858823.5294117648,0.0005056962025316,1497,414,630.6000000000001
월세,130,"3,000",47,B1,4,37.549766,126.922542,940,31,201,47,5,1,229.58235974581345,2,58,508151.67,471457.29,18767175.02734238,61200000.0,1302127.6595744682,0.0007218954248366,1279,469,631.0
월세,"1,000","1억 5,000",91,1,6,37.549458,126.9206,7825,26,248,49,6,1,277.3746033231354,2,68,508151.67,471457.29,17256350.233300183,390000000.0,4285714.285714285,0.0018258333333333,673,621,631.4
월세,200,"2,000",76,1,2,37.548468,126.92227,940,27,231,43,5,1,98.10566335107409,2,58,508151.67,471457.29,18075021.652887713,68000000.0,894736.8421052631,0.0010505882352941,996,541,632.0
월세,"1,400","2억 5,000",228,1,3,37.552836,126.924711,6057,42,159,38,2,1,487.9533746326555,4,39,508151.67,471457.29,17034222.329320893,586000000.0,2570175.4385964912,0.0023566484641638,547,654,632.6
월세,600,"7,000",148,1,4,37.552854,126.922731,943,39,169,42,5,0,535.9528646638768,2,46,508151.67,471457.29,18949134.99345893,214000000.0,1445945.945945946,0.000652168224299,1349,454,633.0
월세,100,"1,000",15,1,4,37.547349,126.921041,2663,26,243,39,6,1,164.7920056799143,2,52,508151.67,471457.29,17883291.777459186,34000000.0,2266666.6666666665,0.0011748529411764,927,561,634.2
월세,"2,500","2억 5,000",480,1,10,37.545659,126.917753,1039,19,182,29,3,0,504.38096736464735,2,44,508151.67,471457.29,19177530.286920153,850000000.0,1770833.3333333333,0.0005867294117647,1423,437,634.2
월세,109,"1,000",59,1,3,37.561578,126.919992,1982,30,61,70,5,0,680.8081424960221,6,54,508151.67,471457.29,16794950.155295454,36160000.0,612881.3559322034,0.0032339048672566,406,692,634.8000000000001
월세,150,"2,000",72,4,4,37.552838,126.923988,2305,38,174,37,4,1,499.4733103464033,2,43,508151.67,471457.29,16832516.05071747,56000000.0,777777.7777777778,0.0029635714285714,450,682,635.6
월세,710,1억,295,B1,8,37.553285,126.936884,1904,40,21,29,10,2,187.2578895384556,4,45,508151.67,471457.29,17078765.275402345,270400000.0,916610.1694915254,0.0020772189349112,620,642,637.6
월세,120,"3,000",26,1,2,37.545458,126.955088,3797,37,0,4,8,1,347.33173437896886,2,7,508151.67,471457.29,17288938.575439613,58800000.0,2261538.461538461,0.0016789455782312,726,618,639.6
월세,400,"8,000",89,1,3,37.558914,126.926076,6595,16,161,89,5,1,201.0397110107082,2,94,508151.67,471457.29,16718505.029788822,176000000.0,1977528.0898876404,0.003334971590909,390,703,640.4
월세,784,"1억 2,000",297,1,3,37.559017,126.926141,6595,16,160,89,5,1,213.70311649368952,2,94,508151.67,471457.29,16343320.858776515,308160000.0,1037575.7575757576,0.0063561623831775,145,765,641.0
월세,120,"2,000",26,1,4,37.562053,126.921427,3352,23,78,108,3,0,643.1447258064761,6,97,508151.67,471457.29,17147380.321325,48800000.0,1876923.076923077,0.0017859016393442,689,630,641.8
월세,45,"2,000",8,1,2,37.539209,126.951372,6943,47,1,2,4,1,481.3612080612559,4,7,508151.67,471457.29,17111387.563304454,30800000.0,3850000.0,0.0018033766233766,681,634,643.4000000000001
월세,210,"3,876",105,1,24,37.550736,126.92567,5361,39,120,31,3,1,417.7151986742754,4,36,508151.67,471457.29,16306358.679306913,89160000.0,849142.8571428572,0.0063134253028263,148,768,644.0000000000001
월세,400,"5,000",102,1,5,37.554415,126.913586,910,32,90,25,5,1,363.1876769596169,2,27,508151.67,471457.29,18814385.21674767,146000000.0,1431372.549019608,0.0006357534246575,1374,463,645.2
월세,250,"2,500",180,1,5,37.557992,126.927903,1838,18,127,57,5,1,239.44853036192947,4,58,508151.67,471457.29,16628800.057409259,85000000.0,472222.2222222223,0.0038922352941176,326,726,646.0000000000001
월세,150,"3,000",62,B1,5,37.561615,126.922195,3352,21,78,115,5,0,566.3492216610877,6,104,508151.67,471457.29,16724884.094386186,66000000.0,1064516.1290322582,0.0031488484848484,424,702,646.4000000000001
월세,160,"3,000",49,B1,3,37.549419,126.923949,870,34,178,37,4,1,212.6316429096664,2,46,508151.67,471457.29,18816748.667014554,68400000.0,1395918.3673469387,0.000623245614035,1388,462,647.2
월세,120,"1,000",150,B1,4,37.553387,126.917939,7109,40,123,34,7,0,572.252527469638,0,48,508151.67,471457.29,16010678.927893061,38800000.0,258666.66666666663,0.0274832474226804,2,809,647.6
월세,300,"5,000",33,1,3,37.552112,126.923814,892,34,179,42,3,1,496.11601721618615,4,46,508151.67,471457.29,19713132.701625943,122000000.0,3696969.696969697,0.0002412786885245,1674,393,649.2
월세,150,"2,000",36,1,5,37.545749,126.914426,6583,19,74,16,4,1,417.3961603757448,2,30,508151.67,471457.29,16559757.099413624,56000000.0,1555555.5555555555,0.0042319285714285,288,740,649.6
월세,260,"3,000",72,5,5,37.55741,126.922014,1085,31,88,46,8,1,297.7867710580304,2,43,508151.67,471457.29,18269553.0229693,92400000.0,1283333.3333333333,0.0008454545454545,1154,524,650.0
월세,180,"2,000",46,2,3,37.548175,126.921834,934,27,239,41,6,1,103.24481778866468,4,55,508151.67,471457.29,18613874.55215321,63200000.0,1373913.043478261,0.0006798101265822,1320,484,651.2
월세,250,"4,000",63,1,6,37.548436,126.921319,934,28,244,46,6,1,157.08300510152748,4,63,508151.67,471457.29,18863175.030332215,100000000.0,1587301.5873015872,0.00058842,1418,460,651.6
월세,350,"4,000",96,2,8,37.555085,126.938325,1922,30,21,61,12,2,126.35096591635232,4,122,508151.67,471457.29,17234475.501772057,124000000.0,1291666.6666666667,0.001488,774,622,652.4000000000001
월세,110,"2,000",13,1,5,37.540112,126.950353,2736,45,2,2,7,2,394.3629404295952,6,10,508151.67,471457.29,18379278.89995571,46400000.0,3569230.769230769,0.0007665517241379,1224,510,652.8
월세,240,"7,000",17,1,3,37.554586,126.923664,5192,38,146,42,6,1,326.9213430349236,2,40,508151.67,471457.29,18560880.894488946,127600000.0,7505882.352941177,0.000691724137931,1310,491,654.8
월세,"1,000",1억,155,1,4,37.556479,126.9221,1160,33,80,46,7,1,299.88924770301355,2,45,508151.67,471457.29,19025682.0298998,340000000.0,2193548.3870967743,0.0005288235294117,1478,450,655.6
월세,250,"3,000",60,4,4,37.549046,126.92392,870,31,178,35,4,1,175.3179744822362,2,44,508151.67,471457.29,18837466.192178745,90000000.0,1500000.0,0.00058,1435,461,655.8
월세,75,"1,000",26,1,3,37.555904,126.946424,669,25,2,45,5,1,99.04486427546006,4,37,508151.67,471457.29,18734706.713179894,28000000.0,1076923.076923077,0.0006212142857142,1389,473,656.2
월세,300,"5,000",60,1,4,37.548703,126.91974,21404,28,250,46,9,1,295.4911792692705,2,69,508151.67,471457.29,15929151.886237608,122000000.0,2033333.3333333333,0.0105265573770491,35,813,657.4000000000001
월세,110,"1,500",33,2,5,37.547006,126.923221,953,22,193,32,4,1,85.38828622798938,2,34,508151.67,471457.29,18329363.422234938,41400000.0,1254545.4545454546,0.0007596376811594,1235,514,658.2
월세,290,"5,000",117,2,6,37.547567,126.923461,870,24,203,32,4,1,56.18808402004022,2,36,508151.67,471457.29,18127203.963918332,119600000.0,1022222.2222222222,0.0008510869565217,1149,536,658.6
월세,"1,000","1억 5,000",202,1,4,37.552239,126.922693,917,40,180,44,4,0,503.1306425469029,2,52,508151.67,471457.29,19110485.383537453,390000000.0,1930693.0693069308,0.0004749589743589,1531,442,659.8
월세,250,"3,000",65,1,4,37.564018,126.920283,3852,25,61,72,4,0,652.7394182827844,6,58,508151.67,471457.29,16684904.080586474,90000000.0,1384615.3846153845,0.002782,475,710,663.0
월세,240,"3,000",65,2,4,37.548315,126.920852,934,28,249,45,6,1,188.4814165077385,2,61,508151.67,471457.29,18451035.944034748,87600000.0,1347692.3076923075,0.0006930365296803,1308,502,663.2
월세,200,"2,500",56,2,3,37.548403,126.921776,934,27,240,45,5,1,121.7952144623154,4,61,508151.67,471457.29,18394913.633231852,73000000.0,1303571.4285714286,0.0007164931506849,1286,508,663.6
월세,"2,100",6억,288,1,10,37.555377,126.935353,2122,39,21,56,11,2,138.41652014900754,6,113,508151.67,471457.29,18804273.907772504,1104000000.0,3833333.3333333335,0.0005535652173913,1459,465,663.8
월세,220,"3,000",124,3,5,37.564534,126.923341,1010,23,78,109,6,0,820.2397977734825,6,100,508151.67,471457.29,17088078.919607848,82800000.0,667741.9354838709,0.0015125603864734,766,639,664.4000000000001
월세,350,"4,000",190,2,5,37.549239,126.921333,934,27,239,48,6,1,215.89943970629776,4,64,508151.67,471457.29,17128410.026555914,124000000.0,652631.5789473684,0.001431129032258,802,632,666.0
월세,350,"4,000",136,B1,5,37.556059,126.914616,797,41,97,20,5,1,402.33859665748656,8,20,508151.67,471457.29,17986218.450966626,124000000.0,911764.7058823528,0.000874129032258,1129,551,666.6
월세,220,"3,000",66,2,5,37.548229,126.920949,934,27,248,44,6,1,177.20145269770913,2,59,508151.67,471457.29,18286706.394359156,82800000.0,1254545.4545454546,0.0007444927536231,1254,523,669.2
월세,130,"3,000",62,1,4,37.55461,126.916638,7549,42,100,27,7,0,603.5614953986251,0,27,508151.67,471457.29,15920414.497785514,61200000.0,987096.7741935484,0.007647679738562,91,814,669.4000000000001
월세,220,"3,000",81,1,3,37.5491,126.920297,7825,27,250,49,9,1,272.80050023942005,2,69,508151.67,471457.29,15917102.124432797,82800000.0,1022222.2222222222,0.0076548913043478,90,815,670.0
월세,260,"6,000",34,1,6,37.558022,126.922778,847,30,106,64,8,1,247.31722610800023,2,64,508151.67,471457.29,19449044.000620216,122400000.0,3600000.0,0.0002352777777777,1679,419,671.0
월세,400,"5,000",174,2,4,37.549804,126.921782,934,30,216,49,6,1,250.6065176840247,2,65,508151.67,471457.29,17429445.08526641,146000000.0,839080.459770115,0.0011131232876712,953,601,671.4000000000001
월세,300,"4,000",76,1,2,37.549257,126.924093,870,33,177,36,4,1,203.300476639292,2,44,508151.67,471457.29,18588858.368848138,112000000.0,1473684.2105263155,0.0005903571428571,1414,486,671.6
월세,500,1억,57,1,3,37.549354,126.914197,3589,27,73,28,5,1,42.15653103965648,2,57,508151.67,471457.29,17794113.30225424,220000000.0,3859649.1228070175,0.0009298772727272,1087,568,671.8000000000001
월세,270,"2,000",27,1,4,37.55103,126.922986,881,38,194,42,5,1,368.6897998100123,4,54,508151.67,471457.29,19321370.925891005,84800000.0,3140740.7407407407,0.0002805070754716,1655,427,672.6
월세,600,1억,103,1,7,37.547955,126.924332,953,27,177,27,4,1,133.15641268632368,2,32,508151.67,471457.29,19071876.28916347,244000000.0,2368932.038834952,0.0004022909836065,1591,444,673.4000000000001
월세,300,"6,000",67,1,4,37.552886,126.923739,2305,39,175,38,4,0,500.2064051293359,2,44,508151.67,471457.29,17347006.25044644,132000000.0,1970149.2537313432,0.0011699621212121,928,611,674.4000000000001
월세,350,"5,000",60,1,3,37.547979,126.921633,934,27,240,40,6,1,111.37552011677435,4,54,508151.67,471457.29,18996684.425259292,134000000.0,2233333.333333333,0.0004182089552238,1576,452,676.8000000000001
월세,"5,000",5억,647,3,11,37.556495,126.922559,847,34,87,46,8,1,260.55249406810367,2,44,508151.67,471457.29,19159193.746192206,1700000000.0,2627511.5919629056,0.0003223582352941,1635,438,677.4000000000001
월세,88,"1,500",19,1,2,37.561205,126.922549,3352,24,79,116,6,0,511.3059802486047,6,107,508151.67,471457.29,16908177.21827815,36120000.0,1901052.6315789477,0.0017632336655592,695,674,678.2
월세,130,"2,000",65,3,3,37.553049,126.908436,3589,26,41,50,4,1,367.3360589843903,2,46,508151.67,471457.29,16166610.365344811,51200000.0,787692.3076923077,0.0045563476562499,255,790,683.0
월세,150,"3,000",60,B1,2,37.548285,126.925465,5361,38,152,25,4,1,238.8934475657977,2,22,508151.67,471457.29,16101185.67198635,66000000.0,1100000.0,0.0048736363636363,228,797,683.2
월세,460,"8,000",123,1,3,37.555224,126.929166,834,34,119,24,5,1,399.0107675164857,2,24,508151.67,471457.29,18583332.470929347,190400000.0,1547967.4796747968,0.0005387710084033,1469,487,683.4000000000001
월세,220,"5,000",154,B2,7,37.547838,126.930228,2021,49,0,2,8,1,161.2970163782666,4,0,508151.67,471457.29,16523641.407050643,102800000.0,667532.4675324676,0.0030275680933852,439,745,683.8
월세,200,"3,000",45,B1,2,37.548111,126.921647,934,28,240,41,6,1,114.95496798682332,4,55,508151.67,471457.29,18580173.71396977,78000000.0,1733333.3333333333,0.0005388461538461,1468,488,684.0
월세,220,"4,000",56,2,4,37.546506,126.914573,3589,23,77,17,6,1,336.924318355478,2,38,508151.67,471457.29,16704907.255722398,92800000.0,1657142.857142857,0.0021657758620689,593,707,684.2
월세,800,2억,140,B1,4,37.549673,126.924022,870,34,177,38,4,1,240.8169101947059,2,47,508151.67,471457.29,19030062.713766713,392000000.0,2800000.0,0.0003107142857142,1640,449,687.2
월세,140,"1,000",33,1,2,37.546972,126.923128,953,23,197,32,4,1,86.2332785120803,2,34,508151.67,471457.29,18106813.16592277,43600000.0,1321212.121212121,0.0007213073394495,1280,539,687.2
월세,200,"3,000",58,1,6,37.577899,126.894131,316,23,8,2,10,1,352.2792045717355,2,4,508151.67,471457.29,19154806.21125951,78000000.0,1344827.5862068965,0.0002349743589743,1680,439,687.2
월세,95,"2,000",48,B1,2,37.555519,126.932541,2033,40,94,45,9,2,386.01689799920536,2,82,508151.67,471457.29,16656516.858759155,42800000.0,891666.6666666666,0.00228,563,719,687.8000000000001
월세,230,"4,000",69,1,3,37.548463,126.921871,934,27,239,46,5,1,119.91283825515512,4,60,508151.67,471457.29,18205248.223465756,95200000.0,1379710.144927536,0.0006769537815126,1325,530,689.0
월세,130,"1,000",44,B1,2,37.549134,126.922026,940,28,223,47,5,1,173.67795514578756,2,62,508151.67,471457.29,17398827.258241806,41200000.0,936363.6363636364,0.0010038834951456,1029,605,689.8
월세,250,"3,000",66,2,8,37.555287,126.932723,2032,42,92,45,9,2,367.9861531638957,2,82,508151.67,471457.29,16949970.363811016,90000000.0,1363636.3636363635,0.0014901333333333,773,669,689.8000000000001
월세,"1,000",1억,167,1,4,37.551004,126.923452,953,38,177,43,5,1,369.4159596730997,4,51,508151.67,471457.29,18660788.27960157,340000000.0,2035928.1437125748,0.0004680911764705,1540,481,692.8
월세,250,"3,000",72,1,4,37.548654,126.92167,934,26,240,48,5,1,147.43612130718373,4,64,508151.67,471457.29,17956816.74812759,90000000.0,1250000.0,0.0007472,1248,554,692.8000000000001
월세,180,"2,500",70,3,5,37.558723,126.923306,2199,26,111,80,8,1,249.87378534781467,2,90,508151.67,471457.29,16638845.029058244,68200000.0,974285.7142857144,0.0022570381231671,569,725,693.8
월세,"5,000",5억,647,3,11,37.556433,126.922764,847,34,91,47,8,1,245.641731218238,2,44,508151.67,471457.29,18883224.48447067,1700000000.0,2627511.5919629056,0.0003223582352941,1636,459,694.4000000000001
월세,800,1억,126,1,5,37.556312,126.928096,2619,31,108,36,5,1,258.55820847251863,2,31,508151.67,471457.29,17104143.620138284,292000000.0,2317460.3174603176,0.0011301164383561,941,636,697.0
