name,latitude,longitude,address,review,savecount,visitorreviewscore,flow_pop
캐치카페 경희로,37.5918193,127.0525763,서울 동대문구 경희대로 2 2층 캐치카페 경희로,1,300,,2076
카페 레이업,37.5785784,127.0569163,서울 동대문구 전농로 153 2층 레이업 카페,79,200,,701
스타벅스 회기역사거리점,37.5909309,127.0563368,서울 동대문구 이문로 37,"3,164",400,4.5,1864
유끼노하나 눈꽃빙수 & 수제디저트,37.5773996,127.0728816,서울 동대문구 장한로36길 10 1층 ゆきのはな,54,~100,4.71,392
카페유즈,37.5789586,127.070976,서울 동대문구 사가정로 233 1층 CAFE LLUZ,138,200,4.8,783
CAFE BAUM 758,37.591127,127.0405345,서울 동대문구 회기로 36 1층 CAFE BAUM 758,82,200,5.0,566
카페 드넬,37.5926821,127.0529851,"서울 동대문구 회기로19길 23 유경빌딩 1층, 지하1층",225,600,,842
LCOC [엘콕],37.5911176,127.0558308,서울 동대문구 회기로25길 26 1층,29,100,,1864
본크라상,37.5780618,127.0501272,서울 동대문구 답십리로23길 60-1 1층 베이커리,101,100,,1349
스타벅스 경희대삼거리점,37.591531,127.052017,서울 동대문구 회기로 141,"2,293",300,4.45,817
카페 온오프,37.5624368,127.0598725,서울 동대문구 천호대로 367 1층 카페 온오프,55,200,4.47,4650
카페NSW,37.5852061,127.0507775,서울 동대문구 왕산로 273 1층 우측,34,200,4.19,1738
운치,37.5891071,127.0384709,서울 동대문구 고산자로56길 32-1 1층(카페 운치),47,200,4.43,596
에이바우트커피 경희대점,37.5929433,127.0510267,서울 동대문구 경희대로3길 28,754,600,4.41,592
탐앤탐스 장한평역점,37.562982,127.065915,서울 동대문구 장한로 20 1층 탐앤탐스,771,100,4.38,1998
프롬하츠커피 신설동역점,37.5767671,127.0261461,서울 동대문구 왕산로 25 바인그룹 1층 프롬하츠커피 신설동역점,236,~100,,2111
카페드페소니아 청량리역사점,37.5804764,127.0500336,서울 동대문구 왕산로 214 801호,482,~100,4.39,2182
아인스카페,37.5920734,127.0521602,서울 동대문구 경희대로 5 가동 3층,140,500,4.52,2070
빵명장 외대점,37.5956921,127.0586531,서울 동대문구 이문로 107 주3동 1층,235,200,4.57,3763
오늘도빙수 회기점,37.5879986,127.0605028,서울 동대문구 망우로18가길 52 1층,29,~100,,1650
커피홀 촬영소사거리점,37.5733883,127.066939,서울 동대문구 한천로 142 1층 커피홀 촬영소사거리점,164,100,4.67,4918
도망,37.5874574,127.0553579,서울 동대문구 망우로6길 3 1층,20,600,,1303
설빙 서울이문점,37.5961218,127.061465,서울 동대문구 휘경로 9,659,100,4.45,1452
마노레이,37.5922048,127.0532183,서울 동대문구 회기로21길 17 1층,189,"1,000",4.67,842
앤티앤스 청량리역사,37.5806284,127.0483871,서울 동대문구 왕산로 214 청량리역 3층 맞이방 앤티앤스 프레즐,13,~100,4.0,2182
뚜레쥬르 회기역점,37.5906522,127.0561287,서울 동대문구 이문로 37 한일베라체캠퍼스 102호,644,~100,4.51,1864
해피니스디저트,37.5925506,127.0523521,서울 동대문구 경희대로 9-1 Happiness Dessert 妖开心甜品,146,500,4.33,2070
가든한공방 장한평점,37.5624908,127.0640636,서울 동대문구 천호대로83길 3,356,200,4.48,2068
츄르케이크,37.5914549,127.0565049,서울 동대문구 경희대로4길 79 오른쪽 뒤,2,~100,,1840
꽃갈피,37.5886687,127.0608161,서울 동대문구 망우로18가길 36,28,"1,000",4.7,5707
메가커피 장안점,37.570757,127.0710238,서울 동대문구 장한로 116,"2,071",~100,4.41,2720
카페프리제,37.5911517,127.0516857,서울 동대문구 회기로 136-1 카페프리제,33,~100,,743
빽다방 신설동역1호점,37.5761914,127.0257452,서울 동대문구 왕산로 20,"1,028",~100,4.42,1457
커피메소드,37.5929025,127.0531523,서울 동대문구 회기로21길 34 2층 커피메소드,61,600,4.69,2327
스타벅스 답십리역점,37.5684368,127.0510973,서울 동대문구 천호대로 263,"5,094",300,4.44,1041
치쥬,37.5785078,127.04981,서울 동대문구 서울시립대로 78-21 1층,124,400,,1207
카페 비반트,37.5928456,127.0529627,서울 동대문구 회기로21길 33,246,700,4.55,842
커피그라운즈,37.5701782,127.0578588,서울 동대문구 답십리로48길 57,36,"1,000",,771
미밀케이크,37.6028633,127.0632283,서울 동대문구 신이문로 10 2층,70,100,4.85,997
12months,37.5753115,127.0547867,서울 동대문구 사가정로 80 1층 131호,108,200,4.66,1853
비스킷타운,37.5646599,127.0656559,서울 동대문구 천호대로83길 55 101호,71,100,4.67,2587
이포크,37.5845931,127.0519054,서울 동대문구 전농로37길 13-4 1층,49,"1,000",,3418
던킨 청량리역사,37.5802332,127.0450859,서울 동대문구 왕산로 205 (전농동) 청량리역사 3층 313호,"4,462",~100,4.36,22070
빌리엔젤 롯데백화점청량리점,37.5808809,127.0473251,서울 동대문구 왕산로 214 지하 2층,"1,424",200,4.32,2902
커피엔스터디카페,37.5945036,127.0592299,서울 동대문구 이문로 86 2층 4층,70,200,4.77,6241
스윗오브유,37.5717736,127.0728536,서울 동대문구 답십리로 292-3,37,400,4.94,538
슬로우비건,37.5916409,127.0507759,서울 동대문구 회기로 127 슬로우 비건,29,900,4.9,1645
빽다방 장한평역점,37.5625123,127.0660985,서울 동대문구 천호대로85길 7 A동 A-3호,580,~100,4.22,1998
카페 어치브,37.586461,127.0608968,서울 동대문구 망우로18다길 19 1층,34,100,4.79,1650
컴플리트커피,37.5982983,127.0568029,서울 동대문구 천장산로7길 19 지하1층,59,600,,2666
배스킨라빈스 장한평역점,37.5639684,127.066024,서울 동대문구 장한로 27,"2,020",~100,4.44,4879
투썸플레이스 경희대점,37.592307,127.052293,서울 동대문구 경희대로 7-1,746,200,4.38,2070
아티제 외대점,37.5961901,127.0598652,서울 동대문구 이문로 107 한국외국어대학교,779,300,4.48,3763
슈퍼 내추럴,37.5780821,127.0526711,서울 동대문구 전농로23길 78,28,"2,000",,555
일찍여는카페,37.5878921,127.0359027,서울 동대문구 안암로22길 21 #early cafe,10,~100,,2791
띵크브레인웨이브,37.575112,127.0311527,서울 동대문구 무학로30길 8 2층,17,100,,4101
크라상점 경희대점,37.5922693,127.0525981,서울 동대문구 경희대로 8 1층,278,600,4.6,2076
아워오후,37.5790378,127.0391429,서울 동대문구 고산자로36길 3 경동시장 신관 3층,33,100,5.0,5662
탐앤탐스 용두동아제약점,37.5741127,127.0301016,서울 동대문구 천호대로 63,702,100,4.44,1697
디저트39 경희대점,37.5941195,127.051852,서울 동대문구 경희대로 23,117,~100,,749
이에나파이,37.5874479,127.0381323,서울 동대문구 고산자로 534 한신아파트,304,200,4.23,2357
BUTTER WAVE,37.5772103,127.0351115,서울 동대문구 정릉천동로 58 상가104호,217,700,4.83,6339
뵈르마지,37.5884421,127.054154,서울 동대문구 이문로 4 1층 카페 뵈르마지,135,500,4.96,1303
장안생활cafe,37.5622469,127.0681136,서울 동대문구 천호대로89길 9,129,400,4.67,2587
스타벅스 신설동역점,37.5766076,127.025605,서울 동대문구 왕산로 19,"4,075",300,4.46,2027
커피빈 외대앞점,37.5961022,127.0601634,서울 동대문구 이문로 106,819,200,4.54,1393
카페반창고,37.5926134,127.0516207,서울 동대문구 경희대로1가길 18,102,800,4.59,2279
oy coffee,37.5850898,127.0319037,"서울 동대문구 안암로 108 2층, oy coffee",73,"1,000",4.84,638
카페 전농주택,37.5790569,127.0570198,"서울 동대문구 전농로 158 1,2층",296,900,4.53,701
물로,37.5741197,127.0485469,서울 동대문구 서울시립대로4길 35 1층 카페물로,130,100,4.68,1370
미미고찹쌀꽈배기 답십리점,37.5703469,127.0559974,서울 동대문구 전농로3길 60-2,138,200,4.06,2651
그리기요거트 앤 콘레드커피,37.5924471,127.0532586,서울 동대문구 경희대로4길 8 1층,203,700,4.66,842
달콤퐁당 고대점,37.5883894,127.0354686,서울 동대문구 안암로24길 8 1층,92,400,4.64,1651
아일랜드비,37.5959156,127.0605207,서울 동대문구 휘경로 4-7 1층 아일랜드비,215,300,4.79,1393
오브커피,37.5863029,127.0337225,서울 동대문구 제기로4길 1 1층,32,500,,638
오메이,37.5918724,127.0544325,서울 동대문구 경희대로4길 38,81,"1,000",,842
스타벅스 외대정문점,37.5953399,127.0592745,서울 동대문구 이문로 93,"3,608",200,4.48,4556
브레드스토리 전농크레시티점,37.5779683,127.0519484,서울 동대문구 서울시립대로12길 39,915,200,4.41,1368
장안제빵소,37.5710127,127.0743111,서울 동대문구 장안벚꽃로 107 현대홈타운상가 1층,"1,061",200,4.34,460
카페 노드,37.5846591,127.0490767,서울 동대문구 왕산로43가길 27 상가 101호,3,~100,,1522
24시 무인셀프카페 장안점,37.5714465,127.0734751,서울 동대문구 장한로26길 32 4호,3,~100,,538
백야드빌더 오리진,37.5638649,127.0572147,서울 동대문구 고미술로 100 103호,8,400,,2451
크리스피크림도넛 롯데백화점청량리점,37.5806563,127.0486228,서울 동대문구 왕산로 214 백화점 지하2층,"1,915",100,4.44,2182
까레트,37.5816549,127.070863,서울 동대문구 한천로46길 42 1층,285,100,,783
설빙 장안점,37.5718164,127.071825,서울 동대문구 장한로 130,528,~100,4.45,1885
카페웨이트,37.5905025,127.062222,서울 동대문구 망우로21길 20 104호,54,100,4.73,2324
언오프,37.5783878,127.0593241,서울 동대문구 전농로16길 35,63,100,,745
카페 레브,37.590965,127.0645119,서울 동대문구 망우로 101 1층 103호,160,100,4.54,2225
배트콩,37.5915426,127.0551502,서울 동대문구 경희대로4길 52 1층 배트콩 커피숍,192,400,4.5,1864
크레이저커피 외대점,37.5987236,127.05792,서울 동대문구 천장산로 32-2,209,200,4.6,3972
탕비실,37.5629306,127.0640899,서울 동대문구 천호대로81길 14,62,400,4.6,2068
브레드칸 청량리점,37.5845681,127.050827,서울 동대문구 왕산로 268-1,"1,296",300,4.39,1556
뽀르뚜아 경희대점,37.5901949,127.056207,서울 동대문구 이문로 32,356,500,4.39,1811
디저트39 외대점,37.5960086,127.0617165,서울 동대문구 휘경로 13 1층,118,~100,,1607
디어케키,37.5737222,127.0581222,서울 동대문구 답십리로51길 31 1층 카페 디어케키(dearkeki),,~100,,4799
히포케이크,37.5664574,127.0668573,서울 동대문구 장한로13길 11-6 1층,126,200,4.6,2522
참다정,37.5805678,127.0376678,서울 동대문구 약령중앙로 26 1층,708,200,4.32,5662
사미커피,37.5651213,127.0716862,서울 동대문구 장한로14길 70 1층 사미커피,230,400,4.86,2460
빵이가 회기점,37.5911166,127.0568621,서울 동대문구 이문로 42,664,200,4.3,1811
만랩커피 신설동역점,37.5762136,127.0243118,서울 동대문구 왕산로 7,517,~100,4.5,2887
배스킨라빈스 전농점,37.577529,127.0589863,서울 동대문구 사가정로 148,"1,305",~100,4.45,998
동네책방,37.5792399,127.025907,서울 동대문구 안암로6길 19 1층,73,200,4.57,2477
브리즈스터디카페 장안점,37.5663783,127.068263,서울 동대문구 장한로 60 3층,82,100,4.74,2348
알로카시아 인더테라스,37.5916237,127.0503652,서울 동대문구 회기로 123 1층 알로카시아인더테라스,197,700,4.5,1645
공차 회기점,37.589825,127.056875,서울 동대문구 회기로 188 두리빌딩,"1,178",100,4.44,1649
그림제과,37.5811211,127.0718453,서울 동대문구 사가정로25가길 15 1층 그림제과,65,200,4.59,783
도래미밤,37.5789818,127.0560029,서울 동대문구 전농로29길 90 1층 도래미밤,12,~100,,2171
그릭베어,37.5916733,127.0488157,서울 동대문구 회기로 111 1층,17,100,,641
바나프레소 회기역사거리점,37.5900773,127.0555173,서울 동대문구 회기로 176,578,~100,4.39,1609
이츠이츠 경희대점,37.5926256,127.0531743,서울 동대문구 회기로21길 25 2층,260,300,4.55,842
7773 카페 앤 베이커리,37.5689195,127.0649029,서울 동대문구 한천로18길 15 1층,173,100,4.45,5081
투썸플레이스 답십리사거리점,37.5727227,127.0566266,서울 동대문구 답십리로 150,965,~100,4.36,771
카페우딘,37.5858714,127.0345057,서울 동대문구 제기로6길 11 1층 카페우딘,31,100,,2363
뉴 욕쟁이 디저트 서울시립대점,37.5784031,127.0552455,서울 동대문구 전농로17길 19-15 1층,39,~100,4.65,2111
달리는커피 경희대점,37.5911977,127.0563603,서울 동대문구 경희대로4길 74,149,~100,4.62,1864
클락워크,37.5850461,127.0318218,서울 동대문구 안암로 108 1층 클락워크,31,400,,638
보스코 젤라또,37.5652025,127.0554927,서울 동대문구 천호대로 317 하늘병원 1층,86,200,4.54,1943
요거트월드 외대점,37.595395,127.0606571,서울 동대문구 휘경로2길 16 2층,39,~100,,1343
퍼플스터디카페 동대문전농센터,37.5758949,127.0578828,서울 동대문구 전농로 124 3층,10,~100,,4323
오브이앤카페,37.5902356,127.0551217,서울 동대문구 회기로 172 지하1층,3,~100,,6018
비앙꾸 베이커리,37.5753338,127.0739841,서울 동대문구 장한로32길 27 107호,174,100,4.59,392
잎새달열아흐레,37.5710709,127.0744263,서울 동대문구 장안벚꽃로 107 현대홈타운상가 123호,111,~100,4.53,460
쉴만한물가,37.5927183,127.057555,서울 동대문구 이문로 59,258,~100,4.54,11474
메이크데이,37.5737904,127.0247052,서울 동대문구 난계로30길 28-7,173,200,4.51,1276
투썸플레이스 장안동사거리점,37.5725833,127.070724,서울 동대문구 답십리로 273,"1,006",100,4.42,2225
고마운플레이스,37.5909995,127.0555587,서울 동대문구 회기로25길 22 1층,189,300,4.8,1864
컴포즈커피 전농래미안크레시티점,37.574557,127.0506792,서울 동대문구 사가정로 65 전농래미안크레시티 근린생활시설 1동 103호,122,~100,,3860
파리바게뜨 전농동아점,37.5743787,127.0459074,서울 동대문구 서울시립대로 31 동아아파트 상가1등,"1,277",~100,4.26,3067
에딕티 경희대점,37.5913534,127.0532674,"서울 동대문구 회기로 151 1층 103, 104호",71,100,,6018
마이미스로즈,37.5809371,127.0474872,서울 동대문구 왕산로 214 롯데백화점 청량리점 3층,30,~100,4.63,2902
튠업,37.5942885,127.0564866,서울 동대문구 이문로9길 46,85,400,4.59,1636
고스란 떡집,37.5712736,127.0744328,서울 동대문구 장한로26길 50 건너편 홈타운아파트 후문왼쪽 상가동 1층 118호,843,~100,4.46,460
멜로우시티 3rd,37.5755592,127.0480999,서울 동대문구 답십리로 64 1층,99,~100,4.54,678
리꼬 그릭,37.565417,127.0634775,서울 동대문구 장한로5길 55 리꼬그릭,3,~100,,4879
탭하트케이크,37.5947938,127.0653083,서울 동대문구 휘경로23길 6 1층,28,200,,1643
요띠드,37.5984774,127.0565939,서울 동대문구 천장산로7길 26-2 2층 요띠드,300,600,4.83,6184
카페115,37.599261,127.057731,서울 동대문구 천장산로 38,57,300,4.47,4112
그레인바운더리 동대문점,37.5636131,127.0576254,서울 동대문구 천호대로 341 지하 1층,96,900,4.38,2451
달콤커피 경희의료원점,37.5943958,127.0522651,서울 동대문구 경희대로 23 경희의료원 부속동 지상 2층 달콤커피 경희의료원점,843,100,4.42,749
9카페,37.5622229,127.0646417,서울 동대문구 장한로 3 1층 승원빌딩 9카페,261,~100,4.43,1983
눈타이드,37.5838585,127.0482091,서울 동대문구 왕산로43가길 2,119,"1,000",4.38,1692
카페어반테라스,37.5729937,127.0741598,서울 동대문구 장안벚꽃로 167 래미안2차아파트 주상가 102호,62,100,4.63,392
139커피,37.5762745,127.0552172,서울 동대문구 사가정로5길 3,174,~100,4.64,1893
카페무무,37.5761224,127.0470603,서울 동대문구 답십리로 54 지하1층 B101호,195,500,4.92,1654
엘 마르조,37.5927089,127.0557989,서울 동대문구 회기로23길 59 1층,27,100,,1979
타이지엔 청량리점,37.5813546,127.0464766,서울 동대문구 왕산로 215-1 1층 2호 타이지엔,356,~100,4.34,1183
고산377베이커리카페,37.5733976,127.0377739,서울 동대문구 고산자로 377,126,~100,,1987
크로플31,37.5849824,127.0473145,서울 동대문구 왕산로43길 50 크로플31 (이발관 옆) (서울특별시 동대문구 청량리동 54-12 크로플31 (이발관 옆)),10,~100,,1692
강경원베이커리,37.5754856,127.054988,서울 동대문구 사가정로 80 카운티에비뉴 1층110호 강경원베이커리,539,100,4.45,1853
식빵 본점,37.5828081,127.0318124,서울 동대문구 약령시로 25 안암골벽산아파트1상가 104호,157,100,4.55,2122
배스킨라빈스 경희대,37.5925251,127.0526593,서울 동대문구 경희대로4길 2,"1,205",100,4.42,2076
쉼표,37.5770373,127.0261544,서울 동대문구 왕산로3가길 5,325,200,4.23,2111
더벤티 장안점,37.5719682,127.0746287,서울 동대문구 답십리로 308,430,~100,4.43,460
TSC,37.5725237,127.0510954,서울 동대문구 사가정로 35,90,200,,1178
아우프글렛 동대문,37.5706221,127.0679043,서울 동대문구 한천로26길 48-12,36,"1,000",4.5,5152
투썸플레이스 답십리점,37.5657867,127.0556699,서울 동대문구 고미술로 81,"1,756",100,4.27,1739
이디야커피 용두동점,37.5766911,127.0379461,서울 동대문구 고산자로 413-1,917,~100,4.34,4894
스타벅스 외대점,37.5957908,127.0614508,서울 동대문구 휘경로 12-1,"2,625",200,4.53,1422
플로랄카페&브런치,37.588687,127.0612252,서울 동대문구 망우로16길 32 1층 플로랄,42,500,4.64,5707
나나랜드,37.5661731,127.0551826,서울 동대문구 고미술로 71 현대썬앤빌 1층 106호,45,~100,,1943
팥고당 청량리점,37.580743,127.0475127,서울 동대문구 왕산로 214 4층,924,100,4.38,2902
아마스빈 경희대점,37.5920916,127.0525551,서울 동대문구 경희대로 6,406,100,4.41,2076
메가커피 휘경주공점,37.5801335,127.0704849,서울 동대문구 사가정로25길 29 1층,604,~100,4.72,1897
카페 브레송,37.5882034,127.0350635,서울 동대문구 안암로22길 6,44,800,4.73,2922
No1997cafe,37.5921603,127.0526134,서울 동대문구 경희대로 6-1 2층,4,~100,,2076
오전오후,37.5696981,127.0574203,서울 동대문구 전농로 54 1층 오전오후카페,41,100,,2070
카페티움,37.5702552,127.0560414,서울 동대문구 전농로3길 56 1층 카페 티움,58,~100,4.61,2651
모서리,37.5914348,127.0567531,서울 동대문구 이문로 45 1층,164,"1,000",4.54,1840
어빌리티커피 외대점,37.5983188,127.0566369,서울 동대문구 이문로9나길 6-14 1층 어빌리티커피,36,100,,2666
라온디저트카페 제기점,37.5818801,127.0358328,"서울 동대문구 정릉천동로 108-1 1, 2층 라온디저트카페",59,~100,4.69,908
요일리,37.5932916,127.0552671,서울 동대문구 회기로23다길 19,4,~100,,1979
미드테이블 동대문점,37.573349,127.0720791,서울 동대문구 장한로 146 1층,25,200,5.0,2327
공차 한국외대점,37.5956034,127.0624819,서울 동대문구 휘경로5길 3,549,~100,4.65,1489
프렌치카페 소딜리셔스,37.5786526,127.035562,서울 동대문구 왕산로 109,393,~100,4.27,1182
미소당,37.5916731,127.0525696,서울 동대문구 회기로 143-1 1층,452,200,4.33,2076
카페게이트 답십리점,37.5661899,127.0560009,서울 동대문구 전농로 12 쌍마빌딩 1층,94,~100,4.77,2642
카리스,37.586011,127.04935,서울 동대문구 제기로 148,151,300,4.4,1556
카페 오롯이,37.5909949,127.0459086,서울 동대문구 회기로10길 12 102동 B102호,32,200,4.63,6325
아이러브케익,37.591303,127.05077,서울 동대문구 회기로 128-1,109,400,4.57,1485
투썸플레이스 서울시립대점,37.5832346,127.0539638,서울 동대문구 전농로 214,305,100,4.36,542
메리버터,37.5801558,127.070729,서울 동대문구 사가정로25길 28-1 1층,63,~100,4.63,783
프롬하츠커피 용두점,37.5782098,127.0313238,서울 동대문구 왕산로 71 바인르미에르,326,100,4.29,1989
메가커피 청량리역점,37.5823495,127.0476259,서울 동대문구 왕산로 225,"1,515",~100,4.39,14597
이디야 배봉초교사거리점,37.5785694,127.0693604,서울 동대문구 답십리로63길 131 1층,472,~100,4.38,2154
캔하이브 동대문구점,37.5824723,127.0727929,서울 동대문구 장안벚꽃로7길 25 1층,22,~100,,975
바유케이크,37.5860924,127.050566,"서울 동대문구 제기로 155-1 1층, 바유",50,100,4.62,2578
빵장수단팥빵 바우하우스점,37.5719265,127.0720762,서울 동대문구 답십리로 288 빵장수단팥빵 바우하우스점,141,100,4.52,1885
뚜레쥬르 카페답십리역,37.5670513,127.0529653,서울 동대문구 천호대로 281,"1,661",~100,4.3,2941
투썸플레이스 휘경점,37.5900906,127.0628579,서울 동대문구 망우로 86 1~2층 투썸플레이스,554,100,4.53,2360
젠틀마담,37.5709387,127.0743979,서울 동대문구 장안벚꽃로 107 장안현대홈타운 상가 126호 젠틀마담,247,100,4.45,460
매머드익스프레스 신설동역점,37.5757292,127.0253143,서울 동대문구 하정로5길 19,684,~100,4.59,1457
37.5 동작이수점,37.4865296,126.981273,서울 동작구 동작대로27가길 23 이오빌딩 2층,"2,127","3,000",4.62,1645
도쿄빙수 이수점,37.4876972,126.9799792,서울 동작구 동작대로27길 38,596,"1,000",4.42,1768
페니힐스 커피스테이션,37.4779066,126.9809905,"서울 동작구 동작대로1길 10-14 새롬빌딩 1,2층",806,"9,000",4.54,909
시너리,37.484219,126.9775669,서울 동작구 사당로25가길 1 1층,310,"9,000",4.49,32062
THE한강,37.5123176,126.9569974,서울 동작구 노량진로32길 29-6,354,"5,000",4.64,3406
커피집도씨,37.4980042,126.9250601,서울 동작구 여의대방로22길 121 보라매자이더포레스트 상가 1층 1114호,85,600,,869
시간을 들이다 본점,37.4975766,126.930408,서울 동작구 국사봉5길 4 1층 시간을 들이다 본점,"2,331","13,000",4.65,965
뚜스뚜스 흑석역점,37.5099336,126.9638819,서울 동작구 현충로 75 원불교기념관 1층,"2,280","2,000",4.33,8937
원킴,37.4837766,126.9766581,서울 동작구 사당로 261 1층,131,"5,000",4.55,23514
카페 좋아진다,37.4799697,126.9781801,서울 동작구 사당로26길 87 1층 카페좋아진다,234,"2,000",4.55,22383
파세로 에스프레소바,37.4983434,126.921355,서울 동작구 여의대방로24나길 10-2 1층,71,"1,000",,817
머치커피,37.4806139,126.9791122,서울 동작구 동작대로9길 43 1층,248,"12,000",4.59,1398
기역니은디귿제빵점,37.4975889,126.9239382,서울 동작구 여의대방로22사길 4 ㄱㄴㄷ제빵점,164,600,,8762
우부래도,37.503155,126.9486279,서울 동작구 상도로37길 3,918,"3,000",4.47,1731
브레드덕,37.5043223,126.9437366,서울 동작구 상도로30길 39,"1,074","7,000",4.45,4188
카페529,37.5119223,126.9267401,서울 동작구 여의대방로54길 14 2층 단독 입구,38,100,,4421
필링필링,37.5129796,126.9454182,서울 동작구 만양로18길 22 1층,266,300,,1908
웨스트빙고,37.4818189,126.9811549,서울 동작구 동작대로13길 6 1층 웨스트빙고,253,500,4.48,4851
잔디속에있다고상상을해,37.5042303,126.9488386,서울 동작구 상도로 265-30 2층,29,"1,000",,3638
퍼시브 커피,37.482721,126.9806166,"서울 동작구 동작대로17길 9 1층, 퍼시브커피",92,400,,4768
쟝블랑제리 이수직영점,37.4843861,126.9813507,서울 동작구 동작대로23길 8,"5,258","4,000",4.4,2024
세녹,37.4848888,126.9813417,서울 동작구 사당로 304,"1,193","3,000",4.27,2024
양씨네제빵소,37.5012341,126.9343351,서울 동작구 성대로1길 18-5 1층,889,"2,000",4.58,10918
샹드블레,37.4816147,126.9757445,서울 동작구 동작대로11길 104,429,600,4.48,6292
디피스트,37.4874561,126.9802039,서울 동작구 동작대로27길 31 2층,317,"2,000",4.54,2722
컵오브커브,37.508127,126.9648786,서울 동작구 현충로 99 1층,28,200,,2753
프로스퍼,37.4990785,126.9256822,서울 동작구 여의대방로24길 101 1층,308,"1,000",4.61,1063
카페브르브르,37.4852307,126.9791974,서울 동작구 사당로29가길 6 1층 101호,134,"4,000",4.4,6187
에딕티이즈,37.4883504,126.9790288,서울 동작구 동작대로27길 62 1층 에딕티이즈,162,"1,000",4.67,3386
와플스,37.5124474,126.9438549,서울 동작구 노량진로16길 26,717,"1,000",4.61,609
먼셀커피 이수점,37.4836186,126.9761482,서울 동작구 사당로 257 1층,441,"1,000",4.55,23514
디스턴스,37.4872871,126.9111298,서울 동작구 대림로 20 1층,300,"1,000",4.76,1074
클라소피,37.4978457,126.9251922,서울 동작구 여의대방로22길 94 클라소피,154,"2,000",4.58,869
터방내,37.5080366,126.9607186,서울 동작구 흑석로 101-7,322,"5,000",4.47,410
동작카페,37.5121347,126.9386548,서울 동작구 노량진로8길 60 1층,188,500,,5904
피터패트,37.5013487,126.9488289,서울 동작구 상도로 294 1층 피터패트,661,"2,000",4.52,3039
차차커피코 노량진1호점,37.5125055,126.9439712,서울 동작구 노량진로16길 25 1층,193,~100,,1343
모든것은당근케이크에서시작됐다,37.5095491,126.9455224,서울 동작구 만양로 65-1 1층 카페 모당시,297,"6,000",4.63,1601
설빙 이수역점,37.4871499,126.9810429,서울 동작구 동작대로27가길 12 2층,"1,374",200,4.33,1488
키키젤라또,37.477282,126.9791542,서울 동작구 동작대로1길 39 1층,109,700,,938
상도가든,37.5014899,126.946114,"서울 동작구 양녕로 220 A-4, A-5호",144,500,4.42,778
더머커피,37.4975739,126.9276563,서울 동작구 보라매로 91 1층 더머커피,147,500,,11796
서브젝트 커피,37.5039736,126.9446521,서울 동작구 상도로30길 71 1층 서브젝트 커피,17,100,,2934
브레드숨,37.5123192,126.9517693,서울 동작구 노량진로18길 37,671,"7,000",4.42,548
수베이커리,37.512886,126.9316562,서울 동작구 노량진로 48 대방동현대아파트현대종합상가 나동,366,~100,4.02,7260
스코넬리,37.4853068,126.9790294,서울 동작구 사당로29가길 3 스코넬리,110,200,,6187
베이커리 더블유,37.4806912,126.9812382,서울 동작구 동작대로9길 4 1층 베이커리 더블유,296,500,,1393
페이브베이커리 흑석점,37.5079203,126.9633504,서울 동작구 서달로14가길 1,761,800,4.38,332
스타벅스 노량진역점,37.51339,126.940879,서울 동작구 노량진로 134,"4,764",500,4.47,609
도로도로커피숍,37.5138415,126.9420801,서울 동작구 노량진로 145 1층,440,"1,000",4.68,609
설빙 서울노량진점,37.513411,126.941819,서울 동작구 노량진로 144 2층 설빙,825,200,4.45,609
뚱보롱,37.4837201,126.9741798,서울 동작구 사당로17길 9 1층,468,"2,000",4.66,2165
피숑,37.512215,126.945997,서울 동작구 만양로14길 35,183,300,4.85,1908
브루클린커피,37.5129547,126.928939,서울 동작구 노량진로 26 1층,169,300,,4098
케이크무드,37.5025997,126.9341304,서울 동작구 상도로15길 45 1층,313,"1,000",4.56,8366
지지엔엔 베이크 샵,37.5102417,126.9465559,서울 동작구 만양로8길 50 우성아파트상가 1층 009호,75,900,,2980
E카페,37.4976409,126.9220313,서울 동작구 여의대방로22길 38 1층,141,200,4.64,1206
모녀당 상도점,37.5037148,126.9493042,서울 동작구 양녕로 272 2층,42,200,,1731
본디,37.5124459,126.9273055,서울 동작구 노량진로 10 1층 스타트업매장 4호,41,"2,000",5.0,4098
가춘,37.4967893,126.9535307,서울 동작구 상도로 357,620,"1,000",4.56,738
파니모들,37.4902385,126.9822948,서울 동작구 동작대로 153 원옥빌딩 1층,255,"3,000",4.51,1562
레스트어와일,37.4939047,126.9264429,서울 동작구 보라매로7가길 4 1층상가,356,"1,000",4.89,1037
카페퍼블리코 본점,37.4999377,126.9257583,"서울 동작구 상도로 47 헬로우빌딩 B동 1, 2층",430,"1,000",4.38,542
드웨이,37.5045577,126.9509889,서울 동작구 상도로41마길 15 1층,107,600,4.87,679
스타벅스 보라매공원R점,37.4922621,126.9233457,서울 동작구 보라매로5길 35,"5,476",600,4.45,2972
멜로우무드,37.478996,126.978103,서울 동작구 사당로26길 109 1층,111,"2,000",4.79,2158
프랑세즈,37.5079483,126.9642991,서울 동작구 현충로 96,"1,384","2,000",4.59,2753
카페왓송,37.4801508,126.9794846,서울 동작구 사당로28길 51,117,400,4.84,1013
오갈미,37.4982846,126.951053,서울 동작구 상도로50길 9 1층 오갈미,100,600,4.71,3441
미학당,37.4945699,126.9605568,서울 동작구 사당로 56 2층 초록색문,309,"3,000",4.65,594
