,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude
851,월세,700,1억,300,3/9,동향,37.552633,126.92139
852,월세,700,1억,300,4/9,동향,37.552633,126.92139
853,월세,"1,500",5억,128,1/4,북향,37.555785,126.920405
854,월세,250,"3,000",92,2/4,남동향,37.55528,126.908095
855,월세,150,"2,000",79,1/3,남동향,37.566949,126.910636
856,월세,230,"3,500",49,2/4,북향,37.554971,126.931065
857,월세,130,"2,000",58,3/3,남향,37.54846,126.919713
858,월세,120,"2,000",26,1/3,서향,37.556289,126.927343
859,월세,400,"3,000",128,2/5,남향,37.54847,126.917872
860,월세,190,"4,000",61,B1/24,남동향,37.579413,126.890424
861,월세,450,"5,000",110,1/6,남향,37.546339,126.92268
862,월세,200,"2,000",87,2/5,남서향,37.548406,126.920742
863,월세,230,"4,000",69,1/3,남서향,37.548463,126.921871
864,월세,700,"1억 2,000",130,1/8,북향,37.553117,126.9256
865,월세,160,"3,000",34,1/2,남서향,37.545941,126.914292
866,월세,"1,250",1억,297,2/5,동향,37.558216,126.921532
867,매매,0,18억,57,1/32,북동향,37.577085,126.891393
868,월세,270,"3,000",125,B1/6,남향,37.547934,126.923575
869,매매,0,"5억 2,500",150,B1/8,남서향,37.559364,126.902796
870,월세,120,"2,000",51,1/2,동향,37.53758,126.946648
871,월세,350,"5,000",178,2/10,남향,37.551599,126.923128
872,월세,450,"7,000",115,1/2,남서향,37.539792,126.944092
873,월세,180,"2,000",49,1/3,북향,37.56523,126.916624
874,매매,0,9억,41,1/15,동향,37.546604,126.931831
875,매매,0,"4억 7,000",38,1/15,북향,37.546604,126.931831
876,월세,350,"5,000",56,2/10,남향,37.57701,126.896961
877,월세,600,"6,000",123,1/15,동향,37.546604,126.931831
878,월세,120,"3,000",26,1/2,남서향,37.545458,126.955088
879,월세,300,"5,000",41,1/10,남향,37.57701,126.896961
880,월세,400,"6,000",53,1/10,남향,37.57701,126.896961
881,월세,800,1억,151,1/10,동향,37.57701,126.896961
882,매매,0,36억,375,B2/25,북서향,37.543386,126.954129
883,월세,170,"2,000",98,1/4,남서향,37.5461,126.955962
884,월세,100,"2,000",31,2/2,북서향,37.545458,126.955088
885,월세,300,"3,500",60,1/2,서향,37.544841,126.954427
886,월세,140,"1,500",27,1/4,남동향,37.558967,126.906288
887,월세,200,"2,000",82,2/6,남향,37.554669,126.919631
888,월세,210,"2,000",66,1/4,남향,37.547921,126.923762
889,월세,300,"3,000",208,B1/6,동향,37.555112,126.910606
890,월세,190,"3,000",24,1/23,남서향,37.544876,126.947963
891,월세,170,"2,000",62,3/5,남향,37.555494,126.909844
892,매매,0,11억,145,B1/6,남서향,37.555296,126.928533
893,월세,130,"2,000",23,1/4,남향,37.563381,126.926123
894,월세,300,"5,000",111,1/3,남서향,37.555977,126.912623
895,월세,120,"2,000",33,1/3,서향,37.554778,126.905435
896,월세,350,"4,000",134,2/8,남서향,37.559928,126.907011
897,월세,100,"1,500",35,1/1,동향,37.557373,126.916798
898,월세,300,"4,000",49,1/6,남동향,37.578513,126.895002
899,월세,160,"3,000",52,3/4,남동향,37.555172,126.929002
900,월세,350,"7,000",32,1/15,남향,37.565409,126.902129
901,월세,350,"4,000",190,2/5,남동향,37.549239,126.921333
902,월세,300,"5,000",60,1/4,서향,37.548703,126.91974
903,월세,360,"5,000",142,2/5,남향,37.54903,126.916466
904,매매,0,"5억 4,000",77,4/8,,37.556775,126.955246
905,월세,500,1억,97,1/4,남향,37.555422,126.91509
906,월세,250,"2,000",66,2/5,북서향,37.562597,126.924846
907,월세,300,"4,000",72,B1/3,남서향,37.559272,126.924372
908,월세,480,"5,000",69,1/2,남동향,37.556782,126.926604
909,월세,180,"3,000",33,1/5,북동향,37.559532,126.92637
910,월세,255,"2,000",72,1/5,동향,37.561488,126.926754
911,월세,300,"4,000",66,B1/3,북동향,37.559421,126.924576
912,월세,350,"5,000",165,B1/5,남동향,37.554677,126.929754
913,월세,280,"4,500",66,1/3,북동향,37.555767,126.925336
914,월세,500,"8,000",61,1/2,남동향,37.556965,126.925495
915,월세,350,"3,000",103,B1/4,남서향,37.552759,126.92123
916,월세,230,"3,000",125,5/7,동향,37.547838,126.930228
917,월세,200,"2,000",20,1/14,북향,37.557018,126.953744
918,월세,260,"3,500",115,2/5,북서향,37.547827,126.956941
919,월세,300,"3,000",65,1/2,서향,37.552729,126.922448
920,월세,600,1억,140,2/5,북서향,37.556371,126.924529
921,월세,150,"1,000",16,1/1,남동향,37.550575,126.960917
922,월세,300,"7,000",66,1/8,북서향,37.544709,126.954281
923,월세,200,"2,000",62,1/4,남서향,37.542128,126.940715
924,월세,150,"2,000",49,2/4,북서향,37.545301,126.954945
925,월세,410,1억,96,1/3,북서향,37.546069,126.955632
926,월세,210,"2,000",76,B1/6,남서향,37.550284,126.921368
927,월세,150,"3,000",33,B1/3,남향,37.545758,126.914033
928,월세,250,"5,000",175,2/4,남서향,37.567053,126.910415
929,월세,120,"2,000",94,1/6,남서향,37.548544,126.956746
930,월세,600,1억,228,1/5,남서향,37.555685,126.915486
931,월세,350,"3,000",83,1/4,서향,37.549439,126.921151
932,월세,190,"3,000",24,1/23,남서향,37.544876,126.947963
933,월세,400,"6,000",98,1/5,북향,37.551944,126.919628
934,월세,280,"3,000",40,1/23,북동향,37.544876,126.947963
935,월세,390,"6,000",41,1/24,북서향,37.579413,126.890424
936,월세,320,"3,000",111,1/4,서향,37.552759,126.92123
937,월세,290,"5,000",42,1/23,남동향,37.544876,126.947963
938,월세,350,"3,000",103,B1/4,서향,37.552759,126.92123
939,월세,350,"6,000",102,2/5,동향,37.549528,126.909927
940,월세,130,"2,000",33,1/4,서향,37.545583,126.955193
941,월세,200,"2,000",65,B1/3,북향,37.555735,126.928201
942,월세,370,"5,000",113,1/4,동향,37.549329,126.914726
943,월세,220,"5,000",56,1/4,남향,37.54609,126.954777
944,월세,140,"2,000",30,1/4,남서향,37.564081,126.919525
945,월세,600,2억,151,1/15,남향,37.545398,126.925338
946,월세,780,"1억 4,800",163,1/5,남서향,37.548959,126.916815
947,월세,140,"3,000",59,1/4,,37.546133,126.954682
948,월세,180,"2,500",61,2/3,남향,37.548119,126.918284
949,월세,"1,000",1억,210,B1/4,남서향,37.551602,126.917272
950,월세,"1,100","1억 3,000",267,1/4,서향,37.547053,126.919072
951,월세,220,"5,000",58,1/4,남서향,37.54609,126.954777
952,월세,400,"3,000",128,2/5,동향,37.54847,126.917872
953,월세,500,"5,000",62,1/2,동향,37.555381,126.944483
954,월세,600,1억,140,1/6,북동향,37.575146,126.895297
955,월세,330,"6,000",86,1/2,동향,37.555961,126.925892
956,월세,85,"1,000",68,B1/4,북동향,37.54609,126.941907
957,월세,"5,000",5억,249,1/5,남동향,37.555378,126.922715
958,월세,200,"2,000",87,2/5,남서향,37.548406,126.920742
959,월세,500,"6,000",108,B1/6,남향,37.546113,126.915531
960,월세,170,"3,500",49,B1/3,북동향,37.551779,126.920437
961,월세,200,"2,000",40,B1/3,북서향,37.55427,126.928685
962,월세,250,"3,500",48,1/6,남향,37.546113,126.915531
963,월세,160,"2,000",68,1/4,서향,37.556097,126.904277
964,월세,855,1억,164,1/21,남향,37.576513,126.890925
965,월세,500,"7,000",93,1/2,동향,37.561803,126.926469
966,월세,500,"7,000",93,B1/2,서향,37.561803,126.926469
967,월세,430,"5,000",61,2/4,북서향,37.564639,126.924998
968,월세,250,"3,000",49,1/2,남서향,37.56297,126.926575
969,월세,400,"5,000",64,2/2,북향,37.562159,126.926715
970,월세,210,"3,000",24,1/1,남향,37.566375,126.920092
971,월세,400,"5,000",81,1/5,동향,37.548231,126.919183
972,월세,225,"3,000",64,1/6,동향,37.554553,126.91439
973,월세,450,"5,000",62,1/4,북서향,37.564639,126.924998
974,월세,"1,529","1억 5,000",469,2/6,남향,37.549118,126.911231
975,월세,"1,651","1억 5,000",466,3/6,남향,37.549118,126.911231
976,월세,748,"1억 5,000",97,1/2,남동향,37.5777,126.888703
977,월세,130,"2,000",46,4/4,북동향,37.562257,126.925545
978,월세,650,"8,000",142,2/7,북향,37.553787,126.921076
979,월세,500,"5,000",33,1/4,남서향,37.557411,126.925535
980,월세,430,"5,000",63,B1/4,북서향,37.564639,126.924998
981,월세,150,"2,000",46,B1/3,남동향,37.548175,126.921424
982,월세,766,"1억 5,000",214,B1/17,북향,37.55103,126.915166
983,월세,220,"2,000",36,1/1,남향,37.547963,126.921044
984,월세,180,"1,500",55,1/4,동향,37.553067,126.911762
985,월세,190,"2,000",45,1/2,북향,37.555072,126.917624
986,월세,200,"2,500",68,3/4,남서향,37.555738,126.926349
987,월세,385,"4,000",182,4/5,서향,37.550245,126.92329
988,월세,230,"2,000",61,B1/3,서향,37.562278,126.925378
989,월세,580,1억,281,4/8,남동향,37.551599,126.923128
990,월세,440,"5,000",176,3/5,남향,37.550111,126.920849
991,월세,285,"3,000",126,2/3,동향,37.557111,126.920495
992,월세,200,"2,000",53,2/5,남서향,37.554669,126.919631
993,월세,450,"5,000",90,2/4,남서향,37.559623,126.925063
994,월세,130,"1,000",33,B1/2,남서향,37.555937,126.930629
995,월세,260,"3,000",50,B1/3,남향,37.56207,126.925007
996,월세,220,"1,500",133,B1/6,북서향,37.555563,126.919659
997,월세,170,"2,000",35,B1/3,북서향,37.562528,126.924938
998,월세,350,"4,000",59,3/4,북서향,37.564639,126.924998
999,월세,"1,000",1억,475,B1/4,남서향,37.558704,126.918276
1000,월세,230,"3,000",47,1/2,동향,37.538478,126.950616
1001,월세,120,"2,000",51,1/2,동향,37.53758,126.946648
1002,월세,550,"9,000",67,1/4,북향,37.54832,126.918519
1003,월세,170,"3,000",32,1/6,,37.560744,126.904055
1004,월세,250,"6,000",39,1/1,남서향,37.539969,126.948688
1005,월세,220,"3,000",50,4/5,남동향,37.555371,126.930322
1006,월세,230,"3,000",34,1/3,남동향,37.555597,126.953657
1007,월세,200,"2,000",15,1/2,북서향,37.560899,126.905121
1008,월세,350,"4,000",80,2/3,북동향,37.562925,126.926168
1009,월세,180,"2,000",23,3/3,북서향,37.559272,126.924372
1010,월세,380,"5,000",78,1/3,북서향,37.559272,126.924372
1011,월세,"1,100","1억 5,000",306,전체층/5,북동향,37.55329,126.907773
1012,월세,"1,300","1억 5,000",259,1/3,북서향,37.559272,126.924372
1013,월세,700,1억,196,1/4,북서향,37.555497,126.940169
1014,월세,700,1억,188,2/3,남향,37.548919,126.915109
1015,월세,157,"2,500",26,1/3,남향,37.547674,126.94284
1016,월세,400,"6,000",101,1/5,동향,37.549003,126.914826
1017,월세,200,"1,500",36,1/3,북향,37.547988,126.917186
1018,월세,270,"5,000",71,2/5,남동향,37.556248,126.952198
1019,월세,250,"4,000",93,1/4,동향,37.577919,126.893787
1020,월세,50,"1,000",26,1/3,동향,37.553064,126.961243
1021,월세,150,"2,000",45,1/8,북향,37.57645,126.894289
1022,월세,"1,500",2억,353,B2/7,동향,37.552058,126.912102
1023,월세,320,"5,000",234,2/3,북동향,37.564381,126.904016
1024,월세,193,"1,927",73,1/23,남동향,37.576184,126.889231
1025,월세,600,1억,64,1/18,남동향,37.581985,126.889231
1026,월세,"1,200",2억,198,1/8,북서향,37.55213,126.917916
1027,월세,140,"2,000",82,B1/3,남동향,37.548224,126.919829
1028,월세,600,"6,000",1101,B2/11,서향,37.556072,126.922097
1029,월세,"5,000",10억,1105,B1/11,서향,37.556072,126.922097
1030,월세,1억,10억,332,1/11,서향,37.556072,126.922097
1031,월세,407,"5,000",59,1/4,남서향,37.55562,126.920671
1032,월세,400,"8,000",137,B1/14,남향,37.581175,126.890786
1033,월세,400,"6,000",116,B1/22,동향,37.579413,126.890424
1034,월세,400,"6,000",45,1/15,북서향,37.56597,126.90303
1035,월세,535,"8,000",89,1/5,남향,37.554908,126.914464
1036,월세,200,"4,000",33,1/15,남동향,37.55065,126.914878
1037,월세,600,1억,157,1/2,북서향,37.547543,126.920475
1038,월세,350,"7,000",110,1/2,북서향,37.547543,126.920475
1039,월세,"1,000","1억 6,000",259,1/2,북향,37.547543,126.920475
1040,월세,750,1억,148,2/2,동향,37.541425,126.950692
1041,월세,450,"7,000",112,1/2,남향,37.539792,126.944092
1042,월세,450,"7,000",102,1/10,남향,37.549098,126.939791
1043,월세,800,"1억 3,000",247,3/6,남향,37.539525,126.94351
1044,월세,950,1억,127,1/8,남동향,37.543022,126.951193
1045,월세,260,"3,000",72,5/5,북동향,37.55741,126.922014
1046,월세,250,"3,500",91,1/3,서향,37.55351,126.92311
1047,월세,230,"3,000",71,B1/18,남동향,37.581985,126.889231
1048,월세,170,"2,000",36,1/3,북동향,37.546617,126.914194
1049,월세,380,"5,000",67,1/4,서향,37.565025,126.923168
1050,월세,460,1억,231,4/10,남서향,37.549098,126.939791
1051,월세,180,"3,000",44,1/3,동향,37.555081,126.929417
1052,월세,400,"3,000",128,2/5,남동향,37.54847,126.917872
1053,월세,160,"2,500",50,1/3,동향,37.549017,126.91753
1054,월세,300,"3,000",182,B1/5,동향,37.557732,126.923146
1055,월세,600,1억,92,1/5,서향,37.557737,126.908957
1056,월세,330,"5,250",46,1/5,남향,37.547929,126.94231
1057,월세,480,"5,000",115,1/4,남동향,37.544869,126.957795
1058,월세,90,"1,000",21,1/1,동향,37.546949,126.945394
1059,월세,"2,000",3억,470,4/18,남동향,37.556084,126.923455
1060,월세,"1,000",1억,155,1/4,남향,37.556479,126.9221
1061,월세,130,"2,000",50,1/4,서향,37.54834,126.918035
1062,월세,400,"5,000",199,B1/5,남향,37.554908,126.914464
1063,월세,330,"5,000",50,1/23,남동향,37.545622,126.948784
1064,월세,200,"3,000",25,1/11,북향,37.556957,126.952839
1065,월세,270,"5,000",33,1/20,북서향,37.547818,126.954274
1066,월세,360,"5,000",78,B1/4,북동향,37.560691,126.924788
1067,월세,220,"3,000",53,4/4,북동향,37.560691,126.924788
1068,월세,300,"3,000",105,3/6,북서향,37.554578,126.931286
1069,매매,0,10억,57,1/20,,37.542528,126.947361
1070,월세,190,"3,000",69,3/4,남동향,37.547371,126.922193
1071,매매,0,"7억 3,000",52,1/4,,37.541562,126.943718
1072,월세,360,"3,000",194,B2/6,동향,37.551329,126.910926
1073,월세,280,"2,000",42,4/4,남향,37.556357,126.904631
1074,월세,210,200,49,3/4,남동향,37.556357,126.904631
1075,월세,"1,300","1,500",259,1/3,북향,37.559272,126.924372
1076,월세,170,"3,000",44,B1/3,동향,37.554668,126.927256
1077,월세,140,"1,500",15,1/4,동향,37.546146,126.941819
1078,월세,270,"4,000",104,2/3,동향,37.552755,126.922984
1079,월세,250,"3,000",101,2/2,남향,37.555861,126.917146
1080,월세,278,"2,000",76,3/3,동향,37.55039,126.920937
1081,월세,200,"5,000",29,1/20,동향,37.547818,126.954274
1082,월세,190,"3,000",18,B1/24,남향,37.545622,126.948784
1083,월세,150,"2,000",45,1/5,동향,37.556268,126.91333
1084,월세,650,1억,82,1/7,동향,37.554924,126.928558
1085,월세,400,"6,000",69,1/4,동향,37.552755,126.922984
1086,월세,110,"1,000",36,B1/5,동향,37.554217,126.926937
1087,월세,140,"3,000",33,2/2,북서향,37.550942,126.913787
1088,월세,200,"2,000",33,B1/3,동향,37.55427,126.928685
1089,월세,200,"2,500",56,2/3,남향,37.548403,126.921776
1090,월세,420,"5,000",42,B1/3,동향,37.56162,126.925672
1091,월세,200,"2,000",36,B1/3,동향,37.55427,126.928685
1092,월세,150,"3,000",200,B1/5,남동향,37.568928,126.911083
1093,월세,300,"3,000",195,3/5,남동향,37.568928,126.911083
1094,월세,180,"3,000",46,1/5,남서향,37.555371,126.930322
1095,매매,0,12억,52,3/20,남향,37.551057,126.911867
1096,월세,180,"2,000",54,5/5,동향,37.553452,126.925292
1097,월세,600,1억,109,1/5,동향,37.553452,126.925292
1098,월세,650,1억,148,1/7,동향,37.554924,126.928558
1099,월세,270,"4,000",105,2/4,동향,37.552755,126.922984
1100,월세,250,"3,000",82,2/4,동향,37.55512,126.928251
1101,월세,150,"3,000",53,1/3,서향,37.556289,126.927343
1102,월세,110,"1,000",40,B1/5,동향,37.554217,126.926937
1103,월세,240,"3,000",47,2/5,남동향,37.561772,126.924972
1104,월세,200,"2,000",20,1/5,남동향,37.555371,126.930322
1105,월세,160,"3,000",19,2/5,남동향,37.555371,126.930322
1106,월세,250,"3,000",96,5/6,서향,37.550398,126.92138
1107,월세,270,"4,000",96,4/6,서향,37.550398,126.92138
1108,월세,400,"6,000",53,1/10,남동향,37.57701,126.896961
1109,월세,140,"4,000",33,1/2,남서향,37.572127,126.901911
1110,월세,120,"1,000",34,1/3,남향,37.564302,126.912971
1111,월세,150,"2,500",26,1/3,남향,37.547674,126.94284
1112,월세,160,"2,000",26,1/5,남향,37.562355,126.920091
1113,월세,600,"6,000",162,2/5,남향,37.550111,126.920849
1114,월세,630,"1억 5,000",153,1/2,북동향,37.549856,126.911428
1115,월세,200,"3,000",64,2/3,남향,37.548779,126.940368
1116,월세,350,"4,000",79,2/3,동향,37.562925,126.926168
1117,월세,295,"3,000",129,1/4,북동향,37.554479,126.93024
1118,월세,300,"6,000",70,1/4,서향,37.552886,126.923739
1119,월세,700,1억,196,1/4,,37.555497,126.940169
1120,월세,250,"2,000",92,2/5,동향,37.558797,126.924871
1121,월세,288,"3,000",58,1/3,북서향,37.549917,126.920016
1122,월세,"1,400","2억 1,000",131,1/4,서향,37.54866,126.943044
1123,월세,450,"5,000",201,B1/14,북향,37.557018,126.953744
1124,월세,75,"1,500",23,1/4,북동향,37.554009,126.910442
1125,월세,130,"2,000",26,1/4,남향,37.563381,126.926123
1126,월세,300,"3,000",42,1/5,서향,37.549682,126.921136
1127,월세,200,"3,000",35,1/4,남서향,37.556024,126.925258
1128,월세,250,"5,000",65,3/4,동향,37.539472,126.947391
1129,월세,250,"4,000",63,1/6,북향,37.548436,126.921319
1130,월세,350,"5,000",108,1/2,동향,37.550056,126.911345
1131,월세,350,"4,000",99,2/8,남서향,37.559928,126.907011
1132,월세,480,"5,700",49,B1/3,서향,37.56162,126.925672
1133,월세,420,"5,000",43,B1/3,서향,37.56162,126.925672
1134,매매,0,"2억 5,000",39,B1/24,북향,37.580069,126.889006
1135,월세,330,"5,000",90,1/5,서향,37.560303,126.925165
1136,매매,0,3억,42,3/4,남서향,37.569819,126.904455
1137,월세,160,"2,000",68,1/4,북향,37.556097,126.904277
1138,월세,280,"3,000",44,1/5,남향,37.549682,126.921136
1139,월세,220,"2,000",92,1/7,북향,37.554665,126.918851
1140,매매,0,"9억 5,000",32,B1/19,남서향,37.553799,126.923701
1141,월세,370,1억,87,2/3,북향,37.554467,126.923685
1142,월세,550,1억,254,전체층/2,동향,37.552087,126.920693
1143,월세,"1,500",2억,264,1/7,북동향,37.556368,126.919696
1144,월세,140,"2,500",30,1/12,남서향,37.557373,126.916798
1145,월세,175,"1,000",39,1/3,동향,37.550179,126.91083
1146,월세,400,"6,000",102,2/5,남동향,37.556172,126.921694
1147,월세,160,"1,000",60,2/2,북향,37.549451,126.912295
1148,월세,150,"1,000",36,1/2,남서향,37.552051,126.920119
1149,월세,120,"2,000",50,1/4,남향,37.559586,126.901569
1150,월세,260,"1,500",72,1/3,남동향,37.549539,126.910352
1151,매매,0,9억,80,2/9,북향,37.555359,126.934044
1152,월세,600,"6,000",175,3/6,서향,37.550557,126.917584
1153,월세,170,"5,000",120,B1/4,남동향,37.577519,126.895456
1154,월세,250,"3,000",54,3/4,남서향,37.56634,126.919972
1155,월세,340,"4,000",105,6/6,서향,37.550557,126.917584
1156,월세,170,"2,000",49,1/6,동향,37.55734,126.914115
1157,매매,0,3억,42,3/4,남서향,37.569819,126.904455
1158,월세,370,"3,000",32,1/3,남동향,37.577952,126.896377
1159,월세,270,"6,000",33,1/8,북향,37.547568,126.921906
1160,월세,200,"2,000",51,B1/2,남서향,37.558161,126.921341
1161,월세,230,"2,000",62,2/4,남동향,37.559099,126.922168
1162,월세,250,"4,000",50,1/3,동향,37.549424,126.916946
1163,월세,400,"4,000",165,1/2,남서향,37.557566,126.919185
1164,월세,250,"5,000",140,3/8,서향,37.553117,126.9256
1165,월세,130,"1,000",29,1/3,남향,37.558505,126.909738
1166,월세,160,"2,500",27,B1/2,남향,37.562117,126.926043
1167,월세,710,"7,100",155,3/8,북동향,37.556342,126.922283
1168,월세,330,"5,000",99,5/8,북서향,37.547424,126.923476
1169,월세,330,"3,000",89,1/3,남서향,37.552752,126.914146
1170,월세,700,1억,306,4/9,남동향,37.552633,126.92139
1171,월세,200,"3,000",89,B1/5,동향,37.548171,126.92045
1172,월세,300,"5,000",32,1/15,남서향,37.565409,126.902129
1173,월세,110,"1,000",12,1/3,남향,37.54764,126.921253
1174,월세,120,"1,000",34,1/4,남서향,37.567053,126.910415
1175,월세,550,1억,128,2/5,남동향,37.556065,126.927563
1176,월세,130,"2,500",29,1/4,동향,37.567811,126.90508
1177,월세,363,"8,000",59,1/3,남향,37.548649,126.920942
1178,월세,"1,000","1억 5,000",202,1/4,남동향,37.552239,126.922693
1179,월세,470,"4,000",124,1/5,북동향,37.55113,126.922637
1180,월세,190,"2,500",61,2/3,남향,37.548119,126.918284
1181,월세,110,"1,000",36,B1/5,북서향,37.554217,126.926937
1182,월세,270,"6,000",33,1/8,북향,37.547568,126.921906
1183,월세,320,1억,111,2/7,남동향,37.552303,126.933525
1184,월세,250,"3,000",46,1/5,동향,37.553872,126.927608
1185,월세,200,"2,000",23,1/5,동향,37.553872,126.927608
1186,월세,730,"8,000",224,1/4,동향,37.557608,126.92091
1187,월세,320,1억,161,5/7,남동향,37.552303,126.933525
1188,월세,170,"4,000",40,1/5,북서향,37.552164,126.905798
1189,월세,80,"1,000",79,B1/4,북향,37.557345,126.902681
1190,월세,125,"1,000",36,1/4,남향,37.556231,126.914079
1191,월세,350,"4,000",80,2/3,동향,37.562925,126.926168
1192,월세,300,"3,000",67,3/3,동향,37.562925,126.926168
1193,월세,900,"1억 8,000",278,1/6,,37.545399,126.939342
1194,월세,110,"1,000",22,1/3,,37.553494,126.905926
1195,월세,350,"5,000",125,1/7,북서향,37.559187,126.914697
1196,월세,225,"4,000",36,2/5,남서향,37.548144,126.921043
1197,월세,360,"4,000",78,1/2,동향,37.545761,126.922619
1198,월세,190,"2,000",41,B1/2,남동향,37.555851,126.92672
1199,월세,130,"2,000",16,1/5,남동향,37.560631,126.920559
1200,월세,370,"5,000",113,1/4,동향,37.549329,126.914726
1201,월세,250,"3,000",55,1/4,,37.562922,126.925313
1202,월세,100,"1,000",29,1/3,남서향,37.55231,126.90485
1203,월세,700,1억,75,1/5,남향,37.546523,126.932541
1204,월세,640,"5,000",150,2/5,남향,37.546523,126.932541
1205,월세,450,"6,000",111,1/6,동향,37.556699,126.921391
1206,월세,200,"3,000",100,B1/5,북향,37.55668,126.925332
1207,월세,200,"2,000",87,2/5,남서향,37.548406,126.920742
1208,월세,330,"3,000",89,1/3,남서향,37.552752,126.914146
1209,월세,300,"3,000",152,B1/4,북동향,37.551376,126.919451
1210,월세,250,"3,000",33,3/4,북서향,37.560222,126.925571
1211,월세,500,"5,000",139,2/5,서향,37.549795,126.921193
1212,월세,140,"3,000",91,B1/5,북향,37.548224,126.919829
1213,월세,300,"3,000",44,1/5,북서향,37.549682,126.921136
1214,월세,600,1억,141,5/5,남향,37.550927,126.922529
1215,월세,145,"2,000",40,1/3,북동향,37.556744,126.908172
1216,월세,300,"3,000",113,2/2,남동향,37.553401,126.911666
1217,월세,"1,000",1억,232,1/3,남향,37.551725,126.920831
1218,월세,450,"5,000",62,1/12,남향,37.55255,126.912652
1219,월세,280,"4,000",68,2/2,남향,37.542267,126.951731
1220,월세,150,"3,000",26,B1/3,남향,37.545758,126.914033
1221,월세,330,"8,000",68,1/3,남향,37.548649,126.920942
1222,월세,470,"4,000",124,1/5,북향,37.55113,126.922637
1223,월세,350,"5,000",70,1/3,북향,37.546049,126.916557
1224,월세,400,"8,000",94,3/4,북향,37.551183,126.922031
1225,월세,180,"3,000",55,1/22,남동향,37.545622,126.948784
1226,월세,220,"2,000",39,1/1,남향,37.547963,126.921044
1227,월세,150,"3,000",30,1/5,북서향,37.554366,126.902884
1228,월세,400,"6,000",180,3/7,동향,37.551377,126.92305
1229,월세,350,"3,000",140,2/5,남동향,37.548375,126.918224
1230,월세,380,"5,000",26,1/4,남동향,37.550003,126.919702
1231,월세,370,"5,000",191,3/6,서향,37.551999,126.922982
1232,월세,300,"4,000",57,1/4,남동향,37.565734,126.922985
1233,월세,400,"5,000",56,1/5,북향,37.548231,126.919183
1234,매매,0,5억,25,1/5,남향,37.553193,126.903672
1235,월세,45,"2,000",35,2/3,남향,37.554237,126.960837
1236,월세,200,"3,000",45,1/5,북서향,37.55537,126.919243
1237,월세,120,"2,000",23,1/3,북동향,37.560909,126.921035
1238,월세,500,"8,000",135,1/5,남동향,37.559813,126.920612
1239,월세,109,"1,000",59,1/3,남서향,37.561578,126.919992
1240,월세,160,"2,000",46,1/4,북동향,37.557239,126.928113
1241,월세,250,"4,000",92,1/5,북동향,37.563873,126.913765
1242,월세,130,"2,000",35,B1/3,남서향,37.554407,126.92772
1243,월세,"1,000",2억,207,1/5,서향,37.554338,126.920992
1244,월세,250,"3,000",101,2/2,,37.555861,126.917146
1245,매매,0,"4억 6,000",55,B1/22,서향,37.579413,126.890424
1246,월세,700,1억,199,4/6,동향,37.555319,126.9112
1247,월세,170,"3,000",55,4/5,동향,37.551733,126.921637
1248,월세,370,"8,000",75,B1/5,동향,37.551733,126.921637
1249,월세,350,"7,000",18,1/5,동향,37.551733,126.921637
1250,월세,300,"5,000",59,1/2,동향,37.555229,126.910468
1251,월세,350,1억,45,B1/19,남서향,37.553799,126.923701
1252,월세,630,"1억 3,000",99,1/9,남동향,37.553902,126.919343
1253,월세,300,"4,000",178,3/5,북향,37.55113,126.922637
1254,월세,500,"8,000",85,1/24,,37.580069,126.889006
1255,월세,290,"5,000",117,2/6,북서향,37.547567,126.923461
1256,월세,180,"2,000",46,2/3,남향,37.548175,126.921834
1257,월세,80,"1,000",26,1/4,남동향,37.554694,126.932596
1258,월세,650,1억,156,2/5,,37.556371,126.924529
1259,월세,300,"4,000",48,1/4,동향,37.550521,126.910716
1260,월세,300,"5,000",63,B2/18,북서향,37.556084,126.923455
1261,월세,240,"4,000",36,1/1,서향,37.551092,126.934428
1262,월세,300,"5,000",103,1/18,남향,37.537911,126.944434
1263,월세,500,"8,000",85,1/24,북향,37.580069,126.889006
1264,월세,250,"5,000",65,3/4,북동향,37.539472,126.947391
1265,월세,300,"5,000",33,1/3,북서향,37.552112,126.923814
1266,매매,0,"5억 6,000",43,2/20,북향,37.548792,126.910509
1267,월세,"1,500","1억 5,000",198,1/4,북서향,37.555493,126.92598
1268,월세,380,"5,000",99,5/5,서향,37.549063,126.920963
1269,월세,300,"5,000",83,B1/4,북동향,37.539472,126.947391
1270,월세,230,"4,500",72,2/3,남향,37.548324,126.921913
1271,월세,300,"5,000",65,2/4,북동향,37.539472,126.947391
1272,월세,160,"2,500",6,1/6,북동향,37.541275,126.941288
1273,월세,300,"4,000",49,1/15,남향,37.544562,126.952675
1274,월세,450,"6,000",184,1/4,남향,37.549223,126.906413
1275,월세,60,"1,000",49,1/4,남동향,37.555918,126.947268
1276,월세,300,"3,000",222,B1/6,북서향,37.5561,126.89963
1277,월세,110,"2,000",28,B1/4,북향,37.551812,126.905093
1278,월세,175,"3,000",74,3/3,북동향,37.552112,126.923814
1279,월세,240,"8,000",132,B1/5,남동향,37.555201,126.922899
1280,월세,500,"7,000",148,2/5,북향,37.551141,126.922479
1281,월세,800,"1억 8,000",165,2/5,남동향,37.555201,126.922899
1282,월세,"3,300",9억,134,1/5,남동향,37.555201,126.922899
