,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude
0,월세,800,1억,151,1/10,남향,37.57701,126.896961
1,월세,350,"5,000",56,2/10,남동향,37.57701,126.896961
2,월세,340,"4,000",78,1/3,서향,37.577,126.896647
3,월세,800,1억,151,1/10,동향,37.57701,126.896961
4,매매,0,"12억 5,000",42,1/22,북향,37.544876,126.947963
5,월세,290,"3,000",154,2/4,북향,37.577464,126.893779
6,월세,300,"7,000",71,B1/37,남향,37.540049,126.945477
7,월세,250,"5,000",27,B1/15,동향,37.554092,126.936768
8,월세,220,"2,000",33,1/3,남서향,37.559363,126.907416
9,월세,130,"3,000",42,1/2,,37.546083,126.93954
10,월세,400,1억,63,1/3,남서향,37.553523,126.946294
11,월세,600,1억,82,1/3,남서향,37.552979,126.947721
12,매매,0,8억,24,B1/2,북서향,37.545622,126.948784
13,월세,450,1억,85,1/7,남향,37.555422,126.91509
14,월세,350,"5,000",46,1/5,남서향,37.542316,126.944642
15,월세,100,"3,000",31,1/2,남서향,37.550942,126.913787
16,월세,190,"3,500",50,1/5,남동향,37.561109,126.920106
17,매매,0,"7억 2,000",58,B1/2,남동향,37.550942,126.913787
18,월세,80,"2,000",53,B1/4,남향,37.538647,126.94762
19,월세,400,"3,000",112,2/5,남향,37.54847,126.917872
20,월세,170,"2,500",34,1/4,남향,37.545604,126.922459
21,월세,150,"2,000",89,B1/3,북향,37.546049,126.916557
22,월세,250,"2,500",58,1/2,북서향,37.561338,126.922433
23,월세,290,"2,000",49,4/5,남향,37.556357,126.904631
24,월세,350,"5,000",71,B1/2,북서향,37.556338,126.906404
25,월세,330,"5,000",50,1/23,남동향,37.545622,126.948784
26,매매,0,2억,28,B1/20,남서향,37.548792,126.910509
27,월세,120,"1,500",85,B1/4,서향,37.576066,126.895618
28,월세,350,"5,000",56,2/10,서향,37.57701,126.896961
29,매매,0,"9억 5,000",36,1/2,서향,37.552979,126.947721
30,월세,200,"3,000",24,B1/24,,37.545622,126.948784
31,월세,220,"3,000",58,3/4,남동향,37.565734,126.922985
32,월세,300,"4,000",58,B1/4,남동향,37.565734,126.922985
33,월세,65,500,26,2/3,남동향,37.580275,126.880705
34,월세,330,"4,000",58,1/4,남동향,37.565734,126.922985
35,월세,100,"1,000",30,1/3,남서향,37.55231,126.90485
36,월세,100,"1,000",30,1/3,남서향,37.55231,126.90485
37,월세,250,"3,000",76,1/4,남서향,37.558035,126.906021
38,월세,200,"3,000",58,2/4,남동향,37.565734,126.922985
39,월세,230,"3,000",59,1/5,남서향,37.553339,126.907435
40,월세,500,"1억 3,000",394,B1/15,북향,37.539047,126.944284
41,월세,750,"2억 6,000",578,B1/15,북향,37.539047,126.944284
42,월세,250,"1억 3,000",188,B1/15,북향,37.539047,126.944284
43,월세,490,"5,800",42,B1/3,남서향,37.56162,126.925672
44,월세,210,"3,000",34,1/3,북서향,37.561856,126.926786
45,월세,84,"2,000",55,3/5,서향,37.55667,126.947946
46,월세,200,"3,000",58,2/4,동향,37.565734,126.922985
47,월세,300,"4,000",58,1/4,동향,37.565734,126.922985
48,매매,0,7억,143,3/3,남향,37.543983,126.931102
49,월세,170,"3,000",34,1/2,,37.54321,126.93557
50,월세,90,"2,000",72,3/3,남향,37.543983,126.931102
51,매매,0,"4억 8,000",49,B1/35,,37.550942,126.913787
52,매매,0,11억,43,2/24,남서향,37.545622,126.948784
53,매매,0,"8억 9,000",48,1/3,동향,37.555597,126.953657
54,월세,"1,100","1억 2,000",401,B1/36,,37.540049,126.945477
55,월세,350,"5,000",108,1/6,북동향,37.544892,126.934407
56,월세,90,"1,000",20,1/1,남동향,37.539948,126.944067
57,월세,200,"3,000",96,2/5,북향,37.556059,126.899354
58,월세,200,"4,000",49,1/4,남서향,37.542186,126.940634
59,월세,300,"3,500",64,1/5,북향,37.551529,126.915542
60,월세,320,"5,000",56,3/4,남서향,37.546377,126.944312
61,월세,160,"3,000",19,2/5,남동향,37.555371,126.930322
62,월세,200,"3,000",39,4/5,남동향,37.555371,126.930322
63,월세,200,"3,000",24,B1/22,,37.545622,126.948784
64,월세,220,"3,000",36,1/3,서향,37.561856,126.926786
65,월세,300,"3,000",71,2/2,북서향,37.556338,126.906404
66,월세,150,"2,000",89,B1/3,북향,37.546049,126.916557
67,월세,240,"2,800",49,2/3,북향,37.56162,126.925672
68,월세,400,"5,000",119,1/3,북동향,37.556737,126.929225
69,월세,380,"5,000",108,B1/3,북동향,37.556737,126.929225
70,월세,"2,800",3억,314,1/19,북서향,37.542633,126.950636
71,월세,100,"2,500",76,B1/4,동향,37.576779,126.894274
72,월세,430,"5,000",78,1/3,남동향,37.577,126.896647
73,월세,340,"4,000",85,2/3,남동향,37.577,126.896647
74,월세,360,"5,000",142,2/5,남향,37.54903,126.916466
75,월세,220,"5,000",154,B2/7,동향,37.547838,126.930228
76,월세,230,"3,000",125,5/7,동향,37.547838,126.930228
77,월세,220,"3,000",75,2/5,동향,37.557074,126.921562
78,월세,230,"5,000",39,1/1,,37.552979,126.947721
79,월세,190,"2,500",53,1/5,,37.541084,126.949423
80,월세,120,"1,000",34,1/4,남서향,37.567053,126.910415
81,월세,330,"5,000",46,1/5,남서향,37.542316,126.944642
82,월세,"3,000",4억,892,1/1,북서향,37.550576,126.936697
83,월세,180,"3,000",71,B1/10,동향,37.547439,126.942512
84,매매,0,"9억 5,000",43,1/2,서향,37.552979,126.947721
85,월세,"3,000",4억,972,1/2,,37.550576,126.936697
86,월세,380,"7,000",23,2/2,,37.546359,126.943495
87,월세,350,"5,000",36,1/17,남향,37.542975,126.94786
88,월세,200,"3,000",96,2/5,남서향,37.556059,126.899354
89,매매,0,"4억 5,000",28,B2/1,,37.555561,126.959271
90,월세,110,"2,000",13,1/5,서향,37.540112,126.950353
91,매매,0,"1억 8,000",29,2/2,북서향,37.54638,126.958037
92,월세,230,"5,000",39,1/1,서향,37.552979,126.947721
93,월세,330,"5,000",72,1/2,서향,37.552979,126.947721
94,매매,0,"8억 9,000",48,1/3,남서향,37.555597,126.953657
95,월세,250,"3,000",148,B1/10,남서향,37.549183,126.939561
96,월세,270,"5,000",36,1/10,북향,37.547439,126.942512
97,매매,0,12억,44,2/29,북서향,37.545114,126.949567
98,매매,0,"8억 9,000",48,1/3,남서향,37.555597,126.953657
99,월세,200,"2,000",23,1/5,북동향,37.555371,126.930322
100,월세,150,"2,000",44,2/20,북향,37.556303,126.943269
101,월세,430,"5,000",67,B1/3,북향,37.577,126.896647
102,매매,0,"5억 8,000",60,2/6,남동향,37.553488,126.924304
103,월세,210,"3,000",34,1/3,북서향,37.561856,126.926786
104,월세,190,"3,000",33,1/5,남동향,37.553572,126.903329
105,월세,180,"3,000",38,1/2,남서향,37.550942,126.913787
106,월세,300,"5,000",78,1/3,서향,37.55264,126.922041
107,월세,380,"5,000",30,1/4,남향,37.552467,126.922729
108,월세,780,1억,89,1/4,남향,37.552467,126.922729
109,월세,100,"1,000",28,1/3,남서향,37.55231,126.90485
110,월세,120,"2,000",26,1/4,북서향,37.562053,126.921427
111,월세,250,"3,000",87,2/3,남향,37.555032,126.906061
112,월세,200,"4,000",29,1/15,남동향,37.55065,126.914878
113,월세,240,"3,100",52,2/3,남서향,37.56162,126.925672
114,월세,180,"3,000",23,1/5,북동향,37.555371,126.930322
115,월세,250,"3,000",46,1/5,북동향,37.555371,126.930322
116,월세,200,"3,000",51,3/4,북서향,37.565734,126.922985
117,월세,300,"5,000",47,1/5,남동향,37.555371,126.930322
118,월세,300,"4,000",50,B1/4,북서향,37.565734,126.922985
119,월세,400,"2,000",49,1/6,북서향,37.559455,126.915194
120,월세,160,"3,000",33,1/6,남향,37.554347,126.933807
121,월세,160,"2,500",36,1/4,남동향,37.545699,126.922506
122,월세,100,"2,000",26,1/2,동향,37.54409,126.939664
123,월세,500,1억,69,1/7,북동향,37.555422,126.91509
124,월세,330,"7,000",156,1/2,남동향,37.542348,126.941872
125,월세,130,"3,000",16,1/7,북동향,37.562293,126.915131
126,월세,400,"8,000",38,1/21,남동향,37.547471,126.95306
127,월세,220,"5,000",19,1/21,남동향,37.547471,126.95306
128,월세,200,"3,000",24,1/25,동향,37.545622,126.948784
129,월세,330,"7,000",80,1/2,남서향,37.542348,126.941872
130,월세,160,"3,000",31,1/2,북동향,37.550942,126.913787
131,월세,270,"5,000",58,B1/2,남동향,37.550942,126.913787
132,월세,230,"5,000",44,B1/2,서향,37.550942,126.913787
133,월세,400,"5,000",120,1/3,북향,37.556737,126.929225
134,월세,300,"5,000",78,1/3,서향,37.55264,126.922041
135,월세,280,"5,000",32,B1/2,서향,37.550942,126.913787
136,매매,0,"8억 5,000",32,B1/2,서향,37.550942,126.913787
137,월세,110,"2,000",29,1/4,서향,37.555748,126.947372
138,매매,0,"7억 4,000",33,2/2,서향,37.550942,126.913787
139,월세,400,"5,000",66,1/24,남동향,37.545622,126.948784
140,월세,"1,100","1억 2,000",401,B1/37,남향,37.540049,126.945477
141,월세,150,"5,000",40,2/5,남서향,37.547008,126.951963
142,월세,"1,100","1억 2,000",401,B1/37,남향,37.540049,126.945477
143,월세,270,"5,000",29,B1/40,동향,37.544935,126.9506
144,월세,"4,000",6억,520,1/4,서향,37.554924,126.923711
145,매매,0,10억,125,2/9,남서향,37.554769,126.955698
146,월세,340,"5,000",84,1/3,서향,37.566555,126.917098
147,월세,200,"3,000",34,3/3,서향,37.566555,126.917098
148,월세,120,"2,000",26,1/3,서향,37.566555,126.917098
149,월세,200,"3,000",84,2/3,서향,37.566555,126.917098
150,월세,220,"3,000",45,1/3,동향,37.566555,126.917098
151,월세,200,"3,000",73,2/3,동향,37.566555,126.917098
152,월세,200,"3,000",34,3/3,동향,37.566555,126.917098
153,월세,120,"2,000",21,1/3,동향,37.566555,126.917098
154,월세,190,"2,000",33,1/4,동향,37.558995,126.905164
155,월세,200,"3,000",24,B1/29,남동향,37.545622,126.948784
156,월세,450,"5,000",99,1/8,남서향,37.559928,126.907011
157,월세,350,"4,000",80,2/3,동향,37.562925,126.926168
158,월세,400,1억,63,1/3,남서향,37.553523,126.946294
159,월세,250,"4,000",84,2/4,남서향,37.556745,126.922361
160,월세,400,"5,000",66,1/25,북서향,37.545622,126.948784
161,월세,240,"5,000",30,1/20,남서향,37.545622,126.948784
162,월세,250,"5,000",91,2/3,북향,37.541332,126.944862
163,월세,500,"6,000",132,3/4,동향,37.540993,126.949301
164,월세,60,500,39,B1/5,남동향,37.536834,126.944531
165,월세,300,"3,000",71,2/2,북서향,37.556338,126.906404
166,월세,230,"2,000",43,3/3,동향,37.556338,126.906404
167,월세,75,"1,500",24,2/6,남동향,37.554167,126.929962
168,월세,400,"5,000",56,2/4,남향,37.546377,126.944312
169,월세,130,"2,000",110,2/4,남동향,37.544349,126.936349
170,월세,350,"5,000",274,2/2,남동향,37.544434,126.936204
171,월세,230,"5,000",39,1/1,남서향,37.552979,126.947721
172,월세,400,"5,000",68,1/3,남서향,37.552979,126.947721
173,월세,400,"5,000",68,1/3,서향,37.552979,126.947721
174,월세,330,"5,000",68,1/2,서향,37.552979,126.947721
175,월세,170,"3,000",34,1/2,서향,37.54321,126.93557
176,월세,270,"5,000",71,2/5,남향,37.556248,126.952198
177,월세,300,"5,000",38,1/3,동향,37.54909,126.922828
178,월세,450,"6,000",150,1/1,남향,37.551092,126.934428
179,월세,260,"2,500",92,1/2,남서향,37.546788,126.921964
180,월세,170,"3,000",30,1/2,북향,37.539421,126.953869
181,월세,330,"5,000",68,1/2,남서향,37.552979,126.947721
182,매매,0,"8억 9,000",48,1/3,동향,37.552749,126.952863
183,월세,330,"5,000",72,1/2,남서향,37.552979,126.947721
184,월세,363,"5,000",369,B1/10,남향,37.544028,126.930422
185,월세,400,"4,000",59,1/8,남향,37.543022,126.951193
186,월세,950,1억,127,1/8,동향,37.543022,126.951193
187,월세,"2,800",3억,314,1/20,서향,37.542633,126.950636
188,월세,350,"8,000",95,1/3,남서향,37.541332,126.944862
189,월세,420,"5,000",56,1/4,남향,37.546377,126.944312
190,월세,400,"5,000",66,B1/21,북서향,37.545622,126.948784
191,월세,140,"2,000",47,2/3,남동향,37.577737,126.895435
192,월세,100,"2,000",43,B1/2,남동향,37.546515,126.960203
193,월세,300,"5,000",81,1/2,남동향,37.546515,126.960203
194,월세,220,"4,000",36,1/1,북서향,37.551092,126.934428
195,월세,250,"3,000",31,1/5,남향,37.543398,126.944178
196,월세,150,"3,000",149,B1/6,,37.55018,126.955506
197,월세,120,"3,000",26,1/3,동향,37.556289,126.927343
198,월세,500,1억,150,4/4,동향,37.550216,126.919452
199,월세,600,"8,000",109,1/5,남향,37.553452,126.925292
200,월세,280,"5,000",71,1/2,남서향,37.552979,126.947721
201,매매,0,"8억 1,000",32,B1/37,북동향,37.550942,126.913787
202,월세,290,"5,000",49,B1/37,남서향,37.549999,126.912199
203,월세,280,"5,000",71,1/2,,37.552979,126.947721
204,월세,750,1억,81,B1/4,남서향,37.56162,126.925672
205,매매,0,10억,54,1/2,남동향,37.550942,126.913787
206,월세,380,"4,500",49,B1/3,남서향,37.56162,126.925672
207,월세,300,"3,600",36,1/3,남서향,37.56162,126.925672
208,월세,230,"5,000",39,1/1,남동향,37.553523,126.946294
209,월세,200,"3,000",30,3/4,남향,37.562183,126.924832
210,월세,380,"6,000",80,1/4,남향,37.552297,126.920209
211,월세,280,"5,000",71,1/2,서향,37.552979,126.947721
212,월세,"1,000",1억,167,1/4,서향,37.551004,126.923452
213,월세,230,"2,500",49,1/6,북향,37.552975,126.916885
214,매매,0,"4억 8,000",49,B1/35,남향,37.550942,126.913787
215,월세,240,"5,000",132,B1/5,북향,37.555178,126.938552
216,월세,280,"5,000",71,1/1,서향,37.552979,126.947721
217,월세,550,"6,000",177,2/4,북향,37.54866,126.943044
218,월세,"1,100","1억 2,000",401,B1/37,남향,37.540049,126.945477
219,월세,150,"3,000",51,1/5,북향,37.554366,126.902884
220,월세,360,"5,000",142,2/5,남향,37.54906,126.916351
221,월세,150,"2,500",23,B1/2,남동향,37.555043,126.924144
222,월세,70,"1,000",38,1/3,남서향,37.546509,126.945664
223,월세,450,"6,000",81,1/1,서향,37.551092,126.934428
224,월세,400,"5,000",90,2/17,남동향,37.540352,126.947739
225,월세,220,"3,000",31,B1/36,북서향,37.540049,126.945477
226,월세,250,"3,000",65,1/5,남서향,37.553339,126.907435
227,월세,120,"2,000",29,B1/4,동향,37.551812,126.905093
228,매매,0,2억,28,B1/20,남서향,37.548792,126.910509
229,매매,0,"4억 8,000",49,B1/35,남서향,37.550942,126.913787
230,월세,230,"5,000",36,1/1,서향,37.553523,126.946294
231,월세,400,"5,000",56,2/4,남서향,37.546377,126.944312
232,월세,750,"2억 6,000",578,B1/15,서향,37.539047,126.944284
233,월세,250,"3,000",46,1/5,북동향,37.555371,126.930322
234,월세,"2,800",3억,314,1/19,북서향,37.542633,126.950636
235,월세,450,"5,000",194,2/2,남향,37.539023,126.947688
236,월세,950,"8,000",231,2/7,서향,37.577864,126.895075
237,월세,180,"3,000",95,1/2,,37.547084,126.946944
238,월세,700,2억,41,1/1,서향,37.545878,126.945336
239,월세,330,"5,000",68,1/2,남서향,37.552979,126.947721
240,월세,180,"5,000",13,1/3,남향,37.539094,126.951147
241,매매,0,8억,24,B1/22,,37.545622,126.948784
242,월세,350,"6,000",76,2/5,북동향,37.549528,126.909927
243,월세,500,"6,000",132,3/4,남동향,37.540993,126.949301
244,월세,420,"5,000",56,1/4,남서향,37.546377,126.944312
245,월세,180,"2,500",29,2/4,서향,37.562183,126.924832
246,월세,90,"1,000",33,1/3,남서향,37.555772,126.946633
247,월세,150,"3,000",34,B1/3,남향,37.555161,126.929651
248,월세,220,"4,000",56,2/4,북향,37.546506,126.914573
249,월세,260,"3,500",56,2/4,동향,37.554971,126.931065
250,월세,"1,300",2억,315,3/3,남서향,37.543663,126.938569
251,매매,0,"2억 5,000",23,3/3,남동향,37.580275,126.880705
252,월세,200,"3,000",108,2/3,서향,37.55427,126.928685
253,매매,0,"12억 8,000",35,1/20,,37.547818,126.954274
254,월세,300,"5,000",35,1/20,,37.547818,126.954274
255,월세,300,"4,000",81,B1/3,동향,37.559421,126.924576
256,매매,0,"6억 5,000",34,1/6,남동향,37.580289,126.882967
257,월세,220,"4,000",56,2/4,서향,37.546506,126.914573
258,월세,400,"5,000",369,B1/10,남향,37.544028,126.930422
259,월세,280,"2,000",144,5/8,남동향,37.550422,126.960642
260,월세,60,"1,000",26,2/2,남동향,37.549935,126.949996
261,월세,350,"5,000",60,1/3,남향,37.547979,126.921633
262,월세,240,"5,000",30,1/24,동향,37.545622,126.948784
263,월세,190,"2,000",29,1/5,남향,37.54903,126.924044
264,월세,120,"2,000",47,B1/6,서향,37.542239,126.939471
265,월세,260,"3,000",40,2/16,북동향,37.581344,126.888569
266,월세,450,"6,000",264,B1/5,북동향,37.560127,126.902428
267,월세,370,"7,000",150,3/4,북서향,37.550617,126.923619
268,월세,400,"7,000",150,2/4,북서향,37.550617,126.923619
269,월세,170,"3,000",23,B1/36,남향,37.540049,126.945477
270,월세,230,"4,000",77,B1/36,남향,37.540049,126.945477
271,월세,750,"2억 6,000",573,B1/15,동향,37.539047,126.944284
272,월세,500,"1억 3,000",394,B1/15,동향,37.539047,126.944284
273,월세,250,"1억 3,000",178,B1/15,동향,37.539047,126.944284
274,월세,"1,400","1억 4,000",218,2/8,서향,37.543022,126.951193
275,월세,240,"3,000",51,1/1,,37.551092,126.934428
276,월세,350,"5,000",280,B3/7,북향,37.552058,126.912102
277,월세,150,"2,000",33,1/1,북향,37.578119,126.89629
278,월세,500,1억,142,3/9,남향,37.544709,126.954281
279,매매,0,"4억 5,000",21,1/2,북향,37.555561,126.959271
280,월세,120,"2,000",36,1/4,남향,37.568144,126.910901
281,월세,300,"5,000",41,1/5,남서향,37.542316,126.944642
282,월세,650,"1억 5,000",41,1/2,,37.545878,126.945336
283,월세,"1,300","1억 5,000",112,3/18,북서향,37.556084,126.923455
284,월세,120,"2,000",115,B1/1,,37.548312,126.940596
285,월세,120,"2,000",26,1/3,서향,37.566555,126.917098
286,월세,"2,100",2억,640,1/4,서향,37.54866,126.943044
287,월세,"1,010","1억 2,700",142,3/36,동향,37.551057,126.911867
288,월세,540,"6,800",76,3/36,동향,37.551057,126.911867
289,월세,150,"3,000",48,2/5,남향,37.548448,126.941105
290,월세,165,"2,000",70,1/1,서향,37.555381,126.944483
291,월세,450,"6,000",170,1/1,남향,37.551092,126.934428
292,월세,150,"3,000",217,B1/4,남서향,37.56921,126.905817
293,월세,350,1억,184,3/3,동향,37.55503,126.905023
294,월세,260,"3,000",149,3/4,북서향,37.551866,126.922935
295,월세,400,"5,000",172,3/4,북향,37.550216,126.919452
296,월세,390,"5,000",122,1/4,남향,37.551866,126.922935
297,월세,180,"2,500",39,2/3,동향,37.545993,126.922375
298,월세,500,"6,000",132,3/4,,37.540993,126.949301
299,월세,270,"5,000",29,B1/40,동향,37.544935,126.9506
300,월세,240,"3,000",65,2/4,남향,37.548315,126.920852
301,월세,240,"4,000",97,2/5,동향,37.540796,126.944714
302,월세,400,"7,000",73,4/5,서향,37.549083,126.916912
303,월세,350,"5,000",104,1/2,서향,37.565144,126.924761
304,월세,230,"4,000",43,B1/2,남동향,37.550942,126.913787
305,월세,100,"3,000",28,B2/2,북서향,37.555561,126.959271
306,월세,100,"3,000",28,B2/2,북서향,37.555561,126.959271
307,월세,280,"3,000",60,2/2,남서향,37.565254,126.923888
308,매매,0,11억,43,2/29,북서향,37.545622,126.948784
309,월세,110,"1,000",55,3/4,남서향,37.54053,126.942955
310,월세,330,"5,000",50,1/24,,37.545622,126.948784
311,월세,270,"6,000",36,1/7,북향,37.547568,126.921906
312,월세,"2,800",3억,314,1/20,서향,37.542633,126.950636
313,월세,350,"6,000",97,5/11,북서향,37.557202,126.924753
314,월세,220,"3,000",26,1/5,남향,37.561772,126.924972
315,월세,300,"5,000",41,1/10,남향,37.57701,126.896961
316,월세,330,"5,000",72,1/2,서향,37.552979,126.947721
317,월세,60,500,21,1/4,동향,37.54811,126.960436
318,월세,140,"2,000",40,B1/16,남향,37.581344,126.888569
319,월세,270,"5,000",36,1/10,북향,37.54736,126.942426
320,월세,120,"2,000",37,B1/4,남향,37.549379,126.952152
321,월세,"1,400","1억 4,000",218,2/8,북서향,37.543022,126.951193
322,월세,230,"3,000",65,1/5,남서향,37.553339,126.907435
323,월세,150,"2,000",32,1/5,,37.559822,126.904557
324,매매,0,"2억 6,000",7,1/20,동향,37.541339,126.948989
325,월세,110,"2,000",49,2/3,남동향,37.57736,126.896549
326,월세,180,"3,000",34,B1/2,남서향,37.550942,126.913787
327,월세,95,"1,000",25,B1/17,남서향,37.551335,126.956177
328,월세,150,"3,000",35,B1/3,남향,37.555161,126.929651
329,월세,220,"3,000",26,1/5,남향,37.561772,126.924972
330,월세,210,"2,000",66,3/5,남동향,37.556357,126.904631
331,월세,290,"2,000",59,4/5,남동향,37.556357,126.904631
332,월세,270,"3,000",101,1/5,남동향,37.55625,126.915662
333,월세,650,1억,131,2/5,남서향,37.540287,126.943421
334,월세,"1,400","2억 5,000",228,1/3,북서향,37.552836,126.924711
335,월세,700,1억,115,1/3,북서향,37.552836,126.924711
336,월세,330,"5,000",72,1/1,서향,37.552979,126.947721
337,월세,280,"3,000",60,2/2,남서향,37.565254,126.923888
338,월세,650,1억,148,1/7,북동향,37.554924,126.928558
339,월세,300,"4,000",170,3/5,북향,37.55113,126.922637
340,월세,470,"4,000",99,1/5,북향,37.55113,126.922637
341,월세,200,"2,500",56,2/3,북동향,37.548403,126.921776
342,월세,"3,400",4억,972,1/4,서향,37.54866,126.943044
343,월세,750,"1억 5,000",280,3/5,남향,37.552379,126.920482
344,월세,100,"1,000",70,B1/5,동향,37.556653,126.953145
345,월세,270,"3,000",125,B1/6,남향,37.547934,126.923575
346,월세,350,"5,000",109,1/6,남동향,37.544892,126.934407
347,월세,350,"5,000",101,1/6,,37.544892,126.934407
348,월세,170,"2,000",32,B1/5,남향,37.54903,126.924044
349,월세,200,"3,000",83,2/2,,37.550341,126.93199
350,월세,130,"2,500",45,1/2,동향,37.546083,126.93954
351,월세,190,"3,000",27,1/1,북서향,37.556182,126.940905
352,월세,450,"5,000",71,1/12,남동향,37.552537,126.912451
353,월세,174,"2,320",115,B1/6,서향,37.54682,126.944957
354,월세,130,"3,000",23,1/20,,37.541339,126.948989
355,월세,"1,200",3억,262,B1/15,남향,37.545398,126.925338
356,월세,600,2억,151,1/15,남향,37.545398,126.925338
357,월세,120,"3,000",29,2/4,남서향,37.555418,126.928335
358,월세,450,"6,000",170,1/1,서향,37.551092,126.934428
359,월세,270,"5,000",71,2/5,,37.556248,126.952198
360,월세,160,"2,000",50,1/5,남서향,37.557239,126.928113
361,월세,65,"1,000",24,1/3,북동향,37.555652,126.904742
362,월세,300,"3,000",154,2/4,북향,37.577464,126.893779
363,월세,"1,200","1억 5,000",325,B1/4,남서향,37.564671,126.923448
364,월세,220,"3,000",49,1/5,동향,37.55329,126.907773
365,월세,150,"3,000",48,2/5,남향,37.548448,126.941105
366,월세,250,"2,000",89,2/4,,37.554174,126.945567
367,월세,150,"2,000",30,2/11,북향,37.556957,126.952839
368,월세,240,"5,000",132,B1/5,북향,37.555178,126.938552
369,월세,240,"3,000",87,1/5,남서향,37.549872,126.944141
370,월세,180,"3,000",34,B1/2,남향,37.550942,126.913787
371,월세,280,"5,000",33,1/1,,37.552979,126.947721
372,월세,220,"3,000",53,3/5,남향,37.548959,126.916815
373,월세,230,"5,000",30,1/20,동향,37.545114,126.949567
374,월세,280,"3,000",26,1/7,남동향,37.553732,126.924526
375,월세,600,"8,000",85,1/5,남동향,37.553452,126.925292
376,월세,450,"5,000",112,1/3,남향,37.551725,126.920831
377,월세,380,"4,800",108,B1/5,남서향,37.548959,126.916815
378,월세,350,"4,000",99,8/8,남서향,37.559928,126.907011
379,월세,350,"4,000",99,2/8,남서향,37.559928,126.907011
380,월세,450,"5,000",99,1/8,남서향,37.559928,126.907011
381,월세,150,"2,000",40,1/4,남동향,37.558509,126.924572
382,월세,"1,000",1억,228,1/3,남향,37.551725,126.920831
383,월세,550,"5,000",116,B1/3,남향,37.551725,126.920831
384,월세,300,"3,000",67,3/3,북동향,37.562925,126.926168
385,월세,400,"5,000",76,1/5,동향,37.56661,126.918006
386,월세,290,"3,500",66,2/4,북동향,37.554971,126.931065
387,월세,300,"6,000",67,1/4,북향,37.552886,126.923739
388,월세,250,"3,000",72,1/4,북서향,37.548654,126.92167
389,월세,"1,100","1억 2,000",401,B1/37,서향,37.540049,126.945477
390,월세,190,"3,500",46,1/5,남향,37.561109,126.920106
391,월세,190,"3,000",31,1/5,남동향,37.553572,126.903329
392,매매,0,"5억 5,000",75,1/17,북서향,37.564502,126.910259
393,월세,"4,500",5억,555,1/5,남서향,37.556124,126.925614
394,월세,150,"3,000",33,B1/3,서향,37.555161,126.929651
395,월세,450,"5,000",62,1/12,남서향,37.55256,126.912537
396,월세,"2,753","2억 7,538",286,1/20,북서향,37.541918,126.949799
397,월세,180,"3,000",23,3/3,남서향,37.559272,126.924372
398,월세,100,"1,000",26,1/3,북서향,37.556289,126.927343
399,월세,180,"3,000",23,1/5,남동향,37.555371,126.930322
400,월세,200,"2,000",23,1/5,남동향,37.555371,126.930322
401,매매,0,"5억 2,000",150,B1/7,남서향,37.559364,126.902796
402,월세,250,"3,000",72,1/4,북서향,37.548654,126.92167
403,매매,0,"13억 5,000",26,1/20,서향,37.541339,126.948989
404,월세,170,"3,000",23,B1/36,남향,37.540049,126.945477
405,매매,0,11억,43,2/29,,37.545622,126.948784
406,월세,300,"5,000",103,1/18,서향,37.537911,126.944434
407,월세,270,"7,000",37,B1/1,동향,37.574308,126.896157
408,월세,160,"2,000",40,1/1,서향,37.550029,126.922889
409,월세,"1,000",1억,148,1/4,서향,37.551004,126.923452
410,월세,400,"5,000",70,B1/2,북동향,37.560439,126.924457
411,월세,500,"6,000",68,3/5,북서향,37.560606,126.925817
412,월세,180,"1,500",70,1/4,남동향,37.553067,126.911762
413,월세,140,"1,000",33,1/2,서향,37.546972,126.923128
414,월세,200,"3,000",111,2/3,동향,37.552939,126.906211
415,월세,300,"4,500",75,2/5,남서향,37.556667,126.904789
416,월세,"2,200",3억,734,1/5,남향,37.545333,126.925137
417,월세,270,"3,000",101,1/5,남향,37.55625,126.915662
418,월세,260,"2,500",49,1/6,남향,37.557169,126.927921
419,월세,900,"1억 5,000",274,2/5,남서향,37.556065,126.927563
420,월세,"1,200",2억,198,1/8,북서향,37.55213,126.917916
421,월세,400,"8,000",110,3/4,서향,37.551183,126.922031
422,월세,"1,500","1억 8,000",454,B1/5,남서향,37.550363,126.921974
423,월세,250,"4,000",124,B1/6,남동향,37.551729,126.920984
424,월세,550,"8,000",119,1/1,남서향,37.549285,126.9173
425,월세,180,"2,000",105,B1/4,남동향,37.562716,126.926394
426,월세,300,"4,000",38,5/5,서향,37.560606,126.925817
427,월세,"1,100","1억 5,000",385,2/5,서향,37.549917,126.920016
428,월세,500,"7,000",80,1/1,남서향,37.551811,126.923997
429,월세,350,"5,000",99,B1/3,북서향,37.555082,126.927117
430,월세,250,"3,000",54,3/4,서향,37.56634,126.919972
431,월세,250,"5,000",32,B1/2,동향,37.550942,126.913787
432,월세,"1,100",3억,85,1/2,남서향,37.555984,126.920968
433,월세,130,"1,000",44,B1/2,북서향,37.549134,126.922026
434,월세,500,1억,100,1/4,북동향,37.543139,126.938631
435,월세,371,"8,000",130,1/6,동향,37.549708,126.919447
436,매매,0,3억,27,B1/24,남서향,37.579413,126.890424
437,월세,700,1억,306,3/9,동향,37.552633,126.92139
