name,latitude,longitude,address,review,savecount,visitorreviewscore,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,school_N,dongcode,aver_sales,subway_d,store_N,rest_N,day_pop,night_pop
장꼬방,37.4983656,127.0237366,서울 서초구 강남대로61길 27,"1,020","7,000",4.45,7906,48,0,39,6,1,6,2120189,44883635.7075,392.5832055129019,97,65,681735.8,531999.19
시그니처랩 반포점,37.5045735,127.0061311,서울 서초구 신반포로 194 서울고속버스터미널 경부영동선 1층 승차홈 1번,"1,756","3,000",4.62,6537,16,41,26,8,1,0,2130299,38853853.23529412,108.05298626081414,41,27,681735.8,531999.19
하프커피 파미에스테이션점,37.5032859,127.004939,서울 서초구 사평대로 205 센트럴시티 파미에스테이션 2층 FP212호,"5,700","11,000",4.5,6537,19,41,25,7,1,0,2120167,50628679.46875,169.47278910666563,39,25,681735.8,531999.19
태양커피,37.4794454,126.9826833,서울 서초구 방배천로 32 송암빌딩 1층,543,"14,000",4.59,1095,24,188,64,7,1,4,2130274,231194935.0952381,335.9342743248085,151,105,681735.8,531999.19
프릳츠 양재점,37.4853569,127.0322383,서울 서초구 강남대로37길 24-11,"4,077","26,000",4.5,2415,30,1,13,7,1,8,2120179,20831863.30656934,250.34227000737775,24,16,681735.8,531999.19
거북이,37.4802043,126.9833927,서울 서초구 방배천로4안길 48 1층,228,"10,000",4.61,926,20,200,58,6,1,4,2110905,50000000.0,435.4682816278212,139,97,681735.8,531999.19
공미학,37.4887001,127.012415,서울 서초구 서초대로48길 101 그룹메가타워 1F,"1,644","13,000",4.4,1889,27,26,25,4,0,4,2110928,665508.0,528.177682797982,57,26,681735.8,531999.19
kuun,37.5064027,127.022479,서울 서초구 강남대로83길 18 104호,60,300,,1381,19,3,21,6,1,2,2120177,20463120.8,303.4866839241417,51,34,681735.8,531999.19
오쎄,37.479445,126.9835591,서울 서초구 방배천로4안길 32 103~203호,882,"7,000",4.61,926,25,187,57,7,1,2,2120163,3529162.0,363.8844749059211,136,95,681735.8,531999.19
잔상,37.4721358,127.0407532,서울 서초구 언남1길 3,174,"2,000",4.93,7288,20,6,20,6,1,6,2110940,9503001.666666666,312.39626469778824,20,7,681735.8,531999.19
스타벅스 서울웨이브아트센터점,37.518807,127.00704,서울 서초구 잠원로 145-35,"2,191","24,000",4.45,565,2,0,1,2,0,2,2110927,3677229.6666666665,766.9313354221886,1,1,681735.8,531999.19
생각이나서,37.4770621,126.9854602,서울 서초구 청두곶길 4 1층,129,900,,1749,31,98,40,5,1,4,2120163,3529162.0,338.3535753796136,93,62,681735.8,531999.19
누볼라,37.4943933,127.0277115,서울 서초구 강남대로53길 12 솔라티움시티 3층 307호,28,"1,000",,9575,38,1,25,4,1,6,2120189,44883635.7075,309.8896855987456,67,37,681735.8,531999.19
타르타르 강남역점,37.4989021,127.0255752,서울 서초구 강남대로61길 13,642,"5,000",,1243,47,0,59,5,1,4,2120189,44883635.7075,282.64858124875724,136,89,681735.8,531999.19
비푸스,37.502667,127.0230356,서울 서초구 서운로26길 11 1층,75,"1,000",,1759,37,2,50,8,1,4,2120187,28000951.298245613,279.27354909401777,109,75,681735.8,531999.19
교대플랫다이닝카페,37.4929659,127.0153077,서울 서초구 서초중앙로22길 22-7,"1,036","3,000",4.72,5879,27,2,25,3,1,2,2120173,19655228.49222798,119.27141297516062,50,28,681735.8,531999.19
화이트리에,37.5073916,127.007896,서울 서초구 신반포로 219 1층 1호,"1,271","3,000",4.48,3715,19,39,21,6,2,6,2130300,,349.0545515421692,30,15,681735.8,531999.19
메종엠오,37.4893305,126.9941173,서울 서초구 방배로26길 22 1층 코너,959,"22,000",4.54,545,27,2,27,4,1,0,2120164,29038882.303370785,197.74518715877716,40,18,681735.8,531999.19
쓰리버즈 센트럴시티점,37.5051329,127.009629,서울 서초구 사평대로 205 쓰리버즈,576,"6,000",4.33,6537,21,41,16,6,2,4,2130299,38853853.23529412,385.8733899831964,30,19,681735.8,531999.19
카페 노티드 서래,37.4912953,126.9934709,서울 서초구 방배로32길 30-9 101호,"3,429","14,000",4.43,580,25,1,25,5,1,0,2110919,,408.9145394201993,43,21,681735.8,531999.19
카페 노티드 강남 카카오,37.5008052,127.0257918,서울 서초구 강남대로 429,"7,196","9,000",4.53,1504,42,1,67,7,2,4,2110954,128207013.75,426.6527250110456,146,97,681735.8,531999.19
루엘드파리,37.4840594,127.0173499,서울 서초구 서초중앙로 18 서초쌍용플래티넘 112호,"3,625","41,000",4.49,11103,28,0,11,4,1,2,2120175,17033856.711340208,147.4311094816851,25,10,681735.8,531999.19
10월 19일,37.4811896,127.0106047,서울 서초구 반포대로3길 31 101호,127,"13,000",,5078,25,0,12,4,0,2,2120171,29243434.5,650.8003376247223,22,12,681735.8,531999.19
쿄 베이커리 X 카페더인피닛,37.5035232,127.0237556,서울 서초구 사평대로58길 6,"1,581","6,000",4.44,1504,38,2,50,6,1,0,2120187,28000951.298245613,165.9004246185081,114,77,681735.8,531999.19
던킨 라이브 강남,37.4960842,127.0281406,서울 서초구 강남대로 373 홍우빌딩 1층,"5,082","4,000",4.46,3486,37,1,35,5,1,4,2120189,44883635.7075,122.76025260385003,96,60,681735.8,531999.19
비파티세리 센트럴시티점,37.5038768,127.0049583,서울 서초구 신반포로 176 신세계 센트럴시티 1층 116호,"2,158","2,000",4.46,6537,22,40,26,8,1,0,2120167,50628679.46875,103.77602551085798,40,26,681735.8,531999.19
카페 토다,37.4675311,127.0226535,서울 서초구 성촌6길 39,"1,432","12,000",4.47,1918,13,0,3,1,0,4,2110931,25792031.580645163,1418.7751510229589,3,1,681735.8,531999.19
카페마마스 강남역점,37.4960673,127.0254658,서울 서초구 서운로 138 서초동아타워 1F,"1,784","6,000",4.42,12987,44,0,36,6,1,6,2120189,44883635.7075,249.55550492288685,84,51,681735.8,531999.19
헬무트커피,37.4799984,126.9828934,서울 서초구 방배천로6길 3-10 헬무트커피,595,"13,000",4.45,1095,18,200,59,6,1,4,2130274,231194935.0952381,400.138808014165,144,101,681735.8,531999.19
밤부 베이커리&브루잉 서래,37.4931788,126.990916,서울 서초구 동광로 77,637,"7,000",4.42,766,27,33,16,4,0,2,2110912,51520578.277777776,659.4213604548812,30,15,681735.8,531999.19
쿠오레에스프레소,37.4879004,127.0320099,서울 서초구 강남대로 275 강남 MAIN TOWER,746,"9,000",4.67,2966,28,1,14,6,1,6,2110960,,477.1522975670183,27,15,681735.8,531999.19
태양커피,37.4901729,126.9929332,서울 서초구 서초대로25길 55 1층,871,"32,000",4.56,1068,30,1,27,4,1,0,2110914,,288.66132115572185,43,21,681735.8,531999.19
포비 강남,37.5029494,127.0044067,서울 서초구 사평대로 205 센트럴시티 파미에스테이션 1층 106호,"2,950","3,000",4.47,6537,20,0,23,7,1,0,2120167,50628679.46875,212.22951979181957,37,24,681735.8,531999.19
오우아,37.4794871,126.9828726,서울 서초구 방배천로6길 3-4 1층,625,"15,000",4.36,1095,25,188,62,7,1,4,2130274,231194935.0952381,345.1112411865245,146,102,681735.8,531999.19
더플라잉팬레드,37.4981017,127.0258448,서울 서초구 서초대로 411 지티타워 지하1층,767,"11,000",4.37,1243,47,0,45,5,1,6,2120189,44883635.7075,210.5426979555174,114,75,681735.8,531999.19
챱챱케이크,37.4915323,127.0142896,서울 서초구 서초중앙로 110 104호,102,"5,000",,4077,27,3,31,2,1,2,2120173,19655228.49222798,210.1621193592757,59,31,681735.8,531999.19
프리퍼,37.4820737,127.0114945,서울 서초구 반포대로5길 4 성원빌딩 1층,502,"7,000",4.53,13416,27,0,12,5,0,4,2120171,29243434.5,527.6406698707407,22,12,681735.8,531999.19
몬탁,37.4883312,126.9969986,서울 서초구 서초대로32길 8 1층,101,"8,000",,545,19,1,24,4,1,2,2120164,29038882.303370785,317.5991140527538,38,19,681735.8,531999.19
카페 멜리떼,37.4913818,127.0143297,"서울 서초구 서초중앙로 108 1층, 2층",190,"1,000",,4077,26,3,31,2,1,2,2120173,19655228.49222798,227.1526338189115,59,30,681735.8,531999.19
참새방앗간,37.4809666,126.9834186,서울 서초구 방배천로4안길 66 1층,332,"4,000",4.79,1071,19,200,58,6,0,4,2110905,50000000.0,516.5020937024668,143,100,681735.8,531999.19
빽다방 신사사거리점,37.5158042,127.0192293,서울 서초구 강남대로 605 휴먼타워 1층,"3,171","2,000",4.47,3232,13,8,24,5,1,0,2120178,18636748.65,97.77020549903214,55,32,681735.8,531999.19
밀도 강남역점,37.499878,127.0263321,서울 서초구 강남대로 419 무인양품 1층 내 밀도,70,"4,000",4.64,809,43,1,72,5,1,4,2120189,44883635.7075,331.82553014499666,152,100,681735.8,531999.19
푸슈,37.487857,126.9918042,서울 서초구 서초대로19길 10-11 1층,453,"5,000",4.95,1721,29,2,28,6,1,2,2110914,,153.09421696275962,43,18,681735.8,531999.19
파티시안,37.4894524,126.9933941,서울 서초구 서초대로25길 37,476,"2,000",4.82,1068,31,2,29,5,1,0,2120164,29038882.303370785,204.2458459296056,44,21,681735.8,531999.19
플랫 오,37.476545,127.0401514,서울 서초구 양재천로 103-1 1층 (서울특별시 서초구 양재동 97-5 1층),96,"7,000",,1136,25,1,20,5,0,0,2120181,12088743.94117647,741.1353868056925,21,7,681735.8,531999.19
서래케이크,37.4986392,126.9974098,서울 서초구 서래로7길 15,62,"2,000",,4648,19,3,17,3,0,10,2120165,35367164.69565217,546.9604869756583,29,13,681735.8,531999.19
수프링,37.4792883,126.9833628,서울 서초구 방배천로4안길 26 1층,183,"2,000",4.64,503,25,181,61,7,1,2,2130274,231194935.0952381,340.57408591424627,147,102,681735.8,531999.19
캐틀앤비 양재점,37.4788818,127.0420836,서울 서초구 양재천로 131 1층,"3,401","13,000",,1065,24,24,14,6,0,0,2120183,4997543.19047619,880.4644402320117,18,7,681735.8,531999.19
율목커피,37.4804317,126.9841042,서울 서초구 방배천로8길 26 율목커피,72,500,,1548,25,199,51,4,1,2,2110905,50000000.0,483.5263197896872,125,86,681735.8,531999.19
라바트리,37.4894862,126.994078,서울 서초구 서초대로27길 33 지하 1층,282,"2,000",4.7,545,27,2,28,4,1,0,2120164,29038882.303370785,213.6322323047708,43,21,681735.8,531999.19
포용 그릭 요거트,37.4750183,126.9821689,서울 서초구 과천대로 946 상가동 1층 8호,444,500,,1000,27,69,38,7,1,2,2120160,19067511.342592597,173.43276532486294,97,66,681735.8,531999.19
심재,37.4682477,127.0429469,서울 서초구 동산로2길 40,573,"7,000",4.38,907,20,5,9,6,1,6,2120182,25808544.67924528,445.6236309538229,11,6,681735.8,531999.19
MAILLET,37.4990083,126.9976042,서울 서초구 사평대로22길 14,"1,206","27,000",4.27,4648,19,3,18,3,0,10,2120165,35367164.69565217,511.9045348554671,29,12,681735.8,531999.19
소울브레드,37.4713585,127.0242925,서울 서초구 바우뫼로7길 27 동양고속아파트 동양상가 201호,444,"16,000",4.61,384,7,0,2,2,0,2,2110934,12715983.363636363,1255.5872280358967,2,1,681735.8,531999.19
스타벅스 파미에파크R점,37.5030521,127.004362,서울 서초구 사평대로 205,"4,982","6,000",4.47,6537,20,0,23,7,1,0,2120167,50628679.46875,202.0771094181212,37,24,681735.8,531999.19
곤트란쉐리에 강남역점,37.5005084,127.0259253,서울 서초구 강남대로65길 1,748,"1,000",,809,41,1,69,7,2,4,2110954,128207013.75,410.5348032590984,147,97,681735.8,531999.19
토다 서초,37.4854099,127.0124897,서울 서초구 반포대로14길 26 드림타워 1층,753,"3,000",4.55,4691,33,0,22,4,1,2,2120172,15487229.586206896,329.375848088442,40,16,681735.8,531999.19
세컨브레스,37.4760738,127.0397954,"서울 서초구 양재천로 95-2 태영빌딩 1층, 세컨브레스",335,"7,000",4.56,1136,22,2,20,5,0,0,2120181,12088743.94117647,683.6798550665399,22,8,681735.8,531999.19
37.5 청계산점,37.4450365,127.0579402,서울 서초구 청계산로 229-4,456,"1,000",4.41,298,3,2,3,2,1,0,2110946,15958090.0,314.3927595774061,5,2,681735.8,531999.19
어보브 더 힐,37.4870806,126.9890974,서울 서초구 방배중앙로13길 2 1층,49,200,,5944,27,2,18,6,1,6,2110910,264315.3333333333,394.1529747909422,28,9,681735.8,531999.19
누아주 베이커리,37.4918157,126.9895995,서울 서초구 방배로33길 20 1층,131,700,,597,24,33,20,5,0,0,2110912,51520578.277777776,580.5943395018153,35,20,681735.8,531999.19
카페 아뜰리에,37.4772628,126.985118,서울 서초구 방배천로4길 48 1층,83,"3,000",4.53,519,32,101,42,5,1,4,2120163,3529162.0,313.70977362137893,106,74,681735.8,531999.19
에이리셉션,37.4762371,127.0423842,"서울 서초구 마방로 44-1 1층(양재동, 부광빌딩) 에이리셉션",34,400,,574,21,3,18,6,0,4,2110941,10830934.333333334,774.4899196886886,20,7,681735.8,531999.19
비지엠커피,37.4769616,126.9855202,서울 서초구 방배천로2길 51 1층,218,"7,000",4.8,1749,31,90,40,5,1,4,2120163,3529162.0,341.8209337842967,87,56,681735.8,531999.19
카페드리옹 서래본점,37.4988087,126.9973602,서울 서초구 서래로7길 18 1층 카페드리옹,506,"4,000",,4648,19,3,17,3,0,10,2120165,35367164.69565217,527.6135458401029,28,12,681735.8,531999.19
담장옆에국화꽃 파미에점,37.5032832,127.0042116,서울 서초구 사평대로 205 센트럴시티 파미에스테이션 2층,"1,651","3,000",4.5,6537,20,0,23,7,1,0,2120167,50628679.46875,181.6187688643676,37,24,681735.8,531999.19
바타드브레드,37.4863238,126.9968221,서울 서초구 방배로20길 33,177,"3,000",4.69,2787,21,12,23,3,1,2,2110922,21617602.33333333,325.5089094803812,34,14,681735.8,531999.19
페이브베이커리 방배본점,37.4893191,126.9936485,서울 서초구 서초대로25길 32,"1,619","9,000",4.44,545,28,2,29,4,1,0,2120164,29038882.303370785,189.5313829442541,43,20,681735.8,531999.19
이하나커피 교대점,37.4914663,127.0147116,서울 서초구 서초중앙로 110 롯데캐슬메디치 1층,254,"1,000",,4077,26,2,29,2,1,2,2120173,19655228.49222798,223.73615303028188,57,31,681735.8,531999.19
37.5 서래마을점,37.4988768,126.9974924,서울 서초구 서래로7길 16 민트빌딩 2층,"1,178","5,000",,4648,19,3,17,3,0,10,2120165,35367164.69565217,523.2258366361774,28,12,681735.8,531999.19
사푼사푼 강남역점,37.494441,127.0288884,서울 서초구 강남대로 355 삼성화재서초사옥,676,"1,000",4.36,2849,39,1,25,6,1,6,2120189,44883635.7075,315.64108223236474,61,32,681735.8,531999.19
룰커피,37.4823985,127.0111316,서울 서초구 반포대로7길 16 청목빌딩 1층,323,"4,000",4.76,21654,25,0,12,4,0,4,2120171,29243434.5,532.5911051372373,22,12,681735.8,531999.19
카페 앙떼띠 팝업스토어,37.4990807,126.9989978,서울 서초구 사평대로26길 24 1층 카페 앙떼띠 팝업스토어,437,"5,000",4.51,6024,21,3,17,5,0,4,2120165,35367164.69565217,552.9527459895467,29,13,681735.8,531999.19
밀갸또,37.4931316,127.0181451,서울 서초구 서초대로58길 37,361,"8,000",4.47,3830,30,2,26,5,1,2,2120173,19655228.49222798,360.02497399909504,38,15,681735.8,531999.19
르뺑아쎄르,37.496677,126.9980988,서울 서초구 서래로 17,626,"3,000",4.54,1462,17,3,18,2,0,2,2120165,35367164.69565217,773.3844145062718,30,13,681735.8,531999.19
모짜르트502,37.4785361,127.0107423,서울 서초구 남부순환로 2406 (예술의전당 내),"1,775","3,000",4.31,426,17,0,5,3,0,2,2110926,6134934.583333333,865.8359797400527,11,7,681735.8,531999.19
카페 보아즈,37.4742049,127.0357921,서울 서초구 양재천로 53,"1,134","6,000",4.32,3719,16,2,12,5,0,2,2110938,14467208.576923076,519.6290986763611,12,5,681735.8,531999.19
아르고보니,37.5141406,127.0180127,서울 서초구 나루터로12길 27 1층,73,500,,7656,19,8,12,4,2,0,2120174,,306.32181818740685,35,21,681735.8,531999.19
젤라띠젤라띠,37.5032191,127.004523,서울 서초구 신반포로 176 센트럴시티 파미에 스테이션 1층,266,"1,000",4.48,6537,20,7,25,7,1,0,2120167,50628679.46875,180.73831513231823,39,25,681735.8,531999.19
오병호 베이커리 카페,37.486356,127.0152153,서울 서초구 서초중앙로 51 서초신성미소시티,769,600,4.32,1889,30,0,14,4,1,2,2120172,15487229.586206896,172.28477365473483,30,11,681735.8,531999.19
카몽,37.4911748,127.0089285,서울 서초구 서초대로42길 17 1층,"1,010","6,000",4.6,2610,21,26,19,3,1,2,2120169,24532006.47311828,120.05402831133532,43,22,681735.8,531999.19
카페로비,37.4885356,127.0127816,서울 서초구 반포대로20길 53 1층,222,"7,000",4.33,1889,25,26,25,4,1,2,2120172,15487229.586206896,493.7735167358175,57,25,681735.8,531999.19
딥다이브,37.4824731,126.9849175,서울 서초구 방배천로18길 36-5 1층,191,"3,000",4.35,939,19,159,42,7,1,4,2110905,50000000.0,494.33046548942735,94,62,681735.8,531999.19
김영모과자점 서초본점,37.4890151,127.0277225,서울 서초구 효령로 403 서초그랑몰 102호,128,400,,13257,31,0,10,8,0,2,2120192,30913304.470238097,815.2143265139058,29,14,681735.8,531999.19
언니가 숨겨놓은 과자상자,37.4804559,126.984646,서울 서초구 방배천로8길 36 1층,557,"7,000",4.63,1548,27,199,44,4,0,4,2110905,50000000.0,508.7613071710976,115,83,681735.8,531999.19
올웨이즈온,37.4790147,126.9838624,서울 서초구 방배천로2안길 45 1층,499,"1,000",4.64,503,30,164,57,6,1,2,2120163,3529162.0,336.5297673062611,138,94,681735.8,531999.19
아펜즈커피 서초교대점,37.492466,127.0136978,"서울 서초구 서초중앙로 119 1, 2층 아펜즈 커피",307,"1,000",4.53,5993,23,3,31,3,1,2,2120173,19655228.49222798,110.78069233608493,58,33,681735.8,531999.19
앙띠크,37.4922043,127.014823,서울 서초구 서초중앙로20길 14 1층 앙띠크,369,"3,000",4.43,6085,27,2,29,2,1,2,2120173,19655228.49222798,149.73507804126533,56,32,681735.8,531999.19
플레인,37.4891466,127.0082897,서울 서초구 반포대로23길 6 효진빌딩 1층,864,"1,000",4.43,10157,22,26,13,3,1,4,2120169,24532006.47311828,307.5936239251891,32,17,681735.8,531999.19
베키아에누보 강남점,37.5049856,127.0031828,서울 서초구 신반포로 176 신세계백화점 강남점 1M 메짜닌층,555,"1,000",4.39,6537,19,0,24,7,1,0,2120167,50628679.46875,156.49227546035337,39,26,681735.8,531999.19
리요리요커피,37.4828082,126.9836324,서울 서초구 방배천로18길 11 아르떼상가 B동 104호 리요리요커피,163,"3,000",4.94,3506,25,159,50,8,1,4,2110904,28825781.25,410.6130856506078,118,83,681735.8,531999.19
베이크샵 피봇,37.4863595,126.9939048,서울 서초구 방배로23길 5 1층,147,"7,000",4.49,2787,29,7,28,5,1,2,2110916,8652005.166666666,144.14566287973685,42,17,681735.8,531999.19
김영모과자점 서초동성당점,37.4938045,127.0213064,서울 서초구 서초대로64길 41-4,"1,595","5,000",4.44,4517,31,1,15,6,0,4,2110930,4354048.666666667,639.0152123343756,20,7,681735.8,531999.19
이흥용과자점 신세계백화점 강남점,37.5052244,127.0039184,서울 서초구 신반포로 176 신세계백화점 B1층,770,"2,000",4.44,6537,21,0,24,8,1,0,2120167,50628679.46875,101.44964829346534,39,26,681735.8,531999.19
파스쿠찌 에스프레소 바 양재,37.4846361,127.0372867,서울 서초구 남부순환로 2620 (양재동) 1층,"1,083","1,000",4.55,5120,25,1,8,9,1,6,2130301,,240.55527920606465,17,14,681735.8,531999.19
생각이나서,37.478519,126.9838485,서울 서초구 방배천로2안길 33 1층,224,"1,000",4.29,503,29,145,58,6,1,2,2120163,3529162.0,292.17005782931705,139,96,681735.8,531999.19
고스트요거트 교대본점,37.4925136,127.0163068,서울 서초구 서초중앙로20길 37 1층 고스트요거트,"1,432","3,000",4.88,5879,31,2,28,3,1,2,2120173,19655228.49222798,220.55129235350995,51,27,681735.8,531999.19
아티장베이커스 서래점,37.4982471,126.998173,서울 서초구 서래로 35,525,"3,000",,5574,17,3,17,3,0,4,2120165,35367164.69565217,607.9010033403821,29,13,681735.8,531999.19
오리에,37.489023,126.9943839,서울 서초구 서초대로27길 21 1층,199,"12,000",4.57,545,23,2,26,4,1,0,2120164,29038882.303370785,174.1032531616385,39,18,681735.8,531999.19
미쁘다제빵소,37.4779981,127.0004818,서울 서초구 방배로4길 6 1층 미쁘다,251,200,4.46,1989,24,0,4,3,1,2,2110923,,458.4012200083757,3,1,681735.8,531999.19
미니말레 커피뢰스터 양재본점,37.4688808,127.0412279,서울 서초구 강남대로10길 32,864,"2,000",4.61,741,14,6,11,7,1,6,2120182,25808544.67924528,278.45734042284164,13,7,681735.8,531999.19
호라이즌 신세계백화점강남점,37.5049164,127.0032163,서울 서초구 신반포로 176 신세계백화점 강남점 3층,90,"2,000",4.57,6537,18,0,24,7,1,0,2120167,50628679.46875,152.7731592695698,39,26,681735.8,531999.19
파리크라상 교대역점,37.4953402,127.0167151,서울 서초구 서초중앙로24길 27 G-five 플라자 1층,"2,817",600,4.38,3830,28,2,27,4,1,0,2120173,19655228.49222798,316.0272326954889,38,16,681735.8,531999.19
fincafe,37.4955978,126.9982636,서울 서초구 서래로 8 1층 fin,261,"4,000",4.51,1462,15,3,18,3,0,2,2110924,25088650.166666668,893.3812553447715,31,14,681735.8,531999.19
크레미엘,37.4757529,127.0391241,"서울 서초구 양재천로21길 3 1층(양재동, 디와이빌딩)",326,"13,000",,1136,19,2,20,5,0,0,2120181,12088743.94117647,640.1594023282737,21,8,681735.8,531999.19
오뗄두스,37.4995471,126.998969,서울 서초구 서래로10길 9 서래빌딩,348,"8,000",4.47,6024,21,3,18,6,0,8,2120165,35367164.69565217,507.0360003691638,29,12,681735.8,531999.19
르떵하피네,37.4828947,127.0079828,서울 서초구 반포대로9길 70 1F,181,"2,000",,3517,26,0,12,3,0,6,2110926,6134934.583333333,761.4300151709069,18,9,681735.8,531999.19
올라하이,37.4794135,126.9836765,서울 서초구 방배천로6길 19 1층,103,"1,000",,926,26,185,56,7,1,2,2120163,3529162.0,365.6328355555472,134,94,681735.8,531999.19
꿈꾸는다락방,37.4777341,126.9852965,서울 서초구 청두곶길 14 두원아파트,97,900,4.32,782,31,101,44,6,1,4,2120163,3529162.0,345.67598513376555,109,76,681735.8,531999.19
커피리브레 신세계백화점 강남점,37.5042704,127.0038875,서울 서초구 신반포로 176 파미에스트리트 지하 1층,"1,262","1,000",4.38,6537,20,0,24,7,1,0,2120167,50628679.46875,110.76590649269475,38,25,681735.8,531999.19
모먼트 모던 이터리,37.489762,126.9939437,서울 서초구 서초대로27길 39 1층 102호,137,"5,000",,545,28,2,28,4,1,0,2110919,,241.4118791960045,43,21,681735.8,531999.19
레프레미스,37.4843971,127.0206493,서울 서초구 남부순환로337길 36 1층,401,"6,000",4.5,3409,21,0,6,3,1,2,2120175,17033856.711340208,399.46914239134,8,3,681735.8,531999.19
엔트런스,37.4924472,127.0190354,서울 서초구 사임당로19길 72-3,179,"4,000",4.69,3692,29,2,23,5,1,2,2110930,4354048.666666667,450.2417256047506,32,11,681735.8,531999.19
미니말레 커피뢰스터 교대점,37.495301,127.0141016,서울 서초구 서초대로51길 15 1층 미니말레 커피뢰스터,384,700,,4187,21,2,25,3,1,0,2120173,19655228.49222798,209.7225791959068,45,26,681735.8,531999.19
토비커피,37.4849676,126.9841785,서울 서초구 방배천로24길 11 1층,478,"1,000",4.63,1523,28,115,47,9,1,6,2110904,28825781.25,240.97686120947017,102,64,681735.8,531999.19
아워헤르츠,37.4931482,127.0178916,서울 서초구 서초대로58길 36 위드타운 1층,121,"1,000",4.59,3692,30,2,26,4,1,2,2120173,19655228.49222798,337.5842099191888,41,18,681735.8,531999.19
로우슬로우,37.4782885,126.9838015,서울 서초구 방배천로2안길 27 2층,233,"6,000",4.49,503,29,140,59,6,1,2,2120160,19067511.342592597,270.4010478184673,142,98,681735.8,531999.19
카페온화 서초점,37.4895173,127.0084077,서울 서초구 반포대로 105,433,"3,000",4.36,10157,21,26,14,3,1,4,2120169,24532006.47311828,268.12920298990605,35,19,681735.8,531999.19
로우어가든,37.5056102,127.0231084,서울 서초구 사평대로57길 28 1층,153,"5,000",4.48,553,28,3,31,6,1,2,2120187,28000951.298245613,205.68024037820533,77,50,681735.8,531999.19
파리크라상 반포서래점,37.4979162,126.9981269,서울 서초구 서래로5길 2 (반포동) 파리크라상 반포서래점,"2,210","1,000",4.41,5574,19,3,17,3,0,4,2120165,35367164.69565217,641.5518007276867,29,13,681735.8,531999.19
김씨부인  한식디저트 카페,37.4990989,126.998772,서울 서초구 사평대로26길 26-6 2층,86,"7,000",3.91,6024,21,3,17,5,0,4,2120165,35367164.69565217,541.6715034879043,29,13,681735.8,531999.19
카페모호,37.4743129,127.0361179,서울 서초구 양재천로7길 1,199,"5,000",4.55,3719,16,2,13,4,0,2,2110938,14467208.576923076,518.4766491020612,13,5,681735.8,531999.19
더카카오,37.4689867,127.041378,서울 서초구 강남대로10길 36 1층,182,200,,741,14,6,11,7,1,6,2120182,25808544.67924528,285.35353110975814,13,7,681735.8,531999.19
비엔,37.5059437,127.0226975,서울 서초구 사평대로57길 39-1 1층,122,"1,000",4.63,1475,25,3,25,6,1,2,2120177,20463120.8,256.5548536639393,55,35,681735.8,531999.19
오오사,37.4962722,126.9845941,서울 서초구 동광로3길 122 107호,65,"1,000",4.79,4088,23,106,5,6,0,4,2120162,72905670.56603773,615.5498023787798,13,4,681735.8,531999.19
파브리끄 양재점,37.4858039,127.03085,서울 서초구 서운로6길 25 1층,223,"2,000",4.46,2415,25,0,13,5,1,6,2120179,20831863.30656934,381.1080980433424,24,15,681735.8,531999.19
아티제 강남점,37.5028092,127.0236709,서울 서초구 서초대로77길 62 강남역 IPARK,830,700,4.41,1371,38,1,53,7,1,4,2120187,28000951.298245613,233.6206472157301,119,83,681735.8,531999.19
카페 사이로,37.4956186,126.9891261,서울 서초구 방배로42길 3 하모니빌딩 1층,214,"1,000",4.45,2022,31,56,9,5,0,2,2110912,51520578.277777776,658.1738443181554,22,9,681735.8,531999.19
모녀당,37.4818358,126.9841947,서울 서초구 방배천로2안길 110 1층,271,"2,000",4.53,907,21,190,48,8,0,2,2110905,50000000.0,529.3581457296533,115,78,681735.8,531999.19
온고지신 센트럴시티점,37.5049856,127.0031828,서울 서초구 신반포로 176 1M층 M4호,82,300,,6537,19,0,24,7,1,0,2120167,50628679.46875,156.49227546035337,39,26,681735.8,531999.19
스타벅스 센트럴시티점,37.504707,127.004459,서울 서초구 신반포로 176,"8,456",400,4.43,6537,21,12,25,8,1,0,2120167,50628679.46875,44.203808682150246,40,27,681735.8,531999.19
먼셀커피 서래마을점,37.4978874,126.9992016,서울 서초구 서래로6길 15,169,"1,000",4.37,6024,19,3,18,3,0,4,2120165,35367164.69565217,679.2158514632127,30,13,681735.8,531999.19
커피앳웍스 양재역점,37.4849676,127.0332038,"서울 서초구 강남대로 241 세원빌딩 내 지상 1,2층","1,207","2,000",4.42,3981,28,1,14,9,1,8,2120179,20831863.30656934,155.5125419803914,26,17,681735.8,531999.19
액트커피,37.4798278,126.9833665,서울 서초구 방배천로4안길 40 1층,140,"2,000",4.51,926,23,200,58,7,1,2,2120163,3529162.0,395.5817755334587,136,94,681735.8,531999.19
김영모과자점 신반포점,37.5030791,126.9954673,서울 서초구 신반포로 100 래미안 퍼스티지 신반포역상가,"2,314","2,000",4.44,6688,14,1,4,8,1,16,2120165,35367164.69565217,55.00189041656629,6,5,681735.8,531999.19
UCL,37.4974391,127.024544,서울 서초구 서초대로 397 1층 104호,408,"3,000",4.58,7906,47,0,39,4,1,6,2120189,44883635.7075,299.8023590588126,98,65,681735.8,531999.19
앨리스프로젝트,37.4770034,127.0403695,서울 서초구 양재천로 107-4 1층 앨리스프로젝트,100,"4,000",,3851,25,1,18,5,0,0,2120181,12088743.94117647,795.0237003620015,20,6,681735.8,531999.19
