name,latitude,longitude,address,review,savecount,visitorreviewscore,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,school_N,dongcode,aver_sales,subway_d,store_N,rest_N,day_pop,night_pop
스타벅스 상봉역점,37.59689,127.08647,서울 중랑구 망우로 307,"4,851",300,4.47,5385,16,91,35,9,1,2,2120069,19950804.842105266,139.63440211550136,88,60,326956.84,377459.22
그리네 모먼트,37.5840267,127.0891207,서울 중랑구 면목로56길 12 1층,262,600,4.55,2094,22,3,42,2,1,4,2110266,1830847.5,352.9147009072177,71,39,326956.84,377459.22
카페이포크,37.5832311,127.0865619,서울 중랑구 면목로51길 23 1층,129,900,4.96,846,24,9,42,3,1,2,2110259,4788066.333333333,309.90916642947707,78,42,326956.84,377459.22
단조,37.5924338,127.076786,서울 중랑구 중랑천로10길 68 3층,264,"1,000",4.7,2535,23,56,28,9,1,4,2130106,12937458.75,282.3592098719363,53,28,326956.84,377459.22
티하우스나니,37.6002654,127.0987635,서울 중랑구 용마산로117길 26 로뎀하이빌 102호,244,"1,000",,1388,30,184,32,6,0,2,2110273,4297607.666666667,609.0903642814981,66,39,326956.84,377459.22
스타벅스 사가정역점,37.5796936,127.0879608,서울 중랑구 면목로 310,"4,913",200,4.46,1038,26,1,38,4,1,2,2120068,23467706.589743588,141.04526618243432,67,39,326956.84,377459.22
설빙 묵동점,37.6148753,127.0755472,서울 중랑구 중랑역로 242 2층,893,~100,4.37,2330,32,73,26,9,1,2,2110248,,347.6035043675302,71,51,326956.84,377459.22
오프아이디어,37.5817752,127.0882338,"서울 중랑구 면목로45길 6 1,2층 오프아이디어",204,300,4.36,838,26,1,47,4,1,2,2120068,23467706.589743588,100.32024951843653,82,44,326956.84,377459.22
문릿,37.5949316,127.0893374,서울 중랑구 봉우재로43길 35,51,100,4.3,5385,18,101,39,11,1,0,2110262,5711013.166666667,411.319177290416,98,64,326956.84,377459.22
카페 포즈,37.61515,127.0760571,"서울 중랑구 동일로 951 1, 2층",713,"1,000",4.51,2330,36,74,28,8,1,2,2110248,,325.6494127525856,76,54,326956.84,377459.22
주노샌드,37.5775302,127.0859941,서울 중랑구 면목로 278 2층 주노샌드,178,500,4.78,4284,23,2,27,6,2,6,2130110,15015906.166666666,433.3786487426802,41,17,326956.84,377459.22
설빙 서울상봉점,37.5935714,127.0756451,서울 중랑구 망우로 204 2층,570,~100,4.29,2535,18,80,26,9,1,2,2110234,,155.26976347056615,53,28,326956.84,377459.22
동부고려제과,37.5985237,127.0951375,서울 중랑구 망우로 388,"1,545",600,4.38,2495,31,194,34,6,1,2,2130115,8804461.3,306.4700595571582,67,40,326956.84,377459.22
아롬오네뜨,37.5947008,127.0739829,서울 중랑구 중랑역로3길 46,44,300,4.97,1591,15,83,18,6,1,0,2110234,,189.467824752786,41,24,326956.84,377459.22
옐로우카멜,37.6112417,127.0770012,서울 중랑구 동일로161길 10 1층,102,700,4.82,504,26,122,25,8,1,2,2110247,7412782.583333333,92.66099493360228,56,39,326956.84,377459.22
프롬해피,37.6002236,127.1011138,서울 중랑구 망우로 443 1층,42,100,4.94,1388,24,136,23,4,0,6,2110273,4297607.666666667,814.3839784339222,45,25,326956.84,377459.22
이프노즈커피,37.6125575,127.0775788,서울 중랑구 동일로 920 1층 102호,205,200,4.67,509,28,108,27,7,1,0,2110247,7412782.583333333,213.9381002371449,64,45,326956.84,377459.22
스타벅스 묵동점,37.615368,127.076633,서울 중랑구 동일로 952,"2,646",200,4.45,2700,38,77,28,8,1,2,2110248,,319.8582981326857,80,58,326956.84,377459.22
POTZ COFFEEBAR,37.5991893,127.0875679,서울 중랑구 상봉중앙로1길 20,101,"1,000",4.92,923,18,28,31,9,2,6,2110257,,384.5459035915463,56,30,326956.84,377459.22
이층커피,37.6023918,127.0790204,서울 중랑구 동일로 805-1 2층 이층커피,210,600,4.47,1183,30,161,20,6,1,10,2110244,7711621.142857143,27.39948008755039,31,15,326956.84,377459.22
컬러그릭,37.5982425,127.0939448,서울 중랑구 망우로 376 1층 3호,42,100,5.0,2495,25,178,35,7,1,2,2110265,,230.87963880179404,74,45,326956.84,377459.22
카페 설렘,37.5844959,127.085442,서울 중랑구 면목로55길 52 1층,101,300,4.59,812,27,9,37,3,2,2,2110258,5342318.5,481.6464992533832,66,36,326956.84,377459.22
달다곰이 엔터식스상봉점,37.5982973,127.0903644,서울 중랑구 망우로 353 엔터식스상봉점 2층,202,~100,4.9,5617,17,121,35,8,1,2,2110265,,194.7316065083253,82,58,326956.84,377459.22
키키,37.5866607,127.0888339,서울 중랑구 면목로66길 11 노도빌딩 1층 102호,5,~100,,887,20,16,28,1,1,4,2110264,4401004.75,243.41634681331635,57,30,326956.84,377459.22
누을,37.5930597,127.0956614,서울 중랑구 상봉로18길 40 1층 누을(nueul),52,200,,1254,25,20,13,3,0,6,2110268,4500000.0,793.8077110768561,31,14,326956.84,377459.22
22번가,37.6055551,127.0966103,서울 중랑구 신내로14길 22 삼영빌딩 4층,101,400,4.38,1694,22,0,19,7,0,10,2110272,25592213.073170733,785.7515525548706,36,11,326956.84,377459.22
해늘당,37.5753123,127.0847308,서울 중랑구 면목로27길 12 1층,101,300,,1825,18,1,15,5,1,6,2110254,17862361.333333332,255.41727979882975,17,7,326956.84,377459.22
카페도치,37.6174635,127.0808538,서울 중랑구 공릉로14길 20-13 1층,30,~100,,2879,32,18,37,9,1,6,2110250,,444.6547537157121,73,47,326956.84,377459.22
지니양과점,37.578538,127.0848294,서울 중랑구 면목로35길 22 1층 지니양과점,174,200,4.82,9382,26,2,31,5,1,6,2130110,15015906.166666666,414.7400010544984,50,24,326956.84,377459.22
스타벅스 중화역점,37.6017375,127.0783289,서울 중랑구 봉화산로 35,"1,560",100,4.37,1207,32,175,21,6,1,6,2110244,7711621.142857143,121.85444052418546,33,16,326956.84,377459.22
단집,37.5782401,127.0867872,서울 중랑구 사가정로54길 69 1층 카페 단집,103,400,4.45,1054,24,1,34,5,1,6,2130110,15015906.166666666,330.5825786565355,54,26,326956.84,377459.22
세컨드고메,37.6131807,127.0768341,서울 중랑구 동일로 927,189,400,4.51,569,29,90,26,8,1,0,2110248,,293.5313313021024,65,47,326956.84,377459.22
기글케이크,37.5951051,127.0878482,서울 중랑구 면목로92다길 10 1층 101호,15,100,4.67,5385,20,95,39,10,1,2,2120069,19950804.842105266,284.77291694927897,99,68,326956.84,377459.22
밀크플리즈,37.6028622,127.0795655,서울 중랑구 동일로 810 3층,498,800,4.88,1062,33,143,22,6,1,10,2110244,7711621.142857143,44.15342486562672,32,15,326956.84,377459.22
슈가버터,37.5993297,127.0952217,서울 중랑구 송림길 5 1층 슈가버터,47,300,,2394,26,187,35,5,1,2,2130115,8804461.3,292.8730433488949,66,39,326956.84,377459.22
디저트아카데미,37.5931937,127.0793266,서울 중랑구 망우로36길 38 베스트엘리시온 1층,193,300,4.67,1453,19,38,30,9,1,2,2110246,17395155.6,341.6663927731649,55,32,326956.84,377459.22
너와나의케이크,37.5898512,127.0884546,서울 중랑구 면목로76길 7 1층,92,200,4.72,1050,25,61,19,5,1,2,2130111,20545022.5,164.44423127908263,51,30,326956.84,377459.22
츄카츄카 케이크,37.5991635,127.0946226,서울 중랑구 망우로55길 46 1층,10,~100,,2495,23,187,35,6,1,4,2110265,,242.8989791000896,67,40,326956.84,377459.22
카페 기러기,37.6133384,127.0788551,서울 중랑구 공릉로2가길 28 1층,122,600,4.67,516,27,79,26,7,1,2,2110248,,316.44691417624574,66,48,326956.84,377459.22
메가커피 양원지구점,37.6094971,127.106247,서울 중랑구 봉화산로 301,169,~100,,169,17,0,8,9,2,9,2110279,,354.1467687679749,8,0,326956.84,377459.22
카페스테어스,37.5919359,127.0785056,서울 중랑구 동일로109길 28 1층 카페스테어스,64,300,4.73,2882,19,35,28,8,1,4,2110246,17395155.6,392.6935191680152,52,27,326956.84,377459.22
빈스로드,37.6029564,127.0865854,서울 중랑구 봉화산로 111,52,800,4.39,2385,15,1,8,0,0,8,2110257,,602.8483916422211,8,2,326956.84,377459.22
디저트39 상봉점,37.598225,127.0918343,서울 중랑구 망우로 353 비주거동 1층 C 101호,683,100,4.6,5617,18,149,37,7,1,2,2110265,,147.480389287975,76,51,326956.84,377459.22
위자드쏘어,37.5967304,127.0949327,서울 중랑구 봉우재로57길 46 1층 상가,125,400,4.64,1229,30,186,36,6,1,4,2130115,8804461.3,411.4150615200279,72,42,326956.84,377459.22
카페솔솔,37.6075922,127.0994071,서울 중랑구 봉화산로56길 20 그린빌 상가 1층 카페솔솔,298,~100,4.47,2791,21,0,17,7,0,2,2130116,1696579.0,677.7318800571848,31,8,326956.84,377459.22
신데렐라롱 중화역점,37.6021542,127.0790235,서울 중랑구 동일로 803 1층,253,100,4.72,1062,30,159,20,6,1,8,2110244,7711621.142857143,48.34492980113274,32,15,326956.84,377459.22
카페 베코,37.5925872,127.0837723,서울 중랑구 봉우재로25길 9 1층,102,100,4.62,4364,20,77,35,10,1,4,2110255,11874641.833333334,434.1646235583722,77,45,326956.84,377459.22
시즌카페,37.5837649,127.0870297,서울 중랑구 사가정로49길 62,289,700,4.59,811,25,9,43,2,1,2,2110259,4788066.333333333,343.7958165078024,82,43,326956.84,377459.22
모나크,37.5996039,127.0965654,서울 중랑구 신내로1길 9 1층 모나크,88,700,4.88,1531,27,194,33,5,1,2,2110273,4297607.666666667,410.2689476691255,68,41,326956.84,377459.22
하기,37.6074524,127.1061556,서울 중랑구 양원역로14가길 14 1층,93,100,,1211,16,0,9,9,1,15,2110279,,181.22881120348023,11,1,326956.84,377459.22
카메리네,37.6080311,127.0972158,서울 중랑구 봉화산로 221 2층 201호 카메리네,9,~100,,3189,21,0,16,8,0,6,2130116,1696579.0,755.7013073705858,30,7,326956.84,377459.22
위드마카롱,37.5811973,127.0866851,서울 중랑구 사가정로49길 6 1층,155,300,4.65,949,24,2,44,5,1,4,2120068,23467706.589743588,161.55187612671176,77,43,326956.84,377459.22
스타벅스 중랑역점,37.5932555,127.0746108,서울 중랑구 망우로30길 3,"4,067",100,4.5,5934,18,65,24,6,1,2,2110234,,227.4202888519912,47,25,326956.84,377459.22
모이카페,37.6037052,127.1016932,서울 중랑구 용마산로125길 108-17 2층,430,300,4.29,1774,28,24,18,8,0,16,2110278,5682692.095238095,634.7162090719949,35,14,326956.84,377459.22
와플대학 면목역 캠퍼스,37.5895979,127.0871016,서울 중랑구 면목로 421,585,~100,4.58,636,24,47,18,4,1,4,2110260,17156849.5,118.68879814162528,46,28,326956.84,377459.22
재나양과점,37.5902625,127.0868612,서울 중랑구 면목로 429 1층,251,500,,1276,27,63,17,4,1,2,2110260,17156849.5,195.55194922493817,55,36,326956.84,377459.22
하르당 사가정역점,37.5805015,127.0882465,서울 중랑구 면목로 319 1층1-3호,142,~100,,949,26,1,42,3,1,2,2120068,23467706.589743588,48.17645205274994,74,43,326956.84,377459.22
컨센트릭,37.5717578,127.085801,서울 중랑구 면목로22길 38 1층,63,600,4.42,1971,20,2,13,4,1,4,2110253,,225.36499390386385,14,3,326956.84,377459.22
카페 제이식스 상봉2호점,37.5961368,127.0838876,서울 중랑구 망우로 283 Dice빌딩,542,100,4.36,2222,19,58,34,10,1,2,2110255,11874641.833333334,103.88834693062608,83,58,326956.84,377459.22
팡도리노 베이커리,37.5972662,127.0932346,서울 중랑구 용마산로115길 127 한일써너스빌리젠시 1단지 S1005호,342,"4,000",4.5,9723,24,176,33,7,1,0,2110265,,279.51430759626606,75,50,326956.84,377459.22
커스버트 케이크,37.6009924,127.1007184,서울 중랑구 용마산로 560 1층,156,300,,1388,27,137,24,6,0,8,2110273,4297607.666666667,792.493571781623,46,24,326956.84,377459.22
리앤리스터디카페,37.600781,127.1043296,서울 중랑구 망우로 469 2층,37,~100,4.06,1388,24,35,12,4,0,8,2110278,5682692.095238095,719.2732158409091,26,13,326956.84,377459.22
디저트39 묵동자이점,37.6142881,127.0777419,서울 중랑구 동일로 932 묵동자이아파트,296,100,4.35,569,32,75,27,9,2,0,2110248,,405.98708658402586,72,51,326956.84,377459.22
메가커피 먹골역점,37.613514,127.0773388,서울 중랑구 동일로 932,"1,651",~100,4.45,569,29,84,25,8,1,0,2110248,,321.7118642742226,65,48,326956.84,377459.22
더바른차담소,37.5721094,127.0798955,서울 중랑구 동일로 467 디자인빌딩 1층,408,700,4.68,1548,17,2,11,3,0,2,2130082,,625.8714145131912,11,1,326956.84,377459.22
케익커리 퐁당,37.5970254,127.1004676,서울 중랑구 용마산로 516 1층 퐁당,42,100,4.7,1774,26,153,22,3,0,6,2110275,,804.5806823545693,48,27,326956.84,377459.22
커피볶는꾼,37.5796309,127.0874363,서울 중랑구 면목로 305 1층,546,100,4.53,949,27,1,37,5,1,2,2120068,23467706.589743588,167.78853093116993,65,37,326956.84,377459.22
탐포포,37.6156163,127.078369,"서울 중랑구 숙선옹주로 9 , 2층",50,200,4.96,2281,35,72,32,8,1,2,2110248,,388.7778130710527,83,56,326956.84,377459.22
호일카페,37.5874996,127.0972175,서울 중랑구 용마산로90길 22 1층,250,300,4.82,664,28,2,12,4,0,6,2110269,,864.3463749167471,19,7,326956.84,377459.22
투썸플레이스 신내점,37.6080113,127.1007326,서울 중랑구 용마산로 637 1~2층 투썸플레이스,53,~100,,1303,16,0,14,6,0,9,2130116,1696579.0,584.6888473276728,25,8,326956.84,377459.22
몽이네 쌀빵집,37.5987281,127.0864001,서울 중랑구 상봉중앙로5다길 38,91,100,4.42,923,19,33,32,8,2,6,2110257,,289.3939103433739,62,35,326956.84,377459.22
블루샥 망우역점,37.5986329,127.0960484,서울 중랑구 망우로 394 보경타워 101호,462,200,,1531,32,197,36,5,1,0,2130115,8804461.3,378.6700394580957,69,41,326956.84,377459.22
브런치카페 데번140,37.6171667,127.0912021,서울 중랑구 신내로 225 디아뜨갤러리 1층  140호,181,100,4.55,6621,20,2,6,4,1,6,2110271,,21.774843697841053,12,6,326956.84,377459.22
이디야커피 사가정아이파크점,37.583486,127.0832503,서울 중랑구 동일로92길 57 1층,532,~100,4.51,998,27,11,32,6,0,2,2110252,,543.3972756740008,54,27,326956.84,377459.22
이노이드커피랩,37.5876297,127.0967889,서울 중랑구 용마산로86길 9-38 그린빌딩,171,100,4.5,664,29,3,12,4,0,6,2110269,,824.9875272108046,20,7,326956.84,377459.22
디저트테이블 냠냠,37.59875,127.09645,서울 중랑구 망우로 400 해븐타워 1층,407,500,4.54,1531,32,197,36,5,1,0,2130115,8804461.3,409.8314736186499,70,42,326956.84,377459.22
스타벅스 중랑구청점,37.605389,127.0957558,서울 중랑구 신내로14길 8,"4,208",100,4.47,1694,22,0,17,6,0,10,2130113,5151007.333333333,732.3887914423962,32,9,326956.84,377459.22
양과자공방밀,37.6096027,127.0743441,서울 중랑구 동일로157길 60 기림빌딩 양과자공방밀,50,100,,1658,18,119,16,6,1,6,2110236,3718190.0,319.2480526585405,28,17,326956.84,377459.22
순자네다락방,37.6008105,127.1034971,서울 중랑구 망우로73길 4 1층,152,600,4.61,1388,26,62,13,4,0,8,2110278,5682692.095238095,751.4741173526619,29,15,326956.84,377459.22
크럼비,37.5849605,127.0853527,서울 중랑구 면목로57길 56 1층 102호,13,100,,3673,27,9,39,3,1,2,2110258,5342318.5,444.7390833689426,68,35,326956.84,377459.22
cafe꽥,37.5909189,127.098557,서울 중랑구 용마산로96가길 14 1층,61,~100,4.64,701,26,2,9,4,0,6,2110274,6982060.176470588,1008.1310540601612,18,7,326956.84,377459.22
팡그루,37.5800168,127.0888987,서울 중랑구 면목로42길 11 행운빌딩,389,600,4.7,1526,25,1,40,4,1,2,2120068,23467706.589743588,104.34803281559282,70,40,326956.84,377459.22
이디야커피 동원사거리점,37.5896601,127.0940428,서울 중랑구 겸재로 240 행복오피스텔 1층 102호,505,~100,4.54,998,27,3,15,4,0,4,2110269,,588.6380096503306,30,11,326956.84,377459.22
빽다방 상봉역점,37.594797,127.0856965,서울 중랑구 면목로 481 1층,818,~100,4.57,6470,15,97,31,10,1,4,2110255,11874641.833333334,183.60443994879367,89,66,326956.84,377459.22
안방다방,37.5809244,127.0916554,서울 중랑구 면목로44길 56 1층,106,~100,,1202,20,1,31,4,1,6,2130112,9155229.666666666,280.01705899866704,56,31,326956.84,377459.22
제이크,37.6067907,127.0777036,서울 중랑구 동일로149길 12 1층 제이크,17,~100,,1037,16,133,15,6,2,8,2110241,4605286.0,427.69379146141887,23,11,326956.84,377459.22
배스킨라빈스 상봉이마트,37.5966355,127.0934459,서울 중랑구 상봉로 118 E-마트 상봉점,"1,065",~100,4.37,1177,26,173,33,8,1,4,2110265,,351.22698368355105,74,50,326956.84,377459.22
카페소고 2호점,37.5994875,127.0960933,서울 중랑구 신내로1길 15,282,"1,000",4.56,2394,28,190,35,5,1,2,2130115,8804461.3,368.69932253682646,70,41,326956.84,377459.22
키엘 베이크샵,37.6072286,127.0797977,서울 중랑구 동일로146길 17-52 1층,48,300,4.8,1178,14,113,13,6,1,8,2110241,4605286.0,420.6833933085039,20,9,326956.84,377459.22
똑똑카페,37.6070869,127.1069695,서울 중랑구 양원역로14나길 21 1층 똑똑카페,48,100,4.79,1211,12,0,7,7,1,17,2110278,5682692.095238095,98.92080624400126,8,0,326956.84,377459.22
컴포즈커피 먹골중랑점,37.6121117,127.0768268,서울 중랑구 동일로163길 8,653,~100,4.56,516,29,112,25,7,1,2,2110247,7412782.583333333,182.06845501043372,61,44,326956.84,377459.22
투썸플레이스 중랑역점,37.5935563,127.0754808,서울 중랑구 망우로 202,658,~100,4.37,2535,18,79,25,9,1,2,2110234,,161.3216734350542,51,28,326956.84,377459.22
파리바게뜨 상봉역점,37.5948022,127.0861879,서울 중랑구 면목로 480,"2,177",~100,4.36,6470,16,96,30,10,1,4,2120069,19950804.842105266,201.1303299893871,88,65,326956.84,377459.22
할리스 망우점,37.6003022,127.1044037,서울 중랑구 망우로 470 1층 (망우동),319,~100,4.52,1388,25,40,12,4,0,10,2110278,5682692.095238095,764.8323811217028,26,13,326956.84,377459.22
콤마,37.6094101,127.1069396,서울 중랑구 양원역로 92 104동 B1층 상가 4호,50,~100,,1211,13,0,8,7,1,9,2110279,,324.28727877500324,8,0,326956.84,377459.22
달리는커피 면목본동점,37.5860456,127.0884231,서울 중랑구 면목로 382 에이동 102호 달리는커피 면목본동점,94,~100,,1421,21,10,29,1,1,2,2110258,5342318.5,293.1359822120842,64,37,326956.84,377459.22
봉화산커피,37.6172565,127.0909979,서울 중랑구 신내로 225 디아뜨갤러리,273,100,4.52,6621,21,2,6,4,1,6,2110271,,35.62641440575969,12,6,326956.84,377459.22
커피빈 상봉역점,37.5964084,127.0848322,서울 중랑구 망우로 291,"1,079",100,4.49,5385,15,76,32,9,1,2,2120069,19950804.842105266,18.343520928799425,82,58,326956.84,377459.22
하찌케이크,37.5872423,127.0804846,서울 중랑구 겸재로15길 9 1층,5,100,,946,28,20,21,3,0,2,2110252,,636.0237077748118,26,5,326956.84,377459.22
더하우즈,37.5832754,127.0824395,서울 중랑구 동일로92길 40 105호,522,200,4.46,1033,23,11,26,7,0,2,2110252,,594.358769821919,36,13,326956.84,377459.22
데일리파크,37.6157228,127.0873898,서울 중랑구 신내로15길 196 데일리파크,443,200,4.37,1602,24,2,7,4,1,12,2110250,,393.5996727711308,9,4,326956.84,377459.22
커피볶는성군 3호점,37.5920901,127.0861252,서울 중랑구 면목천로 177 B동 101호,104,200,4.51,5627,25,103,31,8,2,2,2110260,17156849.5,408.8557028717332,88,59,326956.84,377459.22
제이식스 상봉점,37.5953956,127.0855329,서울 중랑구 면목로 487,455,100,4.1,6470,16,96,32,10,1,2,2120069,19950804.842105266,116.1678683465669,90,65,326956.84,377459.22
탐앤탐스 상봉메가박스점,37.5936935,127.076009,서울 중랑구 망우로 210,258,100,4.43,2535,17,82,26,9,1,4,2130107,,136.37341764953285,53,28,326956.84,377459.22
카페인중독 중랑점,37.5921883,127.0796026,서울 중랑구 동일로109길 8 1층,187,~100,4.64,2882,18,31,30,8,1,4,2110246,17395155.6,431.77443066310485,51,27,326956.84,377459.22
7773 카페 앤 베이커리,37.5907067,127.0786708,서울 중랑구 봉우재로 50 봄작시티50 202동 1층 101호,112,~100,,1372,26,34,30,7,0,4,2110246,17395155.6,519.4675095029685,50,23,326956.84,377459.22
공차 중랑역점,37.5936227,127.0757816,서울 중랑구 망우로 206 1층,647,~100,4.62,2535,18,82,26,9,1,2,2130107,,146.90454116657904,53,28,326956.84,377459.22
컴포즈커피 중랑구청점,37.6063668,127.0955271,서울 중랑구 신내로 80 1층 101호,930,~100,4.53,3189,24,0,18,6,0,10,2130113,5151007.333333333,822.2829773894294,34,10,326956.84,377459.22
로기스커피,37.5880607,127.0868714,서울 중랑구 겸재로 172-1,180,200,4.76,648,22,29,24,3,1,4,2110258,5342318.5,80.11633056190375,45,22,326956.84,377459.22
달콤한 나들이,37.5831792,127.0922301,서울 중랑구 면목로54길 68 1층,66,200,4.45,1694,20,2,32,4,1,8,2110266,1830847.5,416.9985775528558,59,35,326956.84,377459.22
투썸플레이스 서일대점,37.585964,127.0951653,서울 중랑구 용마산로 384,933,~100,4.46,194,21,3,13,4,0,8,2110269,,735.1077461526818,19,5,326956.84,377459.22
케이크쥐,37.5815618,127.0854169,서울 중랑구 면목로43길 46 1층 우측,2,200,,972,25,7,42,5,1,2,2110259,4788066.333333333,279.7809930571991,76,41,326956.84,377459.22
메가커피 상봉역점,37.5964108,127.0863287,서울 중랑구 망우로 304-1,"2,679",~100,4.37,5385,15,91,34,9,1,2,2120069,19950804.842105266,114.37194317222034,92,63,326956.84,377459.22
감성커피 상봉점,37.5939001,127.0859788,서울 중랑구 면목로 469 1층 101호,106,~100,4.34,6642,18,111,31,9,1,2,2110255,11874641.833333334,286.178529674765,91,66,326956.84,377459.22
빽다방 망우역사거리점,37.5971997,127.0935742,서울 중랑구 용마산로115길 127 1층 S1110호,412,~100,4.53,2164,25,185,34,7,1,0,2110265,,299.703092856599,76,51,326956.84,377459.22
우지커피,37.6057006,127.095905,서울 중랑구 신내로14길 9 영춘빌딩 1층 우지커피 중랑구청점,"1,428",~100,4.39,3189,22,0,18,5,0,10,2130113,5151007.333333333,769.1988446646087,34,10,326956.84,377459.22
투썸플레이스 용마산역점,37.5752352,127.0853404,"서울 중랑구 면목로 249 1,2층","1,215",~100,,1904,15,1,15,4,1,6,2110254,17862361.333333332,214.7564147518024,17,7,326956.84,377459.22
모코,37.5827352,127.0866984,서울 중랑구 면목로49길 33,110,100,,876,25,9,46,4,1,2,2110259,4788066.333333333,257.8904369195941,81,44,326956.84,377459.22
오숲,37.5886515,127.0781752,서울 중랑구 겸재로9길 51 1층 오숲,59,100,4.74,974,27,8,23,4,0,4,2110243,2742376.333333333,719.9296621955042,33,10,326956.84,377459.22
카페이레,37.6014086,127.0754232,서울 중랑구 봉화산로 10 1층 카페이레,54,~100,,2209,28,179,18,6,1,2,2110238,,361.1858665835388,31,16,326956.84,377459.22
매머드익스프레스 상봉동점,37.597454,127.0909967,서울 중랑구 망우로 346 1층 111-1호,"1,339",~100,4.54,5617,21,147,36,10,1,2,2110265,,246.53444690218123,92,66,326956.84,377459.22
지하실B1,37.5818922,127.0854422,서울 중랑구 사가정로45길 18,68,400,4.9,972,24,7,41,5,1,2,2110259,4788066.333333333,289.62939522708393,76,41,326956.84,377459.22
별담카페,37.6146946,127.0786236,서울 중랑구 숙선옹주로 18-6 지하 1층,21,~100,4.29,569,33,68,27,8,2,2,2110248,,458.0754184783924,73,52,326956.84,377459.22
크레이지빙수 상봉점,37.5923512,127.076064,서울 중랑구 중랑천로10길 55 1층,66,~100,,2535,24,59,28,9,1,4,2130106,12937458.75,285.3411204217611,54,28,326956.84,377459.22
파파도나스 중화점,37.602153,127.0791358,서울 중랑구 동일로 803 1층 파파도나스,147,100,,1062,30,156,20,6,1,10,2110244,7711621.142857143,45.0278466880337,32,15,326956.84,377459.22
Cafe BK,37.5881837,127.0919386,서울 중랑구 겸재로54길 21 금동빌딩 1층,67,300,,640,31,3,21,5,1,4,2110264,4401004.75,393.2956423330957,39,15,326956.84,377459.22
메가커피 용마산역점,37.5749996,127.08558,서울 중랑구 면목로 250 1층,"1,334",~100,4.45,1349,16,1,15,4,1,6,2110254,17862361.333333332,181.21504842307004,17,7,326956.84,377459.22
경성꽈배기 우림점,37.598841,127.0975284,서울 중랑구 망우로62길 5 1층,"1,264",~100,4.45,1774,31,197,32,6,0,0,2130115,8804461.3,501.3051968788843,67,40,326956.84,377459.22
쿠미카페,37.6002343,127.1036682,"서울 중랑구 망우로 464 1, 2층",163,~100,4.51,1388,25,62,13,3,0,10,2110278,5682692.095238095,799.8585664712666,31,16,326956.84,377459.22
소년커피 상봉점,37.5949193,127.0864185,서울 중랑구 면목로92길 7,118,100,4.58,6470,16,96,32,10,1,4,2120069,19950804.842105266,201.6358991128853,90,64,326956.84,377459.22
원더팟,37.6075277,127.1072988,서울 중랑구 양원역로14가길 29 1층 원더팟,84,~100,,1211,13,0,7,7,1,13,2110279,,116.59360958271192,8,0,326956.84,377459.22
우지커피,37.5899969,127.0940617,서울 중랑구 겸재로 237 1층 우지커피 동원사거리점,322,~100,4.42,615,27,3,16,4,0,4,2110268,4500000.0,599.0173559687336,29,11,326956.84,377459.22
뉴욕베이글카페,37.5963835,127.0739421,서울 중랑구 중랑역로13길 28,18,100,,2402,17,104,16,6,1,0,2110233,3602177.6,251.5440094322775,37,20,326956.84,377459.22
카페토브,37.6163228,127.0799918,서울 중랑구 공릉로12가길 6,278,100,4.4,634,33,29,30,6,1,2,2130109,30233507.0,467.125777722169,78,52,326956.84,377459.22
투썸플레이스 사가정역점,37.57936,127.0868632,서울 중랑구 면목로 301,884,~100,4.34,977,27,2,37,4,1,2,2130110,15015906.166666666,222.1361395763854,65,37,326956.84,377459.22
배스킨라빈스 상봉역,37.5960795,127.0852989,서울 중랑구 면목로 495 이레빌딩,"2,081",~100,4.47,6470,13,85,32,10,1,2,2120069,19950804.842105266,39.23894854280977,86,61,326956.84,377459.22
메가커피 중랑구청점,37.6065594,127.0955293,서울 중랑구 신내로 82,"2,124",~100,4.38,3189,24,0,18,6,0,10,2130113,5151007.333333333,842.1389180325993,34,10,326956.84,377459.22
배스킨라빈스 먹골역,37.6123594,127.0776279,서울 중랑구 동일로 918 (묵동) 1층,"1,661",~100,4.48,509,29,110,27,7,1,0,2110247,7412782.583333333,191.7132936289184,64,45,326956.84,377459.22
프루데이,37.5860118,127.0760629,서울 중랑구 겸재로 73 1층,92,100,,1613,25,9,14,3,0,4,2110242,,990.2254814351928,15,3,326956.84,377459.22
이디야커피 사가정역점,37.5811619,127.08823,서울 중랑구 면목로 325,576,~100,4.4,971,25,1,46,4,1,4,2120068,23467706.589743588,36.94582100505492,80,44,326956.84,377459.22
부촌디저트,37.5926562,127.0810673,서울 중랑구 봉우재로19길 24 1층,81,200,4.51,6034,19,47,31,9,0,2,2110246,17395155.6,503.489636259945,48,23,326956.84,377459.22
어느날 오늘,37.5978724,127.0851552,서울 중랑구 봉화산로30길 98 삼성팰리스 1층,254,500,4.59,5385,24,53,31,8,1,6,2110257,,168.2994247815123,71,47,326956.84,377459.22
메가커피 서일대점,37.5878565,127.0962317,서울 중랑구 용마산로 408,"1,048",~100,4.51,664,29,3,12,4,0,4,2110269,,773.2935303802485,22,7,326956.84,377459.22
메가커피 면목역점,37.5893589,127.0875356,서울 중랑구 면목로 418,807,~100,4.54,1020,24,40,17,3,1,4,2110260,17156849.5,86.76860172248328,41,25,326956.84,377459.22
스토어드커피,37.6098888,127.0765414,서울 중랑구 동일로157길 22 1층카페,133,300,4.47,1613,20,130,20,6,1,4,2110236,3718190.0,133.38512561485584,46,29,326956.84,377459.22
