tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,subway_d,school_N,store_N,rest_N,day_pop,night_pop,2nPrc_str,2nPrc,평당가격,가성비,가성비_Rank,floor_estate,floor_buliding
월세,480,"5,000",115,1/4,남동향,37.544869,126.957795,5009,31,0,3,5,0,555.0103636356719,2,6,4,508151.67,471457.29,"480*24+5,000",165200000.0,1436521.7391304348,0.0034868946731234866,372,1,4
월세,100,"1,000",33,1/2,남서향,37.549235,126.909225,3589,18,1,12,3,1,398.75491933280335,2,34,24,508151.67,471457.29,"100*24+1,000",34000000.0,1030303.0303030303,0.0034834411764705885,373,1,2
월세,180,"4,000",40,1/5,남서향,37.553113,126.925414,7227,45,161,32,3,1,453.5740608705458,2,52,32,508151.67,471457.29,"180*24+4,000",83200000.0,2080000.0,0.0034745192307692307,374,1,5
월세,250,"3,000",148,B1/10,남서향,37.549183,126.939561,2111,25,1,3,6,2,271.1798943416566,6,6,1,508151.67,471457.29,"250*24+3,000",90000000.0,608108.1081081082,0.003471422222222222,375,B1,10
월세,500,"1억 2,000",190,1/2,동향,37.54007,126.948237,4364,39,17,3,4,1,210.5823751259184,4,22,13,508151.67,471457.29,"500*24+1억 2,000",240000000.0,1263157.894736842,0.0034548333333333336,376,1,2
월세,350,"5,000",108,1/6,북동향,37.544892,126.934407,4283,30,0,0,8,1,355.77868720227644,8,0,0,508151.67,471457.29,"350*24+5,000",134000000.0,1240740.7407407407,0.0034519701492537317,377,1,6
월세,500,"8,000",97,1/7,남서향,37.553751,126.917519,7109,44,124,32,7,0,581.7082685584551,0,72,42,508151.67,471457.29,"500*24+8,000",200000000.0,2061855.6701030927,0.003447865,378,1,7
월세,200,"2,000",45,2/2,남서향,37.554378,126.923655,5192,39,151,38,6,1,347.93316196546976,2,70,38,508151.67,471457.29,"200*24+2,000",68000000.0,1511111.111111111,0.0034358823529411766,379,2,2
월세,65,"1,000",43,2/4,남동향,37.554764,126.933144,2033,48,77,40,8,2,333.0330356022664,2,111,74,508151.67,471457.29,"65*24+1,000",25600000.0,595348.8372093023,0.0034148046874999997,380,2,4
월세,500,"8,000",88,2/8,북향,37.541747,126.952856,7754,43,1,5,6,1,276.02128390472853,4,15,9,508151.67,471457.29,"500*24+8,000",200000000.0,2272727.272727273,0.00341176,381,2,8
월세,"1,000",1억,148,1/6,동향,37.548488,126.920132,7825,28,250,46,8,1,254.6975794821684,2,94,64,508151.67,471457.29,"1,000*24+1억",340000000.0,2297297.2972972975,0.003406176470588235,382,1,6
월세,230,"3,000",47,1/4,남향,37.538478,126.950616,6147,42,1,2,4,1,430.5983060683211,4,12,7,508151.67,471457.29,"230*24+3,000",85200000.0,1812765.9574468085,0.0033909507042253523,383,1,4
월세,220,"5,000",272,2/6,남서향,37.569607,126.904771,1273,15,0,0,7,1,482.4334723408496,6,1,0,508151.67,471457.29,"220*24+5,000",102800000.0,377941.17647058825,0.003368249027237354,384,2,6
월세,350,"4,000",181,3/5,북서향,37.554283,126.920856,2305,43,94,42,7,0,513.5550445634246,2,71,40,508151.67,471457.29,"350*24+4,000",124000000.0,685082.8729281768,0.003364556451612903,385,3,5
월세,400,"3,000",118,1/3,남향,37.545752,126.91374,3589,20,73,15,4,1,412.6449521648245,2,45,27,508151.67,471457.29,"400*24+3,000",126000000.0,1067796.6101694915,0.003361126984126984,386,1,3
월세,120,"2,000",51,1/2,동향,37.53758,126.946648,3215,30,17,3,5,1,230.5354022332723,4,16,11,508151.67,471457.29,"120*24+2,000",48800000.0,956862.7450980392,0.003359938524590164,387,1,2
월세,220,"2,000",138,B1/4,북동향,37.560184,126.90604,1763,27,33,20,4,1,440.11595828622046,8,38,17,508151.67,471457.29,"220*24+2,000",72800000.0,527536.231884058,0.0033419505494505495,388,B1,4
월세,260,"1,500",72,1/3,남동향,37.549539,126.910352,3589,24,9,17,5,1,298.71231306362506,2,47,32,508151.67,471457.29,"260*24+1,500",77400000.0,1075000.0,0.0033386046511627906,389,1,3
월세,400,"8,000",89,1/3,남동향,37.558914,126.926076,6595,16,161,89,5,1,201.0397110107082,2,158,94,508151.67,471457.29,"400*24+8,000",176000000.0,1977528.0898876404,0.003334971590909091,390,1,3
월세,164,"2,500",42,B1/18,남동향,37.581985,126.889231,5108,37,7,0,9,0,576.3971282162383,2,4,2,508151.67,471457.29,"164*24+2,500",64360000.0,1532380.9523809524,0.003333374766935985,391,B1,18
월세,500,"6,000",91,B1/6,남서향,37.546049,126.915482,6583,21,103,19,5,1,409.5411038293201,2,54,36,508151.67,471457.29,"500*24+6,000",180000000.0,1978021.978021978,0.0033280722222222225,392,B1,6
월세,500,"7,000",176,B1/3,남서향,37.548919,126.915109,3589,29,167,33,7,1,135.07881502752858,2,92,64,508151.67,471457.29,"500*24+7,000",190000000.0,1079545.4545454546,0.0033245473684210525,393,B1,3
월세,150,"2,000",49,2/4,북서향,37.545301,126.954945,3797,37,0,6,8,1,328.23890957708403,2,11,8,508151.67,471457.29,"150*24+2,000",56000000.0,1142857.142857143,0.003322375,394,2,4
월세,400,"7,000",73,1/4,남향,37.551548,126.920382,7549,37,224,49,7,1,478.5147252991257,0,104,71,508151.67,471457.29,"400*24+7,000",166000000.0,2273972.602739726,0.0033197409638554215,395,1,4
월세,630,"1억 3,000",99,1/9,남동향,37.553902,126.919343,9360,44,94,41,5,0,645.8569145011351,2,82,47,508151.67,471457.29,"630*24+1억 3,000",281200000.0,2840404.0404040404,0.0032953058321479375,396,1,9
월세,525,"7,000",126,1/19,,37.578465,126.892929,5108,29,8,2,11,1,354.56913345097666,4,9,2,508151.67,471457.29,"525*24+7,000",196000000.0,1555555.5555555555,0.0032837142857142856,397,1,19
월세,190,"2,500",53,1/5,,37.541084,126.949423,4364,40,4,7,7,2,350.6169267640055,4,24,13,508151.67,471457.29,"190*24+2,500",70600000.0,1332075.4716981133,0.0032760906515580737,398,1,5
월세,550,1억,130,3/7,북동향,37.553149,126.923584,5840,42,161,38,5,1,476.654020009265,2,67,41,508151.67,471457.29,550*24+1억,232000000.0,1784615.3846153845,0.0032724137931034484,399,3,7
월세,700,"1억 2,000",130,1/8,북향,37.553117,126.9256,7227,43,161,31,3,1,453.5310167907178,2,51,32,508151.67,471457.29,"700*24+1억 2,000",288000000.0,2215384.6153846155,0.0032621875,400,1,8
월세,"1,529","1억 5,000",469,2/6,남향,37.549118,126.911231,3589,22,15,15,5,1,224.4054230329188,2,47,35,508151.67,471457.29,"1,529*24+1억 5,000",516960000.0,1102260.1279317697,0.0032560372175796967,401,2,6
월세,900,"1억 5,000",196,2/3,남서향,37.553201,126.924166,6080,44,162,36,5,1,456.52124411693785,2,63,40,508151.67,471457.29,"900*24+1억 5,000",366000000.0,1867346.9387755103,0.0032559562841530053,402,2,3
월세,350,"3,000",57,B1/4,남동향,37.559337,126.925601,6495,17,152,89,5,1,239.30051555256983,0,161,94,508151.67,471457.29,"350*24+3,000",114000000.0,2000000.0,0.0032475,403,B1,4
월세,250,"3,000",247,3/4,동향,37.568418,126.906555,1181,17,1,0,7,0,614.3114559812228,4,1,0,508151.67,471457.29,"250*24+3,000",90000000.0,364372.4696356275,0.003241188888888889,404,3,4
월세,175,"2,000",109,2/5,북향,37.556351,126.942636,1841,30,2,75,9,2,300.69826436704875,4,142,76,508151.67,471457.29,"175*24+2,000",62000000.0,568807.3394495413,0.0032365967741935482,405,2,5
월세,109,"1,000",59,1/3,남서향,37.561578,126.919992,1982,30,61,70,5,0,680.8081424960221,6,111,54,508151.67,471457.29,"109*24+1,000",36160000.0,612881.3559322034,0.0032339048672566373,406,1,3
월세,120,"1,000",16,1/4,북동향,37.554202,126.925841,7835,42,137,29,4,1,334.9369382169718,2,51,32,508151.67,471457.29,"120*24+1,000",38800000.0,2425000.0,0.0032309278350515463,407,1,4
월세,700,"7,000",297,1/1,북향,37.539625,126.947179,2576,29,28,3,4,1,110.09437019704856,4,18,11,508151.67,471457.29,"700*24+7,000",238000000.0,801346.8013468013,0.0032145882352941175,408,1,1
월세,300,"4,000",100,B1/6,남서향,37.549179,126.915678,3589,29,196,37,8,1,173.83220954120236,2,101,69,508151.67,471457.29,"300*24+4,000",112000000.0,1120000.0,0.0032044642857142857,409,B1,6
월세,250,"5,000",23,1/5,북동향,37.555544,126.924617,15320,40,126,46,7,1,195.23313498996708,2,78,41,508151.67,471457.29,"250*24+5,000",110000000.0,4782608.695652174,0.0032032727272727273,410,1,5
월세,500,"6,000",132,3/4,동향,37.540993,126.949301,4364,38,4,7,7,2,336.34905029146853,4,25,14,508151.67,471457.29,"500*24+6,000",180000000.0,1363636.3636363635,0.003200266666666667,411,3,4
월세,90,"1,000",21,1/1,동향,37.546949,126.945394,4809,27,1,11,3,1,307.05491358803425,16,19,10,508151.67,471457.29,"90*24+1,000",31600000.0,1504761.9047619049,0.0031958544303797467,412,1,1
월세,145,"2,000",71,3/6,북향,37.548823,126.952921,2466,19,0,5,6,0,546.9886091197639,8,12,10,508151.67,471457.29,"145*24+2,000",54800000.0,771830.985915493,0.003195,413,3,6
월세,430,"9,000",119,1/4,남동향,37.576554,126.894443,5185,25,1,2,9,1,487.7877226104644,2,7,1,508151.67,471457.29,"430*24+9,000",193200000.0,1623529.4117647058,0.003193659420289855,414,1,4
월세,260,"4,000",91,2/5,북동향,37.549312,126.915095,3589,29,165,36,7,1,120.71646709526308,2,94,64,508151.67,471457.29,"260*24+4,000",102400000.0,1125274.7252747254,0.003189443359375,415,2,5
월세,350,"8,000",221,B1/7,북동향,37.575815,126.897595,2357,22,1,4,10,1,312.62958914781524,2,8,4,508151.67,471457.29,"350*24+8,000",164000000.0,742081.4479638009,0.0031762012195121953,416,B1,7
월세,70,700,21,1/2,북동향,37.548881,126.915605,3589,28,196,36,7,1,176.7761592906744,2,98,69,508151.67,471457.29,70*24+700,23800000.0,1133333.3333333333,0.0031667647058823533,417,1,2
월세,140,"2,000",30,2/5,남서향,37.548007,126.925228,5652,36,152,25,4,1,211.953640210806,2,37,23,508151.67,471457.29,"140*24+2,000",53600000.0,1786666.6666666667,0.0031634328358208954,418,2,5
월세,"1,100","1억 1,000",329,3/3,서향,37.537102,126.945631,3590,28,21,2,5,1,276.15249628051583,2,13,8,508151.67,471457.29,"1,100*24+1억 1,000",374000000.0,1136778.1155015198,0.003158048128342246,419,3,3
월세,300,"1억 3,000",132,3/6,,37.542738,126.946545,4828,37,34,10,8,2,355.94842289246213,6,29,19,508151.67,471457.29,"300*24+1억 3,000",202000000.0,1530303.0303030303,0.003154930693069307,420,3,6
월세,300,"1억 3,000",132,3/6,남동향,37.542665,126.946671,4828,38,32,10,8,2,349.82537940653435,6,29,19,508151.67,471457.29,"300*24+1억 3,000",202000000.0,1530303.0303030303,0.003154930693069307,421,3,6
월세,300,"1억 3,000",132,3/6,남동향,37.54277,126.946795,4828,37,30,10,8,2,363.43382923171566,6,29,19,508151.67,471457.29,"300*24+1억 3,000",202000000.0,1530303.0303030303,0.003154930693069307,422,3,6
월세,230,"3,000",170,B1/5,동향,37.553071,126.92724,1579,40,107,23,1,1,486.6559434088788,4,37,20,508151.67,471457.29,"230*24+3,000",85200000.0,501176.4705882353,0.0031505868544600938,423,B1,5
월세,150,"3,000",62,B1/5,북동향,37.561615,126.922195,3352,21,78,115,5,0,566.3492216610877,6,188,104,508151.67,471457.29,"150*24+3,000",66000000.0,1064516.1290322582,0.0031488484848484844,424,B1,5
월세,260,"3,000",81,3/4,서향,37.54548,126.912489,3589,16,32,7,3,1,456.3943873394446,2,30,19,508151.67,471457.29,"260*24+3,000",92400000.0,1140740.7407407407,0.003146201298701299,425,3,4
월세,250,"2,500",293,B1/5,북동향,37.555392,126.910318,910,34,105,45,4,1,81.50470361024627,2,76,40,508151.67,471457.29,"250*24+2,500",85000000.0,290102.3890784983,0.003136823529411765,426,B1,5
월세,110,"2,000",79,B1/4,북동향,37.557688,126.928107,1838,20,119,52,5,1,246.5425416521609,4,90,51,508151.67,471457.29,"110*24+2,000",46400000.0,587341.7721518987,0.0031293534482758623,427,B1,4
월세,300,"3,000",138,3/4,남향,37.553649,126.920457,2305,39,119,46,5,0,586.1859594458354,2,81,46,508151.67,471457.29,"300*24+3,000",102000000.0,739130.4347826086,0.003118529411764706,428,3,4
월세,365,"5,000",66,1/3,북향,37.559679,126.925653,6495,17,152,92,6,1,277.5795892660455,0,167,97,508151.67,471457.29,"365*24+5,000",137600000.0,2084848.4848484849,0.0031153343023255812,429,1,3
월세,800,1억,253,1/3,북동향,37.552344,126.911955,3589,36,46,27,6,2,356.87598240095,2,66,42,508151.67,471457.29,800*24+1억,292000000.0,1154150.1976284585,0.0031096472602739726,430,1,3
월세,180,"3,000",63,1/5,북향,37.552659,126.912636,3589,38,57,25,6,2,368.4420712812093,2,64,42,508151.67,471457.29,"180*24+3,000",73200000.0,1161904.761904762,0.003088893442622951,431,1,5
월세,390,"5,000",62,1/3,,37.561403,126.924733,7147,22,79,109,8,1,471.7134974116132,0,185,106,508151.67,471457.29,"390*24+5,000",143600000.0,2316129.0322580645,0.0030857520891364905,432,1,3
월세,500,"5,000",101,2/5,서향,37.55515,126.923737,5192,32,149,43,7,1,269.3660760909256,2,76,43,508151.67,471457.29,"500*24+5,000",170000000.0,1683168.3168316833,0.0030846588235294114,433,2,5
월세,160,"3,000",32,1/2,북서향,37.545941,126.914292,6583,20,75,16,4,1,394.6519570432338,2,49,31,508151.67,471457.29,"160*24+3,000",68400000.0,2137500.0,0.003079766081871345,434,1,2
월세,70,"1,000",29,2/18,남동향,37.546233,126.952174,2836,32,0,9,8,1,251.5851873304315,10,16,9,508151.67,471457.29,"70*24+1,000",26800000.0,924137.9310344828,0.0030688059701492534,435,2,18
월세,"2,650","3억 8,000",569,1/5,북동향,37.55022,126.916252,5469,25,246,42,7,1,236.9934451864145,2,102,73,508151.67,471457.29,"2,650*24+3억 8,000",1016000000.0,1785588.7521968365,0.00306285531496063,436,1,5
월세,100,"1,000",70,B1/5,동향,37.556653,126.953145,1487,24,0,8,4,2,275.07753488193805,14,9,3,508151.67,471457.29,"100*24+1,000",34000000.0,485714.28571428574,0.003061470588235294,437,B1,5
월세,535,"8,000",89,1/5,남향,37.554908,126.914464,7109,39,97,23,7,1,410.6743443049704,2,47,25,508151.67,471457.29,"535*24+8,000",208400000.0,2341573.033707865,0.0030359932821497123,438,1,5
월세,220,"5,000",154,B2/7,동향,37.547838,126.930228,2021,49,0,2,8,1,161.2970163782666,4,3,0,508151.67,471457.29,"220*24+5,000",102800000.0,667532.4675324676,0.003027568093385214,439,B2,7
월세,280,"3,000",49,1/4,남동향,37.546269,126.922538,5973,25,191,32,5,1,163.2633152414275,2,51,32,508151.67,471457.29,"280*24+3,000",97200000.0,1983673.469387755,0.0030110802469135805,440,1,4
월세,65,"1,000",16,1/3,동향,37.548825,126.945434,4809,25,1,7,4,1,318.9698235215837,14,12,6,508151.67,471457.29,"65*24+1,000",25600000.0,1600000.0,0.003005625,441,1,3
월세,60,"1,000",26,B1/6,북향,37.556249,126.946875,2811,28,2,46,5,1,93.11398860346269,4,77,36,508151.67,471457.29,"60*24+1,000",24400000.0,938461.5384615385,0.002995327868852459,442,B1,6
월세,240,"3,000",38,1/1,북향,37.555723,126.939627,6891,39,20,70,10,1,249.7466513791624,4,175,117,508151.67,471457.29,"240*24+3,000",87600000.0,2305263.1578947366,0.002989246575342466,443,1,1
월세,193,"1,927",73,1/23,남동향,37.576184,126.889231,2685,26,0,1,8,0,764.4433640712768,4,5,1,508151.67,471457.29,"193*24+1,927",65590000.0,898493.1506849315,0.002988336636682421,444,1,23
월세,150,"2,000",99,B1/5,,37.541066,126.9413,1690,15,56,0,4,1,440.8113699292573,4,9,5,508151.67,471457.29,"150*24+2,000",56000000.0,565656.5656565657,0.0029876785714285712,445,B1,5
월세,600,1억,140,1/6,,37.575146,126.895297,5185,23,1,2,9,0,528.2052729330924,2,5,1,508151.67,471457.29,600*24+1억,244000000.0,1742857.142857143,0.0029749999999999998,446,1,6
월세,180,"3,000",33,1/5,북동향,37.559532,126.92637,6595,16,161,88,6,1,274.4126078251816,0,157,94,508151.67,471457.29,"180*24+3,000",73200000.0,2218181.8181818184,0.002973155737704918,447,1,5
월세,450,"4,000",47,1/5,서향,37.553336,126.920398,9360,41,135,46,5,0,613.8332687970714,2,87,53,508151.67,471457.29,"450*24+4,000",148000000.0,3148936.170212766,0.0029724324324324324,448,1,5
월세,170,"2,000",29,1/8,북서향,37.541246,126.954046,6215,42,2,4,4,1,376.5892245934998,2,14,7,508151.67,471457.29,"170*24+2,000",60800000.0,2096551.7241379311,0.0029643914473684208,449,1,8
월세,150,"2,000",72,4/4,동향,37.552838,126.923988,2305,38,174,37,4,1,499.4733103464033,2,69,43,508151.67,471457.29,"150*24+2,000",56000000.0,777777.7777777778,0.0029635714285714287,450,4,4
월세,200,"2,000",23,1/5,북동향,37.553807,126.92769,8742,45,108,22,2,1,427.904909927249,2,34,16,508151.67,471457.29,"200*24+2,000",68000000.0,2956521.7391304346,0.002956852941176471,451,1,5
월세,70,"1,000",22,1/4,서향,37.550734,126.907263,3589,16,28,30,4,0,588.1426286203025,2,50,27,508151.67,471457.29,"70*24+1,000",26800000.0,1218181.8181818181,0.0029461940298507465,452,1,4
월세,90,"1,000",85,B1/4,북동향,37.563725,126.92614,1095,25,89,132,6,0,729.5116989914239,0,208,112,508151.67,471457.29,"90*24+1,000",31600000.0,371764.70588235295,0.002945411392405063,453,B1,4
월세,165,"5,000",84,1/4,서향,37.546371,126.954568,3140,31,0,6,7,1,370.5361933114662,2,12,9,508151.67,471457.29,"165*24+5,000",89600000.0,1066666.6666666667,0.0029437499999999998,454,1,4
월세,80,"2,000",57,3/5,남향,37.547752,126.93119,2021,46,0,1,7,1,78.07029685016136,8,2,0,508151.67,471457.29,"80*24+2,000",39200000.0,687719.298245614,0.002938698979591837,455,3,5
월세,205,"3,000",88,3/3,남향,37.552979,126.937867,2644,35,21,20,10,2,225.8985264511672,4,51,26,508151.67,471457.29,"205*24+3,000",79200000.0,900000.0,0.002937777777777778,456,3,3
월세,140,"3,000",59,1/4,,37.546133,126.954682,3140,35,0,6,7,1,359.89491198899395,2,11,8,508151.67,471457.29,"140*24+3,000",63600000.0,1077966.1016949152,0.0029128930817610066,457,1,4
월세,900,2억,214,1/2,남향,37.548933,126.924504,5652,33,177,32,4,1,198.8057703996385,2,59,42,508151.67,471457.29,900*24+2억,416000000.0,1943925.2336448599,0.002907519230769231,458,1,2
월세,230,"3,500",26,1/7,남동향,37.555946,126.92662,10072,36,108,40,5,1,176.4211269974814,2,60,29,508151.67,471457.29,"230*24+3,500",90200000.0,3469230.769230769,0.0029032372505543237,459,1,7
월세,350,"5,000",89,2/4,북향,37.540409,126.948872,4364,39,15,5,7,2,275.3456158127175,4,23,14,508151.67,471457.29,"350*24+5,000",134000000.0,1505617.97752809,0.0028984776119402983,460,2,4
월세,700,1억,77,1/1,남동향,37.555702,126.926073,10072,41,113,41,6,1,176.55333913894177,2,65,33,508151.67,471457.29,700*24+1억,268000000.0,3480519.4805194805,0.002893820895522388,461,1,1
월세,350,"5,000",108,1/2,동향,37.550056,126.911345,3589,23,15,18,4,1,221.1114829808626,2,56,39,508151.67,471457.29,"350*24+5,000",134000000.0,1240740.7407407407,0.002892626865671642,462,1,2
월세,350,1억,91,2/4,북서향,37.553089,126.923735,5840,40,164,37,5,1,478.7507902913042,2,65,41,508151.67,471457.29,350*24+1억,184000000.0,2021978.021978022,0.0028882608695652173,463,2,4
월세,120,"3,000",26,1/3,동향,37.556289,126.927343,6495,34,108,40,5,1,199.9843593230053,2,58,26,508151.67,471457.29,"120*24+3,000",58800000.0,2261538.4615384615,0.0028719387755102043,464,1,3
월세,160,"3,000",26,B1/3,북동향,37.555184,126.926934,7503,38,108,33,5,1,261.90618232024696,2,54,27,508151.67,471457.29,"160*24+3,000",68400000.0,2630769.230769231,0.002852017543859649,465,B1,3
월세,"1,100","1억 2,000",305,1/5,남향,37.546096,126.914408,3589,20,75,16,4,1,379.0109644058288,2,50,32,508151.67,471457.29,"1,100*24+1억 2,000",384000000.0,1259016.3934426229,0.0028506380208333337,466,1,5
월세,80,"2,000",22,B1/2,남서향,37.551024,126.959616,5047,26,1,1,5,1,389.4768743569372,10,4,3,508151.67,471457.29,"80*24+2,000",39200000.0,1781818.1818181819,0.0028325,467,B1,2
월세,80,"1,000",23,1/3,북향,37.553636,126.910296,3589,28,47,46,3,1,274.162546611351,2,84,47,508151.67,471457.29,"80*24+1,000",29200000.0,1269565.2173913044,0.0028269520547945202,468,1,3
월세,300,"5,000",66,1/2,남동향,37.576192,126.895364,5185,26,1,2,10,1,497.8378085426816,2,7,2,508151.67,471457.29,"300*24+5,000",122000000.0,1848484.8484848484,0.002805,469,1,2
월세,550,1억,113,2/5,서향,37.556643,126.925196,5756,35,129,55,7,1,63.18676373739639,2,88,43,508151.67,471457.29,550*24+1억,232000000.0,2053097.3451327435,0.002803568965517241,470,2,5
월세,170,"3,000",30,1/2,북향,37.539421,126.953869,6614,42,3,4,2,0,549.174022909128,4,11,5,508151.67,471457.29,"170*24+3,000",70800000.0,2360000.0,0.002802542372881356,471,1,2
월세,180,"3,000",31,1/5,남동향,37.559388,126.926284,6595,16,159,88,6,1,256.830323974873,0,159,95,508151.67,471457.29,"180*24+3,000",73200000.0,2361290.3225806453,0.0027929644808743167,472,1,5
월세,275,"5,000",39,B1/2,남서향,37.554079,126.92729,8287,44,108,24,4,1,384.8875220178687,2,40,20,508151.67,471457.29,"275*24+5,000",116000000.0,2974358.9743589745,0.002786146551724138,473,B1,2
월세,"2,620",3억,721,2/5,북서향,37.55093,126.909143,3589,23,8,26,4,1,436.77680524545934,2,59,36,508151.67,471457.29,"2,620*24+3억",928800000.0,1288210.8183079057,0.0027860346683893198,474,2,5
월세,250,"3,000",65,1/4,동향,37.564018,126.920283,3852,25,61,72,4,0,652.7394182827844,6,108,58,508151.67,471457.29,"250*24+3,000",90000000.0,1384615.3846153845,0.002782,475,1,4
월세,400,"5,000",178,2/6,남향,37.547287,126.954459,2280,27,0,5,8,1,442.7405514141753,6,13,10,508151.67,471457.29,"400*24+5,000",146000000.0,820224.7191011236,0.00277972602739726,476,2,6
월세,80,"2,000",53,B1/4,남향,37.538647,126.94762,2045,31,19,3,6,1,181.04164745101988,6,19,13,508151.67,471457.29,"80*24+2,000",39200000.0,739622.641509434,0.002764923469387755,477,B1,4
월세,250,"3,000",69,2/5,남서향,37.549833,126.910373,3589,22,9,17,5,1,299.5793757192485,2,50,35,508151.67,471457.29,"250*24+3,000",90000000.0,1304347.8260869565,0.0027515666666666667,478,2,5
월세,200,"2,000",33,B1/5,동향,37.549072,126.924293,5652,34,177,34,4,1,197.1635969083421,2,62,44,508151.67,471457.29,"200*24+2,000",68000000.0,2060606.0606060605,0.0027428823529411766,479,B1,5
월세,320,"5,000",68,3/24,남서향,37.580069,126.889006,5108,37,7,0,13,0,588.3572165785339,2,4,2,508151.67,471457.29,"320*24+5,000",126800000.0,1864705.8823529412,0.002739305993690852,480,3,24
월세,400,"5,000",173,4/4,북서향,37.553944,126.920366,2305,43,104,44,7,0,570.8514170978492,2,76,41,508151.67,471457.29,"400*24+5,000",146000000.0,843930.6358381503,0.002731267123287671,481,4,4
월세,150,"1,000",39,1/3,서향,37.546724,126.932819,3217,44,0,1,9,1,109.21560478145192,6,2,0,508151.67,471457.29,"150*24+1,000",46000000.0,1179487.1794871795,0.0027274565217391303,482,1,3
월세,280,"2,000",54,1/4,,37.551423,126.937179,4403,35,21,7,13,2,139.07298191714526,8,13,3,508151.67,471457.29,"280*24+2,000",87200000.0,1614814.8148148148,0.0027266284403669725,483,1,4
월세,60,"1,000",26,2/2,남동향,37.549935,126.949996,2554,14,2,4,5,0,672.8185724831163,16,7,6,508151.67,471457.29,"60*24+1,000",24400000.0,938461.5384615385,0.0027214754098360654,484,2,2
월세,100,"1,000",95,B1/4,남서향,37.567044,126.909328,974,20,10,2,6,0,566.1787301133766,8,3,0,508151.67,471457.29,"100*24+1,000",34000000.0,357894.7368421053,0.002721470588235294,485,B1,4
월세,480,"5,000",69,1/2,남동향,37.556782,126.926604,6495,30,117,48,5,1,117.05038293241704,2,75,39,508151.67,471457.29,"480*24+5,000",165200000.0,2394202.8985507246,0.002712802663438257,486,1,2
월세,110,"2,000",42,1/2,,37.549041,126.947918,2997,17,2,10,4,0,534.6342211942589,16,13,9,508151.67,471457.29,"110*24+2,000",46400000.0,1104761.9047619049,0.002712801724137931,487,1,2
월세,300,"3,500",64,1/5,북향,37.551529,126.915542,4502,34,71,34,6,1,279.35599344114974,4,91,63,508151.67,471457.29,"300*24+3,500",107000000.0,1671875.0,0.002692785046728972,488,1,5
월세,175,"1,000",39,1/3,동향,37.550179,126.91083,3589,23,12,19,4,1,268.52603556990266,2,55,38,508151.67,471457.29,"175*24+1,000",52000000.0,1333333.3333333333,0.00269175,489,1,3
월세,110,"1,000",111,B1/3,북향,37.555511,126.909307,875,33,112,53,4,1,92.27883643610822,2,88,44,508151.67,471457.29,"110*24+1,000",36400000.0,327927.9279279279,0.0026682692307692306,490,B1,3
월세,300,"4,000",80,3/4,동향,37.559862,126.924207,3733,22,119,99,5,1,314.4096637466762,0,179,101,508151.67,471457.29,"300*24+4,000",112000000.0,1400000.0,0.0026664285714285713,491,3,4
월세,150,"2,000",116,B1/5,북향,37.557644,126.908344,1284,30,67,45,4,1,228.8527697264785,8,73,36,508151.67,471457.29,"150*24+2,000",56000000.0,482758.6206896552,0.0026597142857142857,492,B1,5
월세,200,"1,500",30,1/6,동향,37.554571,126.911073,5576,35,85,41,3,1,191.78100881762848,2,73,40,508151.67,471457.29,"200*24+1,500",63000000.0,2100000.0,0.002655238095238095,493,1,6
월세,350,"5,000",192,B1/4,,37.546419,126.943894,1851,29,1,9,5,1,220.19956271632108,12,18,9,508151.67,471457.29,"350*24+5,000",134000000.0,697916.6666666666,0.002652179104477612,494,B1,4
월세,400,1억,89,1/5,남서향,37.552917,126.923042,5840,39,166,43,4,0,518.1499327038113,2,76,46,508151.67,471457.29,400*24+1억,196000000.0,2202247.191011236,0.0026518367346938776,495,1,5
월세,100,"1,000",79,B1/4,서향,37.561388,126.905628,1140,25,33,7,6,1,310.64886600039085,8,14,5,508151.67,471457.29,"100*24+1,000",34000000.0,430379.746835443,0.0026488235294117647,496,B1,4
월세,480,"5,000",66,1/4,북향,37.548861,126.915957,6583,28,209,36,8,1,206.67695903506296,2,97,67,508151.67,471457.29,"480*24+5,000",165200000.0,2503030.303030303,0.0026300121065375302,497,1,4
월세,170,"5,000",33,1/5,북향,37.553107,126.926073,7227,42,149,30,2,1,458.30966426064657,4,49,29,508151.67,471457.29,"170*24+5,000",90800000.0,2751515.1515151514,0.0026265528634361237,498,1,5
월세,50,"1,500",73,B1/3,남서향,37.555927,126.954796,969,20,0,7,7,2,197.2769277197864,10,7,2,508151.67,471457.29,"50*24+1,500",27000000.0,369863.01369863015,0.0026198888888888886,499,B1,3
월세,200,"3,000",66,2/4,,37.554885,126.928739,3089,36,109,22,5,1,391.6990649576408,2,40,21,508151.67,471457.29,"200*24+3,000",78000000.0,1181818.1818181819,0.0026137692307692307,500,2,4
월세,50,"1,000",71,B1/3,남동향,37.573313,126.902037,806,27,0,1,9,2,382.05474016248536,4,2,0,508151.67,471457.29,"50*24+1,000",22000000.0,309859.1549295775,0.002601181818181818,501,B1,3
월세,250,"3,000",101,2/2,남향,37.555861,126.917146,2316,43,105,28,5,0,625.8783378662815,0,49,19,508151.67,471457.29,"250*24+3,000",90000000.0,891089.1089108911,0.0025990666666666665,502,2,2
