tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,subway_d,school_N,store_N,rest_N,day_pop,night_pop,2nPrc_str,2nPrc,평당가격,가성비,가성비_Rank,floor_estate,floor_buliding
월세,220,"4,000",105,1/5,동향,37.560139,126.903482,1140,38,32,20,2,1,375.5944759748322,6,38,14,508151.67,471457.29,"220*24+4,000",92800000.0,883809.5238095238,0.0012898706896551724,864,1,5
월세,250,"3,000",100,3/4,동향,37.555928,126.921327,1160,41,71,42,8,1,384.0065942055596,2,79,45,508151.67,471457.29,"250*24+3,000",90000000.0,900000.0,0.001288888888888889,865,3,4
월세,250,1억,247,B2/6,남서향,37.554471,126.931021,834,50,108,28,5,0,503.8613506121693,2,55,30,508151.67,471457.29,250*24+1억,160000000.0,647773.2793522268,0.0012874874999999999,866,B2,6
월세,380,"3,000",165,B1/4,북서향,37.55316,126.92203,943,37,157,45,5,0,536.9046366997148,2,81,49,508151.67,471457.29,"380*24+3,000",121200000.0,734545.4545454546,0.0012837871287128713,867,B1,4
월세,200,"3,000",59,1/5,동향,37.552025,126.961998,1696,19,2,2,4,1,494.5261895639187,10,4,1,508151.67,471457.29,"200*24+3,000",78000000.0,1322033.8983050848,0.0012828717948717948,868,1,5
월세,320,"5,000",110,1/3,동향,37.554498,126.926936,1471,39,108,28,5,1,329.43195154359336,2,50,26,508151.67,471457.29,"320*24+5,000",126800000.0,1152727.2727272727,0.0012761041009463723,869,1,3
월세,750,2억,83,1/4,북동향,37.553412,126.923354,5840,40,156,42,6,1,456.7214107766157,2,70,42,508151.67,471457.29,750*24+2억,380000000.0,4578313.253012048,0.001275578947368421,870,1,4
월세,180,"3,000",71,1/4,남서향,37.563768,126.918983,1314,29,0,53,4,0,608.8958965974871,6,66,27,508151.67,471457.29,"180*24+3,000",73200000.0,1030985.9154929577,0.0012745081967213115,871,1,4
월세,120,"1,500",83,3/4,서향,37.55613,126.946128,669,28,2,45,4,1,67.81262357657869,4,79,37,508151.67,471457.29,"120*24+1,500",43800000.0,527710.843373494,0.0012677397260273972,872,3,4
월세,350,"5,000",178,2/10,남향,37.551599,126.923128,953,36,197,45,4,1,432.4555384139224,4,83,53,508151.67,471457.29,"350*24+5,000",134000000.0,752808.988764045,0.0012659253731343283,873,2,10
월세,80,"1,000",19,1/5,,37.544844,126.939498,1941,29,29,4,6,1,396.6188434177991,4,10,3,508151.67,471457.29,"80*24+1,000",29200000.0,1536842.105263158,0.0012629794520547944,874,1,5
월세,170,"4,000",56,1/2,남서향,37.543144,126.943326,1816,33,56,9,6,1,458.6663282821538,2,22,11,508151.67,471457.29,"170*24+4,000",80800000.0,1442857.142857143,0.0012586138613861384,875,1,2
월세,200,"5,000",23,1/2,북향,37.547531,126.925015,5361,32,134,24,4,1,191.79793702940924,2,35,21,508151.67,471457.29,"200*24+5,000",98000000.0,4260869.565217392,0.0012581938775510202,876,1,2
월세,200,"2,000",158,3/4,남향,37.566001,126.910833,541,23,10,2,8,1,494.89142506877033,6,3,0,508151.67,471457.29,"200*24+2,000",68000000.0,430379.746835443,0.0012570294117647059,877,3,4
월세,160,"2,000",37,1/5,북동향,37.562355,126.920091,1982,30,65,80,3,0,739.6087967082742,6,125,65,508151.67,471457.29,"160*24+2,000",58400000.0,1578378.3783783785,0.0012557191780821918,878,1,5
월세,300,"4,000",78,2/5,북서향,37.538148,126.94537,1802,28,30,3,5,1,166.1265015733263,2,16,11,508151.67,471457.29,"300*24+4,000",112000000.0,1435897.435897436,0.0012549642857142857,879,2,5
월세,300,"4,000",81,B1/3,동향,37.559421,126.924576,1735,19,130,92,6,1,257.8114214719467,0,171,100,508151.67,471457.29,"300*24+4,000",112000000.0,1382716.049382716,0.0012547767857142857,880,B1,3
월세,100,"1,000",33,1/4,북서향,37.558172,126.909575,1284,25,97,30,4,1,234.85795341327483,8,59,32,508151.67,471457.29,"100*24+1,000",34000000.0,1030303.0303030303,0.0012462352941176472,881,1,4
월세,180,"1,000",49,1/5,남향,37.558902,126.911373,1349,30,98,15,3,1,333.2425363557176,8,32,16,508151.67,471457.29,"180*24+1,000",53200000.0,1085714.2857142857,0.0012425000000000001,882,1,5
월세,200,"5,000",56,1/8,남향,37.53976,126.940585,2171,13,56,0,4,1,471.898988823908,0,7,4,508151.67,471457.29,"200*24+5,000",98000000.0,1750000.0,0.0012405714285714286,883,1,8
월세,220,"3,000",112,B1/3,서향,37.551922,126.921847,917,37,199,42,5,1,476.00465556924746,2,90,60,508151.67,471457.29,"220*24+3,000",82800000.0,739285.7142857143,0.0012403864734299517,884,B1,3
월세,150,"2,000",40,1/4,남동향,37.558509,126.924572,1735,21,141,89,7,1,162.8841731809064,2,160,94,508151.67,471457.29,"150*24+2,000",56000000.0,1400000.0,0.0012392857142857143,885,1,4
월세,300,"5,000",111,1/3,남서향,37.555977,126.912623,1359,30,84,23,3,1,227.008664250596,8,46,25,508151.67,471457.29,"300*24+5,000",122000000.0,1099099.0990990992,0.001236467213114754,886,1,3
월세,230,"4,000",125,3/4,남향,37.550276,126.922663,940,36,190,44,5,1,285.1466315218861,2,86,59,508151.67,471457.29,"230*24+4,000",95200000.0,761600.0,0.0012342436974789915,887,3,4
월세,364,"5,000",256,B1/5,서향,37.564448,126.924022,662,22,78,122,6,0,815.6754978568775,6,190,109,508151.67,471457.29,"364*24+5,000",137360000.0,536562.5,0.0012337798485730926,888,B1,5
월세,500,3억,115,1/2,남동향,37.552023,126.91483,4502,36,71,30,7,1,300.4686892096664,2,83,53,508151.67,471457.29,500*24+3억,420000000.0,3652173.913043478,0.0012326904761904762,889,1,2
월세,300,"3,000",79,B1/3,남동향,37.557673,126.921057,1588,36,56,44,7,1,384.89093884312274,2,79,40,508151.67,471457.29,"300*24+3,000",102000000.0,1291139.240506329,0.001229921568627451,890,B1,3
월세,300,"3,000",79,B1/3,남동향,37.557771,126.921179,1588,36,62,44,7,1,375.9559194313374,2,82,41,508151.67,471457.29,"300*24+3,000",102000000.0,1291139.240506329,0.001229921568627451,891,B1,3
월세,200,"3,000",110,6/6,북향,37.552261,126.922125,870,37,196,45,3,0,509.4293191077496,2,88,57,508151.67,471457.29,"200*24+3,000",78000000.0,709090.9090909091,0.001226923076923077,892,6,6
월세,230,"3,000",45,1/1,남동향,37.566215,126.920623,2322,27,0,51,6,0,518.6161786897885,6,58,23,508151.67,471457.29,"230*24+3,000",85200000.0,1893333.3333333333,0.0012264084507042255,893,1,1
월세,600,1억,198,1/2,남서향,37.560088,126.907376,1509,25,32,20,4,0,502.8699320921384,6,38,19,508151.67,471457.29,600*24+1억,244000000.0,1232323.2323232323,0.001224516393442623,894,1,2
월세,550,"7,000",262,2/6,동향,37.552648,126.922686,943,39,187,43,3,0,548.6093539692121,2,81,49,508151.67,471457.29,"550*24+7,000",202000000.0,770992.3664122138,0.00122309900990099,895,2,6
월세,"5,000",5억,298,1/4,북서향,37.555745,126.923603,6945,34,126,48,9,1,224.61794240983133,2,82,43,508151.67,471457.29,"5,000*24+5억",1700000000.0,5704697.986577181,0.0012174176470588236,896,1,4
월세,150,"3,000",86,B1/5,남서향,37.54943,126.921056,934,24,240,49,6,1,247.77765825250103,2,96,66,508151.67,471457.29,"150*24+3,000",66000000.0,767441.8604651163,0.001217030303030303,897,B1,5
월세,200,"4,000",132,B1/6,,37.557019,126.908963,811,30,99,46,3,1,140.69249202034197,10,78,38,508151.67,471457.29,"200*24+4,000",88000000.0,666666.6666666666,0.0012165000000000001,898,B1,6
월세,"1,200",1억,454,1/4,동향,37.546792,126.918456,1039,22,209,39,6,1,400.9442496391228,2,85,54,508151.67,471457.29,"1,200*24+1억",388000000.0,854625.550660793,0.0012157371134020618,899,1,4
월세,330,"3,000",142,3/4,동향,37.549382,126.921383,934,28,233,48,6,1,226.0306511179226,4,94,65,508151.67,471457.29,"330*24+3,000",109200000.0,769014.0845070423,0.0012145421245421245,900,3,4
월세,150,"6,000",57,1/6,북향,37.538162,126.947262,2045,31,19,3,6,1,195.96684794915416,4,17,12,508151.67,471457.29,"150*24+6,000",96000000.0,1684210.5263157894,0.00121421875,901,1,6
월세,200,"3,000",111,2/3,동향,37.552939,126.906211,853,20,63,53,5,1,487.5662445205036,2,82,42,508151.67,471457.29,"200*24+3,000",78000000.0,702702.7027027027,0.0012138846153846154,902,2,3
월세,800,2억,206,B1/8,북동향,37.553839,126.922771,2305,42,124,44,5,1,438.1118958236023,2,72,39,508151.67,471457.29,800*24+2억,392000000.0,1902912.6213592233,0.0012113010204081634,903,B1,8
월세,450,"7,000",102,1/10,남향,37.549098,126.939791,2111,25,1,3,6,2,249.2078865440854,6,6,1,508151.67,471457.29,"450*24+7,000",178000000.0,1745098.0392156863,0.0012096741573033708,904,1,10
월세,130,"1,000",33,1/4,남향,37.558619,126.905672,1509,34,33,41,2,1,477.3872184503269,2,66,31,508151.67,471457.29,"130*24+1,000",41200000.0,1248484.8484848484,0.0012086650485436895,905,1,4
월세,400,"6,000",171,1/3,남향,37.556531,126.900127,1102,37,92,27,1,0,826.7079659773127,4,39,14,508151.67,471457.29,"400*24+6,000",156000000.0,912280.701754386,0.0012079615384615384,906,1,3
월세,100,"2,000",44,1/3,남서향,37.556216,126.962657,1205,26,21,8,5,1,427.23333670950143,10,20,12,508151.67,471457.29,"100*24+2,000",44000000.0,1000000.0,0.001205,907,1,3
월세,170,"2,000",49,1/1,남동향,37.559345,126.918507,1494,34,54,24,5,0,651.5098089193632,12,51,24,508151.67,471457.29,"170*24+2,000",60800000.0,1240816.3265306123,0.0012040460526315788,908,1,1
월세,250,"5,000",65,1/3,남향,37.554955,126.932517,2033,45,93,42,8,2,386.2659407413122,2,107,68,508151.67,471457.29,"250*24+5,000",110000000.0,1692307.6923076923,0.0012013181818181819,909,1,3
월세,310,"3,000",148,3/6,북서향,37.5573,126.922759,847,33,101,51,8,1,231.4392727506835,2,95,50,508151.67,471457.29,"310*24+3,000",104400000.0,705405.4054054054,0.001200727969348659,910,3,6
월세,370,"5,000",191,3/6,서향,37.551999,126.922982,870,36,190,45,4,1,476.386403209171,2,85,54,508151.67,471457.29,"370*24+5,000",138800000.0,726701.5706806283,0.0011971902017291066,911,3,6
월세,200,"2,000",49,1/4,남동향,37.560726,126.920469,1660,31,60,75,6,0,584.7148552288055,6,126,63,508151.67,471457.29,"200*24+2,000",68000000.0,1387755.1020408163,0.0011961764705882352,912,1,4
월세,350,"4,000",140,1/3,남동향,37.561572,126.926854,1059,20,78,94,5,0,504.0446786553425,0,166,94,508151.67,471457.29,"350*24+4,000",124000000.0,885714.2857142857,0.0011956451612903226,913,1,3
월세,270,"4,000",108,2/4,남동향,37.556012,126.921439,1160,39,70,41,8,1,371.4347057651894,2,79,45,508151.67,471457.29,"270*24+4,000",104800000.0,970370.3703703703,0.0011954198473282443,914,2,4
월세,200,"2,000",87,2/5,남서향,37.548406,126.920742,934,27,250,46,6,1,201.2196585452081,2,93,64,508151.67,471457.29,"200*24+2,000",68000000.0,781609.1954022988,0.001194970588235294,915,2,5
월세,280,"3,000",50,1/2,북서향,37.566389,126.920419,2322,27,0,49,6,1,493.5469708572844,6,54,21,508151.67,471457.29,"280*24+3,000",97200000.0,1944000.0,0.0011944444444444444,916,1,2
월세,100,"1,500",33,1/4,북서향,37.561234,126.918164,1410,28,0,25,4,0,778.9102807534197,12,42,20,508151.67,471457.29,"100*24+1,500",39000000.0,1181818.1818181819,0.001193076923076923,917,1,4
월세,900,"1억 4,000",241,2/6,,37.539525,126.94351,1756,23,56,1,5,1,213.6178234900104,2,13,8,508151.67,471457.29,"900*24+1억 4,000",356000000.0,1477178.4232365144,0.0011887528089887642,918,2,6
월세,270,"3,000",101,1/5,남동향,37.55625,126.915662,1112,48,105,18,7,1,494.8289035125824,6,40,18,508151.67,471457.29,"270*24+3,000",94800000.0,938613.8613861386,0.0011847257383966244,919,1,5
월세,210,"5,000",126,3/4,북향,37.552489,126.922567,943,38,179,46,3,0,531.3284931943209,2,84,50,508151.67,471457.29,"210*24+5,000",100400000.0,796825.3968253968,0.0011834462151394422,920,3,4
월세,70,"1,500",25,2/2,남향,37.585428,126.882157,1505,25,0,0,10,0,1290.5677503885413,4,1,0,508151.67,471457.29,"70*24+1,500",31800000.0,1272000.0,0.0011831761006289307,921,2,2
월세,200,"4,000",29,1/15,남동향,37.55065,126.914878,3589,29,61,30,6,1,165.84179234278065,4,87,62,508151.67,471457.29,"200*24+4,000",88000000.0,3034482.7586206896,0.0011827386363636363,922,1,15
월세,150,"2,000",72,B1/4,서향,37.552105,126.921154,917,35,204,44,3,0,510.4763829870112,2,94,62,508151.67,471457.29,"150*24+2,000",56000000.0,777777.7777777778,0.0011790000000000001,923,B1,4
월세,150,"2,000",28,1/1,북서향,37.574954,126.897043,2357,17,1,2,8,1,394.9957222454902,2,5,2,508151.67,471457.29,"150*24+2,000",56000000.0,2000000.0,0.0011785,924,1,1
월세,300,"4,000",140,3/7,동향,37.550424,126.922842,940,38,183,43,5,1,301.1175678022318,2,86,59,508151.67,471457.29,"300*24+4,000",112000000.0,800000.0,0.001175,925,3,7
월세,450,1억,56,1/2,,37.540069,126.947891,4364,35,25,3,5,1,181.2828067475748,4,21,13,508151.67,471457.29,450*24+1억,208000000.0,3714285.714285714,0.001174923076923077,926,1,2
월세,100,"1,000",15,1/4,북향,37.547349,126.921041,2663,26,243,39,6,1,164.7920056799143,2,77,52,508151.67,471457.29,"100*24+1,000",34000000.0,2266666.6666666665,0.0011748529411764706,927,1,4
월세,300,"6,000",67,1/4,북향,37.552886,126.923739,2305,39,175,38,4,0,500.2064051293359,2,71,44,508151.67,471457.29,"300*24+6,000",132000000.0,1970149.2537313432,0.0011699621212121214,928,1,4
월세,95,"1,500",38,1/5,남향,37.559067,126.912383,1158,31,84,12,3,1,389.236597385984,8,28,14,508151.67,471457.29,"95*24+1,500",37800000.0,994736.8421052631,0.001164126984126984,929,1,5
월세,270,"6,000",33,1/1,북서향,37.54195,126.951782,4384,42,1,7,6,1,230.56078054715152,2,20,11,508151.67,471457.29,"270*24+6,000",124800000.0,3781818.1818181816,0.0011592307692307694,930,1,1
월세,80,"3,000",45,1/4,서향,37.563468,126.909256,1265,19,10,1,5,0,521.2093930221536,6,6,0,508151.67,471457.29,"80*24+3,000",49200000.0,1093333.3333333333,0.0011570121951219514,931,1,4
월세,300,"4,000",52,1/5,북동향,37.546548,126.953887,2489,32,0,6,7,1,346.52915073493807,6,13,10,508151.67,471457.29,"300*24+4,000",112000000.0,2153846.153846154,0.0011556071428571427,932,1,5
월세,105,"1,000",21,1/4,북향,37.546322,126.941062,1936,31,19,6,5,1,183.96145259969936,4,15,7,508151.67,471457.29,"105*24+1,000",35200000.0,1676190.4761904762,0.001155,933,1,4
월세,500,"8,000",61,1/2,남동향,37.556965,126.925495,3773,31,129,53,7,1,27.16810016055126,2,91,48,508151.67,471457.29,"500*24+8,000",200000000.0,3278688.524590164,0.001150765,934,1,2
월세,150,"6,000",54,1/6,북향,37.538145,126.947318,2045,32,18,3,6,1,200.45594117383737,4,17,12,508151.67,471457.29,"150*24+6,000",96000000.0,1777777.7777777778,0.0011503125,935,1,6
월세,400,"4,000",59,1/8,남향,37.543022,126.951193,2645,41,1,7,7,1,116.20294469529368,4,22,13,508151.67,471457.29,"400*24+4,000",136000000.0,2305084.745762712,0.0011474632352941176,936,1,8
월세,270,"3,000",125,B1/6,남향,37.547934,126.923575,870,27,195,31,4,1,68.19378239060869,2,54,36,508151.67,471457.29,"270*24+3,000",94800000.0,758400.0,0.0011471518987341773,937,B1,6
월세,450,"7,000",115,1/2,남서향,37.539792,126.944092,1756,25,56,2,5,1,164.03394427497904,2,16,11,508151.67,471457.29,"450*24+7,000",178000000.0,1547826.0869565217,0.0011344943820224718,938,1,2
월세,100,"4,000",70,1/5,동향,37.567381,126.908395,1037,23,7,0,8,0,618.9284334269665,8,2,0,508151.67,471457.29,"100*24+4,000",64000000.0,914285.7142857143,0.00113421875,939,1,5
월세,70,"2,000",28,3/4,북향,37.557037,126.953146,1487,25,0,8,4,2,266.21951471871307,14,9,3,508151.67,471457.29,"70*24+2,000",36800000.0,1314285.7142857143,0.0011314130434782609,940,3,4
월세,800,1억,126,1/5,북향,37.556312,126.928096,2619,31,108,36,5,1,258.55820847251863,2,58,31,508151.67,471457.29,800*24+1억,292000000.0,2317460.3174603176,0.0011301164383561643,941,1,5
월세,150,"2,000",67,5/5,북서향,37.553483,126.920864,943,40,145,46,5,0,573.2714743538182,2,83,48,508151.67,471457.29,"150*24+2,000",56000000.0,835820.895522388,0.0011282321428571428,942,5,5
월세,600,1억,187,1/4,북서향,37.553944,126.929342,1471,44,110,20,3,0,502.3499877845234,2,30,11,508151.67,471457.29,600*24+1억,244000000.0,1304812.834224599,0.0011273647540983606,943,1,4
월세,800,2억,364,B1/6,남동향,37.551906,126.920666,1211,35,209,44,4,0,504.1906703810493,2,97,65,508151.67,471457.29,800*24+2억,392000000.0,1076923.076923077,0.0011244999999999998,944,B1,6
월세,"1,639","1억 6,386",386,1/17,북서향,37.538392,126.945031,1618,26,34,3,6,1,153.57589135041056,4,16,11,508151.67,471457.29,"1,639*24+1억 6,386",557220000.0,1443575.1295336788,0.0011208283981192348,945,1,17
월세,70,"1,000",33,B1/2,남향,37.55472,126.906921,910,35,87,59,3,1,315.4673122521624,2,92,44,508151.67,471457.29,"70*24+1,000",26800000.0,812121.2121212122,0.0011205223880597014,946,B1,2
월세,180,"3,000",40,1/4,북동향,37.53822,126.946795,2045,31,27,3,6,1,168.69404965592963,4,17,12,508151.67,471457.29,"180*24+3,000",73200000.0,1830000.0,0.0011174863387978142,947,1,4
월세,500,"5,000",33,1/4,남동향,37.557411,126.925535,5756,25,137,58,6,1,27.879859763165094,2,108,61,508151.67,471457.29,"500*24+5,000",170000000.0,5151515.151515151,0.0011173411764705884,948,1,4
월세,272,"6,000",39,1/2,북향,37.549187,126.914864,3589,28,111,34,7,1,103.8183247070189,2,92,63,508151.67,471457.29,"272*24+6,000",125280000.0,3212307.6923076925,0.001117265325670498,949,1,2
월세,220,"3,000",106,B1/2,남서향,37.554147,126.904185,872,34,120,56,3,0,560.6719384516043,0,80,34,508151.67,471457.29,"220*24+3,000",82800000.0,781132.0754716981,0.001116328502415459,950,B1,2
월세,200,"3,000",63,3/4,북향,37.563009,126.925659,1382,22,78,128,7,0,647.2857879255592,0,200,113,508151.67,471457.29,"200*24+3,000",78000000.0,1238095.238095238,0.0011162307692307693,951,3,4
월세,900,"1억 3,000",455,4/6,북동향,37.557505,126.923306,847,29,115,51,8,1,186.1913896181485,2,102,57,508151.67,471457.29,"900*24+1억 3,000",346000000.0,760439.5604395604,0.001113829479768786,952,4,6
월세,400,"5,000",174,2/4,동향,37.549804,126.921782,934,30,216,49,6,1,250.6065176840247,2,95,65,508151.67,471457.29,"400*24+5,000",146000000.0,839080.459770115,0.001113123287671233,953,2,4
월세,189,"1,500",34,1/5,남향,37.542304,126.940487,1974,20,56,0,2,0,568.0010035315555,4,8,4,508151.67,471457.29,"189*24+1,500",60360000.0,1775294.1176470588,0.0011119284294234593,954,1,5
월세,500,"8,000",192,1/2,남서향,37.559133,126.907679,1158,28,39,31,4,1,397.42459988378846,12,54,25,508151.67,471457.29,"500*24+8,000",200000000.0,1041666.6666666666,0.00111168,955,1,2
월세,100,"1,000",39,1/1,동향,37.555842,126.955086,969,21,0,7,6,2,191.25861948148804,8,7,2,508151.67,471457.29,"100*24+1,000",34000000.0,871794.8717948718,0.0011115,956,1,1
월세,600,"8,000",109,1/5,남향,37.553452,126.925292,2284,46,166,32,3,1,415.9435971366944,2,50,30,508151.67,471457.29,"600*24+8,000",224000000.0,2055045.871559633,0.0011114107142857143,957,1,5
월세,90,"1,000",20,1/1,남동향,37.539948,126.944067,1756,26,56,2,5,1,169.61430884117595,2,17,12,508151.67,471457.29,"90*24+1,000",31600000.0,1580000.0,0.0011113924050632912,958,1,1
월세,230,"4,000",52,1/5,남향,37.555605,126.933632,2032,39,70,50,11,2,292.1941195038995,2,146,99,508151.67,471457.29,"230*24+4,000",95200000.0,1830769.2307692308,0.0011099159663865547,959,1,5
월세,300,"7,000",69,2/4,북향,37.555261,126.92298,2283,32,132,42,8,1,301.49486957170694,2,78,45,508151.67,471457.29,"300*24+7,000",142000000.0,2057971.0144927537,0.0011093450704225353,960,2,4
월세,450,"5,000",99,1/8,남서향,37.559928,126.907011,1763,29,33,23,4,0,503.5932739291768,6,41,20,508151.67,471457.29,"450*24+5,000",158000000.0,1595959.5959595959,0.0011046645569620253,961,1,8
월세,200,"3,000",67,2/5,남서향,37.558111,126.910837,1284,26,106,15,3,1,234.71259994211383,8,40,21,508151.67,471457.29,"200*24+3,000",78000000.0,1164179.1044776118,0.001102923076923077,962,2,5
월세,200,"3,000",64,1/2,북동향,37.558206,126.961181,1343,31,21,8,9,2,294.64898366562227,4,16,11,508151.67,471457.29,"200*24+3,000",78000000.0,1218750.0,0.001101948717948718,963,1,2
월세,80,"1,000",33,1/3,북서향,37.567556,126.912371,974,30,8,4,7,1,293.6542055494748,4,5,1,508151.67,471457.29,"80*24+1,000",29200000.0,884848.4848484849,0.0011007534246575343,964,1,3
월세,400,"6,000",180,3/7,동향,37.551377,126.92305,953,37,198,44,5,1,407.4592503867328,4,82,53,508151.67,471457.29,"400*24+6,000",156000000.0,866666.6666666666,0.0010996153846153846,965,3,7
월세,120,"1,500",32,1/3,동향,37.581867,126.878463,1505,18,0,0,7,0,1515.3874147823806,6,1,0,508151.67,471457.29,"120*24+1,500",43800000.0,1368750.0,0.0010995433789954337,966,1,3
월세,130,"1,800",62,1/2,남서향,37.55331,126.903355,872,29,101,47,3,0,666.5974125781516,0,69,28,508151.67,471457.29,"130*24+1,800",49200000.0,793548.3870967742,0.0010988617886178863,967,1,2
월세,450,"5,000",132,1/5,북동향,37.564166,126.91916,1314,29,1,55,4,0,579.7291115113745,6,68,27,508151.67,471457.29,"450*24+5,000",158000000.0,1196969.696969697,0.0010977721518987342,968,1,5
월세,180,"2,000",80,1/5,서향,37.555477,126.91309,867,30,84,27,3,1,276.4513361958354,8,53,30,508151.67,471457.29,"180*24+2,000",63200000.0,790000.0,0.0010974683544303797,969,1,5
월세,880,"2억 2,000",543,2/5,남향,37.551981,126.922102,870,38,198,43,4,1,478.8338913653192,2,88,58,508151.67,471457.29,"880*24+2억 2,000",431200000.0,794106.8139963167,0.001095570500927644,970,2,5
월세,60,"2,000",19,B1/14,동향,37.552552,126.937792,1983,37,21,18,10,2,198.0435332417757,8,37,15,508151.67,471457.29,"60*24+2,000",34400000.0,1810526.3157894737,0.0010952616279069768,971,B1,14
월세,260,"4,000",81,B1/4,북서향,37.563093,126.925582,1382,22,78,127,7,0,656.4013214846759,0,199,113,508151.67,471457.29,"260*24+4,000",102400000.0,1264197.5308641975,0.00109318359375,972,B1,4
월세,150,"2,000",45,1/5,동향,37.556268,126.91333,1359,37,84,23,3,1,289.60459683099083,8,46,24,508151.67,471457.29,"150*24+2,000",56000000.0,1244444.4444444445,0.0010920535714285713,973,1,5
월세,250,"5,000",132,5/6,북동향,37.555607,126.910115,910,34,114,45,4,1,54.43602691035253,2,78,38,508151.67,471457.29,"250*24+5,000",110000000.0,833333.3333333334,0.0010919999999999999,974,5,6
월세,180,"3,000",70,1/3,서향,37.561551,126.904387,1140,33,34,5,6,1,236.9828496060445,6,13,3,508151.67,471457.29,"180*24+3,000",73200000.0,1045714.2857142857,0.0010901639344262296,975,1,3
월세,200,"3,000",48,1/7,서향,37.556185,126.932215,1770,38,107,47,9,1,428.61139163775294,2,134,89,508151.67,471457.29,"200*24+3,000",78000000.0,1625000.0,0.0010892307692307692,976,1,7
월세,450,"6,000",111,1/6,동향,37.556699,126.921391,1647,37,55,43,7,1,355.9636377449899,2,80,42,508151.67,471457.29,"450*24+6,000",168000000.0,1513513.5135135136,0.0010881964285714286,977,1,6
월세,350,"5,000",99,B1/3,북서향,37.555082,126.927117,1471,38,108,33,5,1,280.1166307862356,2,51,25,508151.67,471457.29,"350*24+5,000",134000000.0,1353535.3535353534,0.0010867835820895524,978,B1,3
월세,"1,500",2억,264,1/7,북동향,37.556368,126.919696,2305,43,66,34,7,0,509.43924772266735,2,65,35,508151.67,471457.29,"1,500*24+2억",560000000.0,2121212.121212121,0.0010866428571428572,979,1,7
월세,250,"4,000",124,B1/6,남동향,37.551729,126.920984,875,35,208,44,5,1,475.6436331960124,2,96,64,508151.67,471457.29,"250*24+4,000",100000000.0,806451.6129032258,0.001085,980,B1,6
월세,750,"8,000",28,1/5,남서향,37.555208,126.925737,10072,43,116,42,6,1,222.8318539770781,2,66,35,508151.67,471457.29,"750*24+8,000",260000000.0,9285714.285714285,0.0010846769230769232,981,1,5
월세,"1,000",2억,207,1/5,서향,37.554338,126.920992,2305,42,94,40,7,0,500.3991005629025,2,70,39,508151.67,471457.29,"1,000*24+2억",440000000.0,2125603.8647342995,0.0010843977272727272,982,1,5
월세,400,"5,000",166,2/5,서향,37.551136,126.923498,953,38,177,43,5,1,384.52787492860926,4,81,52,508151.67,471457.29,"400*24+5,000",146000000.0,879518.0722891566,0.0010835479452054794,983,2,5
월세,250,"4,000",92,1/5,북동향,37.563873,126.913765,1176,25,9,5,3,0,535.4593574709596,18,8,2,508151.67,471457.29,"250*24+4,000",100000000.0,1086956.5217391304,0.00108192,984,1,5
월세,140,"1,000",54,2/4,북동향,37.555953,126.907758,870,30,58,58,3,1,202.8247270773253,2,90,42,508151.67,471457.29,"140*24+1,000",43600000.0,807407.4074074074,0.0010775229357798165,985,2,4
월세,140,"2,000",28,1/12,남향,37.557373,126.916798,2061,43,105,19,4,0,611.42934455927,6,35,12,508151.67,471457.29,"140*24+2,000",53600000.0,1914285.7142857143,0.001076641791044776,986,1,12
월세,150,"2,000",66,B1/3,북동향,37.565399,126.923174,909,22,67,99,6,0,759.7606246315191,8,149,84,508151.67,471457.29,"150*24+2,000",56000000.0,848484.8484848485,0.0010713214285714286,987,B1,3
월세,100,"1,500",45,1/3,남동향,37.552652,126.904383,927,19,73,43,3,0,629.4622228270059,0,63,27,508151.67,471457.29,"100*24+1,500",39000000.0,866666.6666666666,0.0010696153846153846,988,1,3
월세,70,"1,000",26,1/3,남향,37.565383,126.916598,1097,33,8,21,7,1,359.19907816565694,10,20,7,508151.67,471457.29,"70*24+1,000",26800000.0,1030769.2307692308,0.0010642537313432837,989,1,3
월세,90,"3,000",26,1/5,북동향,37.549055,126.95194,2111,15,1,5,5,0,560.9292883182421,8,12,10,508151.67,471457.29,"90*24+3,000",51600000.0,1984615.3846153845,0.0010636821705426358,990,1,5
월세,"1,500",2억,461,1/5,남서향,37.558271,126.910794,1284,25,105,14,3,1,250.75238448809648,8,37,20,508151.67,471457.29,"1,500*24+2억",560000000.0,1214750.5422993493,0.0010570071428571428,991,1,5
월세,253,"3,000",84,1/5,북서향,37.560218,126.90364,1140,38,32,19,2,1,367.5436698244567,6,38,14,508151.67,471457.29,"253*24+3,000",90720000.0,1080000.0,0.0010555555555555555,992,1,5
월세,170,"2,000",56,B1/2,북향,37.560927,126.924949,1143,20,99,106,8,1,417.0557048390951,0,182,103,508151.67,471457.29,"170*24+2,000",60800000.0,1085714.2857142857,0.001052763157894737,993,B1,2
월세,180,"3,000",72,3/6,북동향,37.562574,126.926563,1069,24,78,121,8,0,607.4537090102017,0,199,112,508151.67,471457.29,"180*24+3,000",73200000.0,1016666.6666666666,0.0010514754098360655,994,3,6
