,dong,food,func,set,data
8,3.0,1.0,32.0,2.0,
9,3.0,1.0,32.0,3.0,
10,3.0,1.0,32.0,4.0,
11,3.0,1.0,32.0,5.0,
12,3.0,2.0,32.0,0.0,
13,3.0,2.0,32.0,1.0,
14,3.0,2.0,32.0,2.0,
15,3.0,2.0,32.0,3.0,
16,3.0,2.0,32.0,4.0,
17,3.0,2.0,32.0,5.0,
18,3.0,3.0,32.0,0.0,
19,3.0,3.0,32.0,1.0,
20,3.0,3.0,32.0,2.0,
21,3.0,3.0,32.0,3.0,
22,3.0,3.0,32.0,4.0,
23,3.0,3.0,32.0,5.0,
24,3.0,4.0,32.0,0.0,0.0
25,3.0,4.0,32.0,1.0,4464290.0
26,3.0,4.0,32.0,2.0,12189600.0
27,3.0,4.0,32.0,3.0,9930160.0
28,3.0,4.0,32.0,4.0,10354670.0
29,3.0,4.0,32.0,5.0,866920.0
30,3.0,5.0,32.0,0.0,
31,3.0,5.0,32.0,1.0,
32,3.0,5.0,32.0,2.0,
33,3.0,5.0,32.0,3.0,
34,3.0,5.0,32.0,4.0,
35,3.0,5.0,32.0,5.0,
36,3.0,6.0,32.0,0.0,41340.0
37,3.0,6.0,32.0,1.0,0.0
38,3.0,6.0,32.0,2.0,0.0
39,3.0,6.0,32.0,3.0,794180.0
40,3.0,6.0,32.0,4.0,4631390.0
41,3.0,6.0,32.0,5.0,1900570.0
42,3.0,7.0,32.0,0.0,0.0
43,3.0,7.0,32.0,1.0,2074030.0
44,3.0,7.0,32.0,2.0,16214820.0
45,3.0,7.0,32.0,3.0,7787640.0
46,3.0,7.0,32.0,4.0,14292440.0
47,3.0,7.0,32.0,5.0,856620.0
48,3.0,8.0,32.0,0.0,0.0
49,3.0,8.0,32.0,1.0,0.0
50,3.0,8.0,32.0,2.0,0.0
51,3.0,8.0,32.0,3.0,0.0
52,3.0,8.0,32.0,4.0,1517040.0
53,3.0,8.0,32.0,5.0,2295200.0
54,3.0,9.0,32.0,0.0,0.0
55,3.0,9.0,32.0,1.0,2622320.0
56,3.0,9.0,32.0,2.0,4920580.0
57,3.0,9.0,32.0,3.0,4083040.0
58,3.0,9.0,32.0,4.0,2503500.0
59,3.0,9.0,32.0,5.0,49850.0
0,3.0,0.0,31.0,0.0,0.0
1,3.0,0.0,31.0,1.0,11.0
2,3.0,0.0,31.0,2.0,305.0
3,3.0,0.0,31.0,3.0,61.0
4,3.0,0.0,31.0,4.0,165.0
5,3.0,0.0,31.0,5.0,10.0
6,3.0,1.0,31.0,0.0,
7,3.0,1.0,31.0,1.0,
8,3.0,1.0,31.0,2.0,
9,3.0,1.0,31.0,3.0,
10,3.0,1.0,31.0,4.0,
11,3.0,1.0,31.0,5.0,
12,3.0,2.0,31.0,0.0,
13,3.0,2.0,31.0,1.0,
14,3.0,2.0,31.0,2.0,
15,3.0,2.0,31.0,3.0,
16,3.0,2.0,31.0,4.0,
17,3.0,2.0,31.0,5.0,
18,3.0,3.0,31.0,0.0,
19,3.0,3.0,31.0,1.0,
20,3.0,3.0,31.0,2.0,
21,3.0,3.0,31.0,3.0,
22,3.0,3.0,31.0,4.0,
23,3.0,3.0,31.0,5.0,
24,3.0,4.0,31.0,0.0,0.0
25,3.0,4.0,31.0,1.0,393.0
26,3.0,4.0,31.0,2.0,921.0
27,3.0,4.0,31.0,3.0,846.0
28,3.0,4.0,31.0,4.0,821.0
29,3.0,4.0,31.0,5.0,73.0
30,3.0,5.0,31.0,0.0,
31,3.0,5.0,31.0,1.0,
32,3.0,5.0,31.0,2.0,
33,3.0,5.0,31.0,3.0,
34,3.0,5.0,31.0,4.0,
35,3.0,5.0,31.0,5.0,
36,3.0,6.0,31.0,0.0,5.0
37,3.0,6.0,31.0,1.0,0.0
38,3.0,6.0,31.0,2.0,0.0
39,3.0,6.0,31.0,3.0,88.0
40,3.0,6.0,31.0,4.0,487.0
41,3.0,6.0,31.0,5.0,213.0
42,3.0,7.0,31.0,0.0,0.0
43,3.0,7.0,31.0,1.0,250.0
44,3.0,7.0,31.0,2.0,1763.0
45,3.0,7.0,31.0,3.0,955.0
46,3.0,7.0,31.0,4.0,1677.0
47,3.0,7.0,31.0,5.0,119.0
48,3.0,8.0,31.0,0.0,0.0
49,3.0,8.0,31.0,1.0,0.0
50,3.0,8.0,31.0,2.0,0.0
51,3.0,8.0,31.0,3.0,0.0
52,3.0,8.0,31.0,4.0,13.0
53,3.0,8.0,31.0,5.0,14.0
54,3.0,9.0,31.0,0.0,0.0
55,3.0,9.0,31.0,1.0,557.0
56,3.0,9.0,31.0,2.0,922.0
57,3.0,9.0,31.0,3.0,789.0
58,3.0,9.0,31.0,4.0,549.0
59,3.0,9.0,31.0,5.0,17.0
0,3.0,0.0,12.0,0.0,8702.0
1,3.0,0.0,12.0,1.0,674141.0
2,3.0,0.0,12.0,2.0,2254472.0
3,3.0,0.0,12.0,3.0,2977756.0
4,3.0,0.0,12.0,4.0,2749737.0
5,3.0,0.0,12.0,5.0,2686450.0
6,3.0,1.0,12.0,0.0,
7,3.0,1.0,12.0,1.0,
8,3.0,1.0,12.0,2.0,
9,3.0,1.0,12.0,3.0,
10,3.0,1.0,12.0,4.0,
11,3.0,1.0,12.0,5.0,
12,3.0,2.0,12.0,0.0,
13,3.0,2.0,12.0,1.0,
14,3.0,2.0,12.0,2.0,
15,3.0,2.0,12.0,3.0,
16,3.0,2.0,12.0,4.0,
17,3.0,2.0,12.0,5.0,
18,3.0,3.0,12.0,0.0,
19,3.0,3.0,12.0,1.0,
20,3.0,3.0,12.0,2.0,
21,3.0,3.0,12.0,3.0,
22,3.0,3.0,12.0,4.0,
23,3.0,3.0,12.0,5.0,
24,3.0,4.0,12.0,0.0,17158.0
25,3.0,4.0,12.0,1.0,1821952.0
26,3.0,4.0,12.0,2.0,7291041.0
27,3.0,4.0,12.0,3.0,12510545.0
28,3.0,4.0,12.0,4.0,7851311.0
29,3.0,4.0,12.0,5.0,4586889.0
30,3.0,5.0,12.0,0.0,
31,3.0,5.0,12.0,1.0,
32,3.0,5.0,12.0,2.0,
33,3.0,5.0,12.0,3.0,
34,3.0,5.0,12.0,4.0,
35,3.0,5.0,12.0,5.0,
36,3.0,6.0,12.0,0.0,11660.0
37,3.0,6.0,12.0,1.0,335259.0
38,3.0,6.0,12.0,2.0,1337878.0
39,3.0,6.0,12.0,3.0,2300044.0
40,3.0,6.0,12.0,4.0,1997051.0
41,3.0,6.0,12.0,5.0,1249260.0
42,3.0,7.0,12.0,0.0,347563.0
43,3.0,7.0,12.0,1.0,3573016.0
44,3.0,7.0,12.0,2.0,7249279.0
45,3.0,7.0,12.0,3.0,14142864.0
46,3.0,7.0,12.0,4.0,7933248.0
47,3.0,7.0,12.0,5.0,4646528.0
48,3.0,8.0,12.0,0.0,0.0
49,3.0,8.0,12.0,1.0,0.0
50,3.0,8.0,12.0,2.0,0.0
51,3.0,8.0,12.0,3.0,0.0
52,3.0,8.0,12.0,4.0,2467350.0
53,3.0,8.0,12.0,5.0,967050.0
54,3.0,9.0,12.0,0.0,217696.0
55,3.0,9.0,12.0,1.0,2717455.0
56,3.0,9.0,12.0,2.0,3089283.0
57,3.0,9.0,12.0,3.0,4154080.0
58,3.0,9.0,12.0,4.0,2540474.0
59,3.0,9.0,12.0,5.0,649763.0
0,3.0,0.0,11.0,0.0,1.0
1,3.0,0.0,11.0,1.0,35.0
2,3.0,0.0,11.0,2.0,99.0
3,3.0,0.0,11.0,3.0,126.0
4,3.0,0.0,11.0,4.0,98.0
5,3.0,0.0,11.0,5.0,105.0
6,3.0,1.0,11.0,0.0,
7,3.0,1.0,11.0,1.0,
8,3.0,1.0,11.0,2.0,
9,3.0,1.0,11.0,3.0,
10,3.0,1.0,11.0,4.0,
11,3.0,1.0,11.0,5.0,
12,3.0,2.0,11.0,0.0,
13,3.0,2.0,11.0,1.0,
14,3.0,2.0,11.0,2.0,
15,3.0,2.0,11.0,3.0,
16,3.0,2.0,11.0,4.0,
17,3.0,2.0,11.0,5.0,
18,3.0,3.0,11.0,0.0,
19,3.0,3.0,11.0,1.0,
20,3.0,3.0,11.0,2.0,
21,3.0,3.0,11.0,3.0,
22,3.0,3.0,11.0,4.0,
23,3.0,3.0,11.0,5.0,
24,3.0,4.0,11.0,0.0,3.0
25,3.0,4.0,11.0,1.0,168.0
26,3.0,4.0,11.0,2.0,637.0
27,3.0,4.0,11.0,3.0,991.0
28,3.0,4.0,11.0,4.0,652.0
29,3.0,4.0,11.0,5.0,368.0
30,3.0,5.0,11.0,0.0,
31,3.0,5.0,11.0,1.0,
32,3.0,5.0,11.0,2.0,
33,3.0,5.0,11.0,3.0,
34,3.0,5.0,11.0,4.0,
35,3.0,5.0,11.0,5.0,
36,3.0,6.0,11.0,0.0,2.0
37,3.0,6.0,11.0,1.0,36.0
38,3.0,6.0,11.0,2.0,141.0
39,3.0,6.0,11.0,3.0,255.0
40,3.0,6.0,11.0,4.0,210.0
41,3.0,6.0,11.0,5.0,131.0
42,3.0,7.0,11.0,0.0,62.0
43,3.0,7.0,11.0,1.0,516.0
44,3.0,7.0,11.0,2.0,889.0
45,3.0,7.0,11.0,3.0,1550.0
46,3.0,7.0,11.0,4.0,894.0
47,3.0,7.0,11.0,5.0,618.0
48,3.0,8.0,11.0,0.0,0.0
49,3.0,8.0,11.0,1.0,0.0
50,3.0,8.0,11.0,2.0,0.0
51,3.0,8.0,11.0,3.0,0.0
52,3.0,8.0,11.0,4.0,17.0
53,3.0,8.0,11.0,5.0,4.0
54,3.0,9.0,11.0,0.0,50.0
55,3.0,9.0,11.0,1.0,607.0
56,3.0,9.0,11.0,2.0,648.0
57,3.0,9.0,11.0,3.0,814.0
58,3.0,9.0,11.0,4.0,415.0
59,3.0,9.0,11.0,5.0,129.0
0,3.0,0.0,21.0,0.0,85.0
1,3.0,0.0,21.0,1.0,89.0
2,3.0,0.0,21.0,2.0,108.0
3,3.0,0.0,21.0,3.0,87.0
4,3.0,0.0,21.0,4.0,90.0
5,3.0,0.0,21.0,5.0,65.0
6,3.0,0.0,21.0,6.0,27.0
7,3.0,1.0,21.0,0.0,
8,3.0,1.0,21.0,1.0,
9,3.0,1.0,21.0,2.0,
10,3.0,1.0,21.0,3.0,
11,3.0,1.0,21.0,4.0,
12,3.0,1.0,21.0,5.0,
13,3.0,1.0,21.0,6.0,
14,3.0,2.0,21.0,0.0,
15,3.0,2.0,21.0,1.0,
16,3.0,2.0,21.0,2.0,
17,3.0,2.0,21.0,3.0,
18,3.0,2.0,21.0,4.0,
19,3.0,2.0,21.0,5.0,
20,3.0,2.0,21.0,6.0,
21,3.0,3.0,21.0,0.0,
22,3.0,3.0,21.0,1.0,
23,3.0,3.0,21.0,2.0,
24,3.0,3.0,21.0,3.0,
25,3.0,3.0,21.0,4.0,
26,3.0,3.0,21.0,5.0,
27,3.0,3.0,21.0,6.0,
28,3.0,4.0,21.0,0.0,476.0
29,3.0,4.0,21.0,1.0,448.0
30,3.0,4.0,21.0,2.0,612.0
31,3.0,4.0,21.0,3.0,463.0
32,3.0,4.0,21.0,4.0,473.0
33,3.0,4.0,21.0,5.0,581.0
34,3.0,4.0,21.0,6.0,0.0
35,3.0,5.0,21.0,0.0,
36,3.0,5.0,21.0,1.0,
37,3.0,5.0,21.0,2.0,
38,3.0,5.0,21.0,3.0,
39,3.0,5.0,21.0,4.0,
40,3.0,5.0,21.0,5.0,
41,3.0,5.0,21.0,6.0,
42,3.0,6.0,21.0,0.0,100.0
43,3.0,6.0,21.0,1.0,114.0
44,3.0,6.0,21.0,2.0,113.0
45,3.0,6.0,21.0,3.0,121.0
46,3.0,6.0,21.0,4.0,127.0
47,3.0,6.0,21.0,5.0,113.0
48,3.0,6.0,21.0,6.0,106.0
49,3.0,7.0,21.0,0.0,752.0
50,3.0,7.0,21.0,1.0,698.0
51,3.0,7.0,21.0,2.0,738.0
52,3.0,7.0,21.0,3.0,758.0
53,3.0,7.0,21.0,4.0,732.0
54,3.0,7.0,21.0,5.0,760.0
55,3.0,7.0,21.0,6.0,325.0
56,3.0,8.0,21.0,0.0,7.0
57,3.0,8.0,21.0,1.0,2.0
58,3.0,8.0,21.0,2.0,1.0
59,3.0,8.0,21.0,3.0,5.0
60,3.0,8.0,21.0,4.0,7.0
61,3.0,8.0,21.0,5.0,5.0
62,3.0,8.0,21.0,6.0,0.0
63,3.0,9.0,21.0,0.0,432.0
64,3.0,9.0,21.0,1.0,378.0
65,3.0,9.0,21.0,2.0,386.0
66,3.0,9.0,21.0,3.0,336.0
67,3.0,9.0,21.0,4.0,432.0
68,3.0,9.0,21.0,5.0,432.0
69,3.0,9.0,21.0,6.0,436.0
0,3.0,0.0,22.0,0.0,2522270.0
1,3.0,0.0,22.0,1.0,2639920.0
2,3.0,0.0,22.0,2.0,3056930.0
3,3.0,0.0,22.0,3.0,2894630.0
4,3.0,0.0,22.0,4.0,2902200.0
5,3.0,0.0,22.0,5.0,1958230.0
6,3.0,0.0,22.0,6.0,887150.0
7,3.0,1.0,22.0,0.0,
8,3.0,1.0,22.0,1.0,
9,3.0,1.0,22.0,2.0,
10,3.0,1.0,22.0,3.0,
11,3.0,1.0,22.0,4.0,
12,3.0,1.0,22.0,5.0,
13,3.0,1.0,22.0,6.0,
14,3.0,2.0,22.0,0.0,
15,3.0,2.0,22.0,1.0,
16,3.0,2.0,22.0,2.0,
17,3.0,2.0,22.0,3.0,
18,3.0,2.0,22.0,4.0,
19,3.0,2.0,22.0,5.0,
20,3.0,2.0,22.0,6.0,
21,3.0,3.0,22.0,0.0,
22,3.0,3.0,22.0,1.0,
23,3.0,3.0,22.0,2.0,
24,3.0,3.0,22.0,3.0,
25,3.0,3.0,22.0,4.0,
26,3.0,3.0,22.0,5.0,
27,3.0,3.0,22.0,6.0,
28,3.0,4.0,22.0,0.0,5589080.0
29,3.0,4.0,22.0,1.0,5469740.0
30,3.0,4.0,22.0,2.0,7139520.0
31,3.0,4.0,22.0,3.0,5758190.0
32,3.0,4.0,22.0,4.0,5989600.0
33,3.0,4.0,22.0,5.0,7859520.0
34,3.0,4.0,22.0,6.0,0.0
35,3.0,5.0,22.0,0.0,
36,3.0,5.0,22.0,1.0,
37,3.0,5.0,22.0,2.0,
38,3.0,5.0,22.0,3.0,
39,3.0,5.0,22.0,4.0,
40,3.0,5.0,22.0,5.0,
41,3.0,5.0,22.0,6.0,
42,3.0,6.0,22.0,0.0,1015810.0
43,3.0,6.0,22.0,1.0,1049230.0
44,3.0,6.0,22.0,2.0,1023720.0
45,3.0,6.0,22.0,3.0,1116070.0
46,3.0,6.0,22.0,4.0,1152130.0
47,3.0,6.0,22.0,5.0,992940.0
48,3.0,6.0,22.0,6.0,1017570.0
49,3.0,7.0,22.0,0.0,6659480.0
50,3.0,7.0,22.0,1.0,6160450.0
51,3.0,7.0,22.0,2.0,5926350.0
52,3.0,7.0,22.0,3.0,6585540.0
53,3.0,7.0,22.0,4.0,6430290.0
54,3.0,7.0,22.0,5.0,6484190.0
55,3.0,7.0,22.0,6.0,2979250.0
56,3.0,8.0,22.0,0.0,724910.0
57,3.0,8.0,22.0,1.0,366420.0
58,3.0,8.0,22.0,2.0,109640.0
59,3.0,8.0,22.0,3.0,857840.0
60,3.0,8.0,22.0,4.0,550650.0
61,3.0,8.0,22.0,5.0,1202770.0
62,3.0,8.0,22.0,6.0,0.0
63,3.0,9.0,22.0,0.0,2024490.0
64,3.0,9.0,22.0,1.0,1902760.0
65,3.0,9.0,22.0,2.0,1793910.0
66,3.0,9.0,22.0,3.0,1733670.0
67,3.0,9.0,22.0,4.0,2017010.0
68,3.0,9.0,22.0,5.0,2315720.0
69,3.0,9.0,22.0,6.0,2391740.0
0,4.0,0.0,4.0,0.0,64.2
1,4.0,0.0,4.0,1.0,35.8
2,4.0,1.0,4.0,0.0,66.0
3,4.0,1.0,4.0,1.0,34.0
4,4.0,2.0,4.0,0.0,
5,4.0,2.0,4.0,1.0,
6,4.0,3.0,4.0,0.0,36.0
7,4.0,3.0,4.0,1.0,64.0
8,4.0,4.0,4.0,0.0,45.5
9,4.0,4.0,4.0,1.0,54.5
10,4.0,5.0,4.0,0.0,56.7
11,4.0,5.0,4.0,1.0,43.3
12,4.0,6.0,4.0,0.0,64.5
13,4.0,6.0,4.0,1.0,35.5
14,4.0,7.0,4.0,0.0,56.8
15,4.0,7.0,4.0,1.0,43.2
16,4.0,8.0,4.0,0.0,59.2
17,4.0,8.0,4.0,1.0,40.8
18,4.0,9.0,4.0,0.0,38.9
19,4.0,9.0,4.0,1.0,61.1
0,4.0,0.0,32.0,0.0,13860.0
1,4.0,0.0,32.0,1.0,117130.0
2,4.0,0.0,32.0,2.0,6732200.0
3,4.0,0.0,32.0,3.0,1780990.0
4,4.0,0.0,32.0,4.0,8861700.0
5,4.0,0.0,32.0,5.0,2638770.0
6,4.0,1.0,32.0,0.0,0.0
7,4.0,1.0,32.0,1.0,21950.0
8,4.0,1.0,32.0,2.0,12572380.0
9,4.0,1.0,32.0,3.0,4586340.0
10,4.0,1.0,32.0,4.0,8322410.0
11,4.0,1.0,32.0,5.0,747000.0
12,4.0,2.0,32.0,0.0,
13,4.0,2.0,32.0,1.0,
14,4.0,2.0,32.0,2.0,
15,4.0,2.0,32.0,3.0,
16,4.0,2.0,32.0,4.0,
17,4.0,2.0,32.0,5.0,
18,4.0,3.0,32.0,0.0,0.0
19,4.0,3.0,32.0,1.0,0.0
20,4.0,3.0,32.0,2.0,3659470.0
21,4.0,3.0,32.0,3.0,2920180.0
22,4.0,3.0,32.0,4.0,3451270.0
23,4.0,3.0,32.0,5.0,351960.0
24,4.0,4.0,32.0,0.0,0.0
25,4.0,4.0,32.0,1.0,8454490.0
26,4.0,4.0,32.0,2.0,10135750.0
27,4.0,4.0,32.0,3.0,12256190.0
28,4.0,4.0,32.0,4.0,17970920.0
29,4.0,4.0,32.0,5.0,4751200.0
30,4.0,5.0,32.0,0.0,687740.0
31,4.0,5.0,32.0,1.0,282460.0
32,4.0,5.0,32.0,2.0,746070.0
33,4.0,5.0,32.0,3.0,630540.0
34,4.0,5.0,32.0,4.0,2035640.0
35,4.0,5.0,32.0,5.0,685520.0
36,4.0,6.0,32.0,0.0,0.0
37,4.0,6.0,32.0,1.0,738880.0
38,4.0,6.0,32.0,2.0,941950.0
39,4.0,6.0,32.0,3.0,1664030.0
40,4.0,6.0,32.0,4.0,6031670.0
41,4.0,6.0,32.0,5.0,3104530.0
42,4.0,7.0,32.0,0.0,0.0
43,4.0,7.0,32.0,1.0,568050.0
44,4.0,7.0,32.0,2.0,5450250.0
45,4.0,7.0,32.0,3.0,2096100.0
46,4.0,7.0,32.0,4.0,2431080.0
47,4.0,7.0,32.0,5.0,308660.0
48,4.0,8.0,32.0,0.0,427480.0
49,4.0,8.0,32.0,1.0,255660.0
50,4.0,8.0,32.0,2.0,868800.0
51,4.0,8.0,32.0,3.0,799260.0
52,4.0,8.0,32.0,4.0,3666810.0
53,4.0,8.0,32.0,5.0,3894720.0
54,4.0,9.0,32.0,0.0,0.0
55,4.0,9.0,32.0,1.0,428200.0
56,4.0,9.0,32.0,2.0,2175720.0
57,4.0,9.0,32.0,3.0,1892850.0
58,4.0,9.0,32.0,4.0,1533750.0
59,4.0,9.0,32.0,5.0,175210.0
0,4.0,0.0,31.0,0.0,1.0
1,4.0,0.0,31.0,1.0,8.0
2,4.0,0.0,31.0,2.0,357.0
3,4.0,0.0,31.0,3.0,89.0
4,4.0,0.0,31.0,4.0,268.0
5,4.0,0.0,31.0,5.0,67.0
6,4.0,1.0,31.0,0.0,0.0
7,4.0,1.0,31.0,1.0,1.0
8,4.0,1.0,31.0,2.0,636.0
9,4.0,1.0,31.0,3.0,207.0
10,4.0,1.0,31.0,4.0,378.0
11,4.0,1.0,31.0,5.0,14.0
12,4.0,2.0,31.0,0.0,
13,4.0,2.0,31.0,1.0,
14,4.0,2.0,31.0,2.0,
15,4.0,2.0,31.0,3.0,
16,4.0,2.0,31.0,4.0,
17,4.0,2.0,31.0,5.0,
18,4.0,3.0,31.0,0.0,0.0
19,4.0,3.0,31.0,1.0,0.0
20,4.0,3.0,31.0,2.0,244.0
21,4.0,3.0,31.0,3.0,212.0
22,4.0,3.0,31.0,4.0,227.0
23,4.0,3.0,31.0,5.0,24.0
24,4.0,4.0,31.0,0.0,0.0
25,4.0,4.0,31.0,1.0,1305.0
26,4.0,4.0,31.0,2.0,1375.0
27,4.0,4.0,31.0,3.0,1733.0
28,4.0,4.0,31.0,4.0,2582.0
29,4.0,4.0,31.0,5.0,721.0
30,4.0,5.0,31.0,0.0,33.0
31,4.0,5.0,31.0,1.0,50.0
32,4.0,5.0,31.0,2.0,105.0
33,4.0,5.0,31.0,3.0,71.0
34,4.0,5.0,31.0,4.0,149.0
35,4.0,5.0,31.0,5.0,37.0
36,4.0,6.0,31.0,0.0,0.0
37,4.0,6.0,31.0,1.0,7.0
38,4.0,6.0,31.0,2.0,26.0
39,4.0,6.0,31.0,3.0,164.0
40,4.0,6.0,31.0,4.0,557.0
41,4.0,6.0,31.0,5.0,342.0
42,4.0,7.0,31.0,0.0,0.0
43,4.0,7.0,31.0,1.0,52.0
44,4.0,7.0,31.0,2.0,463.0
45,4.0,7.0,31.0,3.0,261.0
46,4.0,7.0,31.0,4.0,368.0
47,4.0,7.0,31.0,5.0,64.0
48,4.0,8.0,31.0,0.0,4.0
49,4.0,8.0,31.0,1.0,19.0
50,4.0,8.0,31.0,2.0,93.0
51,4.0,8.0,31.0,3.0,70.0
52,4.0,8.0,31.0,4.0,77.0
53,4.0,8.0,31.0,5.0,71.0
54,4.0,9.0,31.0,0.0,0.0
55,4.0,9.0,31.0,1.0,86.0
56,4.0,9.0,31.0,2.0,328.0
57,4.0,9.0,31.0,3.0,307.0
58,4.0,9.0,31.0,4.0,230.0
59,4.0,9.0,31.0,5.0,26.0
0,4.0,0.0,12.0,0.0,91828.0
1,4.0,0.0,12.0,1.0,3237619.0
2,4.0,0.0,12.0,2.0,3584220.0
3,4.0,0.0,12.0,3.0,3525933.0
4,4.0,0.0,12.0,4.0,3809098.0
5,4.0,0.0,12.0,5.0,2656727.0
6,4.0,1.0,12.0,0.0,64768.0
7,4.0,1.0,12.0,1.0,2718842.0
8,4.0,1.0,12.0,2.0,4240977.0
9,4.0,1.0,12.0,3.0,6682321.0
10,4.0,1.0,12.0,4.0,4562589.0
11,4.0,1.0,12.0,5.0,4213558.0
12,4.0,2.0,12.0,0.0,
13,4.0,2.0,12.0,1.0,
14,4.0,2.0,12.0,2.0,
15,4.0,2.0,12.0,3.0,
16,4.0,2.0,12.0,4.0,
17,4.0,2.0,12.0,5.0,
18,4.0,3.0,12.0,0.0,0.0
19,4.0,3.0,12.0,1.0,2949184.0
20,4.0,3.0,12.0,2.0,2645706.0
21,4.0,3.0,12.0,3.0,1081318.0
22,4.0,3.0,12.0,4.0,1275730.0
23,4.0,3.0,12.0,5.0,451960.0
24,4.0,4.0,12.0,0.0,630199.0
25,4.0,4.0,12.0,1.0,7505650.0
26,4.0,4.0,12.0,2.0,10426405.0
27,4.0,4.0,12.0,3.0,12050957.0
28,4.0,4.0,12.0,4.0,11105636.0
29,4.0,4.0,12.0,5.0,9282805.0
30,4.0,5.0,12.0,0.0,62671.0
31,4.0,5.0,12.0,1.0,1573700.0
32,4.0,5.0,12.0,2.0,1002722.0
33,4.0,5.0,12.0,3.0,713449.0
34,4.0,5.0,12.0,4.0,711984.0
35,4.0,5.0,12.0,5.0,439350.0
36,4.0,6.0,12.0,0.0,546079.0
37,4.0,6.0,12.0,1.0,1656299.0
38,4.0,6.0,12.0,2.0,2211618.0
39,4.0,6.0,12.0,3.0,3579795.0
40,4.0,6.0,12.0,4.0,2122145.0
41,4.0,6.0,12.0,5.0,1495370.0
42,4.0,7.0,12.0,0.0,113340.0
43,4.0,7.0,12.0,1.0,1964721.0
44,4.0,7.0,12.0,2.0,2351173.0
45,4.0,7.0,12.0,3.0,2736100.0
46,4.0,7.0,12.0,4.0,2171577.0
47,4.0,7.0,12.0,5.0,1131578.0
48,4.0,8.0,12.0,0.0,136842.0
49,4.0,8.0,12.0,1.0,2154528.0
50,4.0,8.0,12.0,2.0,2404555.0
51,4.0,8.0,12.0,3.0,1448802.0
52,4.0,8.0,12.0,4.0,1273519.0
53,4.0,8.0,12.0,5.0,935444.0
54,4.0,9.0,12.0,0.0,191483.0
55,4.0,9.0,12.0,1.0,1698931.0
56,4.0,9.0,12.0,2.0,1355164.0
57,4.0,9.0,12.0,3.0,1190746.0
58,4.0,9.0,12.0,4.0,884505.0
59,4.0,9.0,12.0,5.0,343464.0
0,4.0,0.0,11.0,0.0,8.0
1,4.0,0.0,11.0,1.0,147.0
2,4.0,0.0,11.0,2.0,148.0
3,4.0,0.0,11.0,3.0,150.0
4,4.0,0.0,11.0,4.0,148.0
5,4.0,0.0,11.0,5.0,106.0
6,4.0,1.0,11.0,0.0,5.0
7,4.0,1.0,11.0,1.0,173.0
8,4.0,1.0,11.0,2.0,199.0
9,4.0,1.0,11.0,3.0,318.0
10,4.0,1.0,11.0,4.0,222.0
11,4.0,1.0,11.0,5.0,193.0
12,4.0,2.0,11.0,0.0,
13,4.0,2.0,11.0,1.0,
14,4.0,2.0,11.0,2.0,
15,4.0,2.0,11.0,3.0,
16,4.0,2.0,11.0,4.0,
17,4.0,2.0,11.0,5.0,
18,4.0,3.0,11.0,0.0,0.0
19,4.0,3.0,11.0,1.0,228.0
20,4.0,3.0,11.0,2.0,165.0
21,4.0,3.0,11.0,3.0,86.0
22,4.0,3.0,11.0,4.0,82.0
23,4.0,3.0,11.0,5.0,31.0
24,4.0,4.0,11.0,0.0,138.0
25,4.0,4.0,11.0,1.0,1417.0
26,4.0,4.0,11.0,2.0,1533.0
27,4.0,4.0,11.0,3.0,1631.0
28,4.0,4.0,11.0,4.0,1509.0
29,4.0,4.0,11.0,5.0,1350.0
30,4.0,5.0,11.0,0.0,5.0
31,4.0,5.0,11.0,1.0,182.0
32,4.0,5.0,11.0,2.0,111.0
33,4.0,5.0,11.0,3.0,54.0
34,4.0,5.0,11.0,4.0,53.0
35,4.0,5.0,11.0,5.0,26.0
36,4.0,6.0,11.0,0.0,99.0
37,4.0,6.0,11.0,1.0,199.0
38,4.0,6.0,11.0,2.0,248.0
39,4.0,6.0,11.0,3.0,287.0
40,4.0,6.0,11.0,4.0,180.0
41,4.0,6.0,11.0,5.0,66.0
42,4.0,7.0,11.0,0.0,21.0
43,4.0,7.0,11.0,1.0,239.0
44,4.0,7.0,11.0,2.0,269.0
45,4.0,7.0,11.0,3.0,293.0
46,4.0,7.0,11.0,4.0,240.0
47,4.0,7.0,11.0,5.0,111.0
48,4.0,8.0,11.0,0.0,5.0
49,4.0,8.0,11.0,1.0,105.0
50,4.0,8.0,11.0,2.0,97.0
51,4.0,8.0,11.0,3.0,43.0
52,4.0,8.0,11.0,4.0,35.0
53,4.0,8.0,11.0,5.0,21.0
54,4.0,9.0,11.0,0.0,47.0
55,4.0,9.0,11.0,1.0,312.0
56,4.0,9.0,11.0,2.0,211.0
57,4.0,9.0,11.0,3.0,180.0
58,4.0,9.0,11.0,4.0,139.0
59,4.0,9.0,11.0,5.0,43.0
0,4.0,0.0,21.0,0.0,127.0
1,4.0,0.0,21.0,1.0,130.0
2,4.0,0.0,21.0,2.0,135.0
3,4.0,0.0,21.0,3.0,127.0
4,4.0,0.0,21.0,4.0,134.0
5,4.0,0.0,21.0,5.0,80.0
6,4.0,0.0,21.0,6.0,58.0
7,4.0,1.0,21.0,0.0,163.0
8,4.0,1.0,21.0,1.0,182.0
9,4.0,1.0,21.0,2.0,174.0
10,4.0,1.0,21.0,3.0,188.0
11,4.0,1.0,21.0,4.0,176.0
