,dong,food,func,set,data
7,1.0,1.0,11.0,1.0,131.0
8,1.0,1.0,11.0,2.0,250.0
9,1.0,1.0,11.0,3.0,246.0
10,1.0,1.0,11.0,4.0,294.0
11,1.0,1.0,11.0,5.0,179.0
12,1.0,2.0,11.0,0.0,0.0
13,1.0,2.0,11.0,1.0,25.0
14,1.0,2.0,11.0,2.0,47.0
15,1.0,2.0,11.0,3.0,50.0
16,1.0,2.0,11.0,4.0,42.0
17,1.0,2.0,11.0,5.0,21.0
18,1.0,3.0,11.0,0.0,
19,1.0,3.0,11.0,1.0,
20,1.0,3.0,11.0,2.0,
21,1.0,3.0,11.0,3.0,
22,1.0,3.0,11.0,4.0,
23,1.0,3.0,11.0,5.0,
24,1.0,4.0,11.0,0.0,5.0
25,1.0,4.0,11.0,1.0,222.0
26,1.0,4.0,11.0,2.0,444.0
27,1.0,4.0,11.0,3.0,339.0
28,1.0,4.0,11.0,4.0,322.0
29,1.0,4.0,11.0,5.0,131.0
30,1.0,5.0,11.0,0.0,
31,1.0,5.0,11.0,1.0,
32,1.0,5.0,11.0,2.0,
33,1.0,5.0,11.0,3.0,
34,1.0,5.0,11.0,4.0,
35,1.0,5.0,11.0,5.0,
36,1.0,6.0,11.0,0.0,25.0
37,1.0,6.0,11.0,1.0,88.0
38,1.0,6.0,11.0,2.0,131.0
39,1.0,6.0,11.0,3.0,176.0
40,1.0,6.0,11.0,4.0,133.0
41,1.0,6.0,11.0,5.0,63.0
42,1.0,7.0,11.0,0.0,5.0
43,1.0,7.0,11.0,1.0,94.0
44,1.0,7.0,11.0,2.0,153.0
45,1.0,7.0,11.0,3.0,153.0
46,1.0,7.0,11.0,4.0,143.0
47,1.0,7.0,11.0,5.0,88.0
48,1.0,8.0,11.0,0.0,1.0
49,1.0,8.0,11.0,1.0,96.0
50,1.0,8.0,11.0,2.0,124.0
51,1.0,8.0,11.0,3.0,127.0
52,1.0,8.0,11.0,4.0,128.0
53,1.0,8.0,11.0,5.0,79.0
54,1.0,9.0,11.0,0.0,16.0
55,1.0,9.0,11.0,1.0,485.0
56,1.0,9.0,11.0,2.0,548.0
57,1.0,9.0,11.0,3.0,344.0
58,1.0,9.0,11.0,4.0,296.0
59,1.0,9.0,11.0,5.0,105.0
0,1.0,0.0,21.0,0.0,91.0
1,1.0,0.0,21.0,1.0,95.0
2,1.0,0.0,21.0,2.0,94.0
3,1.0,0.0,21.0,3.0,97.0
4,1.0,0.0,21.0,4.0,104.0
5,1.0,0.0,21.0,5.0,80.0
6,1.0,0.0,21.0,6.0,44.0
7,1.0,1.0,21.0,0.0,198.0
8,1.0,1.0,21.0,1.0,199.0
9,1.0,1.0,21.0,2.0,200.0
10,1.0,1.0,21.0,3.0,196.0
11,1.0,1.0,21.0,4.0,203.0
12,1.0,1.0,21.0,5.0,198.0
13,1.0,1.0,21.0,6.0,163.0
14,1.0,2.0,21.0,0.0,62.0
15,1.0,2.0,21.0,1.0,68.0
16,1.0,2.0,21.0,2.0,63.0
17,1.0,2.0,21.0,3.0,70.0
18,1.0,2.0,21.0,4.0,70.0
19,1.0,2.0,21.0,5.0,14.0
20,1.0,2.0,21.0,6.0,1.0
21,1.0,3.0,21.0,0.0,
22,1.0,3.0,21.0,1.0,
23,1.0,3.0,21.0,2.0,
24,1.0,3.0,21.0,3.0,
25,1.0,3.0,21.0,4.0,
26,1.0,3.0,21.0,5.0,
27,1.0,3.0,21.0,6.0,
28,1.0,4.0,21.0,0.0,235.0
29,1.0,4.0,21.0,1.0,252.0
30,1.0,4.0,21.0,2.0,250.0
31,1.0,4.0,21.0,3.0,251.0
32,1.0,4.0,21.0,4.0,288.0
33,1.0,4.0,21.0,5.0,252.0
34,1.0,4.0,21.0,6.0,0.0
35,1.0,5.0,21.0,0.0,
36,1.0,5.0,21.0,1.0,
37,1.0,5.0,21.0,2.0,
38,1.0,5.0,21.0,3.0,
39,1.0,5.0,21.0,4.0,
40,1.0,5.0,21.0,5.0,
41,1.0,5.0,21.0,6.0,
42,1.0,6.0,21.0,0.0,42.0
43,1.0,6.0,21.0,1.0,108.0
44,1.0,6.0,21.0,2.0,105.0
45,1.0,6.0,21.0,3.0,103.0
46,1.0,6.0,21.0,4.0,134.0
47,1.0,6.0,21.0,5.0,87.0
48,1.0,6.0,21.0,6.0,63.0
49,1.0,7.0,21.0,0.0,115.0
50,1.0,7.0,21.0,1.0,117.0
51,1.0,7.0,21.0,2.0,116.0
52,1.0,7.0,21.0,3.0,120.0
53,1.0,7.0,21.0,4.0,122.0
54,1.0,7.0,21.0,5.0,81.0
55,1.0,7.0,21.0,6.0,25.0
56,1.0,8.0,21.0,0.0,92.0
57,1.0,8.0,21.0,1.0,105.0
58,1.0,8.0,21.0,2.0,101.0
59,1.0,8.0,21.0,3.0,107.0
60,1.0,8.0,21.0,4.0,120.0
61,1.0,8.0,21.0,5.0,84.0
62,1.0,8.0,21.0,6.0,38.0
63,1.0,9.0,21.0,0.0,289.0
64,1.0,9.0,21.0,1.0,312.0
65,1.0,9.0,21.0,2.0,322.0
66,1.0,9.0,21.0,3.0,322.0
67,1.0,9.0,21.0,4.0,323.0
68,1.0,9.0,21.0,5.0,148.0
69,1.0,9.0,21.0,6.0,122.0
0,1.0,0.0,22.0,0.0,2988350.0
1,1.0,0.0,22.0,1.0,3185120.0
2,1.0,0.0,22.0,2.0,3196600.0
3,1.0,0.0,22.0,3.0,3304820.0
4,1.0,0.0,22.0,4.0,3535430.0
5,1.0,0.0,22.0,5.0,2810190.0
6,1.0,0.0,22.0,6.0,1642850.0
7,1.0,1.0,22.0,0.0,4966930.0
8,1.0,1.0,22.0,1.0,5460630.0
9,1.0,1.0,22.0,2.0,4846440.0
10,1.0,1.0,22.0,3.0,5418340.0
11,1.0,1.0,22.0,4.0,5495800.0
12,1.0,1.0,22.0,5.0,5413540.0
13,1.0,1.0,22.0,6.0,4505950.0
14,1.0,2.0,22.0,0.0,5906150.0
15,1.0,2.0,22.0,1.0,6972340.0
16,1.0,2.0,22.0,2.0,5929770.0
17,1.0,2.0,22.0,3.0,7025010.0
18,1.0,2.0,22.0,4.0,6931810.0
19,1.0,2.0,22.0,5.0,2179110.0
20,1.0,2.0,22.0,6.0,33540.0
21,1.0,3.0,22.0,0.0,
22,1.0,3.0,22.0,1.0,
23,1.0,3.0,22.0,2.0,
24,1.0,3.0,22.0,3.0,
25,1.0,3.0,22.0,4.0,
26,1.0,3.0,22.0,5.0,
27,1.0,3.0,22.0,6.0,
28,1.0,4.0,22.0,0.0,1953720.0
29,1.0,4.0,22.0,1.0,2345850.0
30,1.0,4.0,22.0,2.0,2128200.0
31,1.0,4.0,22.0,3.0,2450250.0
32,1.0,4.0,22.0,4.0,2635740.0
33,1.0,4.0,22.0,5.0,2262990.0
34,1.0,4.0,22.0,6.0,0.0
35,1.0,5.0,22.0,0.0,
36,1.0,5.0,22.0,1.0,
37,1.0,5.0,22.0,2.0,
38,1.0,5.0,22.0,3.0,
39,1.0,5.0,22.0,4.0,
40,1.0,5.0,22.0,5.0,
41,1.0,5.0,22.0,6.0,
42,1.0,6.0,22.0,0.0,1158380.0
43,1.0,6.0,22.0,1.0,1895900.0
44,1.0,6.0,22.0,2.0,1858600.0
45,1.0,6.0,22.0,3.0,2016200.0
46,1.0,6.0,22.0,4.0,2638870.0
47,1.0,6.0,22.0,5.0,1145580.0
48,1.0,6.0,22.0,6.0,818280.0
49,1.0,7.0,22.0,0.0,1649060.0
50,1.0,7.0,22.0,1.0,1501220.0
51,1.0,7.0,22.0,2.0,1517650.0
52,1.0,7.0,22.0,3.0,1679390.0
53,1.0,7.0,22.0,4.0,1644920.0
54,1.0,7.0,22.0,5.0,1125600.0
55,1.0,7.0,22.0,6.0,466610.0
56,1.0,8.0,22.0,0.0,3651260.0
57,1.0,8.0,22.0,1.0,4248540.0
58,1.0,8.0,22.0,2.0,4178400.0
59,1.0,8.0,22.0,3.0,4493440.0
60,1.0,8.0,22.0,4.0,5150980.0
61,1.0,8.0,22.0,5.0,3904090.0
62,1.0,8.0,22.0,6.0,1536090.0
63,1.0,9.0,22.0,0.0,1335670.0
64,1.0,9.0,22.0,1.0,1467190.0
65,1.0,9.0,22.0,2.0,1539380.0
66,1.0,9.0,22.0,3.0,1562780.0
67,1.0,9.0,22.0,4.0,1572160.0
68,1.0,9.0,22.0,5.0,787760.0
69,1.0,9.0,22.0,6.0,673710.0
0,2.0,0.0,4.0,0.0,68.6
1,2.0,0.0,4.0,1.0,31.4
2,2.0,1.0,4.0,0.0,70.0
3,2.0,1.0,4.0,1.0,30.0
4,2.0,2.0,4.0,0.0,68.2
5,2.0,2.0,4.0,1.0,31.8
6,2.0,3.0,4.0,0.0,53.0
7,2.0,3.0,4.0,1.0,47.0
8,2.0,4.0,4.0,0.0,48.5
9,2.0,4.0,4.0,1.0,51.5
10,2.0,5.0,4.0,0.0,51.5
11,2.0,5.0,4.0,1.0,48.5
12,2.0,6.0,4.0,0.0,62.5
13,2.0,6.0,4.0,1.0,37.5
14,2.0,7.0,4.0,0.0,55.5
15,2.0,7.0,4.0,1.0,44.5
16,2.0,8.0,4.0,0.0,71.8
17,2.0,8.0,4.0,1.0,28.2
18,2.0,9.0,4.0,0.0,50.9
19,2.0,9.0,4.0,1.0,49.1
0,2.0,0.0,32.0,0.0,209150.0
1,2.0,0.0,32.0,1.0,451940.0
2,2.0,0.0,32.0,2.0,6666960.0
3,2.0,0.0,32.0,3.0,2439140.0
4,2.0,0.0,32.0,4.0,16174060.0
5,2.0,0.0,32.0,5.0,5986020.0
6,2.0,1.0,32.0,0.0,78040.0
7,2.0,1.0,32.0,1.0,14320.0
8,2.0,1.0,32.0,2.0,9717370.0
9,2.0,1.0,32.0,3.0,3417140.0
10,2.0,1.0,32.0,4.0,18200380.0
11,2.0,1.0,32.0,5.0,6392840.0
12,2.0,2.0,32.0,0.0,359760.0
13,2.0,2.0,32.0,1.0,38520.0
14,2.0,2.0,32.0,2.0,6285680.0
15,2.0,2.0,32.0,3.0,1976270.0
16,2.0,2.0,32.0,4.0,11792790.0
17,2.0,2.0,32.0,5.0,8076430.0
18,2.0,3.0,32.0,0.0,0.0
19,2.0,3.0,32.0,1.0,1029030.0
20,2.0,3.0,32.0,2.0,18137400.0
21,2.0,3.0,32.0,3.0,25498920.0
22,2.0,3.0,32.0,4.0,58636200.0
23,2.0,3.0,32.0,5.0,33102740.0
24,2.0,4.0,32.0,0.0,0.0
25,2.0,4.0,32.0,1.0,8178890.0
26,2.0,4.0,32.0,2.0,12608320.0
27,2.0,4.0,32.0,3.0,13055300.0
28,2.0,4.0,32.0,4.0,22877930.0
29,2.0,4.0,32.0,5.0,7885780.0
30,2.0,5.0,32.0,0.0,0.0
31,2.0,5.0,32.0,1.0,696810.0
32,2.0,5.0,32.0,2.0,5657320.0
33,2.0,5.0,32.0,3.0,3366250.0
34,2.0,5.0,32.0,4.0,6921610.0
35,2.0,5.0,32.0,5.0,502280.0
36,2.0,6.0,32.0,0.0,510050.0
37,2.0,6.0,32.0,1.0,0.0
38,2.0,6.0,32.0,2.0,1024160.0
39,2.0,6.0,32.0,3.0,2022600.0
40,2.0,6.0,32.0,4.0,14066010.0
41,2.0,6.0,32.0,5.0,7012020.0
42,2.0,7.0,32.0,0.0,51270.0
43,2.0,7.0,32.0,1.0,575970.0
44,2.0,7.0,32.0,2.0,5914120.0
45,2.0,7.0,32.0,3.0,3877950.0
46,2.0,7.0,32.0,4.0,9545720.0
47,2.0,7.0,32.0,5.0,2488960.0
48,2.0,8.0,32.0,0.0,953550.0
49,2.0,8.0,32.0,1.0,63950.0
50,2.0,8.0,32.0,2.0,1229480.0
51,2.0,8.0,32.0,3.0,290010.0
52,2.0,8.0,32.0,4.0,4817800.0
53,2.0,8.0,32.0,5.0,7535660.0
54,2.0,9.0,32.0,0.0,95740.0
55,2.0,9.0,32.0,1.0,3491670.0
56,2.0,9.0,32.0,2.0,8440350.0
57,2.0,9.0,32.0,3.0,5867310.0
58,2.0,9.0,32.0,4.0,5370820.0
59,2.0,9.0,32.0,5.0,1365900.0
0,2.0,0.0,31.0,0.0,6.0
1,2.0,0.0,31.0,1.0,27.0
2,2.0,0.0,31.0,2.0,321.0
3,2.0,0.0,31.0,3.0,85.0
4,2.0,0.0,31.0,4.0,317.0
5,2.0,0.0,31.0,5.0,94.0
6,2.0,1.0,31.0,0.0,1.0
7,2.0,1.0,31.0,1.0,1.0
8,2.0,1.0,31.0,2.0,424.0
9,2.0,1.0,31.0,3.0,116.0
10,2.0,1.0,31.0,4.0,348.0
11,2.0,1.0,31.0,5.0,76.0
12,2.0,2.0,31.0,0.0,5.0
13,2.0,2.0,31.0,1.0,1.0
14,2.0,2.0,31.0,2.0,276.0
15,2.0,2.0,31.0,3.0,73.0
16,2.0,2.0,31.0,4.0,233.0
17,2.0,2.0,31.0,5.0,83.0
18,2.0,3.0,31.0,0.0,0.0
19,2.0,3.0,31.0,1.0,98.0
20,2.0,3.0,31.0,2.0,633.0
21,2.0,3.0,31.0,3.0,808.0
22,2.0,3.0,31.0,4.0,725.0
23,2.0,3.0,31.0,5.0,182.0
24,2.0,4.0,31.0,0.0,0.0
25,2.0,4.0,31.0,1.0,1048.0
26,2.0,4.0,31.0,2.0,1430.0
27,2.0,4.0,31.0,3.0,1455.0
28,2.0,4.0,31.0,4.0,2566.0
29,2.0,4.0,31.0,5.0,965.0
30,2.0,5.0,31.0,0.0,0.0
31,2.0,5.0,31.0,1.0,24.0
32,2.0,5.0,31.0,2.0,358.0
33,2.0,5.0,31.0,3.0,190.0
34,2.0,5.0,31.0,4.0,386.0
35,2.0,5.0,31.0,5.0,26.0
36,2.0,6.0,31.0,0.0,23.0
37,2.0,6.0,31.0,1.0,0.0
38,2.0,6.0,31.0,2.0,46.0
39,2.0,6.0,31.0,3.0,96.0
40,2.0,6.0,31.0,4.0,677.0
41,2.0,6.0,31.0,5.0,315.0
42,2.0,7.0,31.0,0.0,1.0
43,2.0,7.0,31.0,1.0,52.0
44,2.0,7.0,31.0,2.0,493.0
45,2.0,7.0,31.0,3.0,223.0
46,2.0,7.0,31.0,4.0,509.0
47,2.0,7.0,31.0,5.0,72.0
48,2.0,8.0,31.0,0.0,9.0
49,2.0,8.0,31.0,1.0,12.0
50,2.0,8.0,31.0,2.0,106.0
51,2.0,8.0,31.0,3.0,18.0
52,2.0,8.0,31.0,4.0,106.0
53,2.0,8.0,31.0,5.0,128.0
54,2.0,9.0,31.0,0.0,3.0
55,2.0,9.0,31.0,1.0,581.0
56,2.0,9.0,31.0,2.0,961.0
57,2.0,9.0,31.0,3.0,645.0
58,2.0,9.0,31.0,4.0,558.0
59,2.0,9.0,31.0,5.0,84.0
0,2.0,0.0,12.0,0.0,87091.0
1,2.0,0.0,12.0,1.0,4131629.0
2,2.0,0.0,12.0,2.0,6513691.0
3,2.0,0.0,12.0,3.0,5653231.0
4,2.0,0.0,12.0,4.0,5178563.0
5,2.0,0.0,12.0,5.0,3057399.0
6,2.0,1.0,12.0,0.0,163735.0
7,2.0,1.0,12.0,1.0,4423601.0
8,2.0,1.0,12.0,2.0,8305764.0
9,2.0,1.0,12.0,3.0,6594335.0
10,2.0,1.0,12.0,4.0,4468428.0
11,2.0,1.0,12.0,5.0,2583790.0
12,2.0,2.0,12.0,0.0,87910.0
13,2.0,2.0,12.0,1.0,3516846.0
14,2.0,2.0,12.0,2.0,5700734.0
15,2.0,2.0,12.0,3.0,4730287.0
16,2.0,2.0,12.0,4.0,3518987.0
17,2.0,2.0,12.0,5.0,1969106.0
18,2.0,3.0,12.0,0.0,383679.0
19,2.0,3.0,12.0,1.0,38053503.0
20,2.0,3.0,12.0,2.0,47484473.0
21,2.0,3.0,12.0,3.0,14456538.0
22,2.0,3.0,12.0,4.0,10266461.0
23,2.0,3.0,12.0,5.0,8604285.0
24,2.0,4.0,12.0,0.0,687868.0
25,2.0,4.0,12.0,1.0,9531303.0
26,2.0,4.0,12.0,2.0,14166592.0
27,2.0,4.0,12.0,3.0,13937060.0
28,2.0,4.0,12.0,4.0,12435374.0
29,2.0,4.0,12.0,5.0,9338762.0
30,2.0,5.0,12.0,0.0,169923.0
31,2.0,5.0,12.0,1.0,2155384.0
32,2.0,5.0,12.0,2.0,2734427.0
33,2.0,5.0,12.0,3.0,4102280.0
34,2.0,5.0,12.0,4.0,3050325.0
35,2.0,5.0,12.0,5.0,1187770.0
36,2.0,6.0,12.0,0.0,368844.0
37,2.0,6.0,12.0,1.0,4336379.0
38,2.0,6.0,12.0,2.0,4586163.0
39,2.0,6.0,12.0,3.0,5284707.0
40,2.0,6.0,12.0,4.0,5282145.0
41,2.0,6.0,12.0,5.0,2287481.0
42,2.0,7.0,12.0,0.0,261330.0
43,2.0,7.0,12.0,1.0,4254890.0
44,2.0,7.0,12.0,2.0,5027603.0
45,2.0,7.0,12.0,3.0,6011081.0
46,2.0,7.0,12.0,4.0,2824563.0
47,2.0,7.0,12.0,5.0,1335510.0
48,2.0,8.0,12.0,0.0,52279.0
49,2.0,8.0,12.0,1.0,2507880.0
50,2.0,8.0,12.0,2.0,3621267.0
51,2.0,8.0,12.0,3.0,2908769.0
52,2.0,8.0,12.0,4.0,2227195.0
53,2.0,8.0,12.0,5.0,900487.0
54,2.0,9.0,12.0,0.0,162928.0
55,2.0,9.0,12.0,1.0,5961286.0
56,2.0,9.0,12.0,2.0,7513480.0
57,2.0,9.0,12.0,3.0,4299307.0
58,2.0,9.0,12.0,4.0,2996455.0
59,2.0,9.0,12.0,5.0,1094690.0
0,2.0,0.0,11.0,0.0,5.0
1,2.0,0.0,11.0,1.0,128.0
2,2.0,0.0,11.0,2.0,188.0
3,2.0,0.0,11.0,3.0,166.0
4,2.0,0.0,11.0,4.0,152.0
5,2.0,0.0,11.0,5.0,96.0
6,2.0,1.0,11.0,0.0,14.0
7,2.0,1.0,11.0,1.0,159.0
8,2.0,1.0,11.0,2.0,225.0
9,2.0,1.0,11.0,3.0,188.0
10,2.0,1.0,11.0,4.0,140.0
11,2.0,1.0,11.0,5.0,74.0
12,2.0,2.0,11.0,0.0,6.0
13,2.0,2.0,11.0,1.0,135.0
14,2.0,2.0,11.0,2.0,164.0
15,2.0,2.0,11.0,3.0,104.0
16,2.0,2.0,11.0,4.0,94.0
17,2.0,2.0,11.0,5.0,52.0
18,2.0,3.0,11.0,0.0,24.0
19,2.0,3.0,11.0,1.0,1022.0
20,2.0,3.0,11.0,2.0,790.0
21,2.0,3.0,11.0,3.0,233.0
22,2.0,3.0,11.0,4.0,204.0
23,2.0,3.0,11.0,5.0,58.0
24,2.0,4.0,11.0,0.0,109.0
25,2.0,4.0,11.0,1.0,1356.0
26,2.0,4.0,11.0,2.0,1837.0
27,2.0,4.0,11.0,3.0,1532.0
28,2.0,4.0,11.0,4.0,1355.0
29,2.0,4.0,11.0,5.0,914.0
30,2.0,5.0,11.0,0.0,17.0
31,2.0,5.0,11.0,1.0,173.0
32,2.0,5.0,11.0,2.0,210.0
33,2.0,5.0,11.0,3.0,239.0
34,2.0,5.0,11.0,4.0,177.0
35,2.0,5.0,11.0,5.0,76.0
36,2.0,6.0,11.0,0.0,17.0
37,2.0,6.0,11.0,1.0,226.0
38,2.0,6.0,11.0,2.0,237.0
39,2.0,6.0,11.0,3.0,250.0
40,2.0,6.0,11.0,4.0,251.0
41,2.0,6.0,11.0,5.0,108.0
42,2.0,7.0,11.0,0.0,19.0
43,2.0,7.0,11.0,1.0,240.0
44,2.0,7.0,11.0,2.0,311.0
45,2.0,7.0,11.0,3.0,332.0
46,2.0,7.0,11.0,4.0,224.0
47,2.0,7.0,11.0,5.0,108.0
48,2.0,8.0,11.0,0.0,2.0
49,2.0,8.0,11.0,1.0,79.0
50,2.0,8.0,11.0,2.0,96.0
51,2.0,8.0,11.0,3.0,71.0
52,2.0,8.0,11.0,4.0,57.0
53,2.0,8.0,11.0,5.0,30.0
54,2.0,9.0,11.0,0.0,31.0
55,2.0,9.0,11.0,1.0,762.0
56,2.0,9.0,11.0,2.0,843.0
57,2.0,9.0,11.0,3.0,508.0
58,2.0,9.0,11.0,4.0,358.0
59,2.0,9.0,11.0,5.0,138.0
0,2.0,0.0,21.0,0.0,126.0
1,2.0,0.0,21.0,1.0,134.0
2,2.0,0.0,21.0,2.0,136.0
3,2.0,0.0,21.0,3.0,138.0
4,2.0,0.0,21.0,4.0,147.0
5,2.0,0.0,21.0,5.0,97.0
6,2.0,0.0,21.0,6.0,74.0
7,2.0,1.0,21.0,0.0,141.0
8,2.0,1.0,21.0,1.0,157.0
9,2.0,1.0,21.0,2.0,156.0
10,2.0,1.0,21.0,3.0,160.0
11,2.0,1.0,21.0,4.0,173.0
12,2.0,1.0,21.0,5.0,114.0
13,2.0,1.0,21.0,6.0,64.0
14,2.0,2.0,21.0,0.0,110.0
15,2.0,2.0,21.0,1.0,117.0
16,2.0,2.0,21.0,2.0,117.0
17,2.0,2.0,21.0,3.0,117.0
18,2.0,2.0,21.0,4.0,125.0
19,2.0,2.0,21.0,5.0,52.0
20,2.0,2.0,21.0,6.0,35.0
21,2.0,3.0,21.0,0.0,293.0
22,2.0,3.0,21.0,1.0,230.0
23,2.0,3.0,21.0,2.0,303.0
24,2.0,3.0,21.0,3.0,273.0
25,2.0,3.0,21.0,4.0,300.0
26,2.0,3.0,21.0,5.0,504.0
27,2.0,3.0,21.0,6.0,542.0
28,2.0,4.0,21.0,0.0,1060.0
29,2.0,4.0,21.0,1.0,1036.0
30,2.0,4.0,21.0,2.0,1119.0
31,2.0,4.0,21.0,3.0,1039.0
32,2.0,4.0,21.0,4.0,1197.0
33,2.0,4.0,21.0,5.0,1039.0
34,2.0,4.0,21.0,6.0,975.0
35,2.0,5.0,21.0,0.0,127.0
36,2.0,5.0,21.0,1.0,122.0
37,2.0,5.0,21.0,2.0,149.0
38,2.0,5.0,21.0,3.0,154.0
39,2.0,5.0,21.0,4.0,157.0
40,2.0,5.0,21.0,5.0,140.0
41,2.0,5.0,21.0,6.0,136.0
42,2.0,6.0,21.0,0.0,121.0
43,2.0,6.0,21.0,1.0,142.0
44,2.0,6.0,21.0,2.0,150.0
45,2.0,6.0,21.0,3.0,160.0
46,2.0,6.0,21.0,4.0,208.0
47,2.0,6.0,21.0,5.0,204.0
48,2.0,6.0,21.0,6.0,172.0
49,2.0,7.0,21.0,0.0,188.0
50,2.0,7.0,21.0,1.0,209.0
51,2.0,7.0,21.0,2.0,215.0
52,2.0,7.0,21.0,3.0,219.0
53,2.0,7.0,21.0,4.0,231.0
54,2.0,7.0,21.0,5.0,170.0
55,2.0,7.0,21.0,6.0,119.0
56,2.0,8.0,21.0,0.0,58.0
57,2.0,8.0,21.0,1.0,62.0
58,2.0,8.0,21.0,2.0,61.0
59,2.0,8.0,21.0,3.0,64.0
60,2.0,8.0,21.0,4.0,74.0
61,2.0,8.0,21.0,5.0,39.0
62,2.0,8.0,21.0,6.0,21.0
63,2.0,9.0,21.0,0.0,413.0
64,2.0,9.0,21.0,1.0,421.0
65,2.0,9.0,21.0,2.0,437.0
66,2.0,9.0,21.0,3.0,433.0
67,2.0,9.0,21.0,4.0,463.0
68,2.0,9.0,21.0,5.0,367.0
69,2.0,9.0,21.0,6.0,300.0
0,2.0,0.0,22.0,0.0,4357830.0
1,2.0,0.0,22.0,1.0,4841900.0
2,2.0,0.0,22.0,2.0,5091080.0
3,2.0,0.0,22.0,3.0,5169770.0
4,2.0,0.0,22.0,4.0,5589130.0
5,2.0,0.0,22.0,5.0,4039060.0
6,2.0,0.0,22.0,6.0,2838490.0
7,2.0,1.0,22.0,0.0,5484690.0
8,2.0,1.0,22.0,1.0,5993640.0
9,2.0,1.0,22.0,2.0,6008550.0
10,2.0,1.0,22.0,3.0,6470080.0
11,2.0,1.0,22.0,4.0,6588510.0
12,2.0,1.0,22.0,5.0,4596000.0
13,2.0,1.0,22.0,6.0,2678640.0
14,2.0,2.0,22.0,0.0,3939150.0
15,2.0,2.0,22.0,1.0,4475220.0
16,2.0,2.0,22.0,2.0,5009340.0
17,2.0,2.0,22.0,3.0,5350620.0
18,2.0,2.0,22.0,4.0,5597180.0
19,2.0,2.0,22.0,5.0,2863670.0
20,2.0,2.0,22.0,6.0,1294260.0
21,2.0,3.0,22.0,0.0,13247630.0
22,2.0,3.0,22.0,1.0,10735610.0
23,2.0,3.0,22.0,2.0,16235720.0
24,2.0,3.0,22.0,3.0,15537850.0
25,2.0,3.0,22.0,4.0,15125420.0
26,2.0,3.0,22.0,5.0,34228140.0
27,2.0,3.0,22.0,6.0,31293930.0
28,2.0,4.0,22.0,0.0,8816630.0
29,2.0,4.0,22.0,1.0,8645780.0
30,2.0,4.0,22.0,2.0,9663900.0
31,2.0,4.0,22.0,3.0,8673490.0
32,2.0,4.0,22.0,4.0,11041570.0
33,2.0,4.0,22.0,5.0,9226490.0
34,2.0,4.0,22.0,6.0,8538380.0
35,2.0,5.0,22.0,0.0,2050770.0
36,2.0,5.0,22.0,1.0,1842200.0
37,2.0,5.0,22.0,2.0,2499970.0
38,2.0,5.0,22.0,3.0,2871420.0
39,2.0,5.0,22.0,4.0,2860380.0
40,2.0,5.0,22.0,5.0,2605250.0
41,2.0,5.0,22.0,6.0,2414280.0
42,2.0,6.0,22.0,0.0,2629570.0
43,2.0,6.0,22.0,1.0,3141170.0
44,2.0,6.0,22.0,2.0,3255100.0
45,2.0,6.0,22.0,3.0,3657340.0
46,2.0,6.0,22.0,4.0,4435680.0
47,2.0,6.0,22.0,5.0,4081950.0
48,2.0,6.0,22.0,6.0,3434040.0
49,2.0,7.0,22.0,0.0,3220880.0
50,2.0,7.0,22.0,1.0,3402250.0
51,2.0,7.0,22.0,2.0,3637830.0
52,2.0,7.0,22.0,3.0,3519560.0
53,2.0,7.0,22.0,4.0,3695880.0
54,2.0,7.0,22.0,5.0,2882560.0
55,2.0,7.0,22.0,6.0,2095040.0
56,2.0,8.0,22.0,0.0,2080410.0
57,2.0,8.0,22.0,1.0,2293250.0
58,2.0,8.0,22.0,2.0,2364070.0
59,2.0,8.0,22.0,3.0,2587460.0
60,2.0,8.0,22.0,4.0,2956420.0
61,2.0,8.0,22.0,5.0,1830570.0
62,2.0,8.0,22.0,6.0,778250.0
63,2.0,9.0,22.0,0.0,3390290.0
64,2.0,9.0,22.0,1.0,3486390.0
65,2.0,9.0,22.0,2.0,3668020.0
66,2.0,9.0,22.0,3.0,3621190.0
67,2.0,9.0,22.0,4.0,4008200.0
68,2.0,9.0,22.0,5.0,3541760.0
69,2.0,9.0,22.0,6.0,2915950.0
0,3.0,0.0,4.0,0.0,60.0
1,3.0,0.0,4.0,1.0,40.0
2,3.0,1.0,4.0,0.0,
3,3.0,1.0,4.0,1.0,
4,3.0,2.0,4.0,0.0,
5,3.0,2.0,4.0,1.0,
6,3.0,3.0,4.0,0.0,
7,3.0,3.0,4.0,1.0,
8,3.0,4.0,4.0,0.0,40.0
9,3.0,4.0,4.0,1.0,60.0
10,3.0,5.0,4.0,0.0,
11,3.0,5.0,4.0,1.0,
12,3.0,6.0,4.0,0.0,56.0
13,3.0,6.0,4.0,1.0,44.0
14,3.0,7.0,4.0,0.0,46.0
15,3.0,7.0,4.0,1.0,54.0
16,3.0,8.0,4.0,0.0,79.0
17,3.0,8.0,4.0,1.0,21.0
18,3.0,9.0,4.0,0.0,50.0
19,3.0,9.0,4.0,1.0,50.0
0,3.0,0.0,32.0,0.0,0.0
1,3.0,0.0,32.0,1.0,234550.0
2,3.0,0.0,32.0,2.0,6840360.0
3,3.0,0.0,32.0,3.0,1619210.0
4,3.0,0.0,32.0,4.0,7401270.0
5,3.0,0.0,32.0,5.0,765930.0
6,3.0,1.0,32.0,0.0,
7,3.0,1.0,32.0,1.0,
