tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop
월세,100,"2,000",23,4/4,서향,37.562183,126.924832,1203
월세,200,"3,000",33,3/4,서향,37.562183,126.924832,1203
월세,130,"2,000",26,1/4,남서향,37.563381,126.926123,1441
월세,260,"3,000",66,B1/3,남향,37.56207,126.925007,1140
월세,230,"3,000",79,1/5,남동향,37.560504,126.921764,1038
월세,290,"4,000",68,2/3,남향,37.560935,126.924803,1600
월세,570,8억,110,1/5,동향,37.559813,126.920612,958
월세,350,"5,000",82,1/4,남향,37.56554,126.923336,907
월세,"2,600",3억,534,1/5,남서향,37.564409,126.921286,1141
월세,210,"3,000",35,1/3,북서향,37.561856,126.926786,1019
월세,300,"3,000",66,3/3,남향,37.562925,126.926168,1305
월세,250,"3,000",65,1/4,동향,37.564018,126.920283,1702
월세,160,"2,000",56,4/4,서향,37.562873,126.92542,1338
월세,100,"1,000",28,B1/5,북서향,37.562977,126.925251,1387
월세,200,"3,000",41,4/4,,37.561952,126.924528,1205
월세,180,"3,000",72,3/6,북동향,37.562574,126.926563,1497
월세,400,"5,000",79,1/4,남서향,37.562554,126.925288,1153
월세,450,"5,000",98,1/5,남향,37.55927,126.921055,1876
월세,170,"2,000",49,B1/2,남향,37.56285,126.926052,1302
월세,200,"2,500",40,2/3,동향,37.561803,126.926469,1378
월세,260,"4,000",81,B1/4,서향,37.563093,126.925582,1338
월세,260,"4,000",81,B1/4,동향,37.563093,126.925582,1338
월세,190,"3,000",35,B1/3,동향,37.560579,126.923681,1416
월세,260,"4,000",81,B1/4,북향,37.563093,126.925582,1338
월세,250,"3,000",48,1/2,남서향,37.56297,126.926575,1124
월세,230,"3,000",39,B1/3,남향,37.560609,126.925422,1302
월세,100,"1,500",33,B1/2,남서향,37.564368,126.917065,871
월세,360,"5,000",78,B1/4,북향,37.560691,126.924788,1448
월세,330,"5,000",71,1/3,남향,37.561069,126.924555,1509
월세,"1,000",1억,104,B1/4,남향,37.558704,126.918276,1710
월세,280,"2,000",74,1/5,남향,37.560154,126.919052,966
월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285
월세,170,"2,000",43,B1/2,북향,37.560927,126.924949,1600
월세,80,"1,000",49,2/5,북동향,37.561109,126.920106,919
월세,190,"3,000",33,B1/3,북동향,37.560579,126.923681,1416
월세,200,"2,500",33,2/3,남향,37.560609,126.925422,1302
월세,110,"1,000",29,1/3,남서향,37.561578,126.919992,913
월세,130,200,16,1/5,남동향,37.560631,126.920559,953
월세,220,"2,000",39,2/5,남동향,37.56152,126.925741,1176
월세,150,"1,500",33,1/3,남서향,37.561264,126.920281,902
월세,210,"3,000",28,1/1,동향,37.566375,126.920092,879
월세,550,"6,000",69,1/1,북동향,37.564745,126.923046,934
월세,600,"7,000",80,2/4,동향,37.561072,126.924097,1509
월세,500,"6,000",80,3/4,동향,37.561072,126.924097,1509
월세,500,"6,000",80,4/4,동향,37.561072,126.924097,1509
월세,500,"5,000",92,2/2,남서향,37.565327,126.922203,970
월세,500,"6,000",82,B1/4,남동향,37.561169,126.926094,1465
월세,100,"1,500",33,B1/2,서향,37.564368,126.917065,871
월세,300,"4,500",109,2/4,남동향,37.564227,126.922549,975
월세,200,"2,500",49,B1/2,남향,37.560965,126.925299,1136
월세,160,"2,500",24,B1/2,남향,37.562117,126.926043,1140
월세,320,"3,000",78,2/3,남향,37.560849,126.924547,1600
월세,220,"3,000",37,1/3,,37.561856,126.926786,1019
월세,360,"5,000",78,B1/4,북향,37.560639,126.924758,1448
월세,160,"2,000",26,1/2,북동향,37.559379,126.918473,1225
월세,250,"3,000",66,1/2,남향,37.56297,126.926575,1124
월세,180,"3,000",59,4/4,남향,37.562742,126.925363,1338
월세,"1,600","1억 9,000",246,1/4,남서향,37.564639,126.924998,1305
월세,250,"3,000",42,B1/4,동향,37.561169,126.926094,1465
월세,300,"3,600",42,2/4,동향,37.561169,126.926094,1465
월세,220,"3,000",42,1/2,남동향,37.56285,126.926052,1302
월세,200,"2,400",42,3/4,동향,37.561169,126.926094,1465
월세,450,"5,000",63,B1/2,남향,37.564639,126.924998,1305
월세,200,"2,500",37,4/4,남동향,37.561852,126.92462,1240
월세,260,"3,100",49,2/3,북서향,37.56162,126.925672,1176
월세,600,"7,200",77,2/4,동향,37.561169,126.926094,1465
월세,420,"5,000",42,B1/3,북서향,37.56162,126.925672,1176
월세,250,"3,000",39,B1/4,동향,37.561169,126.926094,1465
월세,150,"2,000",73,4/4,동향,37.561169,126.926094,1465
월세,500,"6,000",82,B1/4,동향,37.561169,126.926094,1465
월세,110,"1,500",37,B1/2,서향,37.564368,126.917065,871
월세,100,"1,500",33,B1/2,서향,37.564368,126.917065,871
월세,300,"4,000",66,3/3,남서향,37.562763,126.925724,1344
월세,200,"2,000",30,B1/5,동향,37.565509,126.921677,998
월세,150,"2,000",25,B1/5,동향,37.565509,126.921677,998
월세,220,"3,000",70,3/4,남서향,37.562703,126.924317,1055
월세,250,"3,000",114,B1/4,동향,37.561072,126.924097,1509
월세,500,"6,000",80,4/4,동향,37.561072,126.924097,1509
월세,360,"4,000",99,4/5,남동향,37.562831,126.924535,1363
월세,200,"2,000",97,2/4,동향,37.559796,126.921363,1037
월세,240,"3,000",87,2/4,남향,37.561538,126.924691,1319
월세,380,"7,000",105,1/5,,37.561109,126.920106,919
월세,420,"5,000",278,4/6,북서향,37.563599,126.920627,1702
월세,290,"4,000",68,1/3,북향,37.560935,126.924803,1600
월세,260,"4,000",81,B1/4,남서향,37.563093,126.925582,1338
월세,200,"3,000",34,1/2,남서향,37.560965,126.925299,1136
월세,600,"7,000",80,2/4,동향,37.561072,126.924097,1509
월세,130,"2,000",26,B1/2,남서향,37.563097,126.925815,1344
월세,274,"3,000",39,1/2,남동향,37.56285,126.926052,1302
월세,280,"5,000",82,2/4,북동향,37.562922,126.92574,1344
월세,280,"3,000",55,1/4,북동향,37.562922,126.925313,1319
월세,280,"2,000",54,2/5,북동향,37.560154,126.919052,966
월세,90,"1,000",26,3/5,남향,37.565727,126.921592,975
월세,220,"3,000",33,2/3,,37.561856,126.926786,1019
월세,450,"5,000",76,1/5,동향,37.56661,126.918006,1068
월세,400,"5,000",80,1/4,동향,37.562554,126.925288,1153
월세,300,"3,000",45,1/5,북서향,37.561654,126.92627,1139
월세,290,"4,000",66,2/4,남서향,37.56044,126.925495,1277
월세,121,"1,500",33,1/4,북서향,37.563199,126.926528,1124
월세,320,"3,000",71,B1/5,북동향,37.56251,126.924108,1136
월세,450,"5,000",81,1/5,북동향,37.564166,126.91916,964
월세,200,"3,000",66,3/4,남향,37.562702,126.924956,1417
월세,300,"3,000",33,B1/4,북동향,37.562458,126.925371,1153
월세,250,"3,000",54,3/4,북동향,37.56634,126.919972,877
월세,180,"2,000",53,2/3,동향,37.562103,126.926197,1140
월세,180,"3,000",33,2/3,북동향,37.560579,126.923681,1416
월세,145,"2,000",46,4/4,,37.562257,126.925545,1153
월세,350,"4,000",79,2/3,남향,37.562925,126.926168,1305
월세,490,"6,000",93,1/3,동향,37.561803,126.926469,1378
월세,220,"3,000",42,1/2,남동향,37.56285,126.926052,1302
월세,"1,000",1억,429,B1/4,남향,37.558704,126.918276,1710
월세,270,"3,500",78,B1/4,동향,37.560639,126.924758,1448
월세,"1,500",2억,323,1/4,동향,37.561382,126.924111,1514
월세,145,"2,500",36,B1/3,남서향,37.565725,126.923511,890
월세,50,"1,000",24,B1/2,남향,37.565184,126.923483,909
월세,100,"1,500",33,B1/2,서향,37.564368,126.917065,871
월세,274,"3,000",39,1/2,남향,37.56285,126.926052,1302
월세,130,"3,000",50,2/4,,37.562937,126.925977,1302
월세,230,"3,000",50,2/4,,37.562937,126.925977,1302
월세,300,"3,000",66,3/3,북동향,37.562925,126.926168,1305
월세,230,"3,000",45,1/1,동향,37.566215,126.920623,902
월세,121,"1,500",33,1/4,남동향,37.563199,126.926528,1124
월세,130,"2,000",26,B1/2,남서향,37.563097,126.925815,1344
월세,200,"3,000",34,1/2,남서향,37.560965,126.925299,1136
월세,90,"1,000",85,B1/4,북동향,37.563725,126.92614,1399
월세,350,"4,000",33,1/4,남향,37.561169,126.926094,1465
월세,270,"3,000",34,2/4,동향,37.561169,126.926094,1465
월세,400,"4,800",82,3/4,남동향,37.561169,126.926094,1465
월세,180,"1,500",46,1/2,남향,37.561586,126.91812,2303
월세,500,"7,000",115,1/5,동향,37.565563,126.92397,879
월세,200,"2,000",49,1/4,동향,37.560726,126.920469,953
월세,190,"3,500",52,1/5,,37.561109,126.920106,919
월세,150,"3,000",40,1/4,남향,37.56533,126.92412,902
월세,260,"3,000",66,B1/3,남향,37.56207,126.925007,1140
월세,140,"3,000",51,1/2,남향,37.565271,126.924641,910
월세,350,"5,000",98,2/4,남향,37.56554,126.923336,907
월세,243,"3,000",53,4/4,북서향,37.560639,126.924758,1448
월세,360,"5,000",78,B1/4,북동향,37.560639,126.924758,1448
월세,200,"3,000",50,1/6,동향,37.566864,126.917161,1183
월세,160,"2,000",39,4/4,북동향,37.562873,126.92542,1338
월세,130,"2,000",39,1/4,남서향,37.563381,126.926123,1441
월세,350,"5,000",82,1/4,남서향,37.56554,126.923336,907
월세,160,"2,000",37,1/5,북동향,37.562355,126.920091,2317
월세,450,"5,000",98,1/5,동향,37.55927,126.921055,1876
월세,120,"2,000",22,1/4,동향,37.562053,126.921427,1052
월세,270,"3,000",36,1/3,남동향,37.561866,126.924503,1359
월세,400,"5,000",175,1/4,동향,37.565089,126.923774,902
월세,200,"2,400",33,3/4,남동향,37.561169,126.926094,1465
월세,150,"1,800",21,4/4,남동향,37.561169,126.926094,1465
월세,320,"5,000",95,2/3,동향,37.56485,126.92331,909
월세,190,"3,500",49,1/5,북동향,37.561109,126.920106,919
월세,470,"6,500",95,B1/3,동향,37.56485,126.92331,909
월세,250,"4,000",77,2/4,남서향,37.562116,126.925874,1140
월세,120,"2,000",21,1/5,남동향,37.563944,126.92455,943
월세,120,"2,000",21,1/4,동향,37.562053,126.921427,1052
월세,250,"3,000",37,B1/4,남동향,37.561169,126.926094,1465
월세,470,"6,500",95,B1/3,서향,37.56485,126.92331,909
월세,350,"4,000",80,2/3,남서향,37.562925,126.926168,1305
월세,200,"3,000",46,2/4,남향,37.562937,126.925977,1302
월세,470,"6,500",95,1/3,,37.56485,126.92331,909
월세,700,1억,102,1/5,남향,37.563736,126.925642,1506
월세,130,"2,000",46,4/4,북서향,37.562257,126.925545,1153
월세,220,"3,000",82,2/4,북동향,37.559796,126.921363,1037
월세,250,"3,000",76,2/4,,37.562161,126.925222,1156
월세,"1,500",2억,323,1/4,남동향,37.561382,126.924111,1514
월세,350,"3,000",113,3/4,,37.562161,126.925222,1156
월세,"1,020","1억 2,000",347,1/5,북동향,37.564166,126.91916,964
월세,450,"5,000",132,1/5,북동향,37.564166,126.91916,964
월세,"1,550","2억 1,000",56,3/3,남서향,37.56485,126.92331,909
월세,230,"3,000",71,2/3,북향,37.561069,126.924555,1509
월세,150,"3,000",43,1/3,남향,37.566314,126.91697,904
월세,260,"4,000",81,B1/4,북동향,37.563093,126.925582,1338
월세,120,"1,000",22,1/3,남동향,37.562338,126.924051,1273
월세,170,"2,000",43,B1/2,서향,37.560927,126.924949,1600
월세,186,"3,000",19,1/2,북동향,37.562159,126.926715,1420
월세,160,"2,500",28,3/3,남향,37.562103,126.926197,1140
월세,400,"5,000",75,1/3,북동향,37.562528,126.924938,1161
월세,210,"3,000",29,B1/2,북동향,37.561905,126.924974,1140
월세,300,"4,000",38,1/4,북향,37.561941,126.925084,1239
월세,200,"3,000",49,1/6,동향,37.566864,126.917161,1183
월세,230,"3,500",56,3/3,동향,37.56485,126.92331,909
월세,320,"5,000",95,2/3,동향,37.56485,126.92331,909
월세,"1,100",1억,205,1/5,남향,37.563736,126.925642,1506
월세,430,"6,000",95,1/3,동향,37.56485,126.92331,909
월세,900,"9,000",230,B1/5,남향,37.563736,126.925642,1506
월세,470,"6,500",95,B1/3,동향,37.56485,126.92331,909
월세,200,"2,000",97,2/4,남동향,37.559796,126.921363,1037
월세,300,"3,000",43,1/5,북서향,37.561654,126.92627,1139
월세,150,"3,000",41,1/3,동향,37.566314,126.91697,904
월세,170,"2,500",33,1/2,남향,37.562117,126.926043,1140
월세,230,"3,000",79,1/5,남동향,37.560504,126.921764,1038
월세,150,"2,000",24,4/4,동향,37.564639,126.924998,1305
월세,200,"2,000",26,3/4,동향,37.564639,126.924998,1305
월세,88,"1,500",20,1/2,북동향,37.561338,126.922433,1242
월세,430,"5,000",59,2/4,동향,37.564639,126.924998,1305
월세,75,500,48,B1/5,북서향,37.562633,126.920506,982
월세,430,"5,000",47,1/4,동향,37.564639,126.924998,1305
월세,450,"5,000",50,B1/4,동향,37.564639,126.924998,1305
월세,500,"7,000",115,1/5,동향,37.565563,126.92397,879
월세,150,"2,500",38,2/3,동향,37.561803,126.926469,1378
월세,470,"6,500",95,B1/3,남동향,37.56485,126.92331,909
월세,230,"3,500",56,3/3,동향,37.56485,126.92331,909
월세,75,500,48,B1/5,북서향,37.562633,126.920506,982
월세,430,"6,000",95,1/3,동향,37.56485,126.92331,909
월세,210,"2,500",43,2/2,동향,37.566297,126.920844,906
월세,180,"3,000",56,2/5,남서향,37.562637,126.925044,1417
월세,400,"5,000",165,1/4,동향,37.565089,126.923774,902
월세,"1,600","1억 9,000",246,1/4,,37.564639,126.924998,1305
월세,150,"2,000",30,4/4,북서향,37.564639,126.924998,1305
월세,500,"6,500",95,B1/3,서향,37.56485,126.92331,909
월세,400,"5,000",165,1/4,북동향,37.565089,126.923774,902
월세,200,"2,000",49,1/4,북동향,37.560726,126.920469,953
월세,650,"7,000",147,2/3,북동향,37.562925,126.926168,1305
월세,350,"3,000",78,2/3,남향,37.560849,126.924547,1600
월세,210,"2,500",49,2/2,동향,37.566297,126.920844,906
월세,150,"3,000",62,B1/5,북동향,37.561615,126.922195,1155
월세,235,"3,000",54,1/2,남향,37.561053,126.924933,1509
월세,190,"4,000",97,B1/6,동향,37.565996,126.92091,966
월세,230,"3,000",50,B1/3,남동향,37.560609,126.925422,1302
월세,430,"5,000",60,1/4,,37.564639,126.924998,1305
월세,400,"5,000",175,1/4,북동향,37.565089,126.923774,902
월세,290,"4,000",52,1/3,북향,37.560935,126.924803,1600
월세,260,"3,000",74,2/4,북동향,37.562836,126.925819,1344
월세,210,"3,000",34,1/3,북서향,37.561856,126.926786,1019
월세,200,"2,000",28,3/4,북서향,37.564639,126.924998,1305
월세,170,"2,000",56,B1/2,북향,37.560927,126.924949,1600
월세,500,"7,000",115,1/5,남서향,37.565563,126.92397,879
월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140
월세,250,"3,000",54,3/4,남서향,37.56634,126.919972,877
월세,400,"5,000",64,2/2,동향,37.562159,126.926715,1420
월세,250,"4,000",46,B1/2,동향,37.562159,126.926715,1420
월세,150,"3,000",26,3/3,동향,37.562159,126.926715,1420
월세,240,"3,000",36,2/4,남향,37.561743,126.925266,1238
월세,180,"3,000",36,2/3,,37.560579,126.923681,1416
월세,170,"2,000",61,B1/3,서향,37.565471,126.923667,906
월세,109,"1,000",59,1/3,동향,37.561578,126.919992,913
월세,150,"2,500",42,2/3,동향,37.561803,126.926469,1378
월세,"1,500",2억,280,1/4,동향,37.561382,126.924111,1514
월세,280,"4,000",49,B1/4,북동향,37.562458,126.925371,1153
월세,500,"5,000",45,1/5,북향,37.562597,126.924846,1466
월세,240,"4,000",49,B1/4,동향,37.562458,126.925371,1153
월세,500,"8,000",132,1/4,남향,37.566326,126.920359,898
월세,250,"3,000",29,3/3,동향,37.561803,126.926469,1378
월세,490,"6,000",85,1/2,동향,37.561803,126.926469,1378
월세,490,"6,000",85,B1/2,동향,37.561803,126.926469,1378
월세,250,"3,000",32,3/3,동향,37.561803,126.926469,1378
월세,490,"6,000",93,B1/3,동향,37.561803,126.926469,1378
월세,490,"6,000",93,1/3,동향,37.561803,126.926469,1378
월세,200,"3,000",33,1/2,동향,37.560965,126.925299,1136
월세,200,"3,000",34,1/2,동향,37.560965,126.925299,1136
월세,500,"7,000",93,B1/3,서향,37.561803,126.926469,1378
월세,400,"5,000",132,B1/5,남서향,37.564409,126.921286,1141
월세,280,"2,000",74,1/5,남향,37.560154,126.919052,966
월세,300,"4,500",116,2/2,남동향,37.564302,126.922649,975
월세,70,"2,000",23,3/3,북동향,37.566235,126.916872,904
월세,290,"3,000",39,1/4,남서향,37.561743,126.925266,1238
월세,75,"2,000",26,2/3,북동향,37.566235,126.916872,904
월세,170,"2,000",49,1/2,동향,37.559379,126.918473,1225
월세,190,"2,000",49,1/4,남동향,37.562124,126.918253,843
월세,200,"3,000",47,2/4,남동향,37.562937,126.925977,1302
월세,105,"5,000",82,3/3,동향,37.562092,126.927121,1087
월세,120,"1,000",22,1/5,,37.562338,126.924051,1273
월세,230,"3,000",71,2/3,,37.561069,126.924555,1509
월세,180,"2,500",42,2/2,남동향,37.561803,126.926469,1378
월세,185,"2,000",42,B1/2,북동향,37.561334,126.922149,1239
매매,,"5억 9,000",29,1/5,동향,37.565921,126.917299,857
월세,167,"1,000",53,1/3,남서향,37.561264,126.920281,902
월세,600,1억,110,1/5,동향,37.559813,126.920612,958
월세,180,"3,000",33,2/3,서향,37.560579,126.923681,1416
월세,250,"3,000",52,1/4,동향,37.564018,126.920283,1702
월세,350,"5,000",82,1/4,남동향,37.56554,126.923336,907
월세,260,"4,000",81,B1/4,동향,37.563093,126.925582,1338
월세,130,"2,000",49,2/4,남동향,37.562449,126.92466,1533
월세,230,"3,000",45,1/5,동향,37.560504,126.921764,1038
월세,300,"4,500",109,2/4,동향,37.564227,126.922549,975
월세,"1,000",1억,341,B1/4,동향,37.558704,126.918276,1710
월세,300,"3,000",67,3/3,동향,37.562925,126.926168,1305
월세,350,"4,000",80,2/3,동향,37.562925,126.926168,1305
월세,430,"4,000",115,3/5,남동향,37.563392,126.925273,1319
월세,480,"4,000",115,2/5,남동향,37.563392,126.925273,1319
월세,250,"3,000",99,5/5,남동향,37.563392,126.925273,1319
월세,220,"3,000",46,1/2,동향,37.56285,126.926052,1302
월세,200,"2,000",63,3/4,북동향,37.563009,126.925659,1550
월세,"1,000",1억,344,B1/4,남서향,37.558704,126.918276,1710
월세,230,"3,000",37,1/3,남서향,37.561856,126.926786,1019
월세,230,"3,000",37,1/3,동향,37.561856,126.926786,1019
월세,"1,500",2억,323,1/4,동향,37.561382,126.924111,1514
월세,120,"2,000",35,1/3,서향,37.566555,126.917098,892
월세,190,"3,500",36,1/5,동향,37.561109,126.920106,919
월세,140,"2,000",36,1/5,,37.561749,126.92487,1319
월세,220,"4,000",33,B1/2,북서향,37.561905,126.924974,1140
월세,210,"3,000",30,B1/2,북서향,37.561905,126.924974,1140
월세,270,"3,500",78,B1/4,북서향,37.560639,126.924758,1448
월세,"2,400",3억,577,1/5,남동향,37.563736,126.925642,1506
월세,300,"4,000",77,1/4,북향,37.561941,126.925084,1239
월세,260,"3,000",82,3/3,서향,37.564368,126.917065,871
월세,140,"3,000",51,1/2,남서향,37.565271,126.924641,910
월세,110,"1,500",36,B1/2,서향,37.564368,126.917065,871
월세,100,"1,500",33,B1/2,서향,37.564368,126.917065,871
매매,,"4억 7,000",20,1/5,남동향,37.565921,126.917299,857
매매,,"5억 9,000",29,1/5,남동향,37.565921,126.917299,857
월세,120,"2,000",30,1/4,서향,37.562053,126.921427,1052
월세,120,"1,000",22,1/5,남향,37.562338,126.924051,1273
월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140
월세,550,"5,000",63,1/1,서향,37.562191,126.926056,1290
월세,550,"8,000",200,B1/2,북서향,37.562351,126.92548,1153
월세,350,"3,000",61,B1/3,남서향,37.562278,126.925378,1153
월세,300,"4,000",64,2/4,남서향,37.564674,126.922729,969
월세,70,"2,000",23,3/3,남향,37.566235,126.916872,904
월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153
월세,350,"4,000",33,1/4,남서향,37.561169,126.926094,1465
월세,170,"2,000",50,B1/2,남향,37.56285,126.926052,1302
월세,900,1억,236,4/7,남동향,37.560966,126.924026,1252
월세,290,"4,000",68,1/3,동향,37.560935,126.924803,1600
월세,450,"5,000",76,1/5,북동향,37.56661,126.918006,1068
월세,"1,600",2억,279,B1/3,남동향,37.561803,126.926469,1378
월세,300,"3,000",67,3/3,동향,37.562925,126.926168,1305
월세,100,"1,500",33,B1/3,남향,37.564368,126.917065,871
월세,810,"9,600",83,1/3,남서향,37.56162,126.925672,1176
월세,330,"5,000",182,B1/5,북서향,37.564448,126.924022,1179
월세,230,"3,000",49,1/5,남동향,37.560504,126.921764,1038
월세,130,"2,000",46,4/4,북동향,37.562257,126.925545,1153
월세,330,"5,000",81,4/5,북서향,37.56171,126.924689,1319
월세,190,"3,500",39,1/5,북동향,37.561109,126.920106,919
월세,260,"3,000",50,B1/3,동향,37.56207,126.925007,1140
월세,170,"3,000",33,B1/2,북향,37.561925,126.925291,1238
월세,120,"2,000",26,1/4,남서향,37.562053,126.921427,1052
월세,160,"2,500",37,4/4,남동향,37.561852,126.92462,1240
월세,350,"4,000",114,B1/4,남동향,37.561072,126.924097,1509
월세,300,"3,000",82,2/2,남동향,37.56563,126.921497,998
월세,260,"3,000",74,2/4,동향,37.562836,126.925819,1344
월세,750,1억,99,1/6,남동향,37.562574,126.926563,1497
월세,200,"3,000",40,1/4,동향,37.56432,126.925137,1033
월세,250,"3,000",65,1/4,동향,37.564018,126.920283,1702
