,ARS-ID,정류소명,X좌표,Y좌표
500,14914,우성아파트3동,126.9472392,37.53661613
501,14915,하모니마트,126.9061199,37.55252116
502,14916,성모병원사거리,126.9125265,37.56464399
503,14917,코오롱아파트사거리,126.9207392,37.5635054
504,14918,도화현대1차아파트,126.9553042,37.54045372
505,14919,마포한강아이파크아파트,126.9041742,37.55263854
506,14920,중동초등학교,126.9107017,37.56657456
507,14921,신한은행서교동금융센터점,126.918354,37.55738535
508,14922,경성중고.홍익디자인고,126.9194964,37.56228718
509,14923,망원1동파출소,126.902646,37.55368977
510,14924,대우미래사랑아파트,126.9169681,37.556741
511,14925,효성약국,126.9177091,37.56120824
512,14926,화평교회,126.9013092,37.55461589
513,14927,성산시영아파트,126.9036833,37.56997337
514,14928,한국해양전략연구소,126.9157158,37.55615891
515,14929,망원1동파출소,126.9028584,37.55334776
516,14930,망원유수지.마포구민체육센터,126.8992531,37.55598562
517,14932,서교동주민센터,126.9146083,37.55564539
518,14933,창전삼성아파트,126.932527,37.55158314
519,14934,임오빌딩,126.9173994,37.55877057
520,14935,월드컵경기장역,126.8983131,37.5738733
521,14936,새화빌딩,126.9134454,37.5551111
522,14937,신촌이랜드청년주택,126.9314326,37.54944274
523,14940,성산초등학교,126.9119273,37.55441974
524,14941,우리은행서교동지점,126.9175609,37.55336318
525,14942,서강쌍용아파트.광흥창역,126.9301264,37.54797196
526,14943,동교로사거리,126.9210454,37.55605972
527,14944,동교초등학교,126.9016286,37.55708966
528,14946,망원전철역,126.9102977,37.55609815
529,14947,서교동주민센터,126.9152772,37.55565038
530,14948,서강초등학교,126.9263557,37.5477462
531,14950,신부파스카아파트,126.9004729,37.55878545
532,14951,KBS미디어센터,126.8912678,37.5762495
533,14952,망원역입구,126.9072824,37.55790161
534,14953,홍대후문,126.9254084,37.54776813
535,14954,대상아파트,126.8998549,37.55965628
536,14955,월드컵파크2단지,126.8902288,37.57526275
