,ARS-ID,정류소명,X좌표,Y좌표
537,14956,망원동월드컵시장,126.905989,37.55762576
538,14957,상수역,126.9223889,37.54783917
539,14958,동원데자뷰아파트,126.8994205,37.56026595
540,14959,하나은행망원동지점,126.9047035,37.55736161
541,14960,로데오거리,126.9202362,37.54793416
542,14961,마포16번종점,126.8989567,37.56092786
543,14962,서부면허시험장.월드컵파크8단지,126.8817331,37.57815695
544,14963,동교초등학교,126.9029564,37.55700155
545,14964,합정동,126.9181202,37.54760741
546,14965,마포새빛문화숲,126.9171164,37.54550986
547,14966,서일빌딩,126.9159632,37.5455541
548,14968,성우맨션,126.9142497,37.54563577
549,14969,다운교회,126.9127953,37.54573653
550,14971,월드컵경기장역,126.9001462,37.56951561
551,14972,마포구청.마포구청역,126.8995753,37.5663308
552,14976,우성아파트입구,126.9475018,37.53798007
553,14977,망원교회,126.9001617,37.55623509
554,14978,망원교회,126.9005292,37.55649582
555,14979,신촌역,126.9359752,37.55469925
556,14981,경성중고사거리,126.9157402,37.56062024
557,14982,삼진제약,126.9266707,37.55312773
558,14983,한국영화아카데미,126.9294391,37.55429814
559,14984,서교동교회,126.9194138,37.55175064
560,14985,성산2동주민센터,126.9083872,37.56802445
561,14987,월드컵파크7단지,126.879789,37.58031941
562,14988,창전삼성아파트110동,126.928674,37.54993526
563,14989,신촌역,126.9361238,37.55430194
564,14990,신촌역,126.9356256,37.5544909
565,14991,신촌농협.하나로마트,126.9332008,37.55618812
566,14992,기업은행.신촌연세병원,126.9334876,37.55316601
567,14993,세븐일레븐,126.9558999,37.54019694
568,14994,아현고개,126.9469798,37.55662043
569,14996,백합아파트,126.9009302,37.55795052
570,14997,백합아파트,126.9010706,37.55793892
