,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N
671,월세,500,"8,000",132,1/4,남향,37.566326,126.920359,898,17,0,127,3,1
672,월세,250,"3,000",29,3/3,동향,37.561803,126.926469,1378,12,1,221,3,0
673,월세,490,"6,000",85,1/2,동향,37.561803,126.926469,1378,12,1,221,3,0
674,월세,490,"6,000",85,B1/2,동향,37.561803,126.926469,1378,12,1,221,3,0
675,월세,250,"3,000",32,3/3,동향,37.561803,126.926469,1378,12,1,221,3,0
676,월세,490,"6,000",93,B1/3,동향,37.561803,126.926469,1378,12,1,221,3,0
677,월세,490,"6,000",93,1/3,동향,37.561803,126.926469,1378,12,1,221,3,0
678,월세,200,"3,000",33,1/2,동향,37.560965,126.925299,1136,18,1,221,5,1
679,월세,200,"3,000",34,1/2,동향,37.560965,126.925299,1136,18,1,221,5,1
680,월세,500,"7,000",93,B1/3,서향,37.561803,126.926469,1378,12,1,221,3,0
681,월세,400,"5,000",132,B1/5,남서향,37.564409,126.921286,1141,21,1,244,3,0
682,월세,280,"2,000",74,1/5,남향,37.560154,126.919052,966,31,1,80,5,0
683,월세,300,"4,500",116,2/2,남동향,37.564302,126.922649,975,18,1,281,3,0
684,월세,70,"2,000",23,3/3,북동향,37.566235,126.916872,904,21,0,51,4,1
685,월세,290,"3,000",39,1/4,남서향,37.561743,126.925266,1238,16,1,243,4,0
686,월세,75,"2,000",26,2/3,북동향,37.566235,126.916872,904,21,0,51,4,1
687,월세,170,"2,000",49,1/2,동향,37.559379,126.918473,1225,33,1,57,5,0
688,월세,190,"2,000",49,1/4,남동향,37.562124,126.918253,843,29,0,108,3,0
689,월세,200,"3,000",47,2/4,남동향,37.562937,126.925977,1302,12,1,243,2,0
690,월세,105,"5,000",82,3/3,동향,37.562092,126.927121,1087,10,1,199,1,0
691,월세,120,"1,000",22,1/5,,37.562338,126.924051,1273,16,1,265,3,0
692,월세,230,"3,000",71,2/3,,37.561069,126.924555,1509,20,1,240,5,1
693,월세,180,"2,500",42,2/2,남동향,37.561803,126.926469,1378,12,1,221,3,0
694,월세,185,"2,000",42,B1/2,북동향,37.561334,126.922149,1239,25,1,265,5,0
695,매매,,"5억 9,000",29,1/5,동향,37.565921,126.917299,857,24,0,65,5,1
696,월세,167,"1,000",53,1/3,남서향,37.561264,126.920281,902,29,1,179,5,0
697,월세,600,1억,110,1/5,동향,37.559813,126.920612,958,39,2,122,8,0
698,월세,180,"3,000",33,2/3,서향,37.560579,126.923681,1416,21,2,228,5,1
699,월세,250,"3,000",52,1/4,동향,37.564018,126.920283,1702,21,1,210,3,0
700,월세,350,"5,000",82,1/4,남동향,37.56554,126.923336,907,16,0,229,3,0
701,월세,260,"4,000",81,B1/4,동향,37.563093,126.925582,1338,13,1,246,2,0
702,월세,130,"2,000",49,2/4,남동향,37.562449,126.92466,1533,16,1,260,3,0
703,월세,230,"3,000",45,1/5,동향,37.560504,126.921764,1038,34,1,214,8,1
704,월세,300,"4,500",109,2/4,동향,37.564227,126.922549,975,18,1,283,3,0
705,월세,"1,000",1억,341,B1/4,동향,37.558704,126.918276,1710,42,2,45,4,0
706,월세,300,"3,000",67,3/3,동향,37.562925,126.926168,1305,12,1,240,2,0
707,월세,350,"4,000",80,2/3,동향,37.562925,126.926168,1305,12,1,240,2,0
708,월세,430,"4,000",115,3/5,남동향,37.563392,126.925273,1319,14,1,251,2,0
709,월세,480,"4,000",115,2/5,남동향,37.563392,126.925273,1319,14,1,251,2,0
710,월세,250,"3,000",99,5/5,남동향,37.563392,126.925273,1319,14,1,251,2,0
711,월세,220,"3,000",46,1/2,동향,37.56285,126.926052,1302,12,1,240,2,0
712,월세,200,"2,000",63,3/4,북동향,37.563009,126.925659,1550,13,1,246,2,0
713,월세,"1,000",1억,344,B1/4,남서향,37.558704,126.918276,1710,42,2,45,4,0
714,월세,230,"3,000",37,1/3,남서향,37.561856,126.926786,1019,12,1,206,2,0
715,월세,230,"3,000",37,1/3,동향,37.561856,126.926786,1019,12,1,206,2,0
716,월세,"1,500",2억,323,1/4,동향,37.561382,126.924111,1514,21,1,255,5,1
717,월세,120,"2,000",35,1/3,서향,37.566555,126.917098,892,18,0,50,4,1
718,월세,190,"3,500",36,1/5,동향,37.561109,126.920106,919,30,1,158,6,0
719,월세,140,"2,000",36,1/5,,37.561749,126.92487,1319,18,1,248,4,0
720,월세,220,"4,000",33,B1/2,북서향,37.561905,126.924974,1140,17,1,249,3,0
721,월세,210,"3,000",30,B1/2,북서향,37.561905,126.924974,1140,17,1,249,3,0
722,월세,270,"3,500",78,B1/4,북서향,37.560639,126.924758,1448,21,2,215,4,1
723,월세,"2,400",3억,577,1/5,남동향,37.563736,126.925642,1506,14,1,247,2,0
724,월세,300,"4,000",77,1/4,북향,37.561941,126.925084,1239,16,1,249,3,0
725,월세,260,"3,000",82,3/3,서향,37.564368,126.917065,871,32,0,78,5,1
726,월세,140,"3,000",51,1/2,남서향,37.565271,126.924641,910,15,1,248,3,0
727,월세,110,"1,500",36,B1/2,서향,37.564368,126.917065,871,32,0,78,5,1
728,월세,100,"1,500",33,B1/2,서향,37.564368,126.917065,871,32,0,78,5,1
729,매매,,"4억 7,000",20,1/5,남동향,37.565921,126.917299,857,24,0,65,5,1
730,매매,,"5억 9,000",29,1/5,남동향,37.565921,126.917299,857,24,0,65,5,1
731,월세,120,"2,000",30,1/4,서향,37.562053,126.921427,1052,23,1,284,3,0
732,월세,120,"1,000",22,1/5,남향,37.562338,126.924051,1273,16,1,265,3,0
733,월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
734,월세,550,"5,000",63,1/1,서향,37.562191,126.926056,1290,12,1,236,3,0
735,월세,550,"8,000",200,B1/2,북서향,37.562351,126.92548,1153,12,1,250,3,0
736,월세,350,"3,000",61,B1/3,남서향,37.562278,126.925378,1153,12,1,250,3,0
737,월세,300,"4,000",64,2/4,남서향,37.564674,126.922729,969,19,1,277,3,0
738,월세,70,"2,000",23,3/3,남향,37.566235,126.916872,904,21,0,51,4,1
739,월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153,12,1,250,3,0
740,월세,350,"4,000",33,1/4,남서향,37.561169,126.926094,1465,15,1,209,4,1
741,월세,170,"2,000",50,B1/2,남향,37.56285,126.926052,1302,12,1,240,2,0
742,월세,900,1억,236,4/7,남동향,37.560966,126.924026,1252,20,1,244,5,1
743,월세,290,"4,000",68,1/3,동향,37.560935,126.924803,1600,20,1,230,5,1
744,월세,450,"5,000",76,1/5,북동향,37.56661,126.918006,1068,17,0,75,4,1
745,월세,"1,600",2억,279,B1/3,남동향,37.561803,126.926469,1378,12,1,221,3,0
746,월세,300,"3,000",67,3/3,동향,37.562925,126.926168,1305,12,1,240,2,0
747,월세,100,"1,500",33,B1/3,남향,37.564368,126.917065,871,32,0,78,5,1
748,월세,810,"9,600",83,1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
749,월세,330,"5,000",182,B1/5,북서향,37.564448,126.924022,1179,17,1,267,3,0
750,월세,230,"3,000",49,1/5,남동향,37.560504,126.921764,1038,34,1,214,8,1
751,월세,130,"2,000",46,4/4,북동향,37.562257,126.925545,1153,12,1,248,3,0
752,월세,330,"5,000",81,4/5,북서향,37.56171,126.924689,1319,19,1,251,4,0
753,월세,190,"3,500",39,1/5,북동향,37.561109,126.920106,919,30,1,158,6,0
754,월세,260,"3,000",50,B1/3,동향,37.56207,126.925007,1140,15,1,251,3,0
755,월세,170,"3,000",33,B1/2,북향,37.561925,126.925291,1238,14,1,246,3,0
756,월세,120,"2,000",26,1/4,남서향,37.562053,126.921427,1052,23,1,284,3,0
757,월세,160,"2,500",37,4/4,남동향,37.561852,126.92462,1240,19,1,251,4,0
758,월세,350,"4,000",114,B1/4,남동향,37.561072,126.924097,1509,21,1,244,5,1
759,월세,300,"3,000",82,2/2,남동향,37.56563,126.921497,998,18,0,187,3,0
760,월세,260,"3,000",74,2/4,동향,37.562836,126.925819,1344,12,1,245,2,0
761,월세,750,1억,99,1/6,남동향,37.562574,126.926563,1497,10,1,225,3,0
762,월세,200,"3,000",40,1/4,동향,37.56432,126.925137,1033,14,1,253,2,0
763,월세,250,"3,000",65,1/4,동향,37.564018,126.920283,1702,21,1,210,3,0
