,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N
0,월세,220,"3,000",49,1/3,서향,37.566555,126.917098,892,18,0,50,4,1
1,월세,160,"2,000",56,4/4,남향,37.562873,126.92542,1338,13,1,251,2,0
2,월세,100,"1,000",25,B1/1,북동향,37.564777,126.923147,910,18,1,272,3,0
3,월세,160,"2,500",28,3/3,남향,37.562103,126.926197,1140,12,1,231,3,0
4,월세,190,"3,500",46,1/5,남향,37.561109,126.920106,919,30,1,158,6,0
5,월세,120,"2,000",26,1/4,북서향,37.562053,126.921427,1052,23,1,284,3,0
6,월세,180,"3,000",33,3/4,서향,37.562183,126.924832,1203,17,1,257,3,0
7,월세,180,"3,000",29,2/4,서향,37.562183,126.924832,1203,17,1,257,3,0
8,월세,90,"1,000",23,B1/4,남향,37.56554,126.923336,907,16,0,229,3,0
9,월세,350,"5,000",98,2/4,남향,37.56554,126.923336,907,16,0,229,3,0
10,월세,200,"3,000",57,3/4,동향,37.565734,126.922985,847,16,0,210,3,0
11,월세,300,"4,000",57,1/4,동향,37.565734,126.922985,847,16,0,210,3,0
12,매매,,"4억 3,000",23,1/4,남서향,37.562091,126.922368,1683,19,1,285,4,0
13,월세,80,"1,000",82,B1/3,서향,37.566555,126.917098,892,18,0,50,4,1
14,월세,150,"3,000",40,B1/5,동향,37.561615,126.922195,1155,21,1,278,5,0
15,월세,150,"3,000",40,B1/5,동향,37.561615,126.922195,1155,21,1,278,5,0
16,월세,210,"3,000",34,1/3,북서향,37.561856,126.926786,1019,12,1,206,2,0
17,월세,230,"2,700",49,3/3,북서향,37.56162,126.925672,1176,16,1,237,4,1
18,월세,200,"3,000",49,3/3,남향,37.5617,126.926563,1859,12,1,208,2,0
19,월세,220,"3,000",59,1/3,서향,37.566555,126.917098,892,18,0,50,4,1
20,월세,120,"2,000",26,1/3,서향,37.566555,126.917098,892,18,0,50,4,1
21,월세,200,"3,000",84,2/3,서향,37.566555,126.917098,892,18,0,50,4,1
22,월세,200,"3,000",34,3/3,서향,37.566555,126.917098,892,18,0,50,4,1
23,월세,380,"4,500",49,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
24,월세,490,"5,800",42,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
25,월세,230,"2,700",49,3/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
26,매매,,"4억 3,000",23,1/4,남서향,37.562091,126.922368,1683,19,1,285,4,0
27,월세,110,"2,000",23,1/4,남서향,37.562091,126.922368,1683,19,1,285,4,0
28,월세,220,"3,000",60,1/3,남서향,37.566555,126.917098,892,18,0,50,4,1
29,월세,240,"3,100",52,2/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
30,월세,300,"3,600",36,1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
31,월세,200,"3,000",51,3/4,북서향,37.565734,126.922985,847,16,0,210,3,0
32,월세,200,"3,000",50,2/4,북서향,37.565734,126.922985,847,16,0,210,3,0
33,월세,300,"4,000",50,1/4,북서향,37.565734,126.922985,847,16,0,210,3,0
34,월세,280,"3,000",50,B1/4,북서향,37.565734,126.922985,847,16,0,210,3,0
35,월세,240,"3,000",37,B1/3,북서향,37.561856,126.926786,1019,12,1,206,2,0
36,월세,150,"2,000",21,4/4,남향,37.561169,126.926094,1465,15,1,209,4,1
37,월세,220,"3,000",45,1/3,동향,37.566555,126.917098,892,18,0,50,4,1
38,월세,190,"1,500",37,B1/3,북향,37.560946,126.924556,1600,21,1,237,5,1
39,월세,140,"1,500",34,2/3,남향,37.561976,126.926352,1378,12,1,228,3,0
40,월세,350,"3,000",61,B1/3,남서향,37.562278,126.925378,1153,12,1,250,3,0
41,월세,170,"4,000",50,2/2,남동향,37.559379,126.918473,1225,33,1,57,5,0
42,월세,350,"3,000",61,B1/3,남향,37.562278,126.925378,1153,12,1,250,3,0
43,월세,120,"2,000",20,1/5,,37.563944,126.92455,943,15,1,266,3,0
44,월세,190,"2,000",57,2/4,북서향,37.562115,126.925721,1159,13,1,244,3,0
45,월세,125,"2,500",30,1/3,남향,37.565398,126.917105,870,27,0,71,5,1
46,월세,130,"2,000",46,4/4,북동향,37.562257,126.925545,1153,12,1,248,3,0
47,월세,140,"3,000",51,1/2,남서향,37.565271,126.924641,910,15,1,248,3,0
48,월세,120,"2,000",39,1/4,북동향,37.562053,126.921427,1052,23,1,284,3,0
49,월세,130,"2,000",19,1/5,북동향,37.560631,126.920559,953,33,1,155,7,0
50,월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
51,월세,150,"1,500",33,1/3,남서향,37.561264,126.920281,902,29,1,179,5,0
52,월세,300,"4,500",109,2/4,서향,37.564227,126.922549,975,18,1,283,3,0
53,월세,140,"2,000",26,B1/2,북향,37.563097,126.925815,1344,12,1,243,2,0
54,월세,210,"2,500",49,2/2,동향,37.566297,126.920844,906,15,0,135,3,0
55,월세,260,"3,000",66,2/4,북동향,37.562836,126.925819,1344,12,1,245,2,0
56,월세,400,"5,000",64,2/2,동향,37.562159,126.926715,1420,11,1,217,3,0
57,월세,380,"4,500",43,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
58,월세,170,"2,000",35,B1/3,북동향,37.562528,126.924938,1161,15,1,258,3,0
59,월세,150,"2,000",21,4/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
60,월세,200,"2,400",28,3/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
61,월세,270,"3,240",27,2/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
62,월세,280,"3,000",73,1/4,서향,37.563725,126.92614,1399,12,1,237,2,0
63,월세,350,"5,000",75,1/3,서향,37.561711,126.924139,1797,20,1,260,4,0
64,월세,350,"5,000",75,1/3,남동향,37.561711,126.924139,1797,20,1,260,4,0
65,월세,150,"1,000",27,1/3,동향,37.561264,126.920281,902,29,1,179,5,0
66,월세,570,"6,840",77,2/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
67,월세,250,"4,000",55,B1/3,동향,37.562159,126.926715,1420,11,1,217,3,0
68,월세,210,"3,000",30,B1/2,남서향,37.561905,126.924974,1140,17,1,249,3,0
69,월세,210,"2,000",50,1/6,서향,37.563267,126.926217,1444,12,1,240,2,0
70,월세,170,"2,000",53,B1/2,북향,37.560927,126.924949,1600,18,1,224,5,1
71,월세,350,"3,000",163,4/4,서향,37.563286,126.925673,1550,13,1,243,2,0
72,월세,180,"1,500",49,1/2,남향,37.561586,126.91812,2303,29,0,83,5,0
73,월세,350,"5,000",75,1/3,동향,37.561711,126.924139,1797,20,1,260,4,0
74,월세,360,"5,000",78,B1/4,북향,37.560691,126.924788,1448,20,2,219,5,1
75,월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285,17,1,239,4,1
76,월세,230,"3,000",37,1/3,북서향,37.561856,126.926786,1019,12,1,206,2,0
77,월세,160,"2,000",23,4/4,북동향,37.562873,126.92542,1338,13,1,251,2,0
78,월세,250,"3,000",55,1/4,북동향,37.562922,126.925313,1319,14,1,253,2,0
79,월세,350,"4,000",80,2/3,남동향,37.562925,126.926168,1305,12,1,240,2,0
80,월세,200,"2,500",59,2/4,북동향,37.562922,126.925313,1319,14,1,253,2,0
81,월세,243,"3,000",53,4/4,북향,37.560691,126.924788,1448,20,2,219,5,1
82,월세,330,"5,000",71,1/3,남향,37.561069,126.924555,1509,20,1,240,5,1
83,월세,280,"4,000",68,B1/3,북향,37.560935,126.924803,1600,20,1,230,5,1
84,월세,235,"3,000",54,1/2,남향,37.561053,126.924933,1509,19,1,235,5,1
85,월세,"1,000",1억,344,B1/4,남서향,37.558704,126.918276,1710,42,2,45,4,0
86,월세,800,1억,350,4/4,남서향,37.558704,126.918276,1710,42,2,45,4,0
87,월세,260,"3,100",48,2/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
88,월세,480,"5,700",49,1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
89,월세,330,"3,900",33,1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
90,월세,810,"9,600",81,1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
91,월세,480,"5,700",49,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
92,월세,420,"5,000",43,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
93,월세,450,"5,000",94,1/5,남동향,37.55927,126.921056,1876,38,3,112,8,1
94,월세,109,"1,000",36,1/3,남서향,37.561578,126.919992,913,30,1,174,5,0
95,월세,180,"1,500",49,1/2,남동향,37.561586,126.91812,2303,29,0,83,5,0
96,월세,160,"2,500",33,B1/2,남향,37.562117,126.926043,1140,14,1,233,3,0
97,월세,240,"4,000",49,B1/4,남향,37.562458,126.925371,1153,13,1,254,3,0
98,월세,190,"2,000",56,1/2,남향,37.562124,126.918253,843,29,0,108,3,0
99,월세,180,"3,000",33,3/3,북동향,37.560579,126.923681,1416,21,2,228,5,1
100,월세,300,"5,000",31,1/5,남향,37.561299,126.924723,1514,20,1,242,5,1
101,월세,460,"5,800",51,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
102,월세,350,"3,000",76,3/4,북향,37.562161,126.925222,1156,14,1,249,3,0
103,월세,250,"3,000",76,2/4,북향,37.562161,126.925222,1156,14,1,249,3,0
104,월세,900,1억 700,81,B1/3,남서향,37.56162,126.925672,1176,16,1,237,4,1
105,월세,230,"3,000",45,1/1,남동향,37.566215,126.920623,902,17,0,135,3,0
106,월세,400,"5,000",175,1/4,서향,37.565089,126.923774,902,17,1,258,3,0
107,월세,200,"3,000",34,3/3,동향,37.566555,126.917098,892,18,0,50,4,1
108,월세,120,"2,000",21,1/3,동향,37.566555,126.917098,892,18,0,50,4,1
109,월세,200,"3,000",73,2/3,동향,37.566555,126.917098,892,18,0,50,4,1
110,월세,340,"5,000",182,B1/5,남향,37.564448,126.924022,1179,17,1,267,3,0
111,월세,750,1억,81,B1/4,남서향,37.56162,126.925672,1176,16,1,237,4,1
112,월세,110,"2,000",23,1/4,남서향,37.562091,126.922368,1683,19,1,285,4,0
113,월세,680,1억,112,2/5,남서향,37.564409,126.921286,1141,21,1,244,3,0
114,월세,410,"5,000",112,3/5,남서향,37.564409,126.921286,1141,21,1,244,3,0
115,월세,520,1억,79,1/5,남서향,37.564409,126.921286,1141,21,1,244,3,0
116,월세,"2,600",3억,162,1/5,남서향,37.564409,126.921286,1141,21,1,244,3,0
117,월세,500,"7,000",115,1/5,남동향,37.565563,126.92397,879,15,0,242,3,0
118,월세,250,"3,000",46,1/3,동향,37.561803,126.926469,1378,12,1,221,3,0
119,월세,430,"5,000",66,1/4,남서향,37.564639,126.924998,1305,14,1,255,3,0
120,월세,430,"5,000",66,2/4,남서향,37.564639,126.924998,1305,14,1,255,3,0
121,월세,350,"4,000",72,3/4,남서향,37.564639,126.924998,1305,14,1,255,3,0
122,월세,450,"5,000",66,B1/4,남서향,37.564639,126.924998,1305,14,1,255,3,0
123,월세,150,"2,000",26,4/4,남서향,37.564639,126.924998,1305,14,1,255,3,0
124,월세,200,"2,000",52,3/4,남서향,37.564639,126.924998,1305,14,1,255,3,0
125,월세,400,"5,000",175,1/4,서향,37.565089,126.923774,902,17,1,258,3,0
126,월세,410,"5,000",112,3/4,남동향,37.564409,126.921286,1141,21,1,244,3,0
127,월세,400,"5,000",82,1/4,남향,37.56554,126.923336,907,16,0,229,3,0
128,월세,"1,200",2억,191,1/4,남서향,37.564409,126.921286,1141,21,1,244,3,0
129,월세,400,"4,000",163,4/4,북서향,37.563286,126.925673,1550,13,1,243,2,0
130,월세,400,"5,000",80,1/4,동향,37.562554,126.925288,1153,13,1,254,3,0
131,월세,280,"4,000",98,2/4,서향,37.562742,126.925363,1338,13,1,253,3,0
132,월세,270,"3,240",34,2/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
133,월세,200,"2,400",39,3/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
134,월세,350,"4,200",33,1/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
135,월세,250,"3,000",42,B1/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
136,월세,500,"7,000",117,1/5,북동향,37.565563,126.92397,879,15,0,242,3,0
137,월세,250,"3,000",54,3/4,남서향,37.56634,126.919972,877,17,0,125,4,1
138,월세,400,"5,000",132,B1/5,남향,37.564409,126.921286,1141,21,1,244,3,0
139,월세,"1,200",2억,198,1/5,남향,37.564409,126.921286,1141,21,1,244,3,0
140,월세,490,"6,000",93,B1/3,남동향,37.561803,126.926469,1378,12,1,221,3,0
141,월세,450,"5,000",93,2/3,남동향,37.561803,126.926469,1378,12,1,221,3,0
142,월세,490,"6,000",93,1/3,남동향,37.561803,126.926469,1378,12,1,221,3,0
143,월세,250,"3,000",33,3/3,남동향,37.561803,126.926469,1378,12,1,221,3,0
144,월세,"1,600",2억,279,B1/3,남동향,37.561803,126.926469,1378,12,1,221,3,0
145,월세,200,"3,000",20,3/3,남동향,37.5617,126.926563,1859,12,1,208,2,0
146,월세,300,"3,600",36,1/3,남향,37.56162,126.925672,1176,16,1,237,4,1
147,월세,150,"1,800",25,4/4,동향,37.561169,126.926094,1465,15,1,209,4,1
148,월세,350,"4,000",80,2/3,동향,37.562925,126.926168,1305,12,1,240,2,0
149,월세,160,"2,000",23,4/4,동향,37.562873,126.92542,1338,13,1,251,2,0
150,월세,230,"3,000",49,1/2,남향,37.563343,126.927376,1106,9,1,206,1,0
151,월세,300,"3,000",67,3/3,북동향,37.562925,126.926168,1305,12,1,240,2,0
152,월세,100,"1,500",36,B1/2,서향,37.564368,126.917065,871,32,0,78,5,1
153,월세,"1,500",2억,323,1/4,동향,37.561382,126.924111,1514,21,1,255,5,1
154,월세,350,"4,000",78,B1/4,동향,37.560691,126.924788,1448,20,2,219,5,1
155,월세,140,"3,000",51,1/2,동향,37.565271,126.924641,910,15,1,248,3,0
156,월세,230,"3,000",44,1/1,동향,37.566215,126.920623,902,17,0,135,3,0
157,월세,90,"1,000",13,B1/4,동향,37.56554,126.923336,907,16,0,229,3,0
158,월세,600,1억,104,1/5,동향,37.559813,126.920612,958,39,2,122,8,0
159,월세,200,"3,000",33,1/2,남향,37.560965,126.925299,1136,18,1,221,5,1
160,월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
161,월세,160,"2,500",27,B1/2,남향,37.562117,126.926043,1140,14,1,233,3,0
162,월세,160,"2,000",35,B1/3,북동향,37.562528,126.924938,1161,15,1,258,3,0
163,월세,300,"3,000",45,1/5,북서향,37.561654,126.92627,1139,13,1,223,3,0
164,월세,160,"2,000",26,1/5,남향,37.562355,126.920091,2317,30,1,222,3,0
165,월세,220,"3,000",97,2/4,동향,37.559796,126.921363,1037,36,3,150,8,1
166,월세,130,"2,000",39,1/4,,37.563381,126.926123,1441,12,1,240,2,0
167,월세,230,"3,000",75,1/3,,37.561856,126.926786,1019,12,1,206,2,0
168,월세,250,"3,000",55,1/4,,37.562922,126.925313,1319,14,1,253,2,0
169,월세,260,"4,000",81,B1/4,,37.563093,126.925582,1338,13,1,246,2,0
170,월세,250,"3,000",37,B1/4,남동향,37.561169,126.926094,1465,15,1,209,4,1
171,월세,120,"2,000",26,1/4,북서향,37.564134,126.926598,1525,10,1,227,2,0
172,월세,320,"5,000",99,1/3,남향,37.564494,126.921422,1096,20,1,247,3,0
173,월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
174,월세,90,"2,000",23,1/2,북동향,37.561205,126.922549,1740,24,1,269,5,0
175,월세,270,"5,000",42,1/3,남동향,37.559689,126.921469,1005,35,3,148,8,1
176,월세,160,"2,000",21,4/4,북동향,37.562873,126.92542,1338,13,1,251,2,0
177,월세,350,"4,000",61,B1/5,동향,37.565509,126.921677,998,18,0,205,3,0
178,월세,350,"4,000",61,1/5,동향,37.565509,126.921677,998,18,0,205,3,0
179,월세,500,"7,000",117,1/5,,37.565563,126.92397,879,15,0,242,3,0
180,월세,350,"4,000",163,4/4,북향,37.563286,126.925673,1550,13,1,243,2,0
181,월세,190,"3,000",33,B1/3,북동향,37.560579,126.923681,1416,21,2,228,5,1
182,월세,500,"5,000",92,2/2,남서향,37.565327,126.922203,970,19,0,224,3,0
183,월세,280,"4,000",33,B1/4,북동향,37.562458,126.925371,1153,13,1,254,3,0
184,월세,280,"3,000",73,1/4,북서향,37.563725,126.92614,1399,12,1,237,2,0
185,월세,240,"3,000",87,2/4,남향,37.561538,126.924691,1319,19,1,250,5,1
186,월세,230,"3,000",56,2/4,동향,37.561559,126.925483,1285,17,1,239,4,1
187,월세,170,"3,000",73,2/5,남향,37.562637,126.925044,1417,15,1,257,3,0
188,월세,220,"3,000",94,1/2,남동향,37.56285,126.926052,1302,12,1,240,2,0
189,월세,260,"4,000",81,B1/4,북향,37.563093,126.925582,1338,13,1,246,2,0
190,월세,230,"3,000",56,2/4,동향,37.561559,126.925483,1285,17,1,239,4,1
191,월세,160,"2,500",23,B1/2,남향,37.562117,126.926043,1140,14,1,233,3,0
192,월세,65,500,15,2/4,북동향,37.562748,126.918298,845,30,0,136,3,0
193,월세,90,"1,000",28,B1/4,남동향,37.562748,126.918298,845,30,0,136,3,0
194,월세,680,1억,104,2/4,남동향,37.564409,126.921286,1141,21,1,244,3,0
195,월세,520,1억,85,1/4,남동향,37.564409,126.921286,1141,21,1,244,3,0
196,월세,410,"5,000",104,3/4,남동향,37.564409,126.921286,1141,21,1,244,3,0
197,월세,230,"3,000",79,1/5,남동향,37.560504,126.921764,1038,34,1,214,8,1
198,월세,230,"3,000",45,1/1,남동향,37.566215,126.920623,902,17,0,135,3,0
199,월세,600,"5,000",194,B1/2,남향,37.563249,126.917384,905,33,0,100,4,0
200,월세,550,"8,000",135,1/5,남동향,37.559813,126.920612,958,39,2,122,8,0
201,월세,280,"3,000",60,2/2,남서향,37.565254,126.923888,902,16,1,254,3,0
202,월세,350,"5,000",104,1/2,서향,37.565144,126.924761,910,14,1,251,3,0
203,월세,450,"5,000",59,1/3,남서향,37.561243,126.926023,1465,15,1,215,4,1
204,월세,70,"1,000",26,1/2,남서향,37.565562,126.917361,858,26,0,74,5,1
205,월세,"1,200",2억,325,1/4,남서향,37.564671,126.923448,1145,18,1,270,3,0
206,월세,170,"3,000",73,2/5,,37.562637,126.925044,1417,15,1,257,3,0
207,월세,340,"5,000",182,B1/5,남향,37.564448,126.924022,1179,17,1,267,3,0
208,월세,200,"3,000",50,3/4,북서향,37.565734,126.922985,847,16,0,210,3,0
209,월세,230,"3,000",39,B1/3,남향,37.560609,126.925422,1302,17,2,207,4,1
210,월세,280,"5,000",68,1/5,북동향,37.560563,126.925083,1321,18,2,211,4,1
211,월세,600,1억,135,1/5,남동향,37.559813,126.920612,958,39,2,122,8,0
212,월세,260,"4,000",81,B1/4,북동향,37.563093,126.925582,1338,13,1,246,2,0
213,월세,"2,300",3억,577,1/5,남동향,37.563736,126.925642,1506,14,1,247,2,0
214,월세,"1,000",1억,429,B1/4,남서향,37.558704,126.918276,1710,42,2,45,4,0
215,월세,120,"2,000",20,1/5,남향,37.563944,126.92455,943,15,1,266,3,0
216,월세,190,"2,000",57,1/4,남서향,37.562124,126.918253,843,29,0,108,3,0
217,월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285,17,1,239,4,1
218,월세,120,"2,000",26,1/4,북서향,37.564134,126.926598,1525,10,1,227,2,0
219,월세,350,"5,000",78,1/3,북동향,37.565725,126.923511,890,14,0,222,3,0
220,월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285,17,1,239,4,1
221,월세,500,"6,000",93,B1/2,동향,37.561803,126.926469,1378,12,1,221,3,0
222,월세,300,"4,000",80,2/2,동향,37.561066,126.925531,1136,16,1,220,5,1
223,월세,120,"2,000",33,1/4,북서향,37.562053,126.921427,1052,23,1,284,3,0
224,월세,260,"4,000",81,B1/4,북향,37.563093,126.925582,1338,13,1,246,2,0
225,월세,200,"3,000",57,2/4,,37.565734,126.922985,847,16,0,210,3,0
226,월세,200,"3,000",51,3/4,,37.565734,126.922985,847,16,0,210,3,0
227,월세,300,"4,000",57,1/4,,37.565734,126.922985,847,16,0,210,3,0
228,월세,250,"3,000",64,1/4,남서향,37.563516,126.92487,982,15,1,260,2,0
229,월세,980,"1억 3,000",172,B1/4,,37.565734,126.922985,847,16,0,210,3,0
230,월세,350,"5,000",182,B1/5,북서향,37.564448,126.924022,1179,17,1,267,3,0
231,월세,95,"1,000",29,1/2,남향,37.563093,126.917412,909,32,0,100,4,0
232,월세,130,"2,000",16,1/5,남동향,37.560631,126.920559,953,33,1,155,7,0
233,월세,150,"1,000",27,1/3,남서향,37.561264,126.920281,902,29,1,179,5,0
234,월세,280,"3,000",55,1/4,,37.562922,126.925313,1319,14,1,253,2,0
235,월세,400,"5,000",64,2/2,북향,37.562159,126.926715,1420,11,1,217,3,0
236,월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
237,월세,80,"1,000",23,1/4,남서향,37.564504,126.920433,1809,21,0,196,3,0
238,월세,240,"3,000",49,2/5,남향,37.561772,126.924972,1140,16,1,247,4,0
239,월세,220,"3,000",26,1/5,남향,37.561772,126.924972,1140,16,1,247,4,0
240,월세,250,"3,000",57,1/3,남서향,37.561824,126.926045,1139,12,1,234,3,0
241,월세,300,"4,000",71,1/4,북향,37.561941,126.925084,1239,16,1,249,3,0
242,매매,,"3억 2,000",26,1/5,남향,37.56538,126.918039,866,27,0,108,5,1
243,월세,400,"5,000",175,1/4,서향,37.565089,126.923774,902,17,1,258,3,0
244,월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285,17,1,239,4,1
245,월세,150,"1,000",33,1/3,남서향,37.561264,126.920281,902,29,1,179,5,0
246,월세,300,"4,000",50,B1/4,북서향,37.565734,126.922985,847,16,0,210,3,0
247,월세,350,"6,000",100,1/2,남향,37.56105,126.925018,1509,18,1,232,5,1
248,월세,170,"2,000",56,1/2,북향,37.560927,126.924949,1600,18,1,224,5,1
249,월세,150,"1,000",39,3/4,,37.562385,126.924921,1161,15,1,257,3,0
250,월세,260,"3,000",41,B1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
251,월세,300,"3,000",68,3/3,남서향,37.562763,126.925724,1344,12,1,249,3,0
252,월세,400,"5,000",82,1/4,남향,37.56554,126.923336,907,16,0,229,3,0
253,월세,450,"5,000",98,1/5,북동향,37.55927,126.921056,1876,38,3,112,8,1
254,월세,100,"1,000",19,B1/1,북동향,37.564777,126.923147,910,18,1,272,3,0
255,월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153,12,1,250,3,0
256,월세,175,"2,000",29,1/5,남동향,37.562338,126.924051,1273,16,1,265,3,0
257,월세,130,"3,000",39,1/4,남향,37.56533,126.92412,902,16,1,250,3,0
258,월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153,12,1,250,3,0
259,월세,350,"3,000",33,B1/3,서향,37.562278,126.925378,1153,12,1,250,3,0
260,월세,"1,200",2억,190,1/4,남향,37.564409,126.921286,1141,21,1,244,3,0
261,월세,430,"6,000",95,1/3,서향,37.56485,126.92331,909,18,1,267,3,0
262,월세,400,"5,000",132,B1/4,남향,37.564409,126.921286,1141,21,1,244,3,0
263,월세,170,"2,000",70,B1/3,동향,37.562528,126.924938,1161,15,1,258,3,0
264,월세,270,"3,000",33,2/4,동향,37.561169,126.926094,1465,15,1,209,4,1
265,월세,190,"3,500",53,1/5,북동향,37.561109,126.920106,919,30,1,158,6,0
266,월세,280,"3,000",60,2/2,남서향,37.565254,126.923888,902,16,1,254,3,0
267,월세,110,"1,500",36,B1/2,서향,37.564368,126.917065,871,32,0,78,5,1
268,월세,250,"4,000",78,2/4,,37.562116,126.925874,1140,13,1,238,3,0
269,월세,250,"3,000",37,B1/4,남향,37.561169,126.926094,1465,15,1,209,4,1
270,월세,240,"3,000",36,B1/3,북서향,37.561856,126.926786,1019,12,1,206,2,0
271,월세,180,"3,000",33,3/4,서향,37.562183,126.924832,1203,17,1,257,3,0
272,월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140,15,1,251,3,0
273,월세,160,"2,000",28,1/1,,37.564093,126.924794,1271,14,1,258,3,0
274,월세,190,"2,000",37,B1/3,,37.560946,126.924556,1600,21,1,237,5,1
275,월세,360,"3,000",99,4/5,서향,37.562831,126.924535,1363,16,1,264,2,0
276,월세,120,"2,000",25,1/3,북동향,37.560909,126.921035,974,33,1,210,8,0
277,월세,350,"4,000",24,1/4,남서향,37.561169,126.926094,1465,15,1,209,4,1
278,월세,250,"3,000",54,3/4,남서향,37.56634,126.919972,877,17,0,125,4,1
279,월세,130,"2,000",39,1/4,남서향,37.563381,126.926123,1441,12,1,240,2,0
280,월세,320,"3,000",48,2/3,북동향,37.560849,126.924547,1600,21,1,228,5,1
281,월세,500,"6,000",93,1/2,동향,37.561803,126.926469,1378,12,1,221,3,0
282,월세,500,"6,000",93,B1/2,서향,37.561803,126.926469,1378,12,1,221,3,0
283,월세,160,"2,000",26,1/5,남향,37.562355,126.920091,2317,30,1,222,3,0
284,월세,250,"3,000",33,B1/4,남향,37.561169,126.926094,1465,15,1,209,4,1
285,월세,350,"6,000",100,1/2,남향,37.56105,126.925018,1509,18,1,232,5,1
286,월세,120,"2,000",20,1/5,남동향,37.563944,126.92455,943,15,1,266,3,0
287,월세,240,"3,000",87,2/4,동향,37.561538,126.924691,1319,19,1,250,5,1
288,월세,400,"5,000",92,2/4,,37.562554,126.925288,1153,13,1,254,3,0
289,월세,350,"5,000",63,1/5,남향,37.562843,126.924662,1294,16,1,263,2,0
290,월세,520,1억,85,1/4,남향,37.564409,126.921286,1141,21,1,244,3,0
291,월세,360,"4,000",90,4/5,남동향,37.562831,126.924535,1363,16,1,264,2,0
292,월세,680,1억,104,2/4,남향,37.564409,126.921286,1141,21,1,244,3,0
293,월세,307,"5,000",256,B1/5,북향,37.564448,126.924022,1179,17,1,267,3,0
294,월세,190,"2,000",57,1/4,남향,37.562124,126.918253,843,29,0,108,3,0
295,월세,109,"1,000",59,1/3,남서향,37.561578,126.919992,913,30,1,174,5,0
296,월세,135,"1,000",47,1/5,남동향,37.564386,126.918003,904,32,0,119,4,0
297,월세,160,"2,500",23,B1/2,남향,37.562117,126.926043,1140,14,1,233,3,0
298,월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153,12,1,250,3,0
299,월세,250,"3,000",54,3/4,남향,37.56634,126.919972,877,17,0,125,4,1
300,월세,150,"2,000",49,4/4,남향,37.562554,126.925288,1153,13,1,254,3,0
301,월세,160,"2,500",37,4/4,남서향,37.561852,126.92462,1240,19,1,251,4,0
302,월세,190,"2,500",42,1/4,남향,37.562458,126.925371,1153,13,1,254,3,0
303,월세,170,"2,000",42,B1/3,북동향,37.562528,126.924938,1161,15,1,258,3,0
304,월세,180,"3,000",59,4/4,서향,37.562742,126.925363,1338,13,1,253,3,0
305,월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153,12,1,250,3,0
306,월세,250,"3,000",54,3/4,서향,37.56634,126.919972,877,17,0,125,4,1
307,월세,250,"4,000",55,B1/2,북동향,37.562159,126.926715,1420,11,1,217,3,0
308,월세,200,"3,000",84,2/3,서향,37.566555,126.917098,892,18,0,50,4,1
309,월세,120,"2,000",26,1/3,서향,37.566555,126.917098,892,18,0,50,4,1
310,월세,180,"3,000",71,1/4,남서향,37.563768,126.918983,938,26,0,163,3,0
311,월세,220,"2,000",39,2/5,남동향,37.56152,126.925741,1176,16,1,232,4,1
312,월세,80,"1,000",19,3/5,동향,37.564166,126.91916,964,24,0,159,3,0
313,월세,150,"3,000",43,1/3,동향,37.566314,126.91697,904,20,0,53,4,1
