,Unnamed: 0,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,bicycle_N,subway_N,kor_N,jap_N,west_N,ch_N,bake_N,cafe_N
68,68,월세,210,"3,000",9.1,B1/2,남서향,37.561905,126.924974,1140,17,1,3,0,33,78,101,37,44,249
69,69,월세,210,"2,000",15.1,1/6,서향,37.563267,126.926217,1444,12,1,2,0,27,69,90,31,34,240
70,70,월세,170,"2,000",16.0,B1/2,북향,37.560927,126.924949,1600,18,1,5,1,37,76,99,43,46,224
71,71,월세,350,"3,000",49.3,4/4,서향,37.563286,126.925673,1550,13,1,2,0,27,71,93,31,38,243
72,72,월세,180,"1,500",14.8,1/2,남향,37.561586,126.91812,2303,29,0,5,0,8,14,11,10,19,83
73,73,월세,350,"5,000",22.7,1/3,동향,37.561711,126.924139,1797,20,1,4,0,34,79,103,39,44,260
74,74,월세,360,"5,000",23.6,B1/4,북향,37.560691,126.924788,1448,20,2,5,1,41,75,95,47,46,219
75,75,월세,230,"3,000",16.9,2/4,서향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
76,76,월세,230,"3,000",11.2,1/3,북서향,37.561856,126.926786,1019,12,1,2,0,29,71,96,32,37,206
77,77,월세,160,"2,000",7.0,4/4,북동향,37.562873,126.92542,1338,13,1,2,0,29,74,98,32,41,251
78,78,월세,250,"3,000",16.6,1/4,북동향,37.562922,126.925313,1319,14,1,2,0,30,74,98,32,42,253
79,79,월세,350,"4,000",24.2,2/3,남동향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
80,80,월세,200,"2,500",17.8,2/4,북동향,37.562922,126.925313,1319,14,1,2,0,30,74,98,32,42,253
81,81,월세,243,"3,000",16.0,4/4,북향,37.560691,126.924788,1448,20,2,5,1,41,75,95,47,46,219
82,82,월세,330,"5,000",21.5,1/3,남향,37.561069,126.924555,1509,20,1,5,1,36,78,102,43,45,240
83,83,월세,280,"4,000",20.6,B1/3,북향,37.560935,126.924803,1600,20,1,5,1,37,76,100,43,47,230
84,84,월세,235,"3,000",16.3,1/2,남향,37.561053,126.924933,1509,19,1,5,1,37,78,101,42,45,235
85,85,월세,"1,000",1억,104.1,B1/4,남서향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
86,86,월세,800,1억,105.9,4/4,남서향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
87,87,월세,260,"3,100",14.5,2/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
88,88,월세,480,"5,700",14.8,1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
89,89,월세,330,"3,900",10.0,1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
90,90,월세,810,"9,600",24.5,1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
91,91,월세,480,"5,700",14.8,B1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
92,92,월세,420,"5,000",13.0,B1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
93,93,월세,450,"5,000",28.4,1/5,남동향,37.55927,126.921056,1876,38,3,8,1,43,55,71,46,37,112
94,94,월세,109,"1,000",10.9,1/3,남서향,37.561578,126.919992,913,30,1,5,0,32,39,54,23,32,174
95,95,월세,180,"1,500",14.8,1/2,남동향,37.561586,126.91812,2303,29,0,5,0,8,14,11,10,19,83
96,96,월세,160,"2,500",10.0,B1/2,남향,37.562117,126.926043,1140,14,1,3,0,31,76,98,35,40,233
97,97,월세,240,"4,000",14.8,B1/4,남향,37.562458,126.925371,1153,13,1,3,0,32,78,100,35,43,254
98,98,월세,190,"2,000",16.9,1/2,남향,37.562124,126.918253,843,29,0,3,0,8,13,12,8,20,108
99,99,월세,180,"3,000",10.0,3/3,북동향,37.560579,126.923681,1416,21,2,5,1,45,79,99,51,46,228
100,100,월세,300,"5,000",9.4,1/5,남향,37.561299,126.924723,1514,20,1,5,1,34,78,102,41,44,242
101,101,월세,460,"5,800",15.4,B1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
102,102,월세,350,"3,000",23.0,3/4,북향,37.562161,126.925222,1156,14,1,3,0,33,79,100,36,44,249
103,103,월세,250,"3,000",23.0,2/4,북향,37.562161,126.925222,1156,14,1,3,0,33,79,100,36,44,249
104,104,월세,900,1억 700,24.5,B1/3,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
105,105,월세,230,"3,000",13.6,1/1,남동향,37.566215,126.920623,902,17,0,3,0,2,11,16,2,15,135
106,106,월세,400,"5,000",52.9,1/4,서향,37.565089,126.923774,902,17,1,3,0,19,58,71,24,29,258
107,107,월세,200,"3,000",10.3,3/3,동향,37.566555,126.917098,892,18,0,4,1,1,3,8,3,6,50
108,108,월세,120,"2,000",6.4,1/3,동향,37.566555,126.917098,892,18,0,4,1,1,3,8,3,6,50
109,109,월세,200,"3,000",22.1,2/3,동향,37.566555,126.917098,892,18,0,4,1,1,3,8,3,6,50
110,110,월세,340,"5,000",55.1,B1/5,남향,37.564448,126.924022,1179,17,1,3,0,21,64,85,27,33,267
111,111,월세,750,1억,24.5,B1/4,남서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
112,112,월세,110,"2,000",7.0,1/4,남서향,37.562091,126.922368,1683,19,1,4,0,35,80,101,39,46,285
113,113,월세,680,1억,33.9,2/5,남서향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
114,114,월세,410,"5,000",33.9,3/5,남서향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
115,115,월세,520,1억,23.9,1/5,남서향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
116,116,월세,"2,600",3억,49.0,1/5,남서향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
117,117,월세,500,"7,000",34.8,1/5,남동향,37.565563,126.92397,879,15,0,3,0,15,50,61,20,26,242
118,118,월세,250,"3,000",13.9,1/3,동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
119,119,월세,430,"5,000",20.0,1/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
120,120,월세,430,"5,000",20.0,2/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
121,121,월세,350,"4,000",21.8,3/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
122,122,월세,450,"5,000",20.0,B1/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
123,123,월세,150,"2,000",7.9,4/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
124,124,월세,200,"2,000",15.7,3/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
125,125,월세,400,"5,000",52.9,1/4,서향,37.565089,126.923774,902,17,1,3,0,19,58,71,24,29,258
126,126,월세,410,"5,000",33.9,3/4,남동향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
127,127,월세,400,"5,000",24.8,1/4,남향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
128,128,월세,"1,200",2억,57.8,1/4,남서향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
129,129,월세,400,"4,000",49.3,4/4,북서향,37.563286,126.925673,1550,13,1,2,0,27,71,93,31,38,243
130,130,월세,400,"5,000",24.2,1/4,동향,37.562554,126.925288,1153,13,1,3,0,32,78,100,35,43,254
131,131,월세,280,"4,000",29.6,2/4,서향,37.562742,126.925363,1338,13,1,3,0,31,75,98,34,42,253
132,132,월세,270,"3,240",10.3,2/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
133,133,월세,200,"2,400",11.8,3/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
134,134,월세,350,"4,200",10.0,1/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
135,135,월세,250,"3,000",12.7,B1/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
136,136,월세,500,"7,000",35.4,1/5,북동향,37.565563,126.92397,879,15,0,3,0,15,50,61,20,26,242
137,137,월세,250,"3,000",16.3,3/4,남서향,37.56634,126.919972,877,17,0,4,1,2,11,16,2,14,125
138,138,월세,400,"5,000",39.9,B1/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
139,139,월세,"1,200",2억,59.9,1/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
140,140,월세,490,"6,000",28.1,B1/3,남동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
141,141,월세,450,"5,000",28.1,2/3,남동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
142,142,월세,490,"6,000",28.1,1/3,남동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
143,143,월세,250,"3,000",10.0,3/3,남동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
144,144,월세,"1,600",2억,84.4,B1/3,남동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
145,145,월세,200,"3,000",6.0,3/3,남동향,37.5617,126.926563,1859,12,1,2,0,29,71,96,35,38,208
146,146,월세,300,"3,600",10.9,1/3,남향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
147,147,월세,150,"1,800",7.6,4/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
148,148,월세,350,"4,000",24.2,2/3,동향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
149,149,월세,160,"2,000",7.0,4/4,동향,37.562873,126.92542,1338,13,1,2,0,29,74,98,32,41,251
150,150,월세,230,"3,000",14.8,1/2,남향,37.563343,126.927376,1106,9,1,1,0,22,65,81,29,29,206
151,151,월세,300,"3,000",20.3,3/3,북동향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
152,152,월세,100,"1,500",10.9,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
153,153,월세,"1,500",2억,97.7,1/4,동향,37.561382,126.924111,1514,21,1,5,1,35,80,104,40,46,255
154,154,월세,350,"4,000",23.6,B1/4,동향,37.560691,126.924788,1448,20,2,5,1,41,75,95,47,46,219
155,155,월세,140,"3,000",15.4,1/2,동향,37.565271,126.924641,910,15,1,3,0,19,55,71,23,27,248
156,156,월세,230,"3,000",13.3,1/1,동향,37.566215,126.920623,902,17,0,3,0,2,11,16,2,15,135
157,157,월세,90,"1,000",3.9,B1/4,동향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
158,158,월세,600,1억,31.5,1/5,동향,37.559813,126.920612,958,39,2,8,0,37,52,62,33,35,122
159,159,월세,200,"3,000",10.0,1/2,남향,37.560965,126.925299,1136,18,1,5,1,36,76,98,42,44,221
160,160,월세,310,"3,000",20.0,1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
161,161,월세,160,"2,500",8.2,B1/2,남향,37.562117,126.926043,1140,14,1,3,0,31,76,98,35,40,233
162,162,월세,160,"2,000",10.6,B1/3,북동향,37.562528,126.924938,1161,15,1,3,0,33,78,100,36,43,258
163,163,월세,300,"3,000",13.6,1/5,북서향,37.561654,126.92627,1139,13,1,3,0,32,73,99,36,40,223
164,164,월세,160,"2,000",7.9,1/5,남향,37.562355,126.920091,2317,30,1,3,0,29,45,60,23,29,222
165,165,월세,220,"3,000",29.3,2/4,동향,37.559796,126.921363,1037,36,3,8,1,42,65,82,45,35,150
166,166,월세,130,"2,000",11.8,1/4,,37.563381,126.926123,1441,12,1,2,0,27,69,89,31,34,240
167,167,월세,230,"3,000",22.7,1/3,,37.561856,126.926786,1019,12,1,2,0,29,71,96,32,37,206
168,168,월세,250,"3,000",16.6,1/4,,37.562922,126.925313,1319,14,1,2,0,30,74,98,32,42,253
169,169,월세,260,"4,000",24.5,B1/4,,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
170,170,월세,250,"3,000",11.2,B1/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
171,171,월세,120,"2,000",7.9,1/4,북서향,37.564134,126.926598,1525,10,1,2,0,20,63,77,27,29,227
172,172,월세,320,"5,000",29.9,1/3,남향,37.564494,126.921422,1096,20,1,3,0,19,53,57,19,26,247
173,173,월세,310,"3,000",20.0,1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
174,174,월세,90,"2,000",7.0,1/2,북동향,37.561205,126.922549,1740,24,1,5,0,39,82,106,43,48,269
175,175,월세,270,"5,000",12.7,1/3,남동향,37.559689,126.921469,1005,35,3,8,1,43,64,83,45,36,148
176,176,월세,160,"2,000",6.4,4/4,북동향,37.562873,126.92542,1338,13,1,2,0,29,74,98,32,41,251
177,177,월세,350,"4,000",18.5,B1/5,동향,37.565509,126.921677,998,18,0,3,0,15,33,36,14,22,205
178,178,월세,350,"4,000",18.5,1/5,동향,37.565509,126.921677,998,18,0,3,0,15,33,36,14,22,205
179,179,월세,500,"7,000",35.4,1/5,,37.565563,126.92397,879,15,0,3,0,15,50,61,20,26,242
180,180,월세,350,"4,000",49.3,4/4,북향,37.563286,126.925673,1550,13,1,2,0,27,71,93,31,38,243
181,181,월세,190,"3,000",10.0,B1/3,북동향,37.560579,126.923681,1416,21,2,5,1,45,79,99,51,46,228
182,182,월세,500,"5,000",27.8,2/2,남서향,37.565327,126.922203,970,19,0,3,0,16,42,48,17,23,224
183,183,월세,280,"4,000",10.0,B1/4,북동향,37.562458,126.925371,1153,13,1,3,0,32,78,100,35,43,254
184,184,월세,280,"3,000",22.1,1/4,북서향,37.563725,126.92614,1399,12,1,2,0,24,68,84,28,34,237
185,185,월세,240,"3,000",26.3,2/4,남향,37.561538,126.924691,1319,19,1,5,1,34,79,103,40,45,250
186,186,월세,230,"3,000",16.9,2/4,동향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
187,187,월세,170,"3,000",22.1,2/5,남향,37.562637,126.925044,1417,15,1,3,0,33,78,99,35,43,257
188,188,월세,220,"3,000",28.4,1/2,남동향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
189,189,월세,260,"4,000",24.5,B1/4,북향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
190,190,월세,230,"3,000",16.9,2/4,동향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
191,191,월세,160,"2,500",7.0,B1/2,남향,37.562117,126.926043,1140,14,1,3,0,31,76,98,35,40,233
192,192,월세,65,500,4.5,2/4,북동향,37.562748,126.918298,845,30,0,3,0,7,12,17,6,21,136
193,193,월세,90,"1,000",8.5,B1/4,남동향,37.562748,126.918298,845,30,0,3,0,7,12,17,6,21,136
194,194,월세,680,1억,31.5,2/4,남동향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
195,195,월세,520,1억,25.7,1/4,남동향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
196,196,월세,410,"5,000",31.5,3/4,남동향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
197,197,월세,230,"3,000",23.9,1/5,남동향,37.560504,126.921764,1038,34,1,8,1,39,73,97,41,47,214
198,198,월세,230,"3,000",13.6,1/1,남동향,37.566215,126.920623,902,17,0,3,0,2,11,16,2,15,135
199,199,월세,600,"5,000",58.7,B1/2,남향,37.563249,126.917384,905,33,0,4,0,5,8,11,4,18,100
200,200,월세,550,"8,000",40.8,1/5,남동향,37.559813,126.920612,958,39,2,8,0,37,52,62,33,35,122
201,201,월세,280,"3,000",18.1,2/2,남서향,37.565254,126.923888,902,16,1,3,0,17,56,69,23,28,254
202,202,월세,350,"5,000",31.5,1/2,서향,37.565144,126.924761,910,14,1,3,0,19,58,71,23,28,251
203,203,월세,450,"5,000",17.8,1/3,남서향,37.561243,126.926023,1465,15,1,4,1,34,73,96,38,43,215
204,204,월세,70,"1,000",7.9,1/2,남서향,37.565562,126.917361,858,26,0,5,1,3,6,10,2,12,74
205,205,월세,"1,200",2억,98.3,1/4,남서향,37.564671,126.923448,1145,18,1,3,0,21,63,76,25,32,270
206,206,월세,170,"3,000",22.1,2/5,,37.562637,126.925044,1417,15,1,3,0,33,78,99,35,43,257
207,207,월세,340,"5,000",55.1,B1/5,남향,37.564448,126.924022,1179,17,1,3,0,21,64,85,27,33,267
208,208,월세,200,"3,000",15.1,3/4,북서향,37.565734,126.922985,847,16,0,3,0,15,37,46,18,20,210
209,209,월세,230,"3,000",11.8,B1/3,남향,37.560609,126.925422,1302,17,2,4,1,41,74,95,45,47,207
210,210,월세,280,"5,000",20.6,1/5,북동향,37.560563,126.925083,1321,18,2,4,1,43,76,96,47,47,211
211,211,월세,600,1억,40.8,1/5,남동향,37.559813,126.920612,958,39,2,8,0,37,52,62,33,35,122
212,212,월세,260,"4,000",24.5,B1/4,북동향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
213,213,월세,"2,300",3억,174.5,1/5,남동향,37.563736,126.925642,1506,14,1,2,0,27,71,87,29,35,247
214,214,월세,"1,000",1억,129.8,B1/4,남서향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
215,215,월세,120,"2,000",6.0,1/5,남향,37.563944,126.92455,943,15,1,3,0,28,71,90,29,37,266
216,216,월세,190,"2,000",17.2,1/4,남서향,37.562124,126.918253,843,29,0,3,0,8,13,12,8,20,108
217,217,월세,230,"3,000",16.9,2/4,서향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
218,218,월세,120,"2,000",7.9,1/4,북서향,37.564134,126.926598,1525,10,1,2,0,20,63,77,27,29,227
219,219,월세,350,"5,000",23.6,1/3,북동향,37.565725,126.923511,890,14,0,3,0,16,41,53,19,24,222
220,220,월세,230,"3,000",16.9,2/4,서향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
221,221,월세,500,"6,000",28.1,B1/2,동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
222,222,월세,300,"4,000",24.2,2/2,동향,37.561066,126.925531,1136,16,1,5,1,36,76,98,41,44,220
223,223,월세,120,"2,000",10.0,1/4,북서향,37.562053,126.921427,1052,23,1,3,0,35,78,103,40,47,284
224,224,월세,260,"4,000",24.5,B1/4,북향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
225,225,월세,200,"3,000",17.2,2/4,,37.565734,126.922985,847,16,0,3,0,15,37,46,18,20,210
226,226,월세,200,"3,000",15.4,3/4,,37.565734,126.922985,847,16,0,3,0,15,37,46,18,20,210
227,227,월세,300,"4,000",17.2,1/4,,37.565734,126.922985,847,16,0,3,0,15,37,46,18,20,210
228,228,월세,250,"3,000",19.4,1/4,남서향,37.563516,126.92487,982,15,1,2,0,29,72,93,31,37,260
229,229,월세,980,"1억 3,000",52.0,B1/4,,37.565734,126.922985,847,16,0,3,0,15,37,46,18,20,210
230,230,월세,350,"5,000",55.1,B1/5,북서향,37.564448,126.924022,1179,17,1,3,0,21,64,85,27,33,267
231,231,월세,95,"1,000",8.8,1/2,남향,37.563093,126.917412,909,32,0,4,0,5,8,11,4,18,100
232,232,월세,130,"2,000",4.8,1/5,남동향,37.560631,126.920559,953,33,1,7,0,37,56,68,33,37,155
233,233,월세,150,"1,000",8.2,1/3,남서향,37.561264,126.920281,902,29,1,5,0,34,50,66,27,36,179
234,234,월세,280,"3,000",16.6,1/4,,37.562922,126.925313,1319,14,1,2,0,30,74,98,32,42,253
235,235,월세,400,"5,000",19.4,2/2,북향,37.562159,126.926715,1420,11,1,3,0,28,72,96,33,35,217
236,236,월세,260,"3,000",15.1,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
237,237,월세,80,"1,000",7.0,1/4,남서향,37.564504,126.920433,1809,21,0,3,0,15,27,34,12,25,196
238,238,월세,240,"3,000",14.8,2/5,남향,37.561772,126.924972,1140,16,1,4,0,33,78,102,38,44,247
239,239,월세,220,"3,000",7.9,1/5,남향,37.561772,126.924972,1140,16,1,4,0,33,78,102,38,44,247
240,240,월세,250,"3,000",17.2,1/3,남서향,37.561824,126.926045,1139,12,1,3,0,32,77,100,37,42,234
241,241,월세,300,"4,000",21.5,1/4,북향,37.561941,126.925084,1239,16,1,3,0,33,78,101,37,44,249
242,242,매매,,"3억 2,000",7.9,1/5,남향,37.56538,126.918039,866,27,0,5,1,3,11,14,4,16,108
243,243,월세,400,"5,000",52.9,1/4,서향,37.565089,126.923774,902,17,1,3,0,19,58,71,24,29,258
244,244,월세,230,"3,000",16.9,2/4,서향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
245,245,월세,150,"1,000",10.0,1/3,남서향,37.561264,126.920281,902,29,1,5,0,34,50,66,27,36,179
246,246,월세,300,"4,000",15.1,B1/4,북서향,37.565734,126.922985,847,16,0,3,0,15,37,46,18,20,210
247,247,월세,350,"6,000",30.2,1/2,남향,37.56105,126.925018,1509,18,1,5,1,37,78,100,42,45,232
248,248,월세,170,"2,000",16.9,1/2,북향,37.560927,126.924949,1600,18,1,5,1,37,76,99,43,46,224
249,249,월세,150,"1,000",11.8,3/4,,37.562385,126.924921,1161,15,1,3,0,33,78,100,36,44,257
250,250,월세,260,"3,000",12.4,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
251,251,월세,300,"3,000",20.6,3/3,남서향,37.562763,126.925724,1344,12,1,3,0,29,74,98,32,41,249
252,252,월세,400,"5,000",24.8,1/4,남향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
253,253,월세,450,"5,000",29.6,1/5,북동향,37.55927,126.921056,1876,38,3,8,1,43,55,71,46,37,112
254,254,월세,100,"1,000",5.7,B1/1,북동향,37.564777,126.923147,910,18,1,3,0,21,63,75,24,32,272
255,255,월세,350,"3,000",18.5,B1/3,서향,37.562278,126.925378,1153,12,1,3,0,32,78,100,36,44,250
256,256,월세,175,"2,000",8.8,1/5,남동향,37.562338,126.924051,1273,16,1,3,0,33,79,100,37,44,265
257,257,월세,130,"3,000",11.8,1/4,남향,37.56533,126.92412,902,16,1,3,0,16,55,68,23,26,250
258,258,월세,350,"3,000",18.5,B1/3,서향,37.562278,126.925378,1153,12,1,3,0,32,78,100,36,44,250
259,259,월세,350,"3,000",10.0,B1/3,서향,37.562278,126.925378,1153,12,1,3,0,32,78,100,36,44,250
260,260,월세,"1,200",2억,57.5,1/4,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
261,261,월세,430,"6,000",28.7,1/3,서향,37.56485,126.92331,909,18,1,3,0,21,62,74,24,32,267
262,262,월세,400,"5,000",39.9,B1/4,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
263,263,월세,170,"2,000",21.2,B1/3,동향,37.562528,126.924938,1161,15,1,3,0,33,78,100,36,43,258
264,264,월세,270,"3,000",10.0,2/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
265,265,월세,190,"3,500",16.0,1/5,북동향,37.561109,126.920106,919,30,1,6,0,35,44,59,26,37,158
266,266,월세,280,"3,000",18.1,2/2,남서향,37.565254,126.923888,902,16,1,3,0,17,56,69,23,28,254
267,267,월세,110,"1,500",10.9,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
268,268,월세,250,"4,000",23.6,2/4,,37.562116,126.925874,1140,13,1,3,0,32,77,100,35,40,238
269,269,월세,250,"3,000",11.2,B1/4,남향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
270,270,월세,240,"3,000",10.9,B1/3,북서향,37.561856,126.926786,1019,12,1,2,0,29,71,96,32,37,206
271,271,월세,180,"3,000",10.0,3/4,서향,37.562183,126.924832,1203,17,1,3,0,33,79,100,36,44,257
272,272,월세,260,"3,000",15.1,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
273,273,월세,160,"2,000",8.5,1/1,,37.564093,126.924794,1271,14,1,3,0,24,67,86,27,35,258
274,274,월세,190,"2,000",11.2,B1/3,,37.560946,126.924556,1600,21,1,5,1,39,79,101,43,46,237
275,275,월세,360,"3,000",29.9,4/5,서향,37.562831,126.924535,1363,16,1,2,0,33,75,99,34,43,264
276,276,월세,120,"2,000",7.6,1/3,북동향,37.560909,126.921035,974,33,1,8,0,36,69,92,34,42,210
277,277,월세,350,"4,000",7.3,1/4,남서향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
278,278,월세,250,"3,000",16.3,3/4,남서향,37.56634,126.919972,877,17,0,4,1,2,11,16,2,14,125
279,279,월세,130,"2,000",11.8,1/4,남서향,37.563381,126.926123,1441,12,1,2,0,27,69,89,31,34,240
280,280,월세,320,"3,000",14.5,2/3,북동향,37.560849,126.924547,1600,21,1,5,1,40,77,100,43,47,228
281,281,월세,500,"6,000",28.1,1/2,동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
282,282,월세,500,"6,000",28.1,B1/2,서향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
283,283,월세,160,"2,000",7.9,1/5,남향,37.562355,126.920091,2317,30,1,3,0,29,45,60,23,29,222
284,284,월세,250,"3,000",10.0,B1/4,남향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
285,285,월세,350,"6,000",30.2,1/2,남향,37.56105,126.925018,1509,18,1,5,1,37,78,100,42,45,232
286,286,월세,120,"2,000",6.0,1/5,남동향,37.563944,126.92455,943,15,1,3,0,28,71,90,29,37,266
287,287,월세,240,"3,000",26.3,2/4,동향,37.561538,126.924691,1319,19,1,5,1,34,79,103,40,45,250
288,288,월세,400,"5,000",27.8,2/4,,37.562554,126.925288,1153,13,1,3,0,32,78,100,35,43,254
289,289,월세,350,"5,000",19.1,1/5,남향,37.562843,126.924662,1294,16,1,2,0,33,75,99,34,43,263
290,290,월세,520,1억,25.7,1/4,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
291,291,월세,360,"4,000",27.2,4/5,남동향,37.562831,126.924535,1363,16,1,2,0,33,75,99,34,43,264
292,292,월세,680,1억,31.5,2/4,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
293,293,월세,307,"5,000",77.4,B1/5,북향,37.564448,126.924022,1179,17,1,3,0,21,64,85,27,33,267
294,294,월세,190,"2,000",17.2,1/4,남향,37.562124,126.918253,843,29,0,3,0,8,13,12,8,20,108
295,295,월세,109,"1,000",17.8,1/3,남서향,37.561578,126.919992,913,30,1,5,0,32,39,54,23,32,174
296,296,월세,135,"1,000",14.2,1/5,남동향,37.564386,126.918003,904,32,0,4,0,4,11,13,4,19,119
297,297,월세,160,"2,500",7.0,B1/2,남향,37.562117,126.926043,1140,14,1,3,0,31,76,98,35,40,233
298,298,월세,350,"3,000",18.5,B1/3,서향,37.562278,126.925378,1153,12,1,3,0,32,78,100,36,44,250
299,299,월세,250,"3,000",16.3,3/4,남향,37.56634,126.919972,877,17,0,4,1,2,11,16,2,14,125
300,300,월세,150,"2,000",14.8,4/4,남향,37.562554,126.925288,1153,13,1,3,0,32,78,100,35,43,254
301,301,월세,160,"2,500",11.2,4/4,남서향,37.561852,126.92462,1240,19,1,4,0,33,79,101,38,44,251
302,302,월세,190,"2,500",12.7,1/4,남향,37.562458,126.925371,1153,13,1,3,0,32,78,100,35,43,254
303,303,월세,170,"2,000",12.7,B1/3,북동향,37.562528,126.924938,1161,15,1,3,0,33,78,100,36,43,258
304,304,월세,180,"3,000",17.8,4/4,서향,37.562742,126.925363,1338,13,1,3,0,31,75,98,34,42,253
305,305,월세,350,"3,000",18.5,B1/3,서향,37.562278,126.925378,1153,12,1,3,0,32,78,100,36,44,250
